n,omega,tau_type,tau_value,init_name,dt,T,step,time,kl_energy,norm_energy,mean_error,cov_error,volume_error,shape_error,cosine_error,eig_min,eig_max,chi
2,0.25,positive,0.0625,mean_only,0.1,2.0,10,1.0,0.547094945657562,0.12157665459056936,1.0460353203000001,0.0,0.0,0.0,0.4847531844313441,1.0,1.0,1.0
2,0.25,positive,0.0625,mean_only,0.1,2.0,15,1.5,0.19076021223847284,0.042391158275216195,0.617673396283947,0.0,0.0,0.0,0.2496077137305744,1.0,1.0,1.0
2,0.25,positive,0.0625,mean_only,0.1,2.0,20,2.0,0.06651397323645569,0.0147808829414346,0.36472996377170785,0.0,0.0,0.0,0.13016723127554308,1.0,1.0,1.0
2,0.25,positive,0.0625,volume_high,0.1,2.0,0,0.0,1.6137056388801092,1.0,0.0,2.9999999999999996,1.3862943611198906,0.0,0.413512845638725,4.0,4.0,1.0
2,0.25,positive,0.0625,volume_high,0.1,2.0,5,0.5,0.09770668882482547,0.06054802466491512,0.0,0.5094560291547379,0.41174934032991245,0.0,0.11969540889112129,1.5094560291547379,1.5094560291547379,1.0
2,0.25,positive,0.0625,volume_high,0.1,2.0,10,1.0,0.016582879842165665,0.010276273096296527,0.0,0.19333369289672084,0.17675081305455514,0.0,0.04904519173800215,1.1933336928967209,1.1933336928967209,1.0
2,0.25,positive,0.0625,volume_high,0.1,2.0,15,1.5,0.003447147815105911,0.0021361689096520645,0.0,0.0853457199819101,0.0818985721668043,0.0,0.022236127322539767,1.08534571998191,1.08534571998191,1.0
2,0.25,positive,0.0625,volume_high,0.1,2.0,20,2.0,0.0007734588306274048,0.0004793060221095684,0.0,0.039848194572847044,0.03907473574221962,0.0,0.010500261581067427,1.039848194572847,1.039848194572847,1.0
2,0.25,positive,0.0625,volume_low,0.1,2.0,0,0.0,0.6362943611198906,1.0,0.0,0.7499999999999999,1.3862943611198906,0.0,0.24218316241483717,0.25,0.25,1.0
2,0.25,positive,0.0625,volume_low,0.1,2.0,5,0.5,0.32064751822963955,0.5039295298253054,0.0,0.6028870752183361,0.9235345934479756,0.0,0.1872610378422367,0.39711292478166393,0.39711292478166393,1.0
2,0.25,positive,0.0625,volume_low,0.1,2.0,10,1.0,0.1340883748180759,0.2107332439377236,0.0,0.43259687601513036,0.5666852508332063,0.0,0.12853133236177683,0.5674031239848696,0.5674031239848696,1.0
2,0.25,positive,0.0625,volume_low,0.1,2.0,15,1.5,0.04666839418080304,0.07334403231024357,0.0,0.27522335954567745,0.3218917537264806,0.0,0.07852729878280618,0.7247766404543226,0.7247766404543226,1.0
2,0.25,positive,0.0625,volume_low,0.1,2.0,20,2.0,0.01399506147408447,0.021994633819248197,0.0,0.1581054572509527,0.17210051872503723,0.0,0.04378615099249228,0.8418945427490473,0.8418945427490473,1.0
2,0.25,positive,0.0625,shape_only,0.1,2.0,0,0.0,2.7621956910836314,1.0,0.0,4.558929858404187,0.0,2.8284271247461903,0.1352032939031187,0.1353352832366127,7.38905609893065,0.3670988855829601
2,0.25,positive,0.0625,shape_only,0.1,2.0,5,0.5,0.2113491011709363,0.07651489061878247,0.0,0.497305107246485,0.3922177908563628,0.9064191515868972,0.137251858927532,0.3558831189690325,1.2823795016601145,0.13227596722749402
2,0.25,positive,0.0625,shape_only,0.1,2.0,10,1.0,0.06274839974403701,0.022716855270822723,0.0,0.2980575424360899,0.2580589920380404,0.40653109489463835,0.09561306356288257,0.5795404100604217,1.0298384053515712,0.4293894419644872
2,0.25,positive,0.0625,shape_only,0.1,2.0,15,1.5,0.0160050523091666,0.005794322379413926,0.0,0.16439159391179411,0.1448928812504339,0.16642449525425626,0.05307952893462298,0.7690703967715965,0.973153945345869,0.6147019684471396
2,0.25,positive,0.0625,shape_only,0.1,2.0,20,2.0,0.00366995660890157,0.0013286374389577795,0.0,0.08252708264842708,0.07541339881590864,0.062180023188957524,0.026232846623751027,0.8874693309842216,0.9690437846017642,0.7557383030688998
2,0.25,positive,0.0625,mixed,0.1,2.0,0,0.0,5.011672049926549,1.0,1.9999999999999998,5.644555741786776,0.6931471805599454,2.1213203435596424,0.783383274430757,0.44626032029685964,8.963378140676129,0.4307988270442431
2,0.25,positive,0.0625,mixed,0.1,2.0,5,0.5,0.5271157035922636,0.10517761304832166,0.999421278724028,0.251128857533141,0.05785590782941542,0.3125850964389344,0.43949946606189894,0.8494424095133433,1.3216579209636434,0.11605088684042209
2,0.25,positive,0.0625,mixed,0.1,2.0,10,1.0,0.19673336223807425,0.03925503510169975,0.6230338821153976,0.07437259157648075,0.02236161701512727,0.09678766654071592,0.23961954266532498,0.9549678554036987,1.095050884838921,0.11307840590000974
2,0.25,positive,0.0625,mixed,0.1,2.0,15,1.5,0.0701189171988108,0.013991122423870187,0.37368963444542164,0.024594012806017022,0.01033682068122465,0.031037024983062298,0.1280896177031564,0.9884574620230799,1.032810070845038,0.1869456845339912
2,0.25,positive,0.0625,mixed,0.1,2.0,20,2.0,0.024565607775439258,0.004901679026623318,0.22148448058715184,0.008742643567150554,0.004984721425657022,0.010069564336985437,0.06972097882983552,0.9978667428336346,1.0121785404275976,0.3300493170540177
2,0.5,negative,-0.125,mean_only,0.1,2.0,0,0.0,4.499999999999999,1.0,2.9999999999999996,0.0,0.0,0.0,1.126178161942212,1.0,1.0,1.0
2,0.5,negative,-0.125,mean_only,0.1,2.0,5,0.5,1.56905298045,0.34867844010000004,1.7714699999999999,0.0,0.0,0.0,0.8796269010084781,1.0,1.0,1.0
2,0.5,negative,-0.125,mean_only,0.1,2.0,10,1.0,0.547094945657562,0.12157665459056936,1.0460353203000001,0.0,0.0,0.0,0.4847531844313441,1.0,1.0,1.0
2,0.5,negative,-0.125,mean_only,0.1,2.0,15,1.5,0.19076021223847284,0.042391158275216195,0.617673396283947,0.0,0.0,0.0,0.2496077137305744,1.0,1.0,1.0
2,0.5,negative,-0.125,mean_only,0.1,2.0,20,2.0,0.06651397323645569,0.0147808829414346,0.36472996377170785,0.0,0.0,0.0,0.13016723127554308,1.0,1.0,1.0
2,0.5,negative,-0.125,volume_high,0.1,2.0,0,0.0,1.6137056388801092,1.0,0.0,2.9999999999999996,1.3862943611198906,0.0,0.413512845638725,4.0,4.0,1.0
2,0.5,negative,-0.125,volume_high,0.1,2.0,5,0.5,0.02912327880633092,0.018047454321682917,0.0,0.26113687357176024,0.23201359476542935,0.0,0.06515306108060581,1.2611368735717603,1.2611368735717603,1.0
2,0.5,negative,-0.125,volume_high,0.1,2.0,10,1.0,0.0024199308918604334,0.0014996111022700734,0.0,0.07119166895929241,0.06877173806743189,0.0,0.018613725860953,1.0711916689592924,1.0711916689592924,1.0
2,0.5,negative,-0.125,volume_high,0.1,2.0,15,1.5,0.0002412932686708391,0.00014952743725819384,0.0,0.02212900816149976,0.021887714892829015,0.0,0.005856960378350262,1.0221290081614998,1.0221290081614998,1.0
2,0.5,negative,-0.125,volume_high,0.1,2.0,20,2.0,2.530982662829473e-05,1.5684289636528395e-05,0.0,0.007131632206953452,0.007106322380325172,0.0,0.001894635231433739,1.0071316322069535,1.0071316322069535,1.0
2,0.5,negative,-0.125,volume_low,0.1,2.0,0,0.0,0.6362943611198906,1.0,0.0,0.7499999999999999,1.3862943611198906,0.0,0.24218316241483717,0.25,0.25,1.0
2,0.5,negative,-0.125,volume_low,0.1,2.0,5,0.5,0.20898575237525874,0.3284419368536281,0.0,0.5153570101701324,0.724342762545391,0.0,0.15644942246923943,0.4846429898298677,0.4846429898298677,1.0
2,0.5,negative,-0.125,volume_low,0.1,2.0,10,1.0,0.04400149236800388,0.06915273033468408,0.0,0.2680729879815812,0.312074480349585,0.0,0.07634744561389617,0.7319270120184188,0.7319270120184188,1.0
2,0.5,negative,-0.125,volume_low,0.1,2.0,15,1.5,0.006470218027017305,0.010168592435157832,0.0,0.1094840735877599,0.1159542916147773,0.0,0.029950426006226216,0.8905159264122401,0.8905159264122401,1.0
2,0.5,negative,-0.125,volume_low,0.1,2.0,20,2.0,0.0007841054375425927,0.0012322998370794167,0.0,0.0390796395893358,0.039863745026878346,0.0,0.010502948235843412,0.9609203604106642,0.9609203604106642,1.0
2,0.5,negative,-0.125,shape_only,0.1,2.0,0,0.0,2.7621956910836314,1.0,0.0,4.558929858404187,0.0,2.8284271247461903,0.1352032939031187,0.1353352832366127,7.38905609893065,0.3670988855829601
2,0.5,negative,-0.125,shape_only,0.1,2.0,5,0.5,0.6071066294164305,0.2197913172394595,0.0,0.761529789788177,0.7043832501943291,1.7112042557857772,0.16864134981542656,0.1474321242847374,1.6580146341594653,0.01631710684512127
2,0.5,negative,-0.125,shape_only,0.1,2.0,10,1.0,0.3633337791507518,0.13153802980853,0.0,0.6011599763460492,0.5535890853144108,1.2383926469493978,0.16234739491275763,0.23948489721996122,1.380004490452721,0.10015979766267696
2,0.5,negative,-0.125,shape_only,0.1,2.0,15,1.5,0.19470526573244396,0.07048930905256011,0.0,0.48473755625666554,0.36650416305396993,0.869054816227957,0.1322307341761858,0.37492895779772817,1.2814732475592197,0.1256109227163892
2,0.5,negative,-0.125,shape_only,0.1,2.0,20,2.0,0.09020740811229366,0.03265786287462659,0.0,0.3624966434839826,0.21325045957459604,0.5804004372630035,0.0947434999833694,0.535981547630244,1.2179323494451513,0.115214252615518
2,0.5,negative,-0.125,mixed,0.1,2.0,0,0.0,5.011672049926549,1.0,1.9999999999999998,5.644555741786776,0.6931471805599454,2.1213203435596424,0.783383274430757,0.44626032029685964,8.963378140676129,0.4307988270442431
2,0.5,negative,-0.125,mixed,0.1,2.0,5,0.5,0.9277585228773391,0.1851195596269984,1.1778239159210815,0.6044106517885731,0.24574701429597665,1.005735668250081,0.5368302495665115,0.38407803711142596,1.592675803135628,0.0003698096381763131
2,0.5,negative,-0.125,mixed,0.1,2.0,10,1.0,0.5479728469540246,0.10933932657506104,0.9411456479123271,0.4009689750602057,0.1898997598762162,0.6472940566906906,0.378319290918625,0.5232971683371788,1.307093875234124,0.04473176471538037
2,0.5,negative,-0.125,mixed,0.1,2.0,15,1.5,0.2862794845534433,0.05712254946084092,0.6966997011495883,0.2710471878027878,0.11004040608337838,0.40911607585050325,0.24207613452560067,0.670769876003224,1.1963178073549798,0.060114695662325184
2,0.5,negative,-0.125,mixed,0.1,2.0,20,2.0,0.1311609184363245,0.02617108963429616,0.4788746374147544,0.17356775220085366,0.055100306044357096,0.2515428609220715,0.1440728772746021,0.7921789475908,1.1306213588340224,0.04945760519634028
2,0.5,zero,0.0,mean_only,0.1,2.0,0,0.0,4.499999999999999,1.0,2.9999999999999996,0.0,0.0,0.0,1.126178161942212,1.0,1.0,1.0
2,0.5,zero,0.0,mean_only,0.1,2.0,5,0.5,1.56905298045,0.34867844010000004,1.7714699999999999,0.0,0.0,0.0,0.8796269010084781,1.0,1.0,1.0
2,0.5,zero,0.0,mean_only,0.1,2.0,10,1.0,0.547094945657562,0.12157665459056936,1.0460353203000001,0.0,0.0,0.0,0.4847531844313441,1.0,1.0,1.0
2,0.5,zero,0.0,mean_only,0.1,2.0,15,1.5,0.19076021223847284,0.042391158275216195,0.617673396283947,0.0,0.0,0.0,0.2496077137305744,1.0,1.0,1.0
2,0.5,zero,0.0,mean_only,0.1,2.0,20,2.0,0.06651397323645569,0.0147808829414346,0.36472996377170785,0.0,0.0,0.0,0.13016723127554308,1.0,1.0,1.0
2,0.5,zero,0.0,volume_high,0.1,2.0,0,0.0,1.6137056388801092,1.0,0.0,2.9999999999999996,1.3862943611198906,0.0,0.413512845638725,4.0,4.0,1.0
2,0.5,zero,0.0,volume_high,0.1,2.0,5,0.5,0.18085095735071466,0.11207183825435653,0.0,0.7275622929620175,0.5467113356113029,0.0,0.16232257987366366,1.7275622929620176,1.7275622929620176,1.0
2,0.5,zero,0.0,volume_high,0.1,2.0,10,1.0,0.04345117987467284,0.026926335775109143,0.0,0.3244437085520524,0.2809925286773796,0.0,0.07970768126211802,1.3244437085520524,1.3244437085520524,1.0
2,0.5,zero,0.0,volume_high,0.1,2.0,15,1.5,0.012667185633286726,0.007849749872645664,0.0,0.16772219501896068,0.155055009385674,0.0,0.042817206857445445,1.1677221950189607,1.1677221950189607,1.0
2,0.5,zero,0.0,volume_high,0.1,2.0,20,2.0,0.004014135027482046,0.0024875261824503533,0.0,0.09229644842212781,0.08828231339464583,0.0,0.02400564145200923,1.0922964484221278,1.0922964484221278,1.0
2,0.5,zero,0.0,volume_low,0.1,2.0,0,0.0,0.6362943611198906,1.0,0.0,0.7499999999999999,1.3862943611198906,0.0,0.24218316241483717,0.25,0.25,1.0
2,0.5,zero,0.0,volume_low,0.1,2.0,5,0.5,0.3880976926874684,0.6099342009009932,0.0,0.6435978454765621,1.0316955381640305,0.0,0.20205767234277394,0.3564021545234379,0.3564021545234379,1.0
2,0.5,zero,0.0,volume_low,0.1,2.0,10,1.0,0.2140635275278111,0.33642216654419993,0.0,0.5200870793752488,0.7341506069030599,0.0,0.15808022079926398,0.4799129206247512,0.4799129206247512,1.0
2,0.5,zero,0.0,volume_low,0.1,2.0,15,1.5,0.1063990000437145,0.16721663202617443,0.0,0.39326630133566126,0.4996653013793757,0.0,0.11566321557828163,0.6067336986643387,0.6067336986643387,1.0
2,0.5,zero,0.0,volume_low,0.1,2.0,20,2.0,0.04800036098553284,0.0754373508843474,0.0,0.27870057329427866,0.3267009342798115,0.0,0.07959017751730302,0.7212994267057213,0.7212994267057213,1.0
2,0.5,zero,0.0,shape_only,0.1,2.0,0,0.0,2.7621956910836314,1.0,0.0,4.558929858404187,0.0,2.8284271247461903,0.1352032939031187,0.1353352832366127,7.38905609893065,0.3670988855829601
2,0.5,zero,0.0,shape_only,0.1,2.0,5,0.5,0.5167068324009578,0.18706380365043926,0.0,0.8360242185312313,0.47587272095411715,1.5626214282555317,0.13770867512323126,0.20580772305357384,1.8758604998401076,0.0023856597445357833
2,0.5,zero,0.0,shape_only,0.1,2.0,10,1.0,0.27898609659199725,0.10100156824245453,0.0,0.5599169548481923,0.442931948243278,1.0730867642328383,0.1461328664569097,0.30067694108938053,1.3714313556080577,0.08573410669812916
2,0.5,zero,0.0,shape_only,0.1,2.0,15,1.5,0.1537300243264843,0.05565500837711277,0.0,0.4332560074745076,0.3509410425761154,0.7405992809431393,0.12723615997040927,0.4170188658864074,1.1885590976143303,0.20719208669166242
2,0.5,zero,0.0,shape_only,0.1,2.0,20,2.0,0.07879603351886111,0.028526593453611825,0.0,0.33040652653554814,0.25525205521422073,0.4994748857848447,0.0999165753738922,0.5442023502132786,1.102885606396002,0.2852172133622787
2,0.5,zero,0.0,mixed,0.1,2.0,0,0.0,5.011672049926549,1.0,1.9999999999999998,5.644555741786776,0.6931471805599454,2.1213203435596424,0.783383274430757,0.44626032029685964,8.963378140676129,0.4307988270442431
2,0.5,zero,0.0,mixed,0.1,2.0,5,0.5,0.7931134932955795,0.15825327064391678,1.09641185224032,0.6996594402955106,0.04131888921693788,0.8440379656704378,0.4834130996244347,0.5737818082734478,1.8929640070185374,0.1112570339736941
2,0.5,zero,0.0,mixed,0.1,2.0,10,1.0,0.3741138543942206,0.0746485106501938,0.7946664480841631,0.34357638432240434,0.023639042173567715,0.4853796376314794,0.3036534438815979,0.6929106118143727,1.3765442489162332,0.010216418816265529
2,0.5,zero,0.0,mixed,0.1,2.0,15,1.5,0.16801420609838003,0.03352458110279631,0.5426780112808237,0.19990023303839602,0.029685047451190813,0.2889154247020415,0.17664524911868368,0.7913783528021803,1.1907805405644887,0.00199139304368948
2,0.5,zero,0.0,mixed,0.1,2.0,20,2.0,0.06996058683426032,0.013959530100395467,0.3532607326948479,0.12065275989625193,0.023195956784952336,0.1727312272938468,0.09896929632391505,0.8647322315051487,1.1040038833293668,0.0167861608730314
2,0.5,positive,0.125,mean_only,0.1,2.0,0,0.0,4.499999999999999,1.0,2.9999999999999996,0.0,0.0,0.0,1.126178161942212,1.0,1.0,1.0
2,0.5,positive,0.125,mean_only,0.1,2.0,5,0.5,1.56905298045,0.34867844010000004,1.7714699999999999,0.0,0.0,0.0,0.8796269010084781,1.0,1.0,1.0
2,0.5,positive,0.125,mean_only,0.1,2.0,10,1.0,0.547094945657562,0.12157665459056936,1.0460353203000001,0.0,0.0,0.0,0.4847531844313441,1.0,1.0,1.0
2,0.5,positive,0.125,mean_only,0.1,2.0,15,1.5,0.19076021223847284,0.042391158275216195,0.617673396283947,0.0,0.0,0.0,0.2496077137305744,1.0,1.0,1.0
2,0.5,positive,0.125,mean_only,0.1,2.0,20,2.0,0.06651397323645569,0.0147808829414346,0.36472996377170785,0.0,0.0,0.0,0.13016723127554308,1.0,1.0,1.0
2,0.5,positive,0.125,volume_high,0.1,2.0,0,0.0,1.6137056388801092,1.0,0.0,2.9999999999999996,1.3862943611198906,0.0,0.413512845638725,4.0,4.0,1.0
2,0.5,positive,0.125,volume_high,0.1,2.0,5,0.5,0.34541740224917383,0.21405229920922197,0.0,1.0757305813716176,0.7303131791224438,0.0,0.2214322014225723,2.0757305813716176,2.0757305813716176,1.0
2,0.5,positive,0.125,volume_high,0.1,2.0,10,1.0,0.11916986466682311,0.07384857671410595,0.0,0.5706759025831236,0.45150603791630045,0.0,0.1321332869924184,1.5706759025831236,1.5706759025831236,1.0
2,0.5,positive,0.125,volume_high,0.1,2.0,15,1.5,0.0483174824369228,0.02994194311079839,0.0,0.34387388331787,0.29555640088094726,0.0,0.08408317939220811,1.34387388331787,1.34387388331787,1.0
2,0.5,positive,0.125,volume_high,0.1,2.0,20,2.0,0.021222449633206963,0.013151376014237062,0.0,0.22040622094244597,0.199183771309239,0.0,0.05554232292478212,1.220406220942446,1.220406220942446,1.0
2,0.5,positive,0.125,volume_low,0.1,2.0,0,0.0,0.6362943611198906,1.0,0.0,0.7499999999999999,1.3862943611198906,0.0,0.24218316241483717,0.25,0.25,1.0
2,0.5,positive,0.125,volume_low,0.1,2.0,5,0.5,0.46330354744908875,0.7281276964857356,0.0,0.6818132467453752,1.145116794194464,0.0,0.21622410365142497,0.3181867532546248,0.3181867532546248,1.0
2,0.5,positive,0.125,volume_low,0.1,2.0,10,1.0,0.32330244650869977,0.5081020141993419,0.0,0.6046294787401333,0.9279319252488333,0.0,0.18788817704032956,0.3953705212598666,0.3953705212598666,1.0
2,0.5,positive,0.125,volume_low,0.1,2.0,15,1.5,0.21573264879541165,0.33904535695667326,0.0,0.5216225362904574,0.7373551850858692,0.0,0.15861043405123543,0.4783774637095426,0.4783774637095426,1.0
2,0.5,positive,0.125,volume_low,0.1,2.0,20,2.0,0.13760308015441147,0.2162569536404933,0.0,0.43716411619634704,0.5747671963507585,0.0,0.1300421004175928,0.5628358838036529,0.5628358838036529,1.0
2,0.5,positive,0.125,shape_only,0.1,2.0,0,0.0,2.7621956910836314,1.0,0.0,4.558929858404187,0.0,2.8284271247461903,0.1352032939031187,0.1353352832366127,7.38905609893065,0.3670988855829601
2,0.5,positive,0.125,shape_only,0.1,2.0,5,0.5,0.48513268224900785,0.17563298784912898,0.0,0.8948312576611368,0.3561504783641967,1.4941251601458028,0.11859968112935804,0.24349557452871035,2.014468833240912,0.020776734702278175
2,0.5,positive,0.125,shape_only,0.1,2.0,10,1.0,0.23447844548031993,0.08488842634763946,0.0,0.5437248163640331,0.356363195259623,0.987878265298012,0.130921302869757,0.3482277303626254,1.4080027700787687,0.050250504887545566
2,0.5,positive,0.125,shape_only,0.1,2.0,15,1.5,0.12554093291918345,0.045449688204362064,0.0,0.40254723122661684,0.30550171850372326,0.6662616091966973,0.1165525245874316,0.4599581276863588,1.1801203011445618,0.19985824660778848
2,0.5,positive,0.125,shape_only,0.1,2.0,20,2.0,0.06672967145958375,0.024158198376381206,0.0,0.3072520835425484,0.24483373924991278,0.4449164795935085,0.09496141506206446,0.5715306313435665,1.0722612330757757,0.33601448848654064
2,0.5,positive,0.125,mixed,0.1,2.0,0,0.0,5.011672049926549,1.0,1.9999999999999998,5.644555741786776,0.6931471805599454,2.1213203435596424,0.783383274430757,0.44626032029685964,8.963378140676129,0.4307988270442431
2,0.5,positive,0.125,mixed,0.1,2.0,5,0.5,0.7580131204417719,0.15124954563874174,1.0519257367949453,0.8020404975395514,0.19684747488468649,0.7680738097249316,0.46081475118418996,0.707326630711714,2.0958468042096143,0.2507067832367897
2,0.5,positive,0.125,mixed,0.1,2.0,10,1.0,0.3014257485555323,0.06014474721264931,0.7070838783525959,0.35788240429152074,0.10453240878369406,0.4047638966939174,0.2726741999838337,0.8338690633351197,1.4780796403171845,0.18994404676743204
2,0.5,positive,0.125,mixed,0.1,2.0,15,1.5,0.11668281242162548,0.023282212255555625,0.4492325855230225,0.18909415820972678,0.06454260878283102,0.2260008515825704,0.15298555599729463,0.9091327772178928,1.2515081492953206,0.18042478023759456
2,0.5,positive,0.125,mixed,0.1,2.0,20,2.0,0.04335611360443958,0.00865102767549904,0.2759699646710205,0.1067880148769485,0.042703270341252236,0.1290998667095591,0.08561928991607087,0.9525772043223394,1.1433821421685197,0.2018689598655433
2,1.0,negative,-0.25,mean_only,0.1,2.0,0,0.0,4.499999999999999,1.0,2.9999999999999996,0.0,0.0,0.0,1.126178161942212,1.0,1.0,1.0
2,1.0,negative,-0.25,mean_only,0.1,2.0,5,0.5,1.56905298045,0.34867844010000004,1.7714699999999999,0.0,0.0,0.0,0.8796269010084781,1.0,1.0,1.0
2,1.0,negative,-0.25,mean_only,0.1,2.0,10,1.0,0.547094945657562,0.12157665459056936,1.0460353203000001,0.0,0.0,0.0,0.4847531844313441,1.0,1.0,1.0
2,1.0,negative,-0.25,mean_only,0.1,2.0,15,1.5,0.19076021223847284,0.042391158275216195,0.617673396283947,0.0,0.0,0.0,0.2496077137305744,1.0,1.0,1.0
2,1.0,negative,-0.25,mean_only,0.1,2.0,20,2.0,0.06651397323645569,0.0147808829414346,0.36472996377170785,0.0,0.0,0.0,0.13016723127554308,1.0,1.0,1.0
2,1.0,negative,-0.25,volume_high,0.1,2.0,0,0.0,1.6137056388801092,1.0,0.0,2.9999999999999996,1.3862943611198906,0.0,0.413512845638725,4.0,4.0,1.0
2,1.0,negative,-0.25,volume_high,0.1,2.0,5,0.5,0.18085095735071466,0.11207183825435653,0.0,0.7275622929620175,0.5467113356113029,0.0,0.16232257987366366,1.7275622929620176,1.7275622929620176,1.0
2,1.0,negative,-0.25,volume_high,0.1,2.0,10,1.0,0.04345117987467284,0.026926335775109143,0.0,0.3244437085520524,0.2809925286773796,0.0,0.07970768126211802,1.3244437085520524,1.3244437085520524,1.0
2,1.0,negative,-0.25,volume_high,0.1,2.0,15,1.5,0.012667185633286726,0.007849749872645664,0.0,0.16772219501896068,0.155055009385674,0.0,0.042817206857445445,1.1677221950189607,1.1677221950189607,1.0
2,1.0,negative,-0.25,volume_high,0.1,2.0,20,2.0,0.004014135027482046,0.0024875261824503533,0.0,0.09229644842212781,0.08828231339464583,0.0,0.02400564145200923,1.0922964484221278,1.0922964484221278,1.0
2,1.0,negative,-0.25,volume_low,0.1,2.0,0,0.0,0.6362943611198906,1.0,0.0,0.7499999999999999,1.3862943611198906,0.0,0.24218316241483717,0.25,0.25,1.0
2,1.0,negative,-0.25,volume_low,0.1,2.0,5,0.5,0.3880976926874684,0.6099342009009932,0.0,0.6435978454765621,1.0316955381640305,0.0,0.20205767234277394,0.3564021545234379,0.3564021545234379,1.0
2,1.0,negative,-0.25,volume_low,0.1,2.0,10,1.0,0.2140635275278111,0.33642216654419993,0.0,0.5200870793752488,0.7341506069030599,0.0,0.15808022079926398,0.4799129206247512,0.4799129206247512,1.0
2,1.0,negative,-0.25,volume_low,0.1,2.0,15,1.5,0.1063990000437145,0.16721663202617443,0.0,0.39326630133566126,0.4996653013793757,0.0,0.11566321557828163,0.6067336986643387,0.6067336986643387,1.0
2,1.0,negative,-0.25,volume_low,0.1,2.0,20,2.0,0.04800036098553284,0.0754373508843474,0.0,0.27870057329427866,0.3267009342798115,0.0,0.07959017751730302,0.7212994267057213,0.7212994267057213,1.0
2,1.0,negative,-0.25,shape_only,0.1,2.0,0,0.0,2.7621956910836314,1.0,0.0,4.558929858404187,0.0,2.8284271247461903,0.1352032939031187,0.1353352832366127,7.38905609893065,0.3670988855829601
2,1.0,negative,-0.25,shape_only,0.1,2.0,5,0.5,0.8678654885839856,0.31419406357972957,0.0,1.1724031876295506,0.6014232881948613,2.093445597778639,0.12392061890352346,0.12471640659460145,2.408167994183647,0.051647825577933106
2,1.0,negative,-0.25,shape_only,0.1,2.0,10,1.0,0.6234414683117888,0.22570503253055463,0.0,0.8142568122049998,0.6595504546915864,1.7460900835071558,0.15949531152059726,0.1504352389619412,1.7773467882784637,0.0019665626821689444
2,1.0,negative,-0.25,shape_only,0.1,2.0,15,1.5,0.48038303814888117,0.1739134702510607,0.0,0.6874943814657727,0.6173677223935159,1.480710958050488,0.16541009395546435,0.18930638689260865,1.5367242446181222,0.03970139065934198
2,1.0,negative,-0.25,shape_only,0.1,2.0,20,2.0,0.36790350243177095,0.13319241052303557,0.0,0.6126495276115735,0.5401683713892349,1.2554955192772943,0.15978651748317985,0.2398029422607413,1.415667319824331,0.07906226104501793
2,1.0,negative,-0.25,mixed,0.1,2.0,0,0.0,5.011672049926549,1.0,1.9999999999999998,5.644555741786776,0.6931471805599454,2.1213203435596424,0.783383274430757,0.44626032029685964,8.963378140676129,0.4307988270442431
2,1.0,negative,-0.25,mixed,0.1,2.0,5,0.5,1.1417036122032256,0.22780892301601385,1.165995408115966,1.0985440029194782,0.07816978907884292,1.3563433437056054,0.520137998829036,0.35442824511177173,2.4130941093894753,0.12203577410378737
2,1.0,negative,-0.25,mixed,0.1,2.0,10,1.0,0.7245295840923038,0.14456843482065482,0.9669942206351992,0.6772037520093361,0.1905450802372194,1.0530934916113848,0.38768867254723305,0.39250946422349764,1.7403817207447947,0.009627059264565333
2,1.0,negative,-0.25,mixed,0.1,2.0,15,1.5,0.473275427382708,0.09443463631856046,0.7821794096300699,0.516375688036953,0.19983241960699366,0.8398007394448848,0.2721700055344184,0.4521862089352593,1.4828951777669248,0.0039513627762404625
2,1.0,negative,-0.25,mixed,0.1,2.0,20,2.0,0.29847789877457,0.05955655034908848,0.6118249886656828,0.4193306910940881,0.17563109174509384,0.672844849469557,0.17804654624852878,0.5213132097616378,1.3500505875415514,0.023526272964118005
2,1.0,zero,0.0,mean_only,0.1,2.0,0,0.0,4.499999999999999,1.0,2.9999999999999996,0.0,0.0,0.0,1.126178161942212,1.0,1.0,1.0
2,1.0,zero,0.0,mean_only,0.1,2.0,5,0.5,1.56905298045,0.34867844010000004,1.7714699999999999,0.0,0.0,0.0,0.8796269010084781,1.0,1.0,1.0
2,1.0,zero,0.0,mean_only,0.1,2.0,10,1.0,0.547094945657562,0.12157665459056936,1.0460353203000001,0.0,0.0,0.0,0.4847531844313441,1.0,1.0,1.0
2,1.0,zero,0.0,mean_only,0.1,2.0,15,1.5,0.19076021223847284,0.042391158275216195,0.617673396283947,0.0,0.0,0.0,0.2496077137305744,1.0,1.0,1.0
2,1.0,zero,0.0,mean_only,0.1,2.0,20,2.0,0.06651397323645569,0.0147808829414346,0.36472996377170785,0.0,0.0,0.0,0.13016723127554308,1.0,1.0,1.0
2,1.0,zero,0.0,volume_high,0.1,2.0,0,0.0,1.6137056388801092,1.0,0.0,2.9999999999999996,1.3862943611198906,0.0,0.413512845638725,4.0,4.0,1.0
2,1.0,zero,0.0,volume_high,0.1,2.0,5,0.5,0.48733746645367537,0.3019989858818869,0.0,1.3356109887739056,0.8482735223202303,0.0,0.2593097352068834,2.335610988773906,2.335610988773906,1.0
2,1.0,zero,0.0,volume_high,0.1,2.0,10,1.0,0.20490698745130675,0.12697916058191974,0.0,0.7834652020091986,0.5785582145578919,0.0,0.17252026430049544,1.7834652020091986,1.7834652020091986,1.0
