target_name,kind,method,scheme,stl,seed,d,kappa,tau,dt,batch_size,n_steps,tail_mean_gap,tail_median_gap,tail_std_gap,final_gap,tail_steps,spd_fail
gaussian,gaussian,riemannian,riemannian,0,2,8,100.0,0.0,0.1,16,2000,0.0130066351013059,0.0114259593043422,0.0072713988355558,0.0122734719830495,400,0
gaussian,gaussian,riemannian,riemannian,0,3,8,100.0,0.0,0.1,16,2000,0.0144246882196832,0.0134188137703237,0.0063917314889763,0.018519651928182,400,0
gaussian,gaussian,riemannian,riemannian,0,4,8,100.0,0.0,0.1,16,2000,0.012021957793978,0.0109091514116377,0.0060989955324437,0.0064174974864723,400,0
gaussian,gaussian,riemannian,riemannian,0,5,8,100.0,0.0,0.1,16,2000,0.013844938201995,0.0128870615853,0.0067475902734501,0.0110497398757143,400,0
gaussian,gaussian,riemannian,riemannian,0,6,8,100.0,0.0,0.1,16,2000,0.013804198219234,0.0132758840117084,0.0069210713864384,0.0233279956139762,400,0
gaussian,gaussian,riemannian,riemannian,0,7,8,100.0,0.0,0.1,16,2000,0.0121179255578074,0.0118022813759366,0.0058362291227445,0.0114644988310708,400,0
gaussian,gaussian,riemannian,riemannian,0,8,8,100.0,0.0,0.1,16,2000,0.0121476854434767,0.0113010629439131,0.0059107944378122,0.007628303908052,400,0
gaussian,gaussian,riemannian,riemannian,0,9,8,100.0,0.0,0.1,16,2000,0.0128240957356336,0.0121140425102841,0.0066461811744794,0.0165938802669538,400,0
gaussian,gaussian,riemannian,riemannian,0,10,8,100.0,0.0,0.1,16,2000,0.0121727317493247,0.0109181025939886,0.0064658270771907,0.0218514670195082,400,0
gaussian,gaussian,riemannian,riemannian,0,11,8,100.0,0.0,0.1,16,2000,0.0140936087192048,0.0129079860747753,0.0071363179024922,0.0115191971043149,400,0
gaussian,gaussian,riemannian,riemannian,0,12,8,100.0,0.0,0.1,16,2000,0.0140165958139049,0.0132287391986412,0.0066430619693577,0.0054282802979965,400,0
gaussian,gaussian,riemannian,riemannian,0,13,8,100.0,0.0,0.1,16,2000,0.0135585243191156,0.0126734670775516,0.005919054558261,0.0083822278043417,400,0
gaussian,gaussian,riemannian,riemannian,0,14,8,100.0,0.0,0.1,16,2000,0.0154044792536276,0.0144167993574098,0.0072403988913026,0.0096313135950119,400,0
gaussian,gaussian,riemannian,riemannian,0,15,8,100.0,0.0,0.1,16,2000,0.0121597006061477,0.0109033005804337,0.006216962376126,0.0115694577709355,400,0
gaussian,gaussian,riemannian,riemannian,0,16,8,100.0,0.0,0.1,16,2000,0.0118823181369885,0.011063910523231,0.0054970944422428,0.0061233981734432,400,0
gaussian,gaussian,riemannian,riemannian,0,17,8,100.0,0.0,0.1,16,2000,0.0136696503849519,0.0128016036705242,0.0059740099291173,0.0223512582133444,400,0
gaussian,gaussian,riemannian,riemannian,0,18,8,100.0,0.0,0.1,16,2000,0.0139484030324686,0.0130062982483289,0.0063042129115685,0.013286090209073,400,0
gaussian,gaussian,riemannian,riemannian,0,19,8,100.0,0.0,0.1,16,2000,0.0138016890081109,0.012935700832775,0.0072307336419891,0.0092865268767843,400,0
gaussian,gaussian,kl,kl,0,0,8,100.0,0.0,0.1,16,2000,0.0129169851818664,0.0117642929979355,0.0066749667310354,0.0159118666744335,400,0
gaussian,gaussian,kl,kl,0,1,8,100.0,0.0,0.1,16,2000,0.0120113557233982,0.0115055537087873,0.0052031841722728,0.0224968062031925,400,0
gaussian,gaussian,kl,kl,0,2,8,100.0,0.0,0.1,16,2000,0.0130066351013072,0.0114259593043435,0.0072713988355558,0.0122734719830503,400,0
gaussian,gaussian,kl,kl,0,3,8,100.0,0.0,0.1,16,2000,0.0144246882196845,0.0134188137703246,0.0063917314889763,0.0185196519281829,400,0
gaussian,gaussian,kl,kl,0,4,8,100.0,0.0,0.1,16,2000,0.0120219577939794,0.010909151411639,0.0060989955324437,0.0064174974864741,400,0
gaussian,gaussian,kl,kl,0,5,8,100.0,0.0,0.1,16,2000,0.0138449382019964,0.0128870615853009,0.0067475902734501,0.0110497398757161,400,0
gaussian,gaussian,kl,kl,0,6,8,100.0,0.0,0.1,16,2000,0.0138041982192353,0.0132758840117102,0.0069210713864384,0.0233279956139771,400,0
gaussian,gaussian,kl,kl,0,7,8,100.0,0.0,0.1,16,2000,0.0121179255578088,0.0118022813759379,0.0058362291227445,0.0114644988310725,400,0
gaussian,gaussian,kl,kl,0,8,8,100.0,0.0,0.1,16,2000,0.0121476854434781,0.0113010629439145,0.0059107944378123,0.0076283039080538,400,0
gaussian,gaussian,kl,kl,0,9,8,100.0,0.0,0.1,16,2000,0.012824095735635,0.0121140425102854,0.0066461811744794,0.0165938802669547,400,0
gaussian,gaussian,kl,kl,0,10,8,100.0,0.0,0.1,16,2000,0.0121727317493261,0.0109181025939903,0.0064658270771907,0.0218514670195091,400,0
gaussian,gaussian,kl,kl,0,11,8,100.0,0.0,0.1,16,2000,0.0140936087192061,0.0129079860747767,0.0071363179024922,0.0115191971043158,400,0
gaussian,gaussian,kl,kl,0,12,8,100.0,0.0,0.1,16,2000,0.0140165958139062,0.0132287391986425,0.0066430619693576,0.0054282802979974,400,0
gaussian,gaussian,kl,kl,0,13,8,100.0,0.0,0.1,16,2000,0.013558524319117,0.012673467077553,0.005919054558261,0.0083822278043426,400,0
gaussian,gaussian,kl,kl,0,14,8,100.0,0.0,0.1,16,2000,0.015404479253629,0.0144167993574111,0.0072403988913027,0.0096313135950127,400,0
gaussian,gaussian,kl,kl,0,15,8,100.0,0.0,0.1,16,2000,0.0121597006061491,0.0109033005804355,0.006216962376126,0.0115694577709373,400,0
gaussian,gaussian,kl,kl,0,16,8,100.0,0.0,0.1,16,2000,0.0118823181369898,0.0110639105232324,0.0054970944422428,0.0061233981734449,400,0
gaussian,gaussian,kl,kl,0,17,8,100.0,0.0,0.1,16,2000,0.0136696503849532,0.0128016036705251,0.0059740099291173,0.0223512582133453,400,0
gaussian,gaussian,kl,kl,0,18,8,100.0,0.0,0.1,16,2000,0.01394840303247,0.0130062982483303,0.0063042129115686,0.0132860902090747,400,0
gaussian,gaussian,kl,kl,0,19,8,100.0,0.0,0.1,16,2000,0.0138016890081123,0.0129357008327768,0.0072307336419891,0.0092865268767852,400,0
gaussian,gaussian,riemannian,riemannian,0,0,8,10000.0,0.0,0.1,1,2000,0.1965407375818449,0.1695689052419555,0.1087580693608526,0.0848642072182164,400,0
gaussian,gaussian,riemannian,riemannian,0,1,8,10000.0,0.0,0.1,1,2000,0.1819868771188794,0.1671560696718779,0.089695901251129,0.1722561223592125,400,0
gaussian,gaussian,riemannian,riemannian,0,2,8,10000.0,0.0,0.1,1,2000,0.2411253206177443,0.21929561965268,0.1270674414858736,0.171032749965498,400,0
gaussian,gaussian,riemannian,riemannian,0,3,8,10000.0,0.0,0.1,1,2000,0.2096285400626428,0.2053136682118328,0.0990026948616655,0.2960781242975114,400,0
gaussian,gaussian,riemannian,riemannian,0,4,8,10000.0,0.0,0.1,1,2000,0.2007007404239421,0.1780433129754688,0.1019930784235235,0.376892022888577,400,0
gaussian,gaussian,riemannian,riemannian,0,5,8,10000.0,0.0,0.1,1,2000,0.1908911085005169,0.1826305612314431,0.0993686844797924,0.2484783824666729,400,0
gaussian,gaussian,riemannian,riemannian,0,6,8,10000.0,0.0,0.1,1,2000,0.2419930267835899,0.2199990264101474,0.124109358609196,0.3849624145515404,400,0
gaussian,gaussian,riemannian,riemannian,0,7,8,10000.0,0.0,0.1,1,2000,0.2046353723126786,0.1845069808492598,0.1047457471611583,0.085019779342347,400,0
gaussian,gaussian,riemannian,riemannian,0,8,8,10000.0,0.0,0.1,1,2000,0.1762585467081474,0.1563238186133522,0.0847032078951434,0.0767625545163275,400,0
gaussian,gaussian,riemannian,riemannian,0,9,8,10000.0,0.0,0.1,1,2000,0.2049162670376113,0.1909018507413402,0.1007363739728933,0.1565771430583193,400,0
gaussian,gaussian,riemannian,riemannian,0,10,8,10000.0,0.0,0.1,1,2000,0.178781883954401,0.1673006931558789,0.0812059897171051,0.1993720515572441,400,0
gaussian,gaussian,riemannian,riemannian,0,11,8,10000.0,0.0,0.1,1,2000,0.2027249548929173,0.1869412474032157,0.099353007818111,0.2072164883657166,400,0
gaussian,gaussian,riemannian,riemannian,0,12,8,10000.0,0.0,0.1,1,2000,0.2277603508470956,0.2064507715551902,0.1052654658443491,0.6086824357443126,400,0
gaussian,gaussian,riemannian,riemannian,0,13,8,10000.0,0.0,0.1,1,2000,0.2365595783677242,0.2199871074054149,0.1148732375443819,0.101764507023339,400,0
gaussian,gaussian,riemannian,riemannian,0,14,8,10000.0,0.0,0.1,1,2000,0.2212460381215324,0.1961770927532589,0.1024575582264662,0.2765132647933166,400,0
gaussian,gaussian,riemannian,riemannian,0,15,8,10000.0,0.0,0.1,1,2000,0.2114055804154342,0.1854467315226284,0.1187868816818284,0.080025524858458,400,0
gaussian,gaussian,riemannian,riemannian,0,16,8,10000.0,0.0,0.1,1,2000,0.2134403481907149,0.1858771526668037,0.1207833404173712,0.2161488467752441,400,0
gaussian,gaussian,riemannian,riemannian,0,17,8,10000.0,0.0,0.1,1,2000,0.2118467711292649,0.1978520390357245,0.0934849236174972,0.2504126009436254,400,0
gaussian,gaussian,riemannian,riemannian,0,18,8,10000.0,0.0,0.1,1,2000,0.2160581408256461,0.2049459963079374,0.1013317788674399,0.2467935356727295,400,0
gaussian,gaussian,riemannian,riemannian,0,19,8,10000.0,0.0,0.1,1,2000,0.2117469385815936,0.1849599651973656,0.1139801157325018,0.2781243261976271,400,0
gaussian,gaussian,kl,kl,0,0,8,10000.0,0.0,0.1,1,2000,0.1965407375818448,0.1695689052419555,0.1087580693608527,0.0848642072182155,400,0
gaussian,gaussian,kl,kl,0,1,8,10000.0,0.0,0.1,1,2000,0.1819868771188792,0.1671560696718779,0.089695901251129,0.1722561223592125,400,0
gaussian,gaussian,kl,kl,0,2,8,10000.0,0.0,0.1,1,2000,0.2411253206177443,0.21929561965268,0.1270674414858738,0.171032749965498,400,0
gaussian,gaussian,kl,kl,0,3,8,10000.0,0.0,0.1,1,2000,0.2096285400626427,0.2053136682118328,0.0990026948616656,0.2960781242975114,400,0
gaussian,gaussian,kl,kl,0,4,8,10000.0,0.0,0.1,1,2000,0.2007007404239419,0.1780433129754688,0.1019930784235237,0.3768920228885779,400,0
gaussian,gaussian,kl,kl,0,5,8,10000.0,0.0,0.1,1,2000,0.1908911085005168,0.1826305612314427,0.0993686844797926,0.2484783824666729,400,0
gaussian,gaussian,kl,kl,0,6,8,10000.0,0.0,0.1,1,2000,0.2419930267835899,0.219999026410147,0.1241093586091962,0.3849624145515404,400,0
gaussian,gaussian,kl,kl,0,7,8,10000.0,0.0,0.1,1,2000,0.2046353723126784,0.1845069808492598,0.1047457471611584,0.0850197793423461,400,0
gaussian,gaussian,kl,kl,0,8,8,10000.0,0.0,0.1,1,2000,0.1762585467081472,0.1563238186133522,0.0847032078951435,0.0767625545163275,400,0
gaussian,gaussian,kl,kl,0,9,8,10000.0,0.0,0.1,1,2000,0.2049162670376112,0.1909018507413402,0.1007363739728934,0.1565771430583193,400,0
gaussian,gaussian,kl,kl,0,10,8,10000.0,0.0,0.1,1,2000,0.1787818839544009,0.1673006931558789,0.0812059897171053,0.1993720515572441,400,0
gaussian,gaussian,kl,kl,0,11,8,10000.0,0.0,0.1,1,2000,0.2027249548929172,0.1869412474032152,0.0993530078181111,0.2072164883657166,400,0
gaussian,gaussian,kl,kl,0,12,8,10000.0,0.0,0.1,1,2000,0.2277603508470954,0.2064507715551897,0.1052654658443492,0.6086824357443126,400,0
gaussian,gaussian,kl,kl,0,13,8,10000.0,0.0,0.1,1,2000,0.2365595783677241,0.2199871074054149,0.114873237544382,0.101764507023339,400,0
gaussian,gaussian,kl,kl,0,14,8,10000.0,0.0,0.1,1,2000,0.2212460381215323,0.1961770927532589,0.1024575582264664,0.2765132647933166,400,0
gaussian,gaussian,kl,kl,0,15,8,10000.0,0.0,0.1,1,2000,0.2114055804154341,0.1854467315226284,0.1187868816818285,0.080025524858458,400,0
gaussian,gaussian,kl,kl,0,16,8,10000.0,0.0,0.1,1,2000,0.2134403481907147,0.1858771526668037,0.1207833404173713,0.2161488467752441,400,0
gaussian,gaussian,kl,kl,0,17,8,10000.0,0.0,0.1,1,2000,0.2118467711292647,0.1978520390357245,0.0934849236174974,0.2504126009436245,400,0
gaussian,gaussian,kl,kl,0,18,8,10000.0,0.0,0.1,1,2000,0.216058140825646,0.2049459963079374,0.1013317788674401,0.2467935356727295,400,0
gaussian,gaussian,kl,kl,0,19,8,10000.0,0.0,0.1,1,2000,0.2117469385815935,0.1849599651973656,0.1139801157325019,0.2781243261976271,400,0
gaussian,gaussian,riemannian,riemannian,0,0,8,10000.0,0.0,0.1,4,2000,0.0561516322652132,0.0474492370524699,0.0325392022538077,0.1455423139614939,400,0
gaussian,gaussian,riemannian,riemannian,0,1,8,10000.0,0.0,0.1,4,2000,0.0518310309370396,0.0485482493534106,0.0239232593448789,0.1242320209785425,400,0
gaussian,gaussian,riemannian,riemannian,0,2,8,10000.0,0.0,0.1,4,2000,0.0528727318247244,0.0488761325172375,0.0261235953351469,0.044594378021034,400,0
gaussian,gaussian,riemannian,riemannian,0,3,8,10000.0,0.0,0.1,4,2000,0.0550844066174914,0.0515359350966537,0.0303757957197144,0.0591253509160845,400,0
gaussian,gaussian,riemannian,riemannian,0,4,8,10000.0,0.0,0.1,4,2000,0.0582882575881613,0.0523546253861786,0.028985920658564,0.0410708407501898,400,0
gaussian,gaussian,riemannian,riemannian,0,5,8,10000.0,0.0,0.1,4,2000,0.0634280056342869,0.056597986635376,0.0331785020303268,0.0510125460229557,400,0
gaussian,gaussian,riemannian,riemannian,0,6,8,10000.0,0.0,0.1,4,2000,0.0557509432119821,0.0541552374825076,0.0255546149791792,0.0692382751910019,400,0
gaussian,gaussian,riemannian,riemannian,0,7,8,10000.0,0.0,0.1,4,2000,0.0554040645499618,0.0514871035913828,0.0266564914362344,0.0197528576661616,400,0
gaussian,gaussian,riemannian,riemannian,0,8,8,10000.0,0.0,0.1,4,2000,0.0556233219930964,0.0492410147267934,0.0311170026147228,0.0556394000682898,400,0
gaussian,gaussian,riemannian,riemannian,0,9,8,10000.0,0.0,0.1,4,2000,0.0562139500688613,0.0539008830300558,0.0240225245497701,0.0356281215596361,400,0
gaussian,gaussian,riemannian,riemannian,0,10,8,10000.0,0.0,0.1,4,2000,0.0591982096642314,0.0548273527233749,0.0302757258236605,0.0296078476277061,400,0
gaussian,gaussian,riemannian,riemannian,0,11,8,10000.0,0.0,0.1,4,2000,0.0516686662211549,0.0475843216637876,0.0265489275392068,0.0353387660307573,400,0
gaussian,gaussian,riemannian,riemannian,0,12,8,10000.0,0.0,0.1,4,2000,0.0570995570865357,0.0544516265042989,0.0279309254719895,0.0470382435812535,400,0
gaussian,gaussian,riemannian,riemannian,0,13,8,10000.0,0.0,0.1,4,2000,0.0537866572899935,0.0505289398163522,0.0231021206489356,0.0529326966198482,400,0
gaussian,gaussian,riemannian,riemannian,0,14,8,10000.0,0.0,0.1,4,2000,0.0540106561711252,0.0519480876132063,0.0256658294572021,0.0358605595197785,400,0
gaussian,gaussian,riemannian,riemannian,0,15,8,10000.0,0.0,0.1,4,2000,0.0482746778515449,0.0410738626887821,0.0244945303863027,0.0912553636627357,400,0
gaussian,gaussian,riemannian,riemannian,0,16,8,10000.0,0.0,0.1,4,2000,0.0504974311390867,0.0449296232518379,0.0267464009651924,0.0390703198727191,400,0
gaussian,gaussian,riemannian,riemannian,0,17,8,10000.0,0.0,0.1,4,2000,0.054664952157322,0.050608314549791,0.0256869987735814,0.1086786601040632,400,0
gaussian,gaussian,riemannian,riemannian,0,18,8,10000.0,0.0,0.1,4,2000,0.0538565173851349,0.0462868924439261,0.0299093332086952,0.0274950011555707,400,0
gaussian,gaussian,riemannian,riemannian,0,19,8,10000.0,0.0,0.1,4,2000,0.0549260185355068,0.049400778464347,0.0303635056337292,0.0325399167803084,400,0
gaussian,gaussian,kl,kl,0,0,8,10000.0,0.0,0.1,4,2000,0.0561516322652128,0.0474492370524695,0.0325392022538078,0.1455423139614939,400,0
gaussian,gaussian,kl,kl,0,1,8,10000.0,0.0,0.1,4,2000,0.0518310309370392,0.0485482493534106,0.0239232593448789,0.1242320209785416,400,0
gaussian,gaussian,kl,kl,0,2,8,10000.0,0.0,0.1,4,2000,0.052872731824724,0.0488761325172371,0.0261235953351469,0.044594378021034,400,0
gaussian,gaussian,kl,kl,0,3,8,10000.0,0.0,0.1,4,2000,0.0550844066174911,0.0515359350966533,0.0303757957197145,0.0591253509160845,400,0
gaussian,gaussian,kl,kl,0,4,8,10000.0,0.0,0.1,4,2000,0.0582882575881609,0.0523546253861781,0.028985920658564,0.0410708407501898,400,0
gaussian,gaussian,kl,kl,0,5,8,10000.0,0.0,0.1,4,2000,0.0634280056342865,0.0565979866353756,0.0331785020303269,0.0510125460229557,400,0
gaussian,gaussian,kl,kl,0,6,8,10000.0,0.0,0.1,4,2000,0.0557509432119817,0.0541552374825071,0.0255546149791792,0.0692382751910019,400,0
gaussian,gaussian,kl,kl,0,7,8,10000.0,0.0,0.1,4,2000,0.0554040645499615,0.0514871035913824,0.0266564914362344,0.0197528576661607,400,0
gaussian,gaussian,kl,kl,0,8,8,10000.0,0.0,0.1,4,2000,0.055623321993096,0.0492410147267934,0.0311170026147228,0.0556394000682898,400,0
gaussian,gaussian,kl,kl,0,9,8,10000.0,0.0,0.1,4,2000,0.056213950068861,0.0539008830300549,0.0240225245497701,0.0356281215596361,400,0
gaussian,gaussian,kl,kl,0,10,8,10000.0,0.0,0.1,4,2000,0.059198209664231,0.0548273527233744,0.0302757258236606,0.0296078476277061,400,0
gaussian,gaussian,kl,kl,0,11,8,10000.0,0.0,0.1,4,2000,0.0516686662211545,0.0475843216637872,0.0265489275392069,0.0353387660307573,400,0
gaussian,gaussian,kl,kl,0,12,8,10000.0,0.0,0.1,4,2000,0.0570995570865353,0.0544516265042989,0.0279309254719896,0.0470382435812526,400,0
gaussian,gaussian,kl,kl,0,13,8,10000.0,0.0,0.1,4,2000,0.0537866572899931,0.0505289398163522,0.0231021206489357,0.0529326966198482,400,0
gaussian,gaussian,kl,kl,0,14,8,10000.0,0.0,0.1,4,2000,0.0540106561711248,0.0519480876132059,0.0256658294572021,0.0358605595197785,400,0
gaussian,gaussian,kl,kl,0,15,8,10000.0,0.0,0.1,4,2000,0.0482746778515445,0.0410738626887821,0.0244945303863028,0.0912553636627357,400,0
gaussian,gaussian,kl,kl,0,16,8,10000.0,0.0,0.1,4,2000,0.0504974311390864,0.0449296232518374,0.0267464009651924,0.0390703198727191,400,0
gaussian,gaussian,kl,kl,0,17,8,10000.0,0.0,0.1,4,2000,0.0546649521573217,0.050608314549791,0.0256869987735815,0.1086786601040632,400,0
gaussian,gaussian,kl,kl,0,18,8,10000.0,0.0,0.1,4,2000,0.0538565173851345,0.0462868924439261,0.0299093332086953,0.0274950011555707,400,0
gaussian,gaussian,kl,kl,0,19,8,10000.0,0.0,0.1,4,2000,0.0549260185355064,0.0494007784643466,0.0303635056337293,0.0325399167803075,400,0
gaussian,gaussian,riemannian,riemannian,0,0,8,10000.0,0.0,0.1,16,2000,0.012033024629243,0.0107239962837799,0.006701873366308,0.0192104014485963,400,0
gaussian,gaussian,riemannian,riemannian,0,1,8,10000.0,0.0,0.1,16,2000,0.0132570996683445,0.0128234327777612,0.0066077485852785,0.01697903077907,400,0
gaussian,gaussian,riemannian,riemannian,0,2,8,10000.0,0.0,0.1,16,2000,0.0139266621680161,0.0127490278130815,0.0070558878465192,0.0057587667086265,400,0
gaussian,gaussian,riemannian,riemannian,0,3,8,10000.0,0.0,0.1,16,2000,0.0132485766777387,0.0124969795640113,0.0056891395885935,0.0253376185088853,400,0
gaussian,gaussian,riemannian,riemannian,0,4,8,10000.0,0.0,0.1,16,2000,0.013743319269195,0.0123706544514541,0.0069878961358126,0.0079744381896995,400,0
gaussian,gaussian,riemannian,riemannian,0,5,8,10000.0,0.0,0.1,16,2000,0.0130468538210003,0.0126092234058199,0.0063037131853907,0.0097943391669135,400,0
gaussian,gaussian,riemannian,riemannian,0,6,8,10000.0,0.0,0.1,16,2000,0.012408182932306,0.0112940037167232,0.0058108453270099,0.0099044511882082,400,0
gaussian,gaussian,riemannian,riemannian,0,7,8,10000.0,0.0,0.1,16,2000,0.0133362363542111,0.0126879200387395,0.005558276907664,0.0085152615368917,400,0
gaussian,gaussian,riemannian,riemannian,0,8,8,10000.0,0.0,0.1,16,2000,0.0138358685754925,0.012564692715296,0.0068855305978736,0.0071773429853791,400,0
gaussian,gaussian,riemannian,riemannian,0,9,8,10000.0,0.0,0.1,16,2000,0.0120138953022216,0.010820235037372,0.0058112300053059,0.017847821096061,400,0
gaussian,gaussian,riemannian,riemannian,0,10,8,10000.0,0.0,0.1,16,2000,0.012239119765097,0.0112568105566226,0.0060414661716529,0.0302962525765053,400,0
gaussian,gaussian,riemannian,riemannian,0,11,8,10000.0,0.0,0.1,16,2000,0.0136117513848466,0.0124897827218108,0.0065325401352083,0.0194429914566027,400,0
gaussian,gaussian,riemannian,riemannian,0,12,8,10000.0,0.0,0.1,16,2000,0.0149372393370499,0.014332064472085,0.0064524336724371,0.0151629266529962,400,0
gaussian,gaussian,riemannian,riemannian,0,13,8,10000.0,0.0,0.1,16,2000,0.0135791515174999,0.012942010585677,0.0061367524105925,0.0057098911239954,400,0
gaussian,gaussian,riemannian,riemannian,0,14,8,10000.0,0.0,0.1,16,2000,0.0145074000666186,0.0136728906355751,0.0059963183446033,0.0158047711847029,400,0
gaussian,gaussian,riemannian,riemannian,0,15,8,10000.0,0.0,0.1,16,2000,0.0125277156911902,0.0116791829684368,0.0058300564483637,0.0145930115607813,400,0
gaussian,gaussian,riemannian,riemannian,0,16,8,10000.0,0.0,0.1,16,2000,0.0125057766247774,0.0114602908680248,0.0064523367944393,0.0126287426665827,400,0
gaussian,gaussian,riemannian,riemannian,0,17,8,10000.0,0.0,0.1,16,2000,0.0141870103048224,0.0134147303342606,0.0060351729542894,0.0072682291325048,400,0
gaussian,gaussian,riemannian,riemannian,0,18,8,10000.0,0.0,0.1,16,2000,0.0133534592761074,0.0122988424048009,0.0066993758296284,0.0096687656113374,400,0
gaussian,gaussian,riemannian,riemannian,0,19,8,10000.0,0.0,0.1,16,2000,0.0116566988594247,0.0108492432993165,0.005465630348785,0.0219924636348256,400,0
gaussian,gaussian,kl,kl,0,0,8,10000.0,0.0,0.1,16,2000,0.0120330246292426,0.0107239962837795,0.006701873366308,0.0192104014485963,400,0
gaussian,gaussian,kl,kl,0,1,8,10000.0,0.0,0.1,16,2000,0.0132570996683441,0.0128234327777607,0.0066077485852785,0.0169790307790691,400,0
gaussian,gaussian,kl,kl,0,2,8,10000.0,0.0,0.1,16,2000,0.0139266621680157,0.0127490278130815,0.0070558878465192,0.0057587667086265,400,0
gaussian,gaussian,kl,kl,0,3,8,10000.0,0.0,0.1,16,2000,0.0132485766777383,0.0124969795640113,0.0056891395885936,0.0253376185088853,400,0
gaussian,gaussian,kl,kl,0,4,8,10000.0,0.0,0.1,16,2000,0.0137433192691945,0.0123706544514536,0.0069878961358125,0.0079744381896995,400,0
gaussian,gaussian,kl,kl,0,5,8,10000.0,0.0,0.1,16,2000,0.0130468538209999,0.0126092234058194,0.0063037131853907,0.0097943391669126,400,0
gaussian,gaussian,kl,kl,0,6,8,10000.0,0.0,0.1,16,2000,0.0124081829323056,0.0112940037167232,0.0058108453270099,0.0099044511882073,400,0
gaussian,gaussian,kl,kl,0,7,8,10000.0,0.0,0.1,16,2000,0.0133362363542107,0.012687920038739,0.005558276907664,0.0085152615368917,400,0
gaussian,gaussian,kl,kl,0,8,8,10000.0,0.0,0.1,16,2000,0.0138358685754921,0.0125646927152955,0.0068855305978736,0.0071773429853783,400,0
gaussian,gaussian,kl,kl,0,9,8,10000.0,0.0,0.1,16,2000,0.0120138953022213,0.010820235037372,0.0058112300053059,0.017847821096061,400,0
gaussian,gaussian,kl,kl,0,10,8,10000.0,0.0,0.1,16,2000,0.0122391197650966,0.0112568105566221,0.0060414661716529,0.0302962525765044,400,0
gaussian,gaussian,kl,kl,0,11,8,10000.0,0.0,0.1,16,2000,0.0136117513848461,0.0124897827218104,0.0065325401352083,0.0194429914566018,400,0
gaussian,gaussian,kl,kl,0,12,8,10000.0,0.0,0.1,16,2000,0.0149372393370494,0.0143320644720845,0.006452433672437,0.0151629266529953,400,0
gaussian,gaussian,kl,kl,0,13,8,10000.0,0.0,0.1,16,2000,0.0135791515174995,0.0129420105856765,0.0061367524105925,0.0057098911239954,400,0
gaussian,gaussian,kl,kl,0,14,8,10000.0,0.0,0.1,16,2000,0.0145074000666182,0.0136728906355751,0.0059963183446033,0.015804771184702,400,0
gaussian,gaussian,kl,kl,0,15,8,10000.0,0.0,0.1,16,2000,0.0125277156911898,0.0116791829684363,0.0058300564483637,0.0145930115607813,400,0
gaussian,gaussian,kl,kl,0,16,8,10000.0,0.0,0.1,16,2000,0.012505776624777,0.0114602908680243,0.0064523367944393,0.0126287426665827,400,0
gaussian,gaussian,kl,kl,0,17,8,10000.0,0.0,0.1,16,2000,0.014187010304822,0.0134147303342602,0.0060351729542894,0.0072682291325048,400,0
gaussian,gaussian,kl,kl,0,18,8,10000.0,0.0,0.1,16,2000,0.013353459276107,0.0122988424048005,0.0066993758296284,0.0096687656113374,400,0
gaussian,gaussian,kl,kl,0,19,8,10000.0,0.0,0.1,16,2000,0.0116566988594243,0.0108492432993156,0.005465630348785,0.0219924636348256,400,0
gaussian,gaussian,riemannian,riemannian,0,0,32,10.0,0.0,0.1,1,2000,0.8186491221116282,0.8048349221806816,0.1862003523494369,0.807206382843038,400,0
gaussian,gaussian,riemannian,riemannian,0,1,32,10.0,0.0,0.1,1,2000,0.8277794565948307,0.8217667238498194,0.2156885832829979,0.7298890084516501,400,0
gaussian,gaussian,riemannian,riemannian,0,2,32,10.0,0.0,0.1,1,2000,0.814901896702137,0.8052020087477594,0.1962842640977483,0.7552407456314967,400,0
gaussian,gaussian,riemannian,riemannian,0,3,32,10.0,0.0,0.1,1,2000,0.819173657745775,0.7943759161338253,0.1831921128541511,0.9475907570564176,400,0
gaussian,gaussian,riemannian,riemannian,0,4,32,10.0,0.0,0.1,1,2000,0.8303403068200204,0.7995804970661826,0.1866033153095738,1.0705632577652755,400,0
gaussian,gaussian,riemannian,riemannian,0,5,32,10.0,0.0,0.1,1,2000,0.7879497571552078,0.772690725298153,0.2137259772216196,0.8353927576237368,400,0
gaussian,gaussian,riemannian,riemannian,0,6,32,10.0,0.0,0.1,1,2000,0.837587573925323,0.8287746594508238,0.1879559248606467,0.8359688465453026,400,0
gaussian,gaussian,riemannian,riemannian,0,7,32,10.0,0.0,0.1,1,2000,0.875489614199083,0.8554972985766813,0.1883855542799829,1.1669660577006624,400,0
gaussian,gaussian,riemannian,riemannian,0,8,32,10.0,0.0,0.1,1,2000,0.843087709535213,0.8292607757135855,0.2162998026723886,0.7451487992861594,400,0
gaussian,gaussian,riemannian,riemannian,0,9,32,10.0,0.0,0.1,1,2000,0.7730461607659385,0.7606807605150223,0.1873014597263163,1.0025212456907369,400,0
gaussian,gaussian,riemannian,riemannian,0,10,32,10.0,0.0,0.1,1,2000,0.861686587694619,0.8371897612473287,0.2124821339264633,0.7364257987441185,400,0
gaussian,gaussian,riemannian,riemannian,0,11,32,10.0,0.0,0.1,1,2000,0.8582260231418194,0.8392860875449415,0.2012785140091046,0.685529738078948,400,0
gaussian,gaussian,riemannian,riemannian,0,12,32,10.0,0.0,0.1,1,2000,0.8032008359348548,0.7808084122698258,0.2021164590186929,0.4599988618165653,400,0
