target_name,kind,d,kappa,tau,state,distance_to_optimum,n_seeds,M,ratio_fr_median,ratio_fr_mean,ratio_fr_std,ratio_euclidean_median,var_fr_base_median,var_fr_stl_median,bias_base_median,bias_stl_median,var_fr_base_exact,var_fr_stl_exact,ratio_fr_exact
log_cosh,log_cosh,2,10.0,1.0,far,4.0,20,100000,0.12767372572023647,0.12768889282178195,0.0006982184896891726,0.029032935753971825,1.2575500323554465,0.16082918621511944,0.009194627004260283,0.0010950655741589085,,,
log_cosh,log_cosh,2,10.0,1.0,underdispersed,,20,100000,7.7310216410440535,7.731708454915292,0.0038363010675292078,8.545100751586931,0.14006018031426087,1.0825895639656258,0.004953211898554254,0.014668399343621984,,,
log_cosh,log_cosh,2,10.0,1.0,overdispersed,,20,100000,0.5356884828335405,0.535710501034433,0.00017241139257113226,0.5521210068354283,27.387745493782873,14.673062748980623,0.01937453120563741,0.01447689432566861,,,
log_cosh,log_cosh,2,100.0,0.1,optimum,0.0,20,100000,0.00011953760755338278,0.00011960967051159303,1.059138488508997e-06,2.5146590450190746e-06,1.9989765245274917,0.0002390943964350867,0.02890633115580652,3.899245424156727e-05,,,
log_cosh,log_cosh,2,100.0,0.1,near,0.25,20,100000,0.0001292943942742823,0.00012966190936328475,9.73273261405994e-07,2.7146606390376443e-06,1.9968554934907157,0.00025895150706663206,0.028903753675369157,2.2547529539043487e-05,,,
log_cosh,log_cosh,2,100.0,0.1,medium,1.0,20,100000,0.0003132450451229132,0.00031294472008120116,1.654891775359155e-06,6.47112383146153e-06,1.9698990222270536,0.0006175807785337994,0.028894716938478275,5.456913590779893e-05,,,
log_cosh,log_cosh,2,100.0,0.1,far,4.0,20,100000,0.0017298570842786834,0.0017299560258853587,7.350092343125877e-06,3.436660730831292e-05,1.8874487705117975,0.003269729463175608,0.02888446454724755,9.852900805199343e-05,,,
log_cosh,log_cosh,2,100.0,0.1,underdispersed,,20,100000,8.75734713534585,8.757471518717598,0.0008631208584952693,8.994633585784928,0.12752973722903288,1.1167661745878434,0.014456139691269857,0.04335238034854702,,,
log_cosh,log_cosh,2,100.0,0.1,overdispersed,,20,100000,0.5582773800624451,0.5582810339466916,3.0833957227782595e-05,0.562403355195268,31.25896928290004,17.450684029160556,0.05779571352926165,0.043343621954323466,,,
log_cosh,log_cosh,2,100.0,1.0,optimum,0.0,20,100000,0.003780834281778234,0.003783390032467733,4.373708898824939e-05,0.00012595376555156435,2.006085329577142,0.0075787191015914395,0.029145661538569113,0.00026681665969755577,,,
log_cosh,log_cosh,2,100.0,1.0,near,0.25,20,100000,0.004169451371926924,0.004181900292735143,4.128171584758732e-05,0.00013786744052838733,1.9943395533361166,0.008338153898801402,0.029119056502408137,0.00015607254206876248,,,
log_cosh,log_cosh,2,100.0,1.0,medium,1.0,20,100000,0.012061335924015738,0.012052196085512846,7.772639057646704e-05,0.0003694235880824123,1.8449485925740077,0.02229042160684791,0.02904150267200341,0.00039811604769260465,,,
log_cosh,log_cosh,2,100.0,1.0,far,4.0,20,100000,0.11573574697159196,0.11575962476652649,0.0006715052936947919,0.002645721430064938,1.3605134321520556,0.15775371569269936,0.028937430324695743,0.0008914800883066855,,,
log_cosh,log_cosh,2,100.0,1.0,underdispersed,,20,100000,7.779778057326288,7.7806052677071476,0.0039667219776668835,8.953486205552927,0.13942665973555624,1.0844898075612508,0.014598685964804039,0.043649753978318745,,,
log_cosh,log_cosh,2,100.0,1.0,overdispersed,,20,100000,0.5388690972507153,0.5388873393342685,0.00019180905863495497,0.5617191960674618,27.804592292337844,14.984451902392237,0.058130667727081434,0.043574325701341114,,,
log_cosh,log_cosh,8,10.0,0.1,optimum,0.0,20,100000,5.3990944886760526e-05,5.407152861188761e-05,3.88214711181009e-07,1.8573681279990813e-05,8.000098825501231,0.0004323182997527771,0.018840222926834536,8.726218755333868e-05,,,
log_cosh,log_cosh,8,10.0,0.1,near,0.25,20,100000,5.90655416881279e-05,5.911871301130454e-05,3.81740219099009e-07,2.0416702682443234e-05,7.994006157706453,0.00047224158955647133,0.018836575373318572,8.702031984190854e-05,,,
log_cosh,log_cosh,8,10.0,0.1,medium,1.0,20,100000,0.00015135552599114662,0.00015141345313942023,6.898154686766668e-07,5.4268311903397264e-05,7.913239825964395,0.001198150195636405,0.01878636260413535,0.00013463136739129715,,,
log_cosh,log_cosh,8,10.0,0.1,far,4.0,20,100000,0.0010321034565053122,0.0010319557527038849,1.4799573917221904e-06,0.00042943366041222524,7.587565097731776,0.007833450319317592,0.018503435702428673,0.0003608129081977653,,,
log_cosh,log_cosh,8,10.0,0.1,underdispersed,,20,100000,8.837856115197035,8.837860149335167,0.00021129624137225276,8.922832778525379,0.5068533516190294,4.479621923840982,0.009459534070359866,0.028233074103814357,,,
log_cosh,log_cosh,8,10.0,0.1,overdispersed,,20,100000,0.559031686665505,0.5590333966049746,7.154125114615577e-06,0.5605868791658172,125.63896741615004,70.23581138654424,0.03744032934895249,0.02801762920603432,,,
log_cosh,log_cosh,8,10.0,1.0,optimum,0.0,20,100000,0.001955934500693271,0.0019611007169225898,1.5946023725982346e-05,0.0008881969980620561,8.01428725863412,0.015692766854098518,0.02014300722707131,0.0006573712448714806,,,
log_cosh,log_cosh,8,10.0,1.0,near,0.25,20,100000,0.002180184794609191,0.002184453169313563,1.6400423097026986e-05,0.0009919241540912263,7.975496102524968,0.01740750820112502,0.020151751194813695,0.0006667342706762852,,,
log_cosh,log_cosh,8,10.0,1.0,medium,1.0,20,100000,0.006582459941070316,0.006584784178134098,3.317458876862774e-05,0.003001360682027941,7.462282715389683,0.049155707856343156,0.01999129767945383,0.0010741490346416413,,,
log_cosh,log_cosh,8,10.0,1.0,far,4.0,20,100000,0.0818131979076764,0.08180299080011585,0.00011790023518937296,0.037530868472157405,5.223105438208876,0.42739558809954303,0.01750044397228563,0.003255803739271949,,,
log_cosh,log_cosh,8,10.0,1.0,underdispersed,,20,100000,8.06092253232956,8.060920625424716,0.0010348973780103543,8.439944887476313,0.5430001720475353,4.377691910398518,0.010190676810800627,0.030076588344519147,,,
log_cosh,log_cosh,8,10.0,1.0,overdispersed,,20,100000,0.5390131669948267,0.5390192393736577,4.694232755600411e-05,0.5474112640936226,112.30524110583303,60.53983408421212,0.03906228600814338,0.028790088768410597,,,
log_cosh,log_cosh,8,100.0,0.1,optimum,0.0,20,100000,3.7118751593405635e-05,3.715286302190689e-05,3.3788766485072534e-07,1.8871169633795096e-06,7.99996729379134,0.00029734559921661444,0.04467123327030689,6.426626475577024e-05,,,
log_cosh,log_cosh,8,100.0,0.1,near,0.25,20,100000,4.053706649905425e-05,4.048949895170909e-05,3.3564179501455044e-07,2.063661769575198e-06,7.99626062559677,0.00032420433004123894,0.04466303627356623,6.65744535138502e-05,,,
log_cosh,log_cosh,8,100.0,0.1,medium,1.0,20,100000,0.00010088115678345869,0.0001009702437616896,6.307613251070988e-07,5.3469017354670206e-06,7.947325522087635,0.0008022628034383139,0.044628784848098735,9.894251674956872e-05,,,
log_cosh,log_cosh,8,100.0,0.1,far,4.0,20,100000,0.0006362310347939996,0.0006360770261426656,1.7350378046882552e-06,3.956960841858849e-05,7.753506873275356,0.004934902719554657,0.044547409071967387,0.00024496833158230103,,,
log_cosh,log_cosh,8,100.0,0.1,underdispersed,,20,100000,8.89907207773459,8.899041459612638,0.00018912874360980535,8.992101518889971,0.5042431164959071,4.48738982847747,0.022349040236117935,0.06699441855191503,,,
log_cosh,log_cosh,8,100.0,0.1,overdispersed,,20,100000,0.5604319364929301,0.560434254963399,7.323108675606054e-06,0.5622898152428004,126.57844410921665,70.93816940571776,0.0892611200932969,0.06692545829871878,,,
log_cosh,log_cosh,8,100.0,1.0,optimum,0.0,20,100000,0.0012818000917341156,0.001283376705804115,1.3471488989342438e-05,0.00010055011181602121,8.008962354474114,0.010279426713316765,0.04552568078176701,0.0004838614064457521,,,
log_cosh,log_cosh,8,100.0,1.0,near,0.25,20,100000,0.0014239200704965933,0.0014235531403021015,1.3841154854563348e-05,0.00011162281596252386,7.986030733689915,0.011374201000480005,0.045455860456235946,0.0004964197509226849,,,
log_cosh,log_cosh,8,100.0,1.0,medium,1.0,20,100000,0.004103641205209275,0.004106807955545341,2.856665504124401e-05,0.0003215256522703798,7.681016280185219,0.031527877498211954,0.04515894286305075,0.0007793579298199006,,,
log_cosh,log_cosh,8,100.0,1.0,far,4.0,20,100000,0.041086408729948294,0.04107216980773998,0.00010814333205952522,0.0031618568242462296,6.3562864871329126,0.2612228620505732,0.04438229043135351,0.0021878686638336885,,,
log_cosh,log_cosh,8,100.0,1.0,underdispersed,,20,100000,8.412783016089676,8.41267340318509,0.0009471056623685094,8.931530896769523,0.5260747808156182,4.426236762498041,0.022881655489299657,0.06819092127942486,,,
log_cosh,log_cosh,8,100.0,1.0,overdispersed,,20,100000,0.5494139734670562,0.5494214159718214,4.179645702159626e-05,0.5606876277617439,118.70435904919103,65.22021947915572,0.09030008479132354,0.06754528990872988,,,
log_cosh,log_cosh,32,10.0,0.1,optimum,0.0,20,100000,4.521286127195588e-05,4.5204962337876714e-05,1.1018863675439831e-07,1.7857506279690482e-05,32.00563485389395,0.0014466417248114587,0.03549862495740684,0.00014967590303128768,,,
log_cosh,log_cosh,32,10.0,0.1,near,0.25,20,100000,4.9567155351760395e-05,4.954949750063829e-05,1.1030289854505819e-07,1.9662845303716163e-05,31.982486941502074,0.0015856812425328881,0.03549770243875888,0.00015518933191959985,,,
log_cosh,log_cosh,32,10.0,0.1,medium,1.0,20,100000,0.00012970023075258857,0.000129740474834654,2.568504967345148e-07,5.328453976102745e-05,31.674834111672524,0.0041082378220735905,0.03541073894714325,0.00024189334291967982,,,
log_cosh,log_cosh,32,10.0,0.1,far,4.0,20,100000,0.0009377890563540844,0.0009379008938496053,7.59794385931053e-07,0.0004436558378607522,30.39484624596159,0.02850803734213514,0.03488541850513851,0.000733160730950139,,,
log_cosh,log_cosh,32,10.0,0.1,underdispersed,,20,100000,8.849260927863236,8.849262393593243,0.00012938774831932265,8.919596363224848,2.0257865075116,17.926591870681577,0.01780466571242511,0.0531704320396765,,,
log_cosh,log_cosh,32,10.0,0.1,overdispersed,,20,100000,0.5591657327556916,0.5591655775441537,2.4232726212943294e-06,0.5604763240376291,502.9993572905315,281.2592313726485,0.07061528842499007,0.05287202571364917,,,
log_cosh,log_cosh,32,10.0,1.0,optimum,0.0,20,100000,0.0017222907120576238,0.0017217191728498866,4.561538661238534e-06,0.0008668503451994217,32.05857522591431,0.055187330617496616,0.03875033944056104,0.0011372354661090744,,,
log_cosh,log_cosh,32,10.0,1.0,near,0.25,20,100000,0.0019206921978031544,0.001920668490842373,4.677676148983685e-06,0.0009685180798023614,31.90882792668377,0.06129772046893733,0.03874249043352316,0.001151398352776392,,,
log_cosh,log_cosh,32,10.0,1.0,medium,1.0,20,100000,0.005863098831823298,0.0058667159206380725,1.2665741295161343e-05,0.0029720988373428533,29.91500609900227,0.17548604692167835,0.038025732168862486,0.0019473893892224267,,,
log_cosh,log_cosh,32,10.0,1.0,far,4.0,20,100000,0.07617114648834936,0.07618630371253218,6.841371694844337e-05,0.03917715456509695,20.983667739145062,1.5988313843044182,0.033204670671891395,0.006572238513071908,,,
log_cosh,log_cosh,32,10.0,1.0,underdispersed,,20,100000,8.104510311913215,8.104514335078417,0.0006517881973724202,8.421465932972243,2.1637073706764314,17.53526354083209,0.019815063936151706,0.05747151736951123,,,
log_cosh,log_cosh,32,10.0,1.0,overdispersed,,20,100000,0.5394150599227228,0.5394148691405595,1.741236243308044e-05,0.5465691105629606,450.65203156852056,243.08437287848022,0.07418963165630871,0.05490181221900357,,,
log_cosh,log_cosh,32,100.0,0.1,optimum,0.0,20,100000,2.4644067545948923e-05,2.4634075507898614e-05,9.633924513269491e-08,1.7036368250776843e-06,32.0050124434475,0.0007884897018738152,0.08437124248932987,0.00010906057390222247,,,
log_cosh,log_cosh,32,100.0,0.1,near,0.25,20,100000,2.6979754512565304e-05,2.6970293387585515e-05,9.631625860777552e-08,1.8757745380483076e-06,31.992625400102547,0.000862743352707529,0.08436677430163239,0.00011614121359567278,,,
log_cosh,log_cosh,32,100.0,0.1,medium,1.0,20,100000,6.979744260801453e-05,6.983951591747238e-05,1.9743769757525765e-07,5.038383463223917e-06,31.8274281917599,0.0022214694556161874,0.08433469445211263,0.000164738761566195,,,
log_cosh,log_cosh,32,100.0,0.1,far,4.0,20,100000,0.00048812099318749935,0.0004882378326908454,6.350190232869132e-07,4.158823949903212e-05,31.12036901045957,0.015188003224068325,0.08420213721723253,0.0004978884255089312,,,
log_cosh,log_cosh,32,100.0,0.1,underdispersed,,20,100000,8.918701726519124,8.918690723023692,0.00010028494904831599,8.991272203127087,2.013956994061153,17.961765700405202,0.04219624644223598,0.12653011537951553,,,
log_cosh,log_cosh,32,100.0,0.1,overdispersed,,20,100000,0.5607113782953252,0.5607109372230609,2.346677264697047e-06,0.5622549412409079,507.161775712707,284.3705367546088,0.16865561059085493,0.12647417916880804,,,
log_cosh,log_cosh,32,100.0,1.0,optimum,0.0,20,100000,0.0009262597626042215,0.0009256001146040508,3.981052690659134e-06,9.429199140693449e-05,32.0334516069529,0.029660338817127513,0.085742943841551,0.0008097955364093968,,,
log_cosh,log_cosh,32,100.0,1.0,near,0.25,20,100000,0.0010304887267202367,0.0010298060656758101,4.046303361579662e-06,0.00010514946393800386,31.953136575879856,0.03292062227774173,0.0857023757206757,0.0008478797444950242,,,
log_cosh,log_cosh,32,100.0,1.0,medium,1.0,20,100000,0.0030366943915135112,0.003039294090044913,9.230776291460057e-06,0.0003103019524330626,30.877345092363502,0.09377093808120662,0.08542063979558263,0.0012914832710169768,,,
