target_name,kind,d,kappa,tau,state,distance_to_optimum,n_seeds,M,ratio_fr_median,ratio_fr_mean,ratio_fr_std,ratio_euclidean_median,var_fr_base_median,var_fr_stl_median,bias_base_median,bias_stl_median,var_fr_base_exact,var_fr_stl_exact,ratio_fr_exact
gaussian,gaussian,2,10.0,0.0,optimum,0.0,20,100000,0.0,0.0,0.0,0.0,1.9989701326640126,0.0,0.009336352216095117,0.0,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,near,0.25,20,100000,0.0,0.0,0.0,0.0,1.9989701326640128,0.0,0.009336352216095103,2.220446049250313e-16,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,medium,1.0,20,100000,0.0,0.0,0.0,1.6168903049879384e-16,1.9989701326640135,0.0,0.009336352216095155,4.440892098500626e-16,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,far,4.0,20,100000,0.0,0.0,0.0,2.5870244879807133e-15,1.9989701326640148,0.0,0.009336352216096907,1.7763568394002505e-15,2.0,0.0,0.0
gaussian,gaussian,2,10.0,0.0,underdispersed,,20,100000,9.0,9.0,1.3759600911837627e-15,9.0,0.12493563329150079,1.124420699623507,0.004668176108047558,0.01400452832414267,0.125,1.125,9.0
gaussian,gaussian,2,10.0,0.0,overdispersed,,20,100000,0.5625,0.5625,8.599750569898517e-17,0.5625,31.9835221226242,17.990731193976114,0.018672704432190233,0.01400452832414267,32.0,18.0,0.5625
gaussian,gaussian,2,100.0,0.0,optimum,0.0,20,100000,0.0,0.0,0.0,0.0,1.9989701326640126,0.0,0.02888129530124179,0.0,2.0,0.0,0.0
gaussian,gaussian,2,100.0,0.0,near,0.25,20,100000,0.0,0.0,0.0,0.0,1.9989701326640128,0.0,0.028881295301241706,0.0,2.0,0.0,0.0
gaussian,gaussian,2,100.0,0.0,medium,1.0,20,100000,0.0,0.0,0.0,0.0,1.998970132664013,0.0,0.02888129530124281,0.0,2.0,0.0,0.0
gaussian,gaussian,2,100.0,0.0,far,4.0,20,100000,0.0,0.0,0.0,0.0,1.9989701326640166,0.0,0.02888129530124369,0.0,2.0,0.0,0.0
gaussian,gaussian,2,100.0,0.0,underdispersed,,20,100000,9.0,9.0,1.538370149106851e-15,9.0,0.12493563329150079,1.1244206996235073,0.014440647650620895,0.043321942951862674,0.125,1.125,9.0
gaussian,gaussian,2,100.0,0.0,overdispersed,,20,100000,0.5625,0.5625,9.614813431917819e-17,0.5625,31.9835221226242,17.990731193976117,0.05776259060248358,0.043321942951862674,32.0,18.0,0.5625
gaussian,gaussian,2,10000.0,0.0,optimum,0.0,20,100000,0.0,0.0,0.0,0.0,1.9989701326640126,0.0,0.2873962396505564,0.0,2.0,0.0,0.0
gaussian,gaussian,2,10000.0,0.0,near,0.25,20,100000,0.0,0.0,0.0,0.0,1.998970132664013,0.0,0.2873962396505542,0.0,2.0,0.0,0.0
gaussian,gaussian,2,10000.0,0.0,medium,1.0,20,100000,0.0,0.0,0.0,0.0,1.998970132664013,0.0,0.2873962396505471,0.0,2.0,0.0,0.0
gaussian,gaussian,2,10000.0,0.0,far,4.0,20,100000,0.0,0.0,0.0,0.0,1.9989701326640148,0.0,0.28739623965056843,0.0,2.0,0.0,0.0
gaussian,gaussian,2,10000.0,0.0,underdispersed,,20,100000,9.0,9.0,1.4321446692197793e-15,9.0,0.12493563329150079,1.124420699623507,0.1436981198252782,0.4310943594758347,0.125,1.125,9.0
gaussian,gaussian,2,10000.0,0.0,overdispersed,,20,100000,0.5625,0.5625,8.95090418262362e-17,0.5625,31.9835221226242,17.990731193976114,0.5747924793011128,0.4310943594758347,32.0,18.0,0.5625
gaussian,gaussian,8,10.0,0.0,optimum,0.0,20,100000,4.794134375122093e-33,4.799820888787385e-33,1.7486616139701024e-35,5.4121110696555105e-33,7.999956558549992,3.8377449506874665e-32,0.018652315621301846,8.002169329131836e-19,8.0,2.845723104050597e-32,3.5571538800632465e-33
gaussian,gaussian,8,10.0,0.0,near,0.25,20,100000,0.0,0.0,0.0,0.0,7.999956558549993,0.0,0.018652315621301856,2.603703785810335e-16,8.0,2.845723104050597e-32,3.5571538800632465e-33
gaussian,gaussian,8,10.0,0.0,medium,1.0,20,100000,0.0,0.0,0.0,0.0,7.999956558549991,0.0,0.018652315621301575,4.965068306494546e-16,8.0,2.845723104050597e-32,3.5571538800632465e-33
gaussian,gaussian,8,10.0,0.0,far,4.0,20,100000,0.0,0.0,0.0,0.0,7.999956558550018,0.0,0.01865231562130302,1.9860273225978185e-15,8.0,2.845723104050597e-32,3.5571538800632465e-33
gaussian,gaussian,8,10.0,0.0,underdispersed,,20,100000,9.0,9.0,1.3173814904902171e-15,9.0,0.4999972849093745,4.499975564184371,0.009326157810650923,0.027978473431952776,0.5,4.5,9.0
gaussian,gaussian,8,10.0,0.0,overdispersed,,20,100000,0.5625,0.5625,8.95090418262362e-17,0.5625,127.99930493679987,71.99960902694994,0.03730463124260369,0.027978473431952772,128.0,72.0,0.5625
gaussian,gaussian,8,100.0,0.0,optimum,0.0,20,100000,7.408503208115854e-33,7.410042476820308e-33,1.9399049099850932e-35,2.2741872816433963e-33,7.999956558549993,5.931829064880348e-32,0.044579345268381504,2.1440382421947403e-18,8.0,4.4800771376616544e-32,5.600096422077068e-33
gaussian,gaussian,8,100.0,0.0,near,0.25,20,100000,0.0,0.0,0.0,0.0,7.999956558549993,0.0,0.04457934526838156,2.7755575615628914e-16,8.0,4.4800771376616544e-32,5.600096422077068e-33
gaussian,gaussian,8,100.0,0.0,medium,1.0,20,100000,0.0,0.0,0.0,0.0,7.999956558549993,0.0,0.04457934526838145,1.0175362097255202e-15,8.0,4.4800771376616544e-32,5.600096422077068e-33
gaussian,gaussian,8,100.0,0.0,far,4.0,20,100000,0.0,0.0,0.0,0.0,7.999956558550011,0.0,0.04457934526838285,4.070144838902081e-15,8.0,4.4800771376616544e-32,5.600096422077068e-33
gaussian,gaussian,8,100.0,0.0,underdispersed,,20,100000,9.0,9.0,1.6852000649168164e-15,9.0,0.49999728490937456,4.499975564184371,0.022289672634190752,0.06686901790257226,0.5,4.5,9.0
gaussian,gaussian,8,100.0,0.0,overdispersed,,20,100000,0.5625,0.5625,9.288792252416251e-17,0.5625,127.99930493679989,71.99960902694994,0.08915869053676301,0.06686901790257226,128.0,72.0,0.5625
gaussian,gaussian,8,10000.0,0.0,optimum,0.0,20,100000,2.60576543615821e-33,2.6096456301112345e-33,1.1840980404549e-35,2.1205277197994664e-35,7.999956558549992,2.0863875773164733e-32,0.3298774529640468,7.274662507583338e-19,8.0,1.6343540336110574e-32,2.0429425420138218e-33
gaussian,gaussian,8,10000.0,0.0,near,0.25,20,100000,0.0,0.0,0.0,0.0,7.999956558549993,0.0,0.32987745296404525,2.482534153247273e-16,8.0,1.6343540336110574e-32,2.0429425420138218e-33
gaussian,gaussian,8,10000.0,0.0,medium,1.0,20,100000,0.0,0.0,0.0,0.0,7.999956558549991,0.0,0.32987745296405513,9.930136612989092e-16,8.0,1.6343540336110574e-32,2.0429425420138218e-33
gaussian,gaussian,8,10000.0,0.0,far,4.0,20,100000,0.0,0.0,0.0,0.0,7.999956558550011,0.0,0.3298774529640165,3.972054645195637e-15,8.0,1.6343540336110574e-32,2.0429425420138218e-33
gaussian,gaussian,8,10000.0,0.0,underdispersed,,20,100000,9.000000000000002,9.0,1.5888218580782547e-15,9.0,0.4999972849093745,4.499975564184371,0.1649387264820234,0.49481617944607015,0.5,4.5,9.0
gaussian,gaussian,8,10000.0,0.0,overdispersed,,20,100000,0.5625,0.5625,8.95090418262362e-17,0.5625,127.99930493679987,71.99960902694994,0.6597549059280936,0.49481617944607015,128.0,72.0,0.5625
gaussian,gaussian,32,10.0,0.0,optimum,0.0,20,100000,3.298212258831413e-33,3.298185865956855e-33,9.062536776789238e-36,3.738026862331817e-33,32.00433220288656,1.0553149612498038e-31,0.03513447984683582,2.0471690254175836e-18,32.0,8.28683328621259e-32,2.5896354019414342e-33
gaussian,gaussian,32,10.0,0.0,near,0.25,20,100000,0.0,0.0,0.0,0.0,32.004332202886566,0.0,0.03513447984683582,1.0828211277520386e-15,32.0,8.28683328621259e-32,2.5896354019414342e-33
gaussian,gaussian,32,10.0,0.0,medium,1.0,20,100000,0.0,2.221538339089079e-17,4.443077328423626e-17,1.1214448549767693e-16,32.004332202886566,0.0,0.03513447984683578,3.95962251878479e-15,32.0,8.28683328621259e-32,2.5896354019414342e-33
gaussian,gaussian,32,10.0,0.0,far,4.0,20,100000,1.7761163903834399e-15,1.7762898098631176e-15,1.3394736656654115e-18,1.7943117679628324e-15,32.00433220288659,5.684341886080802e-14,0.03513447984683657,1.576360317771983e-14,32.0,8.28683328621259e-32,2.5896354019414342e-33
gaussian,gaussian,32,10.0,0.0,underdispersed,,20,100000,9.0,9.0,1.538370149106851e-15,9.0,2.00027076268041,18.002436864123695,0.01756723992341791,0.05270171977025374,2.0,18.0,9.0
gaussian,gaussian,32,10.0,0.0,overdispersed,,20,100000,0.5625,0.5625,7.850462293418876e-17,0.5625,512.0693152461849,288.03898982597906,0.07026895969367164,0.05270171977025373,512.0,288.0,0.5625
gaussian,gaussian,32,100.0,0.0,optimum,0.0,20,100000,1.2912427935658174e-33,1.2915315495806408e-33,3.427223103851075e-36,2.025422346522834e-34,32.00433220288656,4.1319122607784315e-32,0.08422020741521244,9.646423424528303e-19,32.0,3.191323149625967e-32,9.972884842581147e-34
gaussian,gaussian,32,100.0,0.0,near,0.25,20,100000,0.0,0.0,0.0,1.9790257285251582e-17,32.004332202886566,0.0,0.08422020741521255,2.444382347233542e-15,32.0,3.191323149625967e-32,9.972884842581147e-34
gaussian,gaussian,32,100.0,0.0,medium,1.0,20,100000,0.0,0.0,0.0,1.5842791062891386e-16,32.004332202886566,0.0,0.08422020741521193,1.1469200318487933e-14,32.0,3.191323149625967e-32,9.972884842581147e-34
gaussian,gaussian,32,100.0,0.0,far,4.0,20,100000,0.0,0.0,0.0,5.066305865024405e-15,32.0043322028865,0.0,0.08422020741521,4.635576669436108e-14,32.0,3.191323149625967e-32,9.972884842581147e-34
gaussian,gaussian,32,100.0,0.0,underdispersed,,20,100000,9.0,9.0,1.1234667099445444e-15,9.0,2.00027076268041,18.002436864123695,0.04211010370760622,0.12633031112281864,2.0,18.0,9.0
gaussian,gaussian,32,100.0,0.0,overdispersed,,20,100000,0.5625,0.5625,7.021666937153402e-17,0.5625,512.0693152461849,288.0389898259791,0.16844041483042488,0.12633031112281864,512.0,288.0,0.5625
gaussian,gaussian,32,10000.0,0.0,optimum,0.0,20,100000,2.6403108298814047e-33,2.6413795982019354e-33,5.8484474910952296e-36,4.802026309095863e-33,32.00433220288656,8.449836975752089e-32,0.5975126343402715,5.105486244056304e-17,32.0,6.657448995120574e-32,2.0804528109751793e-33
gaussian,gaussian,32,10000.0,0.0,near,0.25,20,100000,0.0,0.0,0.0,0.0,32.004332202886566,0.0,0.5975126343402706,1.3504392527987353e-14,32.0,6.657448995120574e-32,2.0804528109751793e-33
gaussian,gaussian,32,10000.0,0.0,medium,1.0,20,100000,0.0,0.0,0.0,0.0,32.004332202886566,0.0,0.5975126343402779,5.4236184489287225e-14,32.0,6.657448995120574e-32,2.0804528109751793e-33
gaussian,gaussian,32,10000.0,0.0,far,4.0,20,100000,0.0,0.0,0.0,0.0,32.00433220288659,0.0,0.5975126343402752,2.1691019102406602e-13,32.0,6.657448995120574e-32,2.0804528109751793e-33
gaussian,gaussian,32,10000.0,0.0,underdispersed,,20,100000,9.0,9.0,1.191616393558691e-15,9.0,2.00027076268041,18.002436864123695,0.29875631717013573,0.8962689515104072,2.0,18.0,9.0
gaussian,gaussian,32,10000.0,0.0,overdispersed,,20,100000,0.5625,0.5625,7.850462293418876e-17,0.5625,512.0693152461849,288.0389898259791,1.195025268680543,0.8962689515104072,512.0,288.0,0.5625
log_cosh,log_cosh,2,10.0,0.1,optimum,0.0,20,100000,0.00011970431174016278,0.00011977755863315826,1.0573773255404462e-06,2.310444262514934e-05,1.9989872527116155,0.00023942334355666893,0.009385075168859766,3.987766139991659e-05,,,
log_cosh,log_cosh,2,10.0,0.1,near,0.25,20,100000,0.00012949446290280752,0.00012986266628643652,9.71635913513688e-07,2.4967284076568868e-05,1.996781750422762,0.00025934502887024063,0.009384248692788432,2.400363529440097e-05,,,
log_cosh,log_cosh,2,10.0,0.1,medium,1.0,20,100000,0.0003142190369437227,0.0003139092067081095,1.652045403445236e-06,6.028412205693068e-05,1.9685964206152864,0.0006190815253283022,0.009375891538816563,5.5227383266693046e-05,,,
log_cosh,log_cosh,2,10.0,0.1,far,4.0,20,100000,0.0017609346698219063,0.0017610001341328795,7.2754830365871056e-06,0.000352957974193838,1.875667728350333,0.003307667308471096,0.009317363931790416,0.00012392605261190567,,,
log_cosh,log_cosh,2,10.0,0.1,underdispersed,,20,100000,8.750609173593164,8.750714946150683,0.000849865136032773,8.9402928971441,0.12760282256074112,1.1165470148124323,0.004697294364802185,0.014070295998547332,,,
log_cosh,log_cosh,2,10.0,0.1,overdispersed,,20,100000,0.5579841246223831,0.5579879972946096,2.8545896468219172e-05,0.5611912026709795,31.211593933153793,17.415168133397664,0.018739196936360475,0.014047430321212157,,,
log_cosh,log_cosh,2,10.0,1.0,optimum,0.0,20,100000,0.003793541914496817,0.0037960519350423902,4.3548984128013244e-05,0.0010448901361687726,2.0061460926053436,0.00760369579623307,0.00983069703547131,0.0002695832612624841,,,
log_cosh,log_cosh,2,10.0,1.0,near,0.25,20,100000,0.00418610474686576,0.004198306570633989,4.1112522585293326e-05,0.0011482685225751214,1.9936307840471956,0.008367896277954257,0.0098188374075573,0.00017576863509845183,,,
log_cosh,log_cosh,2,10.0,1.0,medium,1.0,20,100000,0.012201480390248567,0.012189942531952458,7.769055920679548e-05,0.003195433985630316,1.8333698438568162,0.022405153849191284,0.009738213257653353,0.0004190521158906709,,,
