run_id,experiment_group,potential_family,seed,N_theta,kappa_target,rho,M_mc,operator_estimator,backend,chunk_size,Lambda_hat_raw_forward,Lambda_hat_full_sym,Lambda_hat_diag,Lambda_hat_separable_exact,full_over_diag,full_minus_diag,diag_minus_exact,gamma_loc,inverse_gamma_loc,self_adjoint_error_H_raw,self_adjoint_error_H_sym,self_adjoint_error_L_star,eig_residual_H,eig_residual_L_star,current_bound_rate,conjecture_bound_rate,lambda_over_logkappa,inverse_gamma_over_logkappa,runtime_seconds,status,error_message,family,quadrature_nodes,device,dtype,eigensolver,explicit_dense_max_N_theta,basis_block_size,torch_available,torch_version,cuda_available,cuda_version,device_name,gpu_available,diag_offdiag_norm,full_sym_minus_exact,operator_matrix_dim,dense_matrix_memory_mb,matrix_construction_runtime_seconds,eigh_runtime_seconds,gpu_peak_memory_mb,torch_accumulation_mode,separable_exact_status,Lambda_true,gamma_true,baseline_type,Lambda_hat,log_kappa_factor,Gamma_current,D_kappa,alpha_target,beta_target,L_A,L_A_is_empirical,norm_mean_grad,norm_mean_hess_minus_I,empirical_min_hess_eig,empirical_max_hess_eig
nglr_20260605_224942,natural_gradient_local_rate,gaussian,0,1,2.0,0.0,4194304,symmetrized,torch,1048576,-0.0005653322171541,-0.0005653322171541,-0.0005653322171541,-2.480654570646834e-16,1.0,0.0,-0.0005653322171539,0.9997173338914228,1.0002827460312975,1.0842021724855044e-19,1.0842021724855044e-19,1.780482081836811e-16,0.0,0.0,0.25,0.0685231284601704,-0.0003338943144725,0.5907831035105237,0.4293262958526611,ok,,gaussian,160,cuda,float64,torch_dense_eigh,16,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,0.0,-0.0005653322171539,2,3.2e-05,0.1014502048492431,0.091071605682373,67.653632,gaussian_analytic,ok,0.0,1.0,gaussian,-0.0005653322171541,1.6931471805599454,0.0,10.593612732980477,1.0,1.0,0.0,False,,,,
nglr_20260605_224942,natural_gradient_local_rate,gaussian,1,1,2.0,0.0,4194304,symmetrized,torch,1048576,6.579165352538219e-05,6.579165352538219e-05,6.579165352538219e-05,-2.480654570646834e-16,1.0,0.0,6.579165352563025e-05,1.0,1.0,3.3881317890172014e-21,3.3881317890172014e-21,1.7800317640046832e-16,0.0,1.916616770854217e-20,0.25,0.0685231284601704,3.88576104196825e-05,0.5906161091496412,0.0094540119171142,ok,,gaussian,160,cuda,float64,torch_dense_eigh,16,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,0.0,6.579165352563025e-05,2,3.2e-05,0.0009486675262451,0.000685691833496,67.653632,gaussian_analytic,ok,0.0,1.0,gaussian,6.579165352538219e-05,1.6931471805599454,0.0,10.593612732980477,1.0,1.0,0.0,False,,,,
nglr_20260605_224942,natural_gradient_local_rate,gaussian,2,1,2.0,0.0,4194304,symmetrized,torch,1048576,-0.0004455271955917,-0.0004455271955917,-0.0004455271955917,-2.480654570646834e-16,1.0,0.0,-0.0004455271955915,0.9997772364022042,1.000222813232473,2.710505431213761e-20,2.710505431213761e-20,1.1102230246251563e-16,0.0,1.916616770854217e-20,0.25,0.0685231284601704,-0.0002631355387807,0.5907477062340716,0.0093843936920166,ok,,gaussian,160,cuda,float64,torch_dense_eigh,16,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,0.0,-0.0004455271955915,2,3.2e-05,0.0009305477142333,0.0006721019744873,67.653632,gaussian_analytic,ok,0.0,1.0,gaussian,-0.0004455271955917,1.6931471805599454,0.0,10.593612732980477,1.0,1.0,0.0,False,,,,
nglr_20260605_224942,natural_gradient_local_rate,separable,0,1,2.0,0.5530312179864002,4194304,symmetrized,torch,1048576,-0.1977190335293232,-0.1977190335293232,-0.1977190335293232,-0.198097396758402,1.0,0.0,0.0003783632290788,0.8980366233119669,1.113540332366392,1.3877787807814457e-17,1.3877787807814457e-17,2.0904269480032621e-16,0.0,0.0,0.2307692307692307,0.0685231284601704,-0.1167760462879163,0.6576748584834367,0.0348918437957763,ok,,separable,160,cuda,float64,torch_dense_eigh,16,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,0.0,0.0003783632290788,2,3.2e-05,0.0191917419433593,0.0006642341613769,109.056512,separable_diagonal_fast,ok,,,separable_exact,-0.1977190335293232,1.6931471805599454,0.3333333333333332,10.593612732980477,0.6666666666666667,1.3333333333333333,0.6027387288316343,False,3.6140072416183485e-20,0.0,0.6666886255907796,1.2196978846530495
nglr_20260605_224942,natural_gradient_local_rate,separable,1,1,2.0,0.5700488323471031,4194304,symmetrized,torch,1048576,-0.185740907120926,-0.185740907120926,-0.185740907120926,-0.184686114052112,1.0,0.0,-0.0010547930688139,0.8862494832450966,1.1283504463533156,5.551115123125783e-17,5.551115123125783e-17,2.4791054750729743e-16,0.0,1.1102230246251563e-16,0.2307692307692307,0.0685231284601704,-0.1097015718736862,0.6664219503824562,0.017085313796997,ok,,separable,160,cuda,float64,torch_dense_eigh,16,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,0.0,-0.0010547930688139,2,3.2e-05,0.0017249584197998,0.0006167888641357,109.056512,separable_diagonal_fast,ok,,,separable_exact,-0.185740907120926,1.6931471805599454,0.3333333333333332,10.593612732980477,0.6666666666666667,1.3333333333333333,0.5847452260552416,False,0.0,0.0,0.6667417481267105,1.2367154990137503
nglr_20260605_224942,natural_gradient_local_rate,separable,2,1,2.0,0.5560988380711528,4194304,symmetrized,torch,1048576,-0.1960454064741167,-0.1960454064741167,-0.1960454064741167,-0.1954515446581195,1.0,0.0,-0.0005938618159972,0.8951712764114353,1.117104655110028,2.775557561562892e-17,2.775557561562892e-17,1.5258012555965023e-16,0.0,2.775557561562892e-17,0.2307692307692307,0.0685231284601704,-0.1157875751884027,0.6597800049140365,0.0167827606201171,ok,,separable,160,cuda,float64,torch_dense_eigh,16,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,0.0,-0.0005938618159972,2,3.2e-05,0.0017058849334716,0.0006201267242431,109.056512,separable_diagonal_fast,ok,,,separable_exact,-0.1960454064741167,1.6931471805599454,0.3333333333333332,10.593612732980477,0.6666666666666667,1.3333333333333333,0.5994138281056494,False,1.8070036208091743e-20,0.0,0.6667166455499225,1.222765504737818
nglr_20260605_224942,natural_gradient_local_rate,additive_index,0,1,2.0,0.177799328945006,4194304,symmetrized,torch,1048576,-0.031256582170345,-0.031256582170345,-0.031256582170345,,1.0,0.0,,0.926432501705128,1.079409453100435,6.938893903907228e-18,6.938893903907228e-18,1.647038127679761e-16,0.0,0.0,0.2307692307692307,0.0685231284601704,-0.0184606409467652,0.6375166113695211,0.0156376361846923,ok,,additive_index,160,cuda,float64,torch_dense_eigh,16,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,0.0,,2,3.2e-05,0.0026757717132568,0.000605821609497,201.332224,generic_dense,not_separable,,,,-0.031256582170345,1.6931471805599454,0.3333333333333332,10.593612732980477,0.6666666666666667,1.3333333333333333,1.874772730084007,True,0.0,0.0,0.8333333333333334,1.1610729460847304
nglr_20260605_224942,natural_gradient_local_rate,additive_index,1,1,2.0,0.2998960944045188,4194304,symmetrized,torch,1048576,0.0794060392713705,0.0794060392713705,0.0794060392713705,,1.0,0.0,,0.9892663867092554,1.0108500737869497,1.3877787807814457e-17,1.3877787807814457e-17,1.245280337624127e-16,0.0,1.2412670766236366e-16,0.2307692307692307,0.0685231284601704,0.0468984859574404,0.597024337513676,0.0155065059661865,ok,,additive_index,160,cuda,float64,torch_dense_eigh,16,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,0.0,,2,3.2e-05,0.0026302337646484,0.0006048679351806,201.332224,generic_dense,not_separable,,,,0.0794060392713705,1.6931471805599454,0.3333333333333332,10.593612732980477,0.6666666666666667,1.3333333333333333,1.1114960799846636,True,1.581164058223892e-20,0.0,0.8936841016997131,1.1666666666666667
nglr_20260605_224942,natural_gradient_local_rate,additive_index,2,1,2.0,0.3134121526558555,4194304,symmetrized,torch,1048576,-0.0729029910411702,-0.0729029910411702,-0.0729029910411702,,1.0,0.0,,0.9631257199892592,1.03828605055958,1.3877787807814457e-17,1.3877787807814457e-17,1.8230545835082795e-16,0.0,1.1188630228279524e-16,0.2307692307692307,0.0685231284601704,-0.0430576809141071,0.6132284673658468,0.0155501365661621,ok,,additive_index,160,cuda,float64,torch_dense_eigh,16,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,0.0,,2,3.2e-05,0.0026617050170898,0.0006055831909179,201.332224,generic_dense,not_separable,,,,-0.0729029910411702,1.6931471805599454,0.3333333333333332,10.593612732980477,0.6666666666666667,1.3333333333333333,1.063562247056043,True,0.0,0.0,0.8333333333333334,1.0455299371322884
nglr_20260605_224942,natural_gradient_local_rate,random_feature,0,1,2.0,0.1777747636341494,4194304,symmetrized,torch,1048576,-0.0325424063009528,-0.0325424063009528,-0.0325424063009528,,1.0,0.0,,0.9261509012432652,1.0797376525332962,0.0,0.0,2.5949047261433633e-16,0.0,1.1102230246251563e-16,0.2307692307692307,0.0685231284601704,-0.0192200693918355,0.6377104512415827,0.0156319141387939,ok,,random_feature,160,cuda,float64,torch_dense_eigh,16,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,0.0,,2,3.2e-05,0.0026502609252929,0.0006110668182373,201.332224,generic_dense,not_separable,,,,-0.0325424063009528,1.6931471805599454,0.3333333333333332,10.593612732980477,0.6666666666666667,1.3333333333333333,1.8750317903350715,True,0.0,0.0,0.8333333333333334,1.1610276645558175
