n,rho,m_features,target_seed,sample_seed,K,omega,tau_type,tau_value,init_name,dt,T,final_objective_gap,final_normalized_objective_gap,time_to_1e_minus_2,time_to_1e_minus_4,time_to_1e_minus_6,monotone_objective_bool,min_eig_min_over_time,max_eig_max_over_time,initial_chi,final_chi,initial_volume_error,initial_shape_error,final_volume_error,final_shape_error
5,5.0,20,123,2026,4096,0.25,negative,-0.025,mean_only,0.005,40.0,0.00015276149335541334,3.583099513679177e-05,2.25,4.75,inf,True,0.5109102680468585,0.7937705337065397,0.7049138088589317,0.080581410777548,2.3665827156630353e-31,1.5383701491068513e-15,0.00034213270363590045,0.001776112898312111
5,5.0,20,123,2026,4096,0.25,negative,-0.025,volume_high,0.005,40.0,0.00015276149335541334,4.510485445989381e-05,0.45,1.2,inf,True,0.5109640923784985,3.0021749060363176,0.9977181965550884,0.07101523930090442,1.3862943611198904,1.7010900299806976e-15,0.0003421327036325039,0.0017761128983132034
5,5.0,20,123,2026,4096,0.25,negative,-0.025,volume_low,0.005,40.0,0.00015276149335496925,0.00010147548164770132,0.85,inf,inf,False,0.12772756701171462,0.751019088458382,0.9999464734826904,0.12895425954280676,1.3862943611198904,1.6377673906940298e-15,0.0003421327036375193,0.0017761128983162483
5,5.0,20,123,2026,4096,0.25,negative,-0.025,shape_only,0.005,40.0,0.00015276149335496925,5.960052896745379e-05,1.45,2.9,inf,False,0.07548314024169776,4.856526945853246,0.13332934885385253,0.16755471523436524,2.220446049250313e-16,2.828427124746191,0.0003421327036358986,0.0017761128983171638
5,5.0,20,123,2026,4096,0.25,negative,-0.025,mixed,0.005,40.0,0.00015276149335541334,3.1348068992531996e-05,1.9000000000000001,4.3500000000000005,inf,True,0.23196828158440483,5.899934082807545,0.29487481640237345,0.003118026653366074,0.6931471805599454,2.1213203435596433,0.00034213270362182827,0.0017761128983102793
5,5.0,20,123,2026,4096,0.25,zero,0.0,mean_only,0.005,40.0,0.00015276149335496925,3.583099513668761e-05,2.25,4.75,inf,True,0.5109102680468585,0.7795718982512928,0.7049138088589317,0.34081127216678053,2.3665827156630353e-31,1.5383701491068513e-15,0.0003421327036543853,0.0017761128983265122
5,5.0,20,123,2026,4096,0.25,zero,0.0,volume_high,0.005,40.0,0.00015276149335541334,4.510485445989381e-05,0.9500000000000001,2.35,inf,True,0.5109640923785062,3.0021749060363176,0.9977181965550884,0.3014920600962971,1.3862943611198904,1.7010900299806976e-15,0.0003421327036510781,0.0017761128983260655
5,5.0,20,123,2026,4096,0.25,zero,0.0,volume_low,0.005,40.0,0.00015276149335452516,0.00010147548164740633,1.75,inf,inf,False,0.12772756701171462,0.7508820438787341,0.9999464734826904,0.2727682267830988,1.3862943611198904,1.6377673906940298e-15,0.0003421327036479043,0.0017761128983249997
5,5.0,20,123,2026,4096,0.25,zero,0.0,shape_only,0.005,40.0,0.00015276149335452516,5.9600528967280526e-05,1.45,2.95,inf,False,0.07548314024169776,4.856526945853246,0.13332934885385253,0.37809886432125833,2.220446049250313e-16,2.828427124746191,0.00034213270365429703,0.0017761128983250244
5,5.0,20,123,2026,4096,0.25,zero,0.0,mixed,0.005,40.0,0.00015276149335541334,3.1348068992531996e-05,1.75,4.2,inf,True,0.24864195891147794,5.899934082807545,0.29487481640237345,0.22216841715312077,0.6931471805599454,2.1213203435596433,0.0003421327036461948,0.0017761128983260538
5,5.0,20,123,2026,4096,0.25,positive,0.025,mean_only,0.005,40.0,0.00015276149335496925,3.583099513668761e-05,2.25,4.75,inf,True,0.5109102680468585,0.7723067374506771,0.7049138088589317,0.7390063144288642,2.3665827156630353e-31,1.5383701491068513e-15,0.00034213270367372057,0.0017761128983212477
5,5.0,20,123,2026,4096,0.25,positive,0.025,volume_high,0.005,40.0,0.00015276149335496925,4.510485445976269e-05,1.4000000000000001,3.5,inf,True,0.5109640923785055,3.0021749060363176,0.9977181965550884,0.42018871891257203,1.3862943611198904,1.7010900299806976e-15,0.0003421327036535011,0.0017761128983160292
5,5.0,20,123,2026,4096,0.25,positive,0.025,volume_low,0.005,40.0,0.00015276149335541334,0.00010147548164799632,2.6,inf,inf,False,0.12772756701171462,0.7508820438787408,0.9999464734826904,0.46677017271993915,1.3862943611198904,1.6377673906940298e-15,0.00034213270366053504,0.0017761128983230364
5,5.0,20,123,2026,4096,0.25,positive,0.025,shape_only,0.005,40.0,0.00015276149335541334,5.960052896762705e-05,1.4000000000000001,3.2,inf,False,0.07548314024169776,4.856526945853246,0.13332934885385253,0.43393808936511163,2.220446049250313e-16,2.828427124746191,0.0003421327036634599,0.001776112898337398
5,5.0,20,123,2026,4096,0.25,positive,0.025,mixed,0.005,40.0,0.00015276149335452516,3.1348068992349735e-05,1.6500000000000001,4.05,inf,True,0.24864195891147794,5.899934082807545,0.29487481640237345,0.5965166771283089,0.6931471805599454,2.1213203435596433,0.00034213270367598216,0.0017761128983282345
5,5.0,20,123,2026,4096,0.5,negative,-0.05,mean_only,0.005,40.0,0.00015276149335496925,3.583099513668761e-05,2.3000000000000003,4.8,inf,True,0.5109102680468585,0.7829825931791561,0.7049138088589317,0.05733773135194413,2.3665827156630353e-31,1.5383701491068513e-15,0.00034213270364398453,0.0017761128983619647
5,5.0,20,123,2026,4096,0.5,negative,-0.05,volume_high,0.005,40.0,0.00015276149335452516,4.510485445963156e-05,0.9500000000000001,2.35,inf,True,0.5109640923785013,3.0021749060363176,0.9977181965550884,0.10864201051775016,1.3862943611198904,1.7010900299806976e-15,0.00034213270364795033,0.0017761128983204287
