potential_family,N_theta,kappa_target,M_mc,Lambda_hat_full_sym_mean,Lambda_hat_full_sym_std,Lambda_hat_raw_forward_mean,Lambda_hat_raw_forward_std,Lambda_hat_diag_mean,Lambda_hat_diag_std,Lambda_hat_separable_exact_mean,Lambda_hat_separable_exact_std,Lambda_true_mean,Lambda_true_std,gamma_loc_mean,gamma_loc_std,gamma_true_mean,gamma_true_std,inverse_gamma_loc_mean,inverse_gamma_loc_std,full_sym_minus_exact_mean,full_sym_minus_exact_std,full_sym_minus_diag_mean,full_sym_minus_diag_std,full_sym_minus_gaussian_mean,full_sym_minus_gaussian_std,full_sym_minus_separable_mean,full_sym_minus_separable_std,full_sym_over_separable_mean,full_sym_over_separable_std,full_sym_minus_separable_exact_mean,full_sym_minus_separable_exact_std,diag_minus_exact_mean,diag_minus_exact_std,abs_diag_minus_exact_mean,abs_diag_minus_exact_std,gamma_minus_gaussian_mean,gamma_minus_gaussian_std,gamma_minus_separable_mean,gamma_minus_separable_std,inverse_gamma_minus_gaussian_inverse_mean,inverse_gamma_minus_gaussian_inverse_std,self_adjoint_error_H_sym_mean,self_adjoint_error_H_sym_std,self_adjoint_error_L_star_mean,self_adjoint_error_L_star_std,n_seeds,baseline_correction_status,is_largest_M_row
gaussian,32,5.0,131072,0.36012353067687614,0.006253032270685875,1.2490133416527889e-17,5.5906754155478736e-18,0.06121689293904334,0.001043311880483565,1.3831867155085286e-15,0.0,0.0,0.0,0.8123278771962708,0.009545886888191553,1.0,0.0,1.231115020244561,0.014467169057610382,0.36012353067687475,0.006253032270685875,0.29890663773783277,0.007296344151169442,0.0,0.0,0.05867206041575693,0.0025376522049317457,1.1945947636570442,0.006019737430931537,0.36012353067687475,0.006253032270685875,0.06121689293904195,0.00104331188048356,0.06121689293904195,0.00104331188048356,0.0,0.0,0.06865993378232038,0.0260393393289426,0.0,0.0,3.3306690738754696e-16,0.0,6.2860129661275836e-15,3.670974879519445e-15,2,ok,False
gaussian,32,5.0,262144,0.2521924719557398,0.007653668562718362,0.0047300321729438904,0.006689275649438312,0.04752240119080732,0.0007658890542584583,1.3831867155085286e-15,0.0,0.0,0.0,0.8707764524625724,0.007285127789372044,1.0,0.0,1.1484405617669433,0.009608133324356283,0.2521924719557384,0.007653668562718362,0.2046700707649325,0.006887779508459926,0.0,0.0,0.060852727253514274,0.020461599968511567,1.3223362407582846,0.12851517319631353,0.2521924719557384,0.007653668562718362,0.047522401190805946,0.0007658890542584631,0.047522401190805946,0.0007658890542584631,0.0,0.0,0.08749450007033283,0.01948869710089563,0.0,0.0,1.3877787807814457e-16,3.925231146709438e-17,1.2596337981905866e-15,7.307567328693783e-16,2,ok,True
gaussian,64,5.0,8192,3.993538652566997,0.11981641936110012,,,0.6890372063237209,0.0926232028870458,1.3831867155085286e-15,0.0,0.0,0.0,-0.9892960050652106,0.04839656327885381,1.0,0.0,-1.0120307993244828,0.049508754072475895,3.993538652566995,0.11981641936109963,3.3045014462432762,0.02719321647405431,0.0,0.0,0.14558611406489108,0.24812605300641094,1.0389314230433386,0.06578078266342781,3.993538652566995,0.11981641936109963,0.6890372063237196,0.0926232028870458,0.6890372063237196,0.0926232028870458,0.0,0.0,0.03738790161603217,0.015323064665172033,0.0,0.0,2.493259838757816e-15,8.857311724360307e-16,8.91048916201059e-15,1.035802141369338e-14,2,ok,False
gaussian,64,5.0,16384,2.812594770113063,0.06162544244253731,,,0.4324263161583899,0.09654222089019882,1.3831867155085286e-15,0.0,0.0,0.0,-0.41870780987079237,0.018652806155868944,1.0,0.0,-2.39067255630769,0.10650088372778094,2.812594770113061,0.061625442442536996,2.380168453954673,0.034916778447661764,0.0,0.0,0.07871901084850763,0.13606288143886547,1.0294824058667171,0.05057196756601222,2.812594770113061,0.061625442442536996,0.4324263161583885,0.09654222089019884,0.4324263161583885,0.09654222089019884,0.0,0.0,0.05424311153561362,0.011994128888678502,0.0,0.0,1.1621981293609272e-15,3.875223897598439e-16,2.4801347974139643e-15,2.429201106411453e-15,2,ok,False
gaussian,64,5.0,32768,2.0444065773115656,0.05347424463626501,,,0.3393528001909394,0.005956838264387837,1.3831867155085286e-15,0.0,0.0,0.0,-0.017227876948973566,0.01144462521232363,1.0,0.0,-74.4795961335327,49.47742929893027,2.0444065773115643,0.05347424463626501,1.705053777120626,0.047517406371877235,0.0,0.0,0.08961902124642718,0.038177158372604186,1.0463547032203717,0.02170344896414783,2.0444065773115643,0.05347424463626501,0.33935280019093805,0.005956838264387798,0.33935280019093805,0.005956838264387798,0.0,0.0,0.011694003284354753,0.05533892024515673,0.0,0.0,1.2813527640209756e-15,3.860229850945693e-16,1.6950979929902485e-15,1.295466249147983e-16,2,ok,False
gaussian,64,5.0,65536,1.4563213215437623,0.02242147661828279,,,0.24303210711738285,0.006176193321814595,1.3831867155085286e-15,0.0,0.0,0.0,0.26815074557717233,0.00702489423104244,1.0,0.0,3.730525796671118,0.09773065926549071,1.456321321543761,0.02242147661828279,1.2132892144263794,0.028597669940097423,0.0,0.0,0.13972405633765417,0.07751120038436544,1.1086724416513087,0.06712085064308608,1.456321321543761,0.02242147661828279,0.24303210711738146,0.006176193321814595,0.24303210711738146,0.006176193321814595,0.0,0.0,0.02706956571663778,0.05790073102786707,0.0,0.0,6.507822858254119e-16,2.171034044380356e-17,3.830249844013398e-15,1.8214666154512914e-15,2,ok,False
gaussian,64,5.0,131072,1.0274372345184148,0.006250731030254866,,,0.19548402769472822,0.024099269431958656,1.3831867155085286e-15,0.0,0.0,0.0,0.49892444448449513,0.0025584725791544536,1.0,0.0,2.0043378497420967,0.010278196397502631,1.0274372345184135,0.006250731030254866,0.8319532068236866,0.030350000462213485,0.0,0.0,0.08546200675380983,0.09348120170744906,1.0957318359891346,0.10810468451620525,1.0274372345184135,0.006250731030254866,0.19548402769472684,0.024099269431958656,0.19548402769472684,0.024099269431958656,0.0,0.0,0.04367820568976516,0.020408172989990297,0.0,0.0,1.2370258652801443e-15,4.487106864717919e-16,2.1676999380330804e-15,3.1352399692011095e-16,2,ok,False
gaussian,64,5.0,262144,0.7204799141273486,0.007855996288827216,,,0.14012617725483067,0.0162829157219167,1.3831867155085286e-15,0.0,0.0,0.0,0.6517775254069735,0.003564190612603071,1.0,0.0,1.5342887918475232,0.008390129293750328,0.7204799141273472,0.007855996288827216,0.580353736872518,0.024138912010744036,0.0,0.0,0.06694240440429577,0.011820669001514897,1.1024876014523044,0.018708947254707852,0.7204799141273472,0.007855996288827216,0.1401261772548293,0.0162829157219167,0.1401261772548293,0.0162829157219167,0.0,0.0,0.05313770124914263,0.00024534686017334663,0.0,0.0,4.4127093852147133e-16,3.985637535341035e-18,1.8648033858605037e-15,5.227713884173491e-16,2,ok,True
random_feature,16,5.0,8192,0.46374200060996373,0.01178717980198976,0.11761088992862731,0.016555767365956604,0.17469187774213446,0.005369083948664523,,,,,0.7574378199898235,0.06085070452133437,,,1.3245146766487323,0.10640827417887017,,,0.28905012286782933,0.006418095853325186,-0.04024344569995189,0.022820203640601115,0.022571941380044064,0.04824838474534746,1.0558739389225638,0.11398238577470841,,,,,,,0.009944074408444303,0.08014098241908918,0.08618601617438532,0.111164816055173,-0.013734783410233486,0.14094395308408883,3.4245531233977417e-16,1.2402877049819234e-17,3.931512739886536e-15,5.357027696020649e-16,2,ok,False
random_feature,16,5.0,16384,0.3674697414038036,0.014297564410275892,0.10556850182482459,0.013644248356585025,0.12488301380424274,0.018311353467059633,,,,,0.801211317630083,0.03728171013450828,,,1.2494628445335048,0.05813960757758935,,,0.24258672759956085,0.00401378905678372,0.015458294542683881,0.035555739738851705,0.06670411150712496,0.08819196954268321,1.2658248162942582,0.3585347709085749,,,,,,,-0.017265681990401016,0.05454257735682805,0.0772563811126985,0.0706282056564076,0.02740966156813529,0.08391149577916293,3.1908055681728343e-16,1.7678893253294892e-16,3.560356491745463e-15,1.0808569721445736e-17,2,ok,False
random_feature,16,5.0,32768,0.2801311447680408,0.02327735215643457,0.11153789457649821,0.0006890595824013141,0.1050185849562571,0.007740407684897439,,,,,0.8602857686894614,0.0013759488065129665,,,1.1624059300429888,0.0018591625135944577,,,0.1751125598117837,0.015536944471537112,0.03278304003541417,0.032421483877563884,0.08777472786318855,0.07412529175618796,1.5256096111401423,0.524294739625854,,,,,,,-0.0074829333683621435,0.010975275838030365,0.10310254422770854,0.043440936078895334,0.009954607262924742,0.014607671544902594,2.2066604475437718e-16,3.7302732977207937e-17,2.401164515994253e-15,1.6285274042453336e-15,2,ok,False
random_feature,16,5.0,65536,0.20638354087489572,0.028571805778734735,0.09832042051958398,0.0040522617456243935,0.06117504577561686,0.014869605221626253,,,,,0.893507152091711,0.00939350059807399,,,1.1192470737389497,0.011766719529829068,,,0.14520849509927886,0.013702200557108496,0.020791793093581756,0.02819531421147358,0.06282900587717713,0.06589630726693829,1.5147398114699668,0.592866774480787,,,,,,,-0.011488501224252712,0.0011463095729340633,0.10815296853622536,0.031606012446859205,0.014223506942261044,0.0016966817243854403,1.734723475976807e-16,6.869154506741516e-17,3.2715642022573707e-15,1.6536793697284112e-15,2,ok,False
random_feature,16,5.0,131072,0.1435364315893853,0.0030123124003340962,0.0838816520534837,0.012737490620336162,0.03201795659307511,0.011077140953425886,,,,,0.9052746330836741,0.011037090202350653,,,1.10471926547363,0.013468715167433568,,,0.1115184749963102,0.014089453353759983,0.023495983878146956,0.009318457808585881,0.03889847627516185,0.03639722261715085,1.4706251362585023,0.5250899660610086,,,,,,,-0.025401200411799885,0.006109466585261881,0.10945084754190432,0.03317835396472808,0.030216220500058788,0.00777957358828737,1.942890293094024e-16,3.925231146709438e-17,2.0407959320765086e-15,4.225232519486553e-16,2,ok,False
random_feature,16,5.0,262144,0.10831980176311409,0.0066831713488379576,0.07861789508816455,0.002890386950429458,0.027091718689908763,0.0029231976166587477,,,,,0.9206303507066564,0.011119726578401875,,,1.0862915264843997,0.013120645815847452,,,0.08122808307320532,0.009606368965496692,0.021901332620496823,0.014527000952498972,0.02506560898088528,0.04810502552874866,1.6269554311764929,0.9903979651955632,,,,,,,-0.03289761783957024,0.01477324802621269,0.1262878909638968,0.034485295729729415,0.037546892289520795,0.01713899781043993,1.457167719820518e-16,1.0794385653450953e-16,4.312007285709121e-15,1.073803316713357e-15,2,ok,True
random_feature,32,5.0,8192,1.4643976092136546,0.000595220783851579,0.10034788629680541,0.04346247340821289,0.3544633109734569,0.0726655093351546,,,,,0.2760624231889963,0.03677913192429748,,,3.6548047765911367,0.4869208401600229,,,1.1099342982401978,0.07326073011900618,-0.08597612295814616,0.025772494014015518,0.1570644107475262,0.009227118151707726,1.1201669912023906,0.007851393431157259,,,,,,,-0.0320294736465796,0.041416475052120184,0.04231948704252006,0.0038939021884905885,0.4086522431530386,0.5357813369709381,7.264529817327029e-16,7.170506188587988e-17,6.108745038302597e-15,6.1269221483528444e-15,2,ok,False
random_feature,32,5.0,16384,0.9761610057550458,0.0012306026921646135,0.0924822261948853,0.03519964762704191,0.20215203079249533,0.015805728267853574,,,,,0.48120635315049504,0.011178582392977815,,,2.078671427325002,0.04828822326669112,,,0.7740089749625505,0.01457512557568901,-0.07109733100993637,0.051988934397207094,0.1371767031911098,0.018100925215807313,1.1637533201644492,0.024867564837077572,,,,,,,-0.010682939764439514,0.020437670880150135,0.016635161461003023,0.03257268915445018,0.041485546299585896,0.082652184883397,6.48015556808833e-16,2.6876924986074733e-16,3.967799077931228e-15,2.9114207159872663e-15,2,ok,False
random_feature,32,5.0,32768,0.6873951197752403,0.035632980308580725,0.09144891892059917,0.03729509969429327,0.1488344572864962,0.050010517053216505,,,,,0.6416521867925236,0.02082816178888635,,,1.5592982160132351,0.05061514039653217,,,0.538560662488744,0.014377536744635778,-0.04301323031874282,0.05383680631462478,0.05683941056106734,0.055862054070728265,1.0916099892535922,0.0915307536785545,,,,,,,0.0036192050624218597,0.0006823943913453017,0.06680237564615027,0.03254985991538674,-0.008800552287746566,0.001102726544664186,4.474063980263267e-16,1.5231803336056118e-16,5.964196096148919e-15,6.638240595537771e-15,2,ok,False
random_feature,32,5.0,65536,0.5054392579237699,0.007757652920195407,0.07711959255918203,0.01722386070507567,0.11956824930860335,0.021353906470295343,,,,,0.7309330499283507,0.008020511968482745,,,1.3681967272394329,0.015013192011414093,,,0.3858710086151665,0.01359625355009994,-0.015345414597316864,0.0027297485756265305,0.06502015051503152,0.004030136041129384,1.1475990096492945,0.007901469720065042,,,,,,,-0.011579135155622367,0.019444628097600013,0.05037472878038979,0.004493643807008176,0.021258057483309334,0.03573687047919895,4.005060870154671e-16,1.7939277780454067e-16,3.552713678800501e-15,0.0,2,ok,False
random_feature,32,5.0,131072,0.3614903086725584,0.015349382664486624,0.07846918368284062,0.020393106417243234,0.08845504964927872,0.014749968023698922,,,,,0.8063753725180047,0.009042493799075423,,,1.2401952144848505,0.013907242109346471,,,0.27303525902327963,0.0005994146407877258,0.0013667779956822168,0.009096350393800768,0.060038838411439144,0.011634002598732514,1.1989431300316196,0.0361413173727667,,,,,,,-0.005952504678266135,0.018588380687267054,0.06270742910405425,0.007450958641675547,0.009080194240289496,0.02837441116695693,4.440892098500626e-16,0.0,2.6645352591003757e-15,1.2560739669470201e-15,2,ok,False
random_feature,32,5.0,262144,0.2555180993371724,0.0012435651673647888,0.0771217345989573,0.017937171247205747,0.05566828948697028,0.004971227229996164,,,,,0.8516026810376727,0.003196751349549341,,,1.1742647925453955,0.0044079623560177505,,,0.19984980985020212,0.003727662062631378,0.0033256273814325915,0.008897233730083162,0.06417835463494687,0.011564366238428403,1.3381962170942825,0.08307714747612402,,,,,,,-0.019173771424899788,0.010481879138921424,0.06832072864543304,0.009006817961974207,0.025824230778452084,0.014016095680373956,3.3306690738754696e-16,7.850462293418876e-17,1.0658141036401503e-14,2.5121479338940403e-15,2,ok,True
random_feature,64,5.0,8192,4.10586024451305,0.04062861484629836,,,0.763771985347125,0.0877208574055567,,,,,-1.0482397393980052,0.031816910934045255,,,-0.9544198889047574,0.028969224746624694,,,3.3420882591659242,0.0470922425592587,0.11232159194605229,0.07918780451480206,0.25790770601094337,0.16893824849160885,1.0677943261797112,0.0461640084875129,,,,,,,-0.05894373433279437,0.08021347421289919,-0.021555832716762202,0.06489040954772715,0.05761091041972549,0.07847797881910054,3.512102988039977e-15,3.7145068138762766e-16,9.875240333897962e-15,4.6789914883481375e-15,2,ok,False
random_feature,64,5.0,16384,2.8735222406538257,0.09090202678113023,,,0.528544953287414,0.003401740725728753,,,,,-0.4201010512660293,0.0003742784478967271,,,-2.380380610474626,0.002120740135277077,,,2.3449772873664116,0.09430376750685869,0.060927470540762974,0.15252746922366736,0.1396464813892706,0.016464587784801907,1.0510169613199287,0.004633354605031129,,,,,,,-0.001393241395236916,0.018278527707972236,0.052849870140376703,0.030272656596650738,0.010291945833063698,0.10438014359250401,2.1649348980190553e-15,2.3551386880256624e-16,7.333461751206036e-15,6.399552669906223e-17,2,ok,False
random_feature,64,5.0,32768,2.0176085096631695,0.00906515943815015,,,0.3552576302522915,0.012098812466766504,,,,,0.011230628271505004,0.009055277516911401,,,131.92639471401966,106.3725098062524,,,1.6623508794108783,0.0030336530286166107,-0.026798067648395874,0.04440908519811502,0.0628209535980313,0.08258624357071921,1.0331638398306424,0.0438031006257878,,,,,,,0.028458505220478568,0.0023893476954122317,0.04015250850483332,0.05772826794056895,206.40599084755237,56.895080507322135,2.241491156134979e-15,1.1462671042614946e-15,8.283966547515196e-15,9.317312752686285e-15,2,ok,False
random_feature,64,5.0,65536,1.4046881759947984,0.0009760511750106773,,,0.21107516820699504,0.0038319717831120704,,,,,0.28779166067966405,0.020189857698704777,,,3.483307645877833,0.24436943560141636,,,1.1936130077878033,0.0028559206081012365,-0.05163314554896403,0.021445425443271954,0.08809091078869014,0.0989566258276374,1.0699619865864842,0.08047116398883174,,,,,,,0.01964091510249172,0.027214751929747216,0.0467104808191295,0.030685979098119848,-0.24721815079328513,0.34210009486690707,2.3314683517128287e-15,1.0990647210786425e-15,6.823523243816644e-15,3.745521938902347e-15,2,ok,False
random_feature,64,5.0,131072,0.9670929618699626,0.005248168523693822,,,0.16043640001115336,0.02828401342999087,,,,,0.5042654571466882,0.023133293892429133,,,1.985171426313979,0.09107019602656417,,,0.8066565618588092,0.023035844906296968,-0.06034427264845216,0.011498899553948649,0.02511773410535767,0.0819823021535004,1.0308269016361922,0.08988702122632039,,,,,,,0.005341012662193112,0.020574821313274677,0.04901921835195827,0.0001666483232843806,-0.019166423428117696,0.08079199962906154,1.0598441814709328e-15,3.600160034155326e-16,4.697520073663459e-15,2.523942055266771e-15,2,ok,False
random_feature,64,5.0,262144,0.7074200030396065,0.008910867264245939,,,0.1251027846284446,0.01827669446490552,,,,,0.6425937859666828,0.01839530751672829,,,1.5568309752684444,0.04456685571359696,,,0.582317218411162,0.009365827200659656,-0.013059911087742071,0.016766863553073157,0.0538824933165537,0.00494619455155826,1.082425998136522,0.0070683049973489336,,,,,,,-0.009183739440290717,0.014831116904125221,0.043953961808851916,0.014585770043951875,0.02254218342092107,0.03617672641984655,1.0547118733938987e-15,0.0,3.4932132610647303e-15,1.8968148384362107e-15,2,ok,True
separable,16,5.0,8192,0.4411700592299197,0.03646120494335773,0.06486833600515877,0.07550790409829558,0.0738328773281852,0.07483986911980209,0.06338785701162314,0.07523911834452975,,,0.6712518038154381,0.0503141115338386,,,1.4939506788773045,0.1119800358909039,0.3777822022182965,0.038777913401172044,0.3673371819017345,0.03837866417644437,-0.06281538707999595,0.02542818110474635,0.0,0.0,1.0,0.0,0.3777822022182965,0.038777913401172044,0.010445020316562059,0.0003992492247276562,0.010445020316562059,0.0003992492247276562,-0.07624194176594101,0.031023833636083825,0.0,0.0,0.15570121881833876,0.07744435698568515,7.771561172376096e-16,4.710277376051325e-16,2.4235953191726583e-15,3.407405307631368e-16,2,ok,False
separable,16,5.0,16384,0.30076562989667865,0.07389440513240732,0.08988610562867538,0.0808588982223299,0.10518429902812945,0.0837744791967302,0.06351041044882064,0.075433786966283,,,0.7239549365173845,0.03334649552189931,,,1.382768332441875,0.06369246990346324,0.237255219447858,0.0015393818338756892,0.19558133086854917,0.009880074064322897,-0.05124581696444108,0.12374770928153492,0.0,0.0,1.0,0.0,0.237255219447858,0.0015393818338756892,0.04167388857930882,0.008340692230447196,0.04167388857930882,0.008340692230447196,-0.09452206310309952,0.016085628299579543,0.0,0.0,0.16071514947650556,0.037920581701889576,4.777303257596654e-16,1.9009592001162758e-16,3.2111598283621677e-15,1.7101503623380714e-15,2,ok,False
separable,16,5.0,32768,0.19235641690485225,0.05084793959975338,0.08128960398318996,0.07457901001826134,0.08826645670309394,0.07315289896647584,0.06343300667268026,0.0753220501591778,,,0.7571832244617528,0.04206498727238233,,,1.3227254747458006,0.07348344292702763,0.128923410232172,0.024474110559424417,0.10408996020175831,0.02230495936672246,-0.054991687827774374,0.04170380787862407,0.0,0.0,1.0,0.0,0.128923410232172,0.024474110559424417,0.024833450030413668,0.002169151192701954,0.024833450030413668,0.002169151192701954,-0.11058547759607068,0.03246566024086497,0.0,0.0,0.1702741519657367,0.06073493389571942,5.987169946139791e-16,3.308556502064827e-16,1.0805264422748456e-15,6.492080666113718e-16,2,ok,False
