potential_family,N_theta,kappa_target,seed,p_sym_dim,M_over_p,sqrt_p_over_M,Lambda_inf_fit,Lambda_inf_fit_status,Lambda_inf_minus_exact,Lambda_inf_minus_gaussian,Lambda_inf_minus_separable,fit_slope_noise,fit_r2_scaling,n_M_values,largest_M_mc,largest_M_Lambda_hat_full_sym,largest_M_gamma_loc,largest_M_full_sym_minus_gaussian,largest_M_full_sym_minus_separable,largest_M_full_sym_minus_exact,largest_M_diag_minus_exact,converged_flag,convergence_warning
gaussian,16,5.0,0,136,1927.5294117647059,0.022777155839239456,-0.00673351828734455,ok,-0.0067335182873459335,-0.08760556232674131,-0.1287288166106985,3.9086857167766866,0.9872748512031585,6,262144,0.08087204403939677,0.9509445387552691,0.0,-0.04112325428395716,0.08087204403939538,0.0295618628455496,True,
gaussian,16,5.0,1,136,1927.5294117647059,0.022777155839239456,0.0026112338440002006,ok,0.0026112338439988176,-0.08935366040183756,-0.041901853397103485,3.925425258505716,0.990883794287958,6,262144,0.09196489424583776,0.9561113983371842,0.0,0.04745180700473407,0.09196489424583637,0.028383035960917905,True,
gaussian,32,5.0,0,528,496.4848484848485,0.04487939567607835,-0.04264911893176139,ok,-0.04264911893176277,-0.30025355182915364,-0.2249322884839784,6.3048954296113005,0.9994295203231713,6,262144,0.25760443289739227,0.8759278157242479,0.0,0.07532126334517525,0.2576044328973909,0.04806396653470865,True,
gaussian,32,5.0,1,528,496.4848484848485,0.04487939567607835,-0.029568918558614918,ok,-0.029568918558616302,-0.27634942957270225,-0.22996523841084898,6.030426110083189,0.9970730782640647,6,262144,0.24678051101408735,0.8656250892008969,0.0,0.0463841911618533,0.24678051101408596,0.046980835846903234,True,
gaussian,64,5.0,0,2080,126.03076923076924,0.08907620508587015,0.0033153647185533504,ok,0.0033153647185519674,-0.7227195776576014,-0.6474186980441728,8.050985474963648,0.9998166152628852,6,262144,0.7260349423761547,0.6492572620553604,0.0,0.07530087961342857,0.7260349423761534,0.12861241713037294,True,
gaussian,64,5.0,1,2080,126.03076923076924,0.08907620508587015,0.08060365846639551,ok,0.08060365846639413,-0.634321227412147,-0.575737298216984,7.630520157228452,0.9984683573481934,6,262144,0.7149248858785425,0.6542977887585866,0.0,0.058583929195162976,0.7149248858785412,0.15163993737928563,True,
random_feature,16,5.0,0,136,1927.5294117647059,0.022777155839239456,0.04180766845271294,ok,,-0.039064375586683825,-0.08018762987064099,3.3006255381028073,0.9943001470431274,6,262144,0.11304551754370905,0.9284931847751846,0.03217347350431228,-0.00894978077964488,,,True,
random_feature,16,5.0,1,136,1927.5294117647059,0.022777155839239456,0.046587255533733406,ok,,-0.04537763871210435,0.0020741682926297203,3.4768329218271696,0.9734021611618224,6,262144,0.10359408598251912,0.9127675166381282,0.011629191736681366,0.05908099874141544,,,True,
random_feature,32,5.0,0,528,496.4848484848485,0.04487939567607835,-0.022944124601037664,ok,,-0.28054855749842994,-0.2052272941532547,5.729137585333938,0.9957095820645036,6,262144,0.2546387659744814,0.849342236480639,-0.0029656669229108923,0.07235559642226436,,,True,
random_feature,32,5.0,1,528,496.4848484848485,0.04487939567607835,-0.0009148287504108919,ok,,-0.24769533976449823,-0.20131114860264493,5.667896525488628,0.9975240820208203,6,262144,0.2563974326998634,0.8538631255947062,0.009616921685776075,0.056001112847629375,,,False,coupled_tail_not_stable
random_feature,64,5.0,0,2080,126.03076923076924,0.08907620508587015,-0.06639132094711804,ok,,-0.7924262633232728,-0.7171253837098442,8.251860372713658,0.9991402135606501,6,262144,0.7011190683708051,0.6295863392795923,-0.02491587400534967,0.0503850056080789,,,False,coupled_tail_not_stable
random_feature,64,5.0,1,2080,126.03076923076924,0.08907620508587015,-0.04054643575343629,ok,,-0.7554713216319788,-0.6968873924368159,8.218812982467975,0.9994557228649179,6,262144,0.713720937708408,0.6556012326537732,-0.0012039481701344723,0.057379981025028504,,,False,coupled_tail_not_stable
separable,16,5.0,0,136,1927.5294117647059,0.022777155839239456,0.02590033520172193,ok,-0.09061665993642111,-0.05497170883767484,-0.096094963121632,3.4223133344350125,0.9889682266793172,6,262144,0.12199529832335393,0.826590080273003,0.04112325428395716,0.0,0.005478303185210892,0.0009326752413320316,True,
separable,16,5.0,1,136,1927.5294117647059,0.022777155839239456,-0.04145672962650065,ok,-0.05160393900470981,-0.1334216238723384,-0.08596981686760433,3.39676433357677,0.9855160075485594,6,262144,0.044513087241103685,0.7620948392125162,-0.04745180700473407,0.0,0.03436587786289452,0.007135461996642809,True,
separable,32,5.0,0,528,496.4848484848485,0.04487939567607835,-0.039565936075394825,ok,-0.15602626431635247,-0.2971703689727871,-0.22184910562761184,5.212401507741568,0.9962595481673194,6,262144,0.18228316955221702,0.7746527257773812,-0.07532126334517525,0.0,0.06582284131125939,-0.00409373843086118,True,
separable,32,5.0,1,528,496.4848484848485,0.04487939567607835,-0.034465710591240074,ok,-0.14503612059460183,-0.2812462216053274,-0.23486203044347412,5.156732596755592,0.9927903802905665,6,262144,0.20039631985223405,0.791911179007098,-0.0463841911618533,0.0,0.08982590984887229,-0.0027238801795815004,True,
separable,64,5.0,0,2080,126.03076923076924,0.08907620508587015,-0.05708379005731489,ok,-0.17364366136963177,-0.7831187324334696,-0.7078178528200411,7.604851915642634,0.9991327819830004,6,262144,0.6507340627627262,0.5959460743776464,-0.07530087961342857,0.0,0.5341741914504092,0.021734105904020917,False,separable_full_not_close_to_exact
separable,64,5.0,1,2080,126.03076923076924,0.08907620508587015,-0.005356287516023021,ok,-0.11593262105931926,-0.7202811733945655,-0.6616972441994026,7.8548101565848185,0.9994402480986593,6,262144,0.6563409566833796,0.6013335739380153,-0.058583929195162976,0.0,0.5457646231400833,0.015652934534409996,False,separable_full_not_close_to_exact
