family,N_theta,kappa_target,seed,alpha_target,beta_target,rho,L_A,L_A_is_empirical,norm_mean_grad,norm_mean_hess_minus_I,empirical_min_hess_eig,empirical_max_hess_eig,M_mc,gamma_loc,Lambda_hat,log_kappa_factor,Gamma_current,current_bound_rate,D_kappa,conjecture_bound_rate,lambda_over_logkappa,inverse_gamma_loc,inverse_gamma_over_logkappa
random_feature,4,2.0,0,0.6666666666666667,1.3333333333333333,0.313439055559672,1.0634709600503944,True,7.743223252406143e-17,0.0,0.8333333333333334,1.1480939796246636,32768,0.9651137266458497,0.041963686364611626,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.02478442916624277,1.0361473185915548,0.6119652978123779
random_feature,4,2.0,1,0.6666666666666667,1.3333333333333333,0.3260658837191672,1.0222882858251596,True,3.342998680333913e-17,0.0,0.850830523228489,1.1666666666666667,32768,0.969875507928561,0.03619752097875066,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.02137883900133223,1.0310601637273822,0.6089607421998585
random_feature,4,2.0,2,0.6666666666666667,1.3333333333333333,0.2759168161172498,1.2080935769847554,True,2.7667120076668306e-17,0.0,0.8333333333333334,1.1105641910210378,32768,0.9650440077339871,0.02072844204858241,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.01224255179146756,1.0362221743110895,0.612009508806197
random_feature,4,2.0,3,0.6666666666666666,1.3333333333333335,0.28502908471793115,1.169471296808902,True,5.887622148209746e-17,0.0,0.8333333333333333,1.1548006302019362,32768,0.9486327149185233,0.01429665032220364,1.6931471805599454,0.3333333333333335,0.23076923076923073,10.593612732980475,0.06852312846017043,0.008443831987172879,1.0541487598663393,0.6225972390171768
random_feature,4,2.0,4,0.6666666666666667,1.3333333333333333,0.21174304782822506,1.5742350776198681,True,8.69808502261184e-17,0.0,0.904308507318808,1.1666666666666667,32768,0.980268877856971,0.06369924596612288,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.03762180080827747,1.0201282756075705,0.6025041929728762
random_feature,4,2.0,5,0.6666666666666667,1.3333333333333333,0.330171576189986,1.0095761033697461,True,5.279584820553408e-17,0.0,0.8335384792461673,1.1666666666666667,32768,0.9679771998342208,0.0522244238330435,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.030844586006853945,1.033082184344077,0.6101549801491111
random_feature,4,2.0,6,0.6666666666666667,1.3333333333333333,0.2916039762097035,1.1431028399064787,True,6.362433668100288e-17,0.0,0.8504774433961515,1.1666666666666667,32768,0.9709344912660003,0.04204578648086843,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.024832918817467096,1.0299356022424346,0.6082965580711193
random_feature,4,2.0,7,0.6666666666666667,1.3333333333333333,0.24318538125504782,1.3706964276102607,True,6.575222668274272e-17,0.0,0.8909156372450642,1.1666666666666667,32768,0.9691062890076891,0.08554280284222739,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.05052295738043121,1.031878557948421,0.609444099010439
random_feature,4,2.0,8,0.6666666666666667,1.3333333333333333,0.3090317736679927,1.0786377380451788,True,3.3154209668971334e-17,0.0,0.8333333333333334,1.1430216611666508,32768,0.9610548263621728,0.025202103393875398,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.014884768248877656,1.0405233630481252,0.6145498601627832
random_feature,4,2.0,9,0.6666666666666667,1.3333333333333333,0.2583998803588741,1.2899902773576721,True,2.6142048778857717e-17,0.0,0.8665588681318129,1.1666666666666667,32768,0.9797575041168151,0.04349856033755854,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.02569095046017973,1.0206607204314624,0.6028186634631
radial_tail,4,2.0,0,0.6666666666666667,1.3333333333333333,0.13113776477794553,2.5418561456935294,True,2.324794039642506e-17,0.0,0.930942206699008,1.1666666666666667,32768,0.9999999999999993,0.10841224668057232,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.06403001931865074,1.0000000000000007,0.5906161091496416
radial_tail,4,2.0,1,0.6666666666666667,1.3333333333333333,0.13126806319052617,2.5393330657246302,True,2.2361462833811182e-17,0.0,0.9306235156667879,1.1666666666666667,32768,0.9999999999999996,0.12416677468724352,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.07333489735143993,1.0000000000000004,0.5906161091496415
radial_tail,4,2.0,2,0.6666666666666667,1.3333333333333333,0.13098821981728254,2.5447580996085377,True,3.8042331464933514e-17,0.0,0.9309771398868554,1.1666666666666667,32768,0.9999999999999993,0.11288115335359777,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.06666942759002589,1.0000000000000007,0.5906161091496416
radial_tail,4,2.0,3,0.6666666666666667,1.3333333333333333,0.13127788651159955,2.5391430513613606,True,2.0665105106169762e-17,0.0,0.9307419778263428,1.1666666666666667,32768,0.9999999999999986,0.12306887123164365,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.07268645788427158,1.0000000000000016,0.5906161091496421
radial_tail,4,2.0,4,0.6666666666666667,1.3333333333333333,0.1313487602948596,2.5377729685841466,True,3.681195663078853e-17,0.0,0.9307913232873498,1.1666666666666667,32768,1.0,0.11227053692898414,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.06630878769313772,1.0,0.5906161091496412
radial_tail,4,2.0,5,0.6666666666666667,1.3333333333333333,0.13186150462539684,2.527904821655831,True,4.926382413163749e-17,0.0,0.9300308282957046,1.1666666666666667,32768,0.9999999999999994,0.15028836069214452,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.08876272684247227,1.0000000000000007,0.5906161091496416
radial_tail,4,2.0,6,0.6666666666666666,1.3333333333333335,0.13112274478656258,2.542147313007539,True,3.6317610531076183e-17,0.0,0.9306020253665059,1.1666666666666667,32768,0.9999999999999998,0.14219302056705865,1.6931471805599454,0.3333333333333335,0.23076923076923073,10.593612732980475,0.06852312846017043,0.0839814885555511,1.0000000000000002,0.5906161091496414
radial_tail,4,2.0,7,0.6666666666666667,1.3333333333333333,0.13075079613339646,2.549378995698467,True,2.874707788252895e-17,0.0,0.931304909399701,1.1666666666666667,32768,0.9999999999999989,0.11774814962750947,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.06954395399256942,1.000000000000001,0.5906161091496419
radial_tail,4,2.0,8,0.6666666666666667,1.3333333333333333,0.13143750057835962,2.5360595862412083,True,4.9281832121213016e-17,0.0,0.9300733920075717,1.1666666666666665,32768,0.9999999999999994,0.14194902945670437,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.08383738347528655,1.0000000000000007,0.5906161091496416
radial_tail,4,2.0,9,0.6666666666666667,1.3333333333333333,0.1309775387726669,2.5449656212573073,True,5.209687512125672e-17,0.0,0.9309394773514803,1.1666666666666667,32768,0.9999999999999998,0.10896350891876082,1.6931471805599454,0.33333333333333326,0.23076923076923078,10.593612732980475,0.06852312846017043,0.06435560367689075,1.0000000000000002,0.5906161091496414
separable,4,5.0,0,0.33333333333333337,1.6666666666666665,1.1021879822875973,0.6048574992470851,False,1.6200052218522232e-17,0.0,0.3352108563321705,1.51243649460743,32768,0.7622030492053232,0.0019023658180000855,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.0007290327962720317,1.3119863546106318,0.5027850436137806
separable,4,5.0,1,0.3333333333333335,1.6666666666666665,1.051945857803235,0.6337461778297773,False,1.621755326500622e-17,0.0,0.3842720323400852,1.6666666357309148,32768,0.7705965015782507,0.003693810415369722,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.0014155578861518542,1.2976960029690123,0.4973086337043801
separable,4,5.0,2,0.33333333333333337,1.6666666666666665,0.7487110903789265,0.8904191152414521,False,2.2128958056372363e-17,0.0,0.5525926836451436,1.6666650398387013,32768,0.842450221112877,0.12618134179758533,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.048355755542726274,1.1870137545681922,0.4548925072759973
separable,4,5.0,3,0.33333333333333337,1.6666666666666665,0.7349191205475415,0.9071292990308589,False,1.8417138969910865e-17,0.0,0.5779697076434513,1.6666664007287282,32768,0.84500847890018,0.13117873394616755,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.05027087761739584,1.1834200779873227,0.45351532310781095
separable,4,5.0,4,0.33333333333333337,1.6666666666666665,0.9098168602588528,0.7327481999805903,False,2.1273887873665675e-17,0.0,0.45553320687866194,1.6666666655166265,32768,0.7946122801407077,0.09811764214898347,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.037601064076461854,1.2584753910711306,0.4822783424255596
separable,4,5.0,5,0.33333333333333337,1.6666666666666665,1.043464713649947,0.6388971835326618,False,1.2425594748893279e-17,0.0,0.3831081402387707,1.6666666658991796,32768,0.7681753729071106,0.026383709506534223,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.010110878431256994,1.3017860703026236,0.4988760468680051
separable,4,5.0,6,0.33333333333333337,1.6666666666666665,0.7364892151168596,0.9051954230733519,False,1.549142285842493e-17,0.0,0.5573916822672533,1.6666654440575686,32768,0.8428878438288455,0.14166127014531255,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.054288040144695376,1.186397463578864,0.4546563295971219
separable,4,5.0,7,0.33333333333333326,1.6666666666666667,1.0994023508504502,0.6063900683411875,False,7.892623351156143e-18,0.0,0.3361080755335394,1.5744867429201617,32768,0.7598625114068179,0.0010623588384509927,2.6094379124341005,0.6666666666666667,0.21428571428571427,16.32662240617609,0.0491965649785553,0.0004071217151359687,1.3160275510218142,0.5043337282526931
separable,4,5.0,8,0.33333333333333337,1.6666666666666665,0.8865651903069643,0.7519657594901058,False,2.5866789362027676e-17,0.0,0.4778215275311969,1.6666666417349711,32768,0.8024216521285586,0.09961348342422394,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.038174306792110584,1.246227587886408,0.4775846867051605
separable,4,5.0,9,0.33333333333333337,1.6666666666666665,0.9132863099106048,0.7299645898906795,False,2.2332643412950768e-17,0.0,0.4574044151561092,1.6666666160126438,32768,0.7962567169841965,0.0844250329417899,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.0323537235890919,1.2558763758847478,0.4812823366673853
additive_index,4,5.0,0,0.33333333333333337,1.6666666666666665,0.5840653183080434,1.1414248471350907,True,5.057248369050944e-17,0.0,0.6666666666666667,1.2635446806177262,32768,0.9536293636849499,0.0692310702645986,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.026531027979132645,1.0486254283696423,0.4018587387624325
additive_index,4,5.0,1,0.33333333333333337,1.6666666666666665,0.6348053085907475,1.0501907555666958,True,3.767946399481819e-17,0.0,0.720788561098723,1.3333333333333333,32768,0.9393246098748571,0.08731054133264224,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.03345952050309502,1.064594698666765,0.4079785510871589
additive_index,4,5.0,2,0.33333333333333337,1.6666666666666665,0.5891299688355084,1.1316122111126337,True,3.000748908188365e-17,0.0,0.6666666666666667,1.2359469013225521,32768,0.9303755416276014,0.03682969215546442,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.014114032750106496,1.0748347901005624,0.4119028028905848
additive_index,4,5.0,3,0.33333333333333337,1.6666666666666665,0.5848381964277177,1.1399164260111085,True,3.3846093860357713e-17,0.0,0.6666666666666667,1.319970149461719,32768,0.9128194745095352,0.04582184057411989,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.017560042473429453,1.0955068640897563,0.4198248438369091
additive_index,4,5.0,4,0.33333333333333337,1.6666666666666665,0.4023340658525801,1.656997811641784,True,4.591025527580167e-17,0.0,0.8036766374342348,1.3333333333333333,32768,0.953217236933583,0.06363470873744063,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.024386366287627734,1.049078805180772,0.40203248377049317
additive_index,4,5.0,5,0.33333333333333337,1.6666666666666665,0.6601270864220716,1.009906547358994,True,1.3119854352162517e-16,0.0,0.7008829119112048,1.3333333333333333,32768,0.9310456775100318,0.08219173556130017,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.03149786977864179,1.0740611595710086,0.4116063288775924
additive_index,4,5.0,6,0.33333333333333337,1.6666666666666665,0.5625433740810498,1.1850938032213227,True,2.847599116977848e-17,0.0,0.7158809703147861,1.3333333333333333,32768,0.9383476214732028,0.05395319725147433,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.020676175889981777,1.0657031329498157,0.4084033300319918
additive_index,4,5.0,7,0.33333333333333337,1.6666666666666665,0.48538134241491543,1.3734905082049573,True,1.4368394908154027e-17,0.0,0.7785080673378979,1.3333333333333333,32768,0.9427832351652042,0.13151241450754508,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.050398752114730126,1.0606892047934748,0.4064818709574343
additive_index,4,5.0,8,0.33333333333333337,1.6666666666666665,0.586139685841894,1.1373853072397047,True,3.9592426378352643e-17,0.0,0.6666666666666667,1.268158675284241,32768,0.9363069032291517,0.053180336245156265,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.020379996776987618,1.0680258754380454,0.40929346138064804
additive_index,4,5.0,9,0.33333333333333337,1.6666666666666665,0.5158261220306739,1.2924251762244465,True,8.003433970439143e-17,0.0,0.7404575844525987,1.3333333333333333,32768,0.9422833090464183,0.0642918627100062,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.02463820365437794,1.0612519508723872,0.4066975289258538
random_feature,4,5.0,0,0.33333333333333337,1.6666666666666665,0.6026758947875436,1.1061777523086123,True,3.3752824854590536e-17,0.0,0.6666666666666667,1.2744128919928879,32768,0.9442425441619456,0.037538971759712575,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.014385845925223023,1.0590499296846887,0.4058536609122844
random_feature,4,5.0,1,0.33333333333333337,1.6666666666666665,0.6473001865972923,1.0299188544517182,True,1.549406126934177e-17,0.0,0.7139988153121928,1.3333333333333333,32768,0.9343138837470354,0.07019798095628553,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.026901571645674603,1.0703041209122706,0.4101665403925568
random_feature,4,5.0,2,0.33333333333333337,1.6666666666666665,0.583666094943743,1.142205573429657,True,3.2904184313708627e-17,0.0,0.6666666666666667,1.2336521601214623,32768,0.9289537301017615,0.036054167473591484,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.01381683285193014,1.076479880101731,0.41253324134375885
random_feature,4,5.0,3,0.3333333333333335,1.6666666666666665,0.5372659146933568,1.2408504772672297,True,3.800937547260328e-17,0.0,0.6666666666666667,1.2908988910190033,32768,0.9213699918643743,0.037891076003564506,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.014520780825254227,1.0853403180371866,0.4159287764102324
random_feature,4,5.0,4,0.33333333333333337,1.6666666666666665,0.42430851630577526,1.5711837991633368,True,2.2987629332614704e-17,0.0,0.7972941838011729,1.3333333333333333,32768,0.9517809625431178,0.06723607639227362,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.02576649786219875,1.0506619057897975,0.40263916638266867
random_feature,4,5.0,5,0.33333333333333337,1.6666666666666665,0.6487692644594989,1.0275866986733386,True,4.1696824390573504e-17,0.0,0.6926714344119462,1.3333333333333333,32768,0.9332643564676059,0.0815689212973954,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.03125919222247652,1.0715077599073726,0.41062780409588795
random_feature,4,5.0,6,0.33333333333333337,1.6666666666666665,0.5972995214001342,1.1161346071463918,True,3.944990283853595e-17,0.0,0.7126443605807437,1.3333333333333333,32768,0.9354863853119888,0.06733976811990981,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.02580623505124705,1.0689626441399205,0.4096524539044446
random_feature,4,5.0,7,0.33333333333333337,1.6666666666666665,0.4825238883309781,1.381624169888516,True,6.412037513683767e-17,0.0,0.780064265702322,1.3333333333333333,32768,0.9469564320903726,0.14426103068078502,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.0552843315387479,1.0560147923516772,0.4046905225526595
random_feature,4,5.0,8,0.33333333333333337,1.6666666666666665,0.6147217357173355,1.0845015361116443,True,1.972999714812465e-17,0.0,0.6666666666666667,1.280575965725682,32768,0.9328121240139,0.04717895710752338,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.01808012249791931,1.072027232769006,0.4108268787161952
random_feature,4,5.0,9,0.33333333333333326,1.6666666666666667,0.5252471272546324,1.2692438131955286,True,1.8234520422135065e-17,0.0,0.7191067865927857,1.3333333333333335,32768,0.955535636773764,0.06871186022324642,2.6094379124341005,0.6666666666666667,0.21428571428571427,16.32662240617609,0.0491965649785553,0.026332054077941848,1.046533443144375,0.4010570392028074
radial_tail,4,5.0,0,0.33333333333333337,1.6666666666666665,0.26193544324031137,2.545156388228975,True,7.440647070544273e-17,0.0,0.862641763161315,1.3333333333333333,32768,1.0,0.20761303922373744,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.07956236024411659,1.0,0.383224293337255
radial_tail,4,5.0,1,0.33333333333333337,1.6666666666666665,0.26278603630557873,2.536918156075228,True,4.886518188475624e-17,0.0,0.8603529155659376,1.3333333333333333,32768,0.9999999999999993,0.241912824672238,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.09270687128423767,1.0000000000000007,0.3832242933372552
radial_tail,4,5.0,2,0.33333333333333337,1.6666666666666665,0.2618719976709903,2.5457730211545972,True,2.0704801457985037e-17,0.0,0.8630279002506359,1.3333333333333333,32768,0.9999999999999994,0.18509332632573883,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.07093225918262319,1.0000000000000007,0.3832242933372552
radial_tail,4,5.0,3,0.33333333333333337,1.6666666666666665,0.26217051491268945,2.542874307923934,True,4.993370820916711e-17,0.0,0.8623896922276595,1.3333333333333333,32768,0.9999999999999992,0.20278846248979554,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.07771346523460033,1.0000000000000009,0.38322429333725533
radial_tail,4,5.0,4,0.33333333333333326,1.6666666666666667,0.26296001222586224,2.53523971581676,True,1.816896770248668e-17,0.0,0.8607716808845758,1.3333333333333335,32768,0.9999999999999993,0.26850823353606035,2.6094379124341005,0.6666666666666667,0.21428571428571427,16.32662240617609,0.0491965649785553,0.10289887805209136,1.0000000000000007,0.3832242933372552
radial_tail,4,5.0,5,0.33333333333333337,1.6666666666666665,0.26151075245026345,2.549289696198857,True,1.710730295787853e-17,0.0,0.8630614484052727,1.3333333333333333,32768,1.0,0.1798780888245221,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.06893365347663347,1.0,0.383224293337255
radial_tail,4,5.0,6,0.33333333333333337,1.6666666666666665,0.26208020500557044,2.543750553966855,True,3.885336625192765e-17,0.0,0.8620092725587339,1.3333333333333333,32768,0.9999999999999991,0.21064351203136636,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.08072371104429794,1.0000000000000009,0.38322429333725533
