potential_family,N_theta,kappa_target,Lambda_hat_full_sym_mean,Lambda_hat_full_sym_std,Lambda_hat_diag_mean,Lambda_hat_separable_exact_mean,tau_H_sq_mean,coupling_bound_rate_mean,full_minus_diag_mean,lambda_over_logkappa_mean,self_adjoint_error_H_sym_max,n_seeds
additive_index,64,100.0,0.9972459398263931,0.013833418752839256,0.18048359568205635,,0.025530205243815635,0.33052085211469256,0.8167623441443367,0.17791537218964856,1.3877787807814457e-15,2
additive_index,64,1000.0,1.0234721107093914,0.008011363295187337,0.18346298183375304,,0.026422271975415874,0.33042345679923635,0.8400091288756382,0.12942637633585566,1.4432899320127035e-15,2
product_feature,64,100.0,0.9640619106987545,0.004194235466827406,0.14840004178551636,,0.01635546356953389,0.33152594200046204,0.8156618689132381,0.17199511856191885,1.887379141862766e-15,2
product_feature,64,1000.0,1.0343132500570706,0.03672779051921877,0.20038582092232388,,0.017152364947892525,0.33143843566378084,0.8339274291347469,0.13079732662012836,1.7208456881689926e-15,2
random_feature,64,100.0,1.0096589162503644,0.025759376107435974,0.17726391073379588,,0.02512793887557047,0.3305648321210884,0.8323950055165686,0.18012993053704748,1.6653345369377348e-15,2
random_feature,64,1000.0,1.019018443466853,0.02658707161196026,0.16219172329004972,,0.026673416584974168,0.33039638987459297,0.8568267201768033,0.12886317387378965,3.6637359812630166e-15,2
