experiment,method,C0,dt,n,t,C,m
covariance,kl,10.0,1.0,7,7.0,1.007081038552321,-0.0
covariance,kl,10.0,1.0,8,8.0,1.0035280282242258,0.0
covariance,kl,10.0,1.0,9,9.0,1.0017609078458227,-0.0
covariance,kl,10.0,1.0,10,10.0,1.0008796794057278,0.0
covariance,kl,10.0,1.0,11,11.0,1.0004396463289533,-0.0
covariance,kl,10.0,1.0,12,12.0,1.0002197748528732,0.0
covariance,kl,10.0,1.0,13,13.0,1.000109875352517,-0.0
covariance,kl,10.0,1.0,14,14.0,1.000054934658276,0.0
covariance,kl,10.0,1.0,15,15.0,1.0000274665747046,-0.0
covariance,kl,10.0,2.0,0,0.0,10.0,0.0
covariance,kl,10.0,2.0,1,2.0,1.4285714285714286,-0.0
covariance,kl,10.0,2.0,2,4.0,1.1111111111111112,0.0
covariance,kl,10.0,2.0,3,6.0,1.0344827586206897,-0.0
covariance,kl,10.0,2.0,4,8.0,1.0112359550561798,0.0
covariance,kl,10.0,2.0,5,10.0,1.003717472118959,-0.0
covariance,kl,10.0,2.0,6,12.0,1.0012360939431397,0.0
covariance,kl,10.0,2.0,7,14.0,1.0004116920543433,-0.0
covariance,kl,10.0,2.0,8,16.0,1.000137193030594,0.0
covariance,kl,10.0,5.0,0,0.0,10.0,0.0
covariance,kl,10.0,5.0,1,5.0,1.1764705882352942,-0.0
covariance,kl,10.0,5.0,2,10.0,1.0256410256410255,0.0
covariance,kl,10.0,5.0,3,15.0,1.00418410041841,-0.0
covariance,kl,100.0,0.5,0,0.0,100.0,0.0
covariance,kl,100.0,0.5,1,0.5,2.9411764705882355,-0.0
covariance,kl,100.0,0.5,2,1.0,1.7857142857142858,0.0
covariance,kl,100.0,0.5,3,1.5,1.4150943396226416,0.0
covariance,kl,100.0,0.5,4,2.0,1.2430939226519335,0.0
covariance,kl,100.0,0.5,5,2.5,1.149914821124361,0.0
covariance,kl,100.0,0.5,6,3.0,1.0951865873445104,0.0
covariance,kl,100.0,0.5,7,3.5,1.0615062030403632,0.0
covariance,kl,100.0,0.5,8,4.0,1.0401803550025681,0.0
covariance,kl,100.0,0.5,9,4.5,1.0264328758893873,0.0
covariance,kl,100.0,0.5,10,5.0,1.0174680073693154,0.0
covariance,kl,100.0,0.5,11,5.5,1.0115779238266354,0.0
covariance,kl,100.0,0.5,12,6.0,1.0076889418899204,0.0
covariance,kl,100.0,0.5,13,6.5,1.0051128571062198,0.0
covariance,kl,100.0,0.5,14,7.0,1.003402772108295,0.0
covariance,kl,100.0,0.5,15,7.5,1.002265944574531,0.0
covariance,kl,100.0,0.5,16,8.0,1.0015094895764487,0.0
covariance,kl,100.0,0.5,17,8.5,1.00100582029255,0.0
covariance,kl,100.0,0.5,18,9.0,1.0006703221205029,0.0
covariance,kl,100.0,0.5,19,9.5,1.0004467815844753,0.0
covariance,kl,100.0,0.5,20,10.0,1.0002978100376365,0.0
covariance,kl,100.0,0.5,21,10.5,1.0001985203179764,0.0
covariance,kl,100.0,0.5,22,11.0,1.0001323381213822,0.0
covariance,kl,100.0,0.5,23,11.5,1.0000882215225646,0.0
covariance,kl,100.0,0.5,24,12.0,1.0000588126188634,0.0
covariance,kl,100.0,0.5,25,12.5,1.0000392076439408,0.0
covariance,kl,100.0,0.5,26,13.0,1.0000261380876896,0.0
covariance,kl,100.0,0.5,27,13.5,1.000017425239972,0.0
covariance,kl,100.0,0.5,28,14.0,1.0000116167591733,0.0
covariance,kl,100.0,0.5,29,14.5,1.0000077444761268,0.0
covariance,kl,100.0,0.5,30,15.0,1.0000051629707563,0.0
covariance,kl,100.0,1.0,0,0.0,100.0,0.0
covariance,kl,100.0,1.0,1,1.0,1.9801980198019802,-0.0
covariance,kl,100.0,1.0,2,2.0,1.3289036544850499,0.0
covariance,kl,100.0,1.0,3,3.0,1.1412268188302426,-0.0
covariance,kl,100.0,1.0,4,4.0,1.0659560293137909,0.0
covariance,kl,100.0,1.0,5,5.0,1.0319251854240568,-0.0
covariance,kl,100.0,1.0,6,6.0,1.0157117917790828,0.0
covariance,kl,100.0,1.0,7,7.0,1.0077946618376505,-0.0
covariance,kl,100.0,1.0,8,8.0,1.003882200698012,0.0
covariance,kl,100.0,1.0,9,9.0,1.0019373397780866,-0.0
covariance,kl,100.0,1.0,10,10.0,1.0009677324757336,0.0
covariance,kl,100.0,1.0,11,11.0,1.0004836322245618,-0.0
covariance,kl,100.0,1.0,12,12.0,1.0002417576513856,0.0
covariance,kl,100.0,1.0,13,13.0,1.0001208642157684,-0.0
covariance,kl,100.0,1.0,14,14.0,1.0000604284560652,0.0
covariance,kl,100.0,1.0,15,15.0,1.0000302133151606,-0.0
covariance,kl,100.0,2.0,0,0.0,100.0,0.0
covariance,kl,100.0,2.0,1,2.0,1.492537313432836,-0.0
covariance,kl,100.0,2.0,2,4.0,1.1235955056179776,0.0
covariance,kl,100.0,2.0,3,6.0,1.0380622837370241,-0.0
covariance,kl,100.0,2.0,4,8.0,1.0123734533183353,0.0
covariance,kl,100.0,2.0,5,10.0,1.004090740052064,-0.0
covariance,kl,100.0,2.0,6,12.0,1.0013598714303376,0.0
covariance,kl,100.0,2.0,7,14.0,1.0004528799044836,-0.0
covariance,kl,100.0,2.0,8,16.0,1.0001509144040939,0.0
covariance,kl,100.0,5.0,0,0.0,100.0,0.0
covariance,kl,100.0,5.0,1,5.0,1.1976047904191616,-0.0
covariance,kl,100.0,5.0,2,10.0,1.0282776349614398,0.0
covariance,kl,100.0,5.0,3,15.0,1.0046044370029301,-0.0
mean_overshoot,kl,100.0,0.5,0,0.0,100.0,1.0
mean_overshoot,kl,100.0,0.5,1,0.5,2.9411764705882355,-49.0
mean_overshoot,kl,100.0,0.5,2,1.0,1.7857142857142858,23.058823529411768
mean_overshoot,kl,100.0,0.5,3,1.5,1.4150943396226416,2.470588235294117
mean_overshoot,kl,100.0,0.5,4,2.0,1.2430939226519335,0.7225305216426189
mean_overshoot,kl,100.0,0.5,5,2.5,1.149914821124361,0.27344387145038346
mean_overshoot,kl,100.0,0.5,6,3.0,1.0951865873445104,0.11622529118717322
mean_overshoot,kl,100.0,0.5,7,3.5,1.0615062030403632,0.0525811011779721
mean_overshoot,kl,100.0,0.5,8,4.0,1.0401803550025681,0.024673518646416932
mean_overshoot,kl,100.0,0.5,9,4.5,1.0264328758893873,0.011841063954020709
mean_overshoot,kl,100.0,0.5,10,5.0,1.0174680073693154,0.005764035290062891
mean_overshoot,kl,100.0,0.5,11,5.5,1.0115779238266354,0.002831674539569539
mean_overshoot,kl,100.0,0.5,12,6.0,1.0076889418899204,0.0013994448137242901
mean_overshoot,kl,100.0,0.5,13,6.5,1.0051128571062198,0.0006943422819367068
mean_overshoot,kl,100.0,0.5,14,7.0,1.003402772108295,0.0003453961045331789
mean_overshoot,kl,100.0,0.5,15,7.5,1.002265944574531,0.00017211040015117983
mean_overshoot,kl,100.0,0.5,16,8.0,1.0015094895764487,8.586020376186846e-05
mean_overshoot,kl,100.0,0.5,17,8.5,1.00100582029255,4.2865299339629077e-05
mean_overshoot,kl,100.0,0.5,18,9.0,1.0006703221205029,2.1411092275853522e-05
mean_overshoot,kl,100.0,0.5,19,9.5,1.0004467815844753,1.0698369973538444e-05
mean_overshoot,kl,100.0,0.5,20,10.0,1.0002978100376365,5.346795069425182e-06
mean_overshoot,kl,100.0,0.5,21,10.5,1.0001985203179764,2.6726013700921607e-06
mean_overshoot,kl,100.0,0.5,22,11.0,1.0001323381213822,1.336035402209173e-06
mean_overshoot,kl,100.0,0.5,23,11.5,1.0000882215225646,6.679292968969722e-07
mean_overshoot,kl,100.0,0.5,24,12.0,1.0000588126188634,3.339351855787172e-07
mean_overshoot,kl,100.0,0.5,25,12.5,1.0000392076439408,1.6695777298796133e-07
mean_overshoot,kl,100.0,0.5,26,13.0,1.0000261380876896,8.347561348352243e-08
mean_overshoot,kl,100.0,0.5,27,13.5,1.000017425239972,4.1736715795308626e-08
mean_overshoot,kl,100.0,0.5,28,14.0,1.0000116167591733,2.0867994261510123e-08
mean_overshoot,kl,100.0,0.5,29,14.5,1.0000077444761268,1.043387592152318e-08
mean_overshoot,kl,100.0,0.5,30,15.0,1.0000051629707563,5.216897558310097e-09
mean_overshoot,kl,100.0,1.0,0,0.0,100.0,1.0
mean_overshoot,kl,100.0,1.0,1,1.0,1.9801980198019802,-99.0
mean_overshoot,kl,100.0,1.0,2,2.0,1.3289036544850499,97.03960396039604
mean_overshoot,kl,100.0,1.0,3,3.0,1.1412268188302426,-31.916680372356176
mean_overshoot,kl,100.0,1.0,4,4.0,1.0659560293137909,4.507491236609504
mean_overshoot,kl,100.0,1.0,5,5.0,1.0319251854240568,-0.29729622413347184
mean_overshoot,kl,100.0,1.0,6,6.0,1.0157117917790828,0.009491237081333027
mean_overshoot,kl,100.0,1.0,7,7.0,1.0077946618376505,-0.00014912434074781383
mean_overshoot,kl,100.0,1.0,8,8.0,1.003882200698012,1.1623738078917798e-06
mean_overshoot,kl,100.0,1.0,9,9.0,1.0019373397780866,-4.512568408348251e-09
mean_overshoot,kl,100.0,1.0,10,10.0,1.0009677324757336,8.74237827883015e-12
mean_overshoot,kl,100.0,1.0,11,11.0,1.0004836322245618,-8.460283375571624e-15
mean_overshoot,kl,100.0,1.0,12,12.0,1.0002417576513856,4.0916656693511325e-18
mean_overshoot,kl,100.0,1.0,13,13.0,1.0001208642157684,-9.891914824772784e-22
mean_overshoot,kl,100.0,1.0,14,14.0,1.0000604284560652,1.1955785277439867e-25
mean_overshoot,kl,100.0,1.0,15,15.0,1.0000302133151606,-7.224696453632467e-30
mean_overshoot,kl,100.0,2.0,0,0.0,100.0,1.0
mean_overshoot,kl,100.0,2.0,1,2.0,1.492537313432836,-199.0
mean_overshoot,kl,100.0,2.0,2,4.0,1.1235955056179776,395.02985074626866
mean_overshoot,kl,100.0,2.0,3,6.0,1.0380622837370241,-492.6776790206273
mean_overshoot,kl,100.0,2.0,4,8.0,1.0123734533183353,530.1825542401905
mean_overshoot,kl,100.0,2.0,5,10.0,1.004090740052064,-543.302932410364
mean_overshoot,kl,100.0,2.0,6,12.0,1.0013598714303376,547.7479545423937
mean_overshoot,kl,100.0,2.0,7,14.0,1.0004528799044836,-549.2376881312098
mean_overshoot,kl,100.0,2.0,8,16.0,1.0001509144040939,549.7351655546892
mean_overshoot,kl,100.0,5.0,0,0.0,100.0,1.0
mean_overshoot,kl,100.0,5.0,1,5.0,1.1976047904191616,-499.0
mean_overshoot,kl,100.0,5.0,2,10.0,1.0282776349614398,2489.023952095808
mean_overshoot,kl,100.0,5.0,3,15.0,1.0046044370029301,-10308.01436202146
