target,lambda,method,alpha,beta,lambda_min,lambda_max,dt_ref,c,dt,N,T_actual,initial_gap,final_gap_raw,final_gap_for_logs,q_theory,r_theory,q_riem_theory_at_dt,q_kl_theory_at_dt,q_hat_terminal,r_hat_terminal,observed_contraction,observed_rate,theory_rate,observed_over_theory_rate_ratio,q_hat_fit,r_hat_fit,fit_num_points,fit_window_status,theory_terminal_bound,terminal_slack,log10_terminal_slack,floor_limited_final,r_continuous,theory_version,status
gaussian_posterior,0.1,kl,0.1,1.0,0.5,10.0,0.1,0.25,0.025,600,15.0,55.50129254649703,2.318900627074072e-11,2.318900627074072e-11,0.9995121951219512,0.019516955742164322,0.9978125,0.9995121951219512,0.9536045144735833,1.900249941787653,0.9536045144735833,1.900249941787653,0.019516955742164322,97.36405446072533,0.9509188515407067,2.013061987508715,368,ok,41.41536608638704,1785991413467.5044,12.25187936659472,0,0.1,kl_beta_lambda_max_no_cubic_penalty,ok
gaussian_posterior,0.1,kl,0.1,1.0,0.5,10.0,0.1,0.5,0.05,300,15.0,55.50129254649703,1.7487344905475766e-11,1.7487344905475766e-11,0.9992063492063492,0.01587931802353024,0.99625,0.9992063492063492,0.9085065636010055,1.919063330297514,0.9085065636010055,1.919063330297514,0.01587931802353024,120.85300687685792,0.9032028879038331,2.036161374766819,182,ok,43.73796718724812,2501121092061.984,12.398134718656227,0,0.1,kl_beta_lambda_max_no_cubic_penalty,ok
gaussian_posterior,0.1,kl,0.1,1.0,0.5,10.0,0.1,0.75,0.07500000000000001,200,15.000000000000002,55.50129254649703,1.332844945522993e-11,1.332844945522993e-11,0.9990033222591362,0.013295663391897567,0.9953125,0.9990033222591362,0.8647735198548699,1.937168441203242,0.8647735198548699,1.937168441203242,0.013295663391897567,145.69926931090632,0.856864098044281,2.0596793556099726,120,ok,45.46629847852512,3411221885279.737,12.532909969310218,0,0.1,kl_beta_lambda_max_no_cubic_penalty,ok
gaussian_posterior,0.1,kl,0.1,1.0,0.5,10.0,0.1,1.0,0.1,150,15.0,55.50129254649703,1.0418998996897244e-11,1.0418998996897244e-11,0.9988636363636364,0.011370097870751246,0.995,0.9988636363636364,0.8225396070264482,1.9535864306254718,0.8225396070264482,1.9535864306254718,0.011370097870751246,171.81790806312506,0.8120990803281325,2.081329261557695,89,ok,46.798672706350544,4491666878966.692,12.652407539666177,0,0.1,kl_beta_lambda_max_no_cubic_penalty,ok
gaussian_posterior,1.0,riemannian,1.0,1.0,0.5,2.0,0.5,0.05,0.025,600,15.0,100.25,1.3961054534661343e-11,1.3961054534661343e-11,0.975625,0.9870795084976232,0.975625,0.9941927990708479,0.9518599551819971,1.9734944365267861,0.9518599551819971,1.9734944365267861,0.9870795084976232,1.9993267204285583,0.9508014670290532,2.0180000222199705,367,ok,3.7225164464751256e-05,2666357.643137323,6.425918401650883,0,1.0,kl_beta_lambda_max_no_cubic_penalty,ok
gaussian_posterior,1.0,riemannian,1.0,1.0,0.5,2.0,0.5,0.1,0.05,300,15.0,100.25,9.672040945929439e-12,9.672040945929439e-12,0.9525,0.9733034396256202,0.9525,0.9891774891774892,0.9049295688511692,1.9979632556907727,0.9049295688511692,1.9979632556907727,0.9733034396256202,2.0527650210085424,0.9028470715361585,2.044041918057846,181,ok,4.576987070455994e-05,4732183.306546338,6.67506155917645,0,1.0,kl_beta_lambda_max_no_cubic_penalty,ok
gaussian_posterior,1.0,riemannian,1.0,1.0,0.5,2.0,0.5,0.25,0.125,120,15.0,100.25,2.972955215341244e-12,2.972955215341244e-12,0.890625,0.9266545242009736,0.890625,0.9777777777777777,0.7713785057717227,2.0766087801337636,0.7713785057717227,2.0766087801337636,0.9266545242009736,2.2409740910986877,0.7664307010929041,2.128087954324188,69,ok,9.214466255202246e-05,30994298.89711468,7.491281816891558,0,1.0,kl_beta_lambda_max_no_cubic_penalty,ok
gaussian_posterior,1.0,riemannian,1.0,1.0,0.5,2.0,0.5,0.5,0.25,60,15.0,100.25,3.0309088572266774e-13,3.0309088572266774e-13,0.8125,0.830557459112978,0.8125,0.9666666666666667,0.5728067691274561,2.2288273831789853,0.5728067691274561,2.2288273831789853,0.830557459112978,2.683531836026537,0.5641273350566409,2.2899011263583087,32,ok,0.0003894812546517546,1285031233.1995864,9.108913683497187,0,1.0,kl_beta_lambda_max_no_cubic_penalty,ok
gaussian_posterior,1.0,riemannian,1.0,1.0,0.5,2.0,0.5,0.75,0.375,40,15.0,100.25,1.8207657603852567e-14,1.8207657603852567e-14,0.765625,0.7121674273307873,0.765625,0.961038961038961,0.40409106007203505,2.416306747202639,0.40409106007203505,2.416306747202639,0.7121674273307873,3.392891410744504,0.39249739207943674,2.4939343631075963,19,ok,0.002300004168229151,126320706280.33406,11.101474545220585,0,1.0,kl_beta_lambda_max_no_cubic_penalty,ok
gaussian_posterior,1.0,riemannian,1.0,1.0,0.5,2.0,0.5,1.0,0.5,30,15.0,100.25,4.440892098500626e-16,4.440892098500626e-16,0.75,0.5753641449035618,0.75,0.9583333333333334,0.26396490793541455,2.6638782183162593,0.26396490793541455,2.6638782183162593,0.5753641449035618,4.62989958952475,0.2522712976193922,2.754500385420664,13,ok,0.017902854539543978,40313644516579.23,13.605452061906263,0,1.0,kl_beta_lambda_max_no_cubic_penalty,ok
