target,lambda,method,alpha,beta,lambda_min,lambda_max,dt_ref,c,dt,N,T_actual,initial_gap,final_gap_raw,final_gap_for_logs,q_theory,r_theory,q_riem_theory_at_dt,q_kl_theory_at_dt,q_hat_terminal,r_hat_terminal,observed_contraction,observed_rate,theory_rate,observed_over_theory_rate_ratio,q_hat_fit,r_hat_fit,fit_num_points,fit_window_status,theory_terminal_bound,terminal_slack,log10_terminal_slack,floor_limited_final,r_continuous,theory_version,status
smooth_logconcave,0.1,riemannian,0.05,1.1600000000000001,0.8620689655172413,20.0,0.043103448275862065,0.25,0.010775862068965516,1393,15.010775862068964,16.171605811848092,2.661715292617828e-10,2.661715292617828e-10,0.9991871655766944,0.07546170757602308,0.9991871655766944,0.9998161899860304,0.982332987533946,1.6541541471961176,0.982332987533946,1.6541541471961176,0.07546170757602308,21.920444160764028,0.9819269005341097,1.6925247053392871,1016,ok,5.209678773767379,19572637194.57989,10.291649345938573,0,0.08620689655172414,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,0.1,riemannian,0.05,1.1600000000000001,0.8620689655172413,20.0,0.043103448275862065,0.5,0.021551724137931032,697,15.021551724137929,16.171605811848092,2.3947865912532507e-10,2.3947865912532507e-10,0.9986065695600476,0.06470026054611523,0.9986065695600476,0.9996968815170474,0.9648564776975017,1.660002524617852,0.9648564776975017,1.660002524617852,0.06470026054611523,25.65681359868222,0.9640170424641932,1.7003885809116863,506,ok,6.118755134214486,25550314823.720436,10.407396255756924,0,0.08620689655172414,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,0.1,riemannian,0.05,1.1600000000000001,0.8620689655172413,20.0,0.043103448275862065,0.75,0.03232758620689655,465,15.032327586206895,16.171605811848092,2.152336087135609e-10,2.152336087135609e-10,0.9982582119500595,0.05392628807236375,0.9982582119500595,0.9996143443339469,0.9475695367026692,1.6659132764804683,0.9475695367026692,1.6659132764804683,0.05392628807236375,30.892415110140295,0.9462458314742501,1.709155740790293,335,ok,7.189483612651473,33403164383.214172,10.523787610795754,0,0.08620689655172414,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,0.1,riemannian,0.05,1.1600000000000001,0.8620689655172413,20.0,0.043103448275862065,1.0,0.043103448275862065,349,15.043103448275861,16.171605811848092,1.932343174360085e-10,1.932343174360085e-10,0.99814209274673,0.04314353904477521,0.99814209274673,0.9995547164434312,0.9304712409339635,1.671887363313742,0.9304712409339635,1.671887363313742,0.04314353904477521,38.75174360588788,0.9286432107884727,1.7175115721988798,250,ok,8.450657557313717,43732695462.40014,10.640806245887507,0,0.08620689655172414,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,0.1,kl,0.05,1.1600000000000001,0.8620689655172413,20.0,0.043103448275862065,0.05,0.0021551724137931034,6960,15.0,16.171605811848092,3.0302538256421485e-10,3.0302538256421485e-10,0.9999558592439571,0.020481762847463714,0.9998188540428062,0.9999558592439571,0.9964573730774426,1.646697434655939,0.9964573730774426,1.646697434655939,0.020481762847463714,80.3982277755868,0.9963815120838581,1.6820234224238204,5107,ok,11.893957928070053,39250698497.343124,10.593847389765157,0,0.08620689655172414,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,0.1,kl,0.05,1.1600000000000001,0.8620689655172413,20.0,0.043103448275862065,0.1,0.004310344827586207,3480,15.0,16.171605811848092,3.107014645564732e-10,3.107014645564732e-10,0.9999159121180728,0.019509208862621048,0.9996469976218787,0.9999159121180728,0.9929344340374396,1.6450297041706112,0.9929344340374396,1.6450297041706112,0.019509208862621048,84.32067726346556,0.9927870886639437,1.6794596343727923,2557,ok,12.068742476540534,38843532629.52488,10.589318719993512,0,0.08620689655172414,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,0.1,kl,0.05,1.1600000000000001,0.8620689655172413,20.0,0.043103448275862065,0.25,0.010775862068965516,1393,15.010775862068964,16.171605811848092,3.296627415494413e-10,3.296627415494413e-10,0.9998161899860304,0.017059137164534634,0.9991871655766944,0.9998161899860304,0.9824838603528611,1.6399024395747295,0.9824838603528611,1.6399024395747295,0.017059137164534634,96.13044456808935,0.9821450137742886,1.6719135366500362,1027,ok,12.518231383231738,37972842561.44643,10.57947310866319,0,0.08620689655172414,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,0.1,kl,0.05,1.1600000000000001,0.8620689655172413,20.0,0.043103448275862065,0.5,0.021551724137931032,697,15.021551724137929,16.171605811848092,3.675262316704675e-10,3.675262316704675e-10,0.9996968815170474,0.014066829674759057,0.9986065695600476,0.9996968815170474,0.9654495972984969,1.6314881343781162,0.9654495972984969,1.6314881343781162,0.014066829674759057,115.9812247748753,0.9648793744838023,1.6589014299958085,517,ok,13.091345554574719,35620166471.03634,10.551695944809525,0,0.08620689655172414,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,0.1,kl,0.05,1.1600000000000001,0.8620689655172413,20.0,0.043103448275862065,0.75,0.03232758620689655,465,15.032327586206895,16.171605811848092,4.094453665004494e-10,4.094453665004494e-10,0.9996143443339469,0.011931916223372986,0.9982582119500595,0.9996143443339469,0.9488809003406108,1.623133508333979,0.9488809003406108,1.623133508333979,0.011931916223372986,136.03292865520487,0.9481863532350554,1.6457838999332173,347,ok,13.516247811338038,33011114344.416946,10.518660184901739,0,0.08620689655172414,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,0.1,kl,0.05,1.1600000000000001,0.8620689655172413,20.0,0.043103448275862065,1.0,0.043103448275862065,349,15.043103448275861,16.171605811848092,4.557683119799094e-10,4.557683119799094e-10,0.9995547164434312,0.010332879213768766,0.99814209274673,0.9995547164434312,0.9327617913210704,1.6148458716364398,0.9327617913210704,1.6148458716364398,0.010332879213768766,156.2822750782401,0.9320477786155839,1.632611863235623,262,ok,13.843535957533664,30374064176.15075,10.482502906214776,0,0.08620689655172414,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,1.0,riemannian,0.05,1.25,0.8,20.0,0.04,0.05,0.002,7500,15.0,13.595489105962459,8.903682235938959e-10,8.903682235938959e-10,0.999844,0.07800608463283253,0.999844,0.9999619808003042,0.9968783326927061,1.5632749372486308,0.9968783326927061,1.5632749372486308,0.07800608463283253,20.040423059391102,0.9969787381661835,1.5129175294736559,5981,ok,4.219205266528634,4738719503.598376,9.67566100250723,0,0.08000000000000002,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,1.0,riemannian,0.05,1.25,0.8,20.0,0.04,0.1,0.004,3750,15.0,13.595489105962459,8.777265581016991e-10,8.777265581016991e-10,0.999696,0.076011554341732,0.999696,0.9999275624773633,0.9937626206358703,1.5642282708253115,0.9937626206358703,1.5642282708253115,0.076011554341732,20.578822316839744,0.9939624502090021,1.5139623722017885,2988,ok,4.347342501473011,4952957685.221711,9.694864617674922,0,0.08000000000000002,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,1.0,riemannian,0.05,1.25,0.8,20.0,0.04,0.25,0.01,1500,15.0,13.595489105962459,8.40733482831979e-10,8.40733482831979e-10,0.9993,0.07002451143934259,0.9993,0.9998415841584158,0.9844511614061304,1.56709896437289,0.9844511614061304,1.56709896437289,0.07002451143934259,22.379291653185756,0.9849420007882133,1.5172521992202077,1193,ok,4.755825952224081,5656758115.787491,9.752567608610539,0,0.08000000000000002,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,1.0,riemannian,0.05,1.25,0.8,20.0,0.04,0.5,0.02,750,15.0,13.595489105962459,7.820899483590438e-10,7.820899483590438e-10,0.9988,0.06003602882594385,0.9988,0.9997385620915032,0.9690506618144438,1.571919294190579,0.9690506618144438,1.571919294190579,0.06003602882594385,26.182932564508548,0.9700166150719544,1.5221039345624034,594,ok,5.524526939613416,7063799951.917044,9.849038391445962,0,0.08000000000000002,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,1.0,riemannian,0.05,1.25,0.8,20.0,0.04,0.75,0.03,500,15.0,13.595489105962459,7.270415380844497e-10,7.270415380844497e-10,0.9985,0.05003753754223638,0.9985,0.9996671289875173,0.953797827247856,1.576785037204854,0.953797827247856,1.576785037204854,0.05003753754223638,31.51204305115733,0.9552065675408955,1.5275886933723972,395,ok,6.418439317614571,8828160402.671568,9.945870215445925,0,0.08000000000000002,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,1.0,riemannian,0.05,1.25,0.8,20.0,0.04,1.0,0.04,375,15.0,13.595489105962459,6.753992920494056e-10,6.753992920494056e-10,0.9984,0.04003203417434698,0.9984,0.9996153846153846,0.9386919829209156,1.581697007367331,0.9386919829209156,1.581697007367331,0.04003203417434698,39.510782801562,0.9405056567129544,1.5334403919661423,295,ok,7.457778202124277,11042028456.22577,10.043048862018564,0,0.08000000000000002,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,1.0,kl,0.05,1.25,0.8,20.0,0.04,0.05,0.002,7500,15.0,13.595489105962459,9.250964438933806e-10,9.250964438933806e-10,0.9999619808003042,0.019009961221953683,0.999844,0.9999619808003042,0.9968834184977079,1.560724078301365,0.9968834184977079,1.560724078301365,0.019009961221953683,82.10032940514157,0.9969858713524024,1.5093401408957452,5993,ok,10.222474063013458,11050171179.980906,10.043369005798985,0,0.08000000000000002,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,1.0,kl,0.05,1.25,0.8,20.0,0.04,0.1,0.004,3750,15.0,13.595489105962459,9.47507849957674e-10,9.47507849957674e-10,0.9999275624773633,0.018110036590198914,0.999696,0.9999275624773633,0.9937828936303128,1.5591282632285552,0.9937828936303128,1.5591282632285552,0.018110036590198914,86.09194440128022,0.9939911093516723,1.5067541699441305,3001,ok,10.361401478035857,10935425472.726913,10.038835685120594,0,0.08000000000000002,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,1.0,kl,0.05,1.25,0.8,20.0,0.04,0.25,0.01,1500,15.0,13.595489105962459,1.0177396703170416e-09,1.0177396703170416e-09,0.9998415841584158,0.015842839069892752,0.9993,0.9998415841584158,0.9845765653250053,1.5543613154975722,0.9845765653250053,1.5543613154975722,0.015842839069892752,98.1112860289942,0.9851190834178629,1.4992748246559087,1206,ok,10.719831832892163,10532980236.048744,10.02255126928109,0,0.08000000000000002,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,1.0,kl,0.05,1.25,0.8,20.0,0.04,0.5,0.02,750,15.0,13.595489105962459,1.1453722414955791e-09,1.1453722414955791e-09,0.9997385620915032,0.013073604467216443,0.9988,0.9997385620915032,0.969543730631726,1.5464849470246171,0.969543730631726,1.5464849470246171,0.013073604467216443,118.2906329239656,0.9706946806772737,1.4871649081139107,607,ok,11.174495424715957,9756212888.593117,9.989281268408043,0,0.08000000000000002,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,1.0,kl,0.05,1.25,0.8,20.0,0.04,0.75,0.03,500,15.0,13.595489105962459,1.2873582200256806e-09,1.2873582200256806e-09,0.9996671289875173,0.011097547544520699,0.9985,0.9996671289875173,0.9548883815136776,1.5386941109440364,0.9548883815136776,1.5386941109440364,0.011097547544520699,138.6517250564744,0.9567282591991116,1.4745292843648135,407,ok,11.51067471797582,8941314498.8861,9.95140137088171,0,0.08000000000000002,kl_beta_lambda_max_no_cubic_penalty,ok
smooth_logconcave,1.0,kl,0.05,1.25,0.8,20.0,0.04,1.0,0.04,375,15.0,13.595489105962459,1.445101371899682e-09,1.445101371899682e-09,0.9996153846153846,0.00961723420207993,0.9984,0.9996153846153846,0.9405979096958546,1.5309882945744442,0.9405979096958546,1.5309882945744442,0.00961723420207993,159.19216090664983,0.9431607930611515,1.4629624656068205,307,ok,11.769124580362233,8144151551.728814,9.910845846705252,0,0.08000000000000002,kl_beta_lambda_max_no_cubic_penalty,ok
