target,lambda,method,c,dt,eps,N_obs,T_obs,obs_status,N_theory,T_theory,theory_status,N_theory_over_N_obs
gaussian_posterior,1.0,kl,1.0,0.5,1e-06,17,8.5,reached,433,216.5,ok,25.470588235294116
gaussian_posterior,1.0,kl,1.0,0.5,1e-08,22,11.0,reached,542,271.0,ok,24.636363636363637
smooth_logconcave,0.01,riemannian,0.05,0.002172024326672459,0.0001,3167,6.878801042571677,reached,65744,142.79756733275414,ok,20.75907799179034
smooth_logconcave,0.01,riemannian,0.05,0.002172024326672459,1e-06,4375,9.502606429192008,reached,90771,197.15682015638578,ok,20.747657142857143
smooth_logconcave,0.01,riemannian,0.05,0.002172024326672459,1e-08,5710,12.40225890529974,reached,115798,251.51607298001738,ok,20.27985989492119
smooth_logconcave,0.01,riemannian,0.1,0.004344048653344918,0.0001,1583,6.876629018245005,reached,33734,146.54213727193746,ok,21.310170562223625
smooth_logconcave,0.01,riemannian,0.1,0.004344048653344918,1e-06,2186,9.49609035621199,reached,46576,202.3284100781929,ok,21.306495882891124
smooth_logconcave,0.01,riemannian,0.1,0.004344048653344918,1e-08,2853,12.39357080799305,reached,59418,258.1146828844483,ok,20.826498422712934
smooth_logconcave,0.01,riemannian,0.25,0.010860121633362294,0.0001,632,6.86359687228497,reached,14647,159.0682015638575,ok,23.175632911392405
smooth_logconcave,0.01,riemannian,0.25,0.010860121633362294,1e-06,872,9.47002606429192,reached,20223,219.62423979148565,ok,23.19151376146789
smooth_logconcave,0.01,riemannian,0.25,0.010860121633362294,1e-08,1139,12.369678540399653,reached,25798,280.16941789748046,ok,22.64969271290606
smooth_logconcave,0.01,riemannian,0.5,0.021720243266724587,0.0001,315,6.841876629018245,reached,8542,185.53431798436142,ok,27.117460317460317
smooth_logconcave,0.01,riemannian,0.5,0.021720243266724587,1e-06,435,9.448305821025196,reached,11793,256.1468288444831,ok,27.110344827586207
smooth_logconcave,0.01,riemannian,0.5,0.021720243266724587,1e-08,567,12.31537793223284,reached,15045,326.7810599478714,ok,26.534391534391535
smooth_logconcave,0.01,riemannian,0.75,0.03258036490008688,0.0001,209,6.809296264118158,reached,6832,222.58905299739357,ok,32.688995215311
smooth_logconcave,0.01,riemannian,0.75,0.03258036490008688,1e-06,289,9.41572545612511,reached,9433,307.33058210251954,ok,32.6401384083045
smooth_logconcave,0.01,riemannian,0.75,0.03258036490008688,1e-08,377,12.282797567332754,reached,12034,392.07211120764555,ok,31.920424403183024
smooth_logconcave,0.01,riemannian,1.0,0.043440486533449174,0.0001,157,6.82015638575152,reached,6405,278.236316246742,ok,40.796178343949045
smooth_logconcave,0.01,riemannian,1.0,0.043440486533449174,1e-06,216,9.383145091225021,reached,8843,384.14422241529104,ok,40.93981481481482
smooth_logconcave,0.01,riemannian,1.0,0.043440486533449174,1e-08,281,12.206776715899219,reached,11281,490.05212858384016,ok,40.145907473309606
smooth_logconcave,0.01,kl,0.05,0.002172024326672459,0.0001,3170,6.885317115551695,reached,269822,586.0599478714162,ok,85.11735015772871
smooth_logconcave,0.01,kl,0.05,0.002172024326672459,1e-06,4380,9.51346655082537,reached,372538,809.1615986099044,ok,85.05433789954338
smooth_logconcave,0.01,kl,0.05,0.002172024326672459,1e-08,5720,12.423979148566465,reached,475254,1032.2632493483927,ok,83.08636363636364
smooth_logconcave,0.01,kl,0.1,0.004344048653344918,0.0001,1585,6.885317115551695,reached,141639,615.2867072111208,ok,89.3621451104101
smooth_logconcave,0.01,kl,0.1,0.004344048653344918,1e-06,2191,9.517810599478715,reached,195558,849.5134665508255,ok,89.25513464171611
smooth_logconcave,0.01,kl,0.1,0.004344048653344918,1e-08,2863,12.4370112945265,reached,249477,1083.7402258905302,ok,87.13831645127489
smooth_logconcave,0.01,kl,0.25,0.010860121633362294,0.0001,634,6.885317115551694,reached,64796,703.6924413553431,ok,102.2018927444795
smooth_logconcave,0.01,kl,0.25,0.010860121633362294,1e-06,878,9.535186794092093,reached,89462,971.5682015638575,ok,101.89293849658314
smooth_logconcave,0.01,kl,0.25,0.010860121633362294,1e-08,1149,12.478279756733276,reached,114129,1239.4548218940051,ok,99.3289817232376
smooth_logconcave,0.01,kl,0.5,0.021720243266724587,0.0001,318,6.907037358818418,reached,39293,853.4535186794092,ok,123.562893081761
smooth_logconcave,0.01,kl,0.5,0.021720243266724587,1e-06,440,9.556907037358819,reached,54251,1178.3449174630755,ok,123.29772727272727
smooth_logconcave,0.01,kl,0.5,0.021720243266724587,1e-08,577,12.532580364900086,reached,69209,1503.236316246742,ok,119.94627383015597
smooth_logconcave,0.01,kl,0.75,0.03258036490008688,0.0001,212,6.907037358818418,reached,30885,1006.2445699391833,ok,145.68396226415095
smooth_logconcave,0.01,kl,0.75,0.03258036490008688,1e-06,294,9.578627280625543,reached,42642,1389.2919200695048,ok,145.0408163265306
smooth_logconcave,0.01,kl,0.75,0.03258036490008688,1e-08,387,12.608601216333623,reached,54399,1772.3392701998262,ok,140.56589147286823
smooth_logconcave,0.01,kl,1.0,0.043440486533449174,0.0001,159,6.907037358818418,reached,26750,1162.0330147697655,ok,168.23899371069183
smooth_logconcave,0.01,kl,1.0,0.043440486533449174,1e-06,222,9.643788010425716,reached,36934,1604.4309296264119,ok,166.36936936936937
smooth_logconcave,0.01,kl,1.0,0.043440486533449174,1e-08,292,12.684622067767158,reached,47117,2046.7854039965248,ok,161.3595890410959
smooth_logconcave,0.1,riemannian,0.05,0.0021551724137931034,0.0001,3192,6.879310344827586,reached,66204,142.6810344827586,ok,20.7406015037594
smooth_logconcave,0.1,riemannian,0.05,0.0021551724137931034,1e-06,4454,9.599137931034482,reached,91624,197.4655172413793,ok,20.57117198024248
smooth_logconcave,0.1,riemannian,0.05,0.0021551724137931034,1e-08,5846,12.599137931034482,reached,117044,252.25,ok,20.021211084502223
smooth_logconcave,0.1,riemannian,0.1,0.004310344827586207,0.0001,1595,6.875,reached,33970,146.42241379310346,ok,21.29780564263323
smooth_logconcave,0.1,riemannian,0.1,0.004310344827586207,1e-06,2225,9.59051724137931,reached,47014,202.64655172413794,ok,21.12988764044944
smooth_logconcave,0.1,riemannian,0.1,0.004310344827586207,1e-08,2921,12.59051724137931,reached,60057,258.8663793103448,ok,20.56042451215337
smooth_logconcave,0.1,riemannian,0.25,0.010775862068965516,0.0001,637,6.864224137931034,reached,14750,158.94396551724137,ok,23.15541601255887
smooth_logconcave,0.1,riemannian,0.25,0.010775862068965516,1e-06,888,9.568965517241379,reached,20413,219.96767241379308,ok,22.98761261261261
smooth_logconcave,0.1,riemannian,0.25,0.010775862068965516,1e-08,1166,12.564655172413792,reached,26076,280.9913793103448,ok,22.363636363636363
smooth_logconcave,0.1,riemannian,0.5,0.021551724137931032,0.0001,317,6.831896551724137,reached,8602,185.38793103448273,ok,27.13564668769716
smooth_logconcave,0.1,riemannian,0.5,0.021551724137931032,1e-06,443,9.547413793103447,reached,11904,256.551724137931,ok,26.87133182844244
smooth_logconcave,0.1,riemannian,0.5,0.021551724137931032,1e-08,581,12.52155172413793,reached,15207,327.7370689655172,ok,26.173838209982787
smooth_logconcave,0.1,riemannian,0.75,0.03232758620689655,0.0001,211,6.821120689655172,reached,6880,222.41379310344826,ok,32.60663507109005
smooth_logconcave,0.1,riemannian,0.75,0.03232758620689655,1e-06,294,9.504310344827585,reached,9522,307.8232758620689,ok,32.38775510204081
smooth_logconcave,0.1,riemannian,0.75,0.03232758620689655,1e-08,386,12.478448275862068,reached,12164,393.2327586206896,ok,31.512953367875646
smooth_logconcave,0.1,riemannian,1.0,0.043103448275862065,0.0001,158,6.810344827586206,reached,6450,278.0172413793103,ok,40.822784810126585
smooth_logconcave,0.1,riemannian,1.0,0.043103448275862065,1e-06,220,9.482758620689655,reached,8926,384.74137931034477,ok,40.57272727272727
smooth_logconcave,0.1,riemannian,1.0,0.043103448275862065,1e-08,288,12.413793103448274,reached,11403,491.5086206896551,ok,39.59375
smooth_logconcave,0.1,kl,0.05,0.0021551724137931034,0.0001,3195,6.885775862068965,reached,271707,585.5754310344828,ok,85.04131455399062
smooth_logconcave,0.1,kl,0.05,0.0021551724137931034,1e-06,4460,9.612068965517242,reached,376034,810.4181034482758,ok,84.31255605381166
smooth_logconcave,0.1,kl,0.05,0.0021551724137931034,1e-08,5857,12.622844827586206,reached,480361,1035.2607758620688,ok,82.01485402082977
smooth_logconcave,0.1,kl,0.1,0.004310344827586207,0.0001,1598,6.887931034482759,reached,142626,614.7672413793103,ok,89.25281602002504
smooth_logconcave,0.1,kl,0.1,0.004310344827586207,1e-06,2232,9.620689655172413,reached,197390,850.8189655172414,ok,88.43637992831542
smooth_logconcave,0.1,kl,0.1,0.004310344827586207,1e-08,2932,12.637931034482758,reached,252154,1086.8706896551723,ok,86.00068212824011
smooth_logconcave,0.1,kl,0.25,0.010775862068965516,0.0001,640,6.896551724137931,reached,65244,703.0603448275862,ok,101.94375
smooth_logconcave,0.1,kl,0.25,0.010775862068965516,1e-06,895,9.644396551724137,reached,90296,973.0172413793102,ok,100.88938547486033
smooth_logconcave,0.1,kl,0.25,0.010775862068965516,1e-08,1177,12.683189655172413,reached,115348,1242.9741379310344,ok,98.00169923534409
smooth_logconcave,0.1,kl,0.5,0.021551724137931032,0.0001,320,6.896551724137931,reached,39562,852.6293103448276,ok,123.63125
smooth_logconcave,0.1,kl,0.5,0.021551724137931032,1e-06,449,9.676724137931034,reached,54752,1180.0,ok,121.94209354120267
smooth_logconcave,0.1,kl,0.5,0.021551724137931032,1e-08,592,12.75862068965517,reached,69943,1507.3922413793102,ok,118.14695945945945
smooth_logconcave,0.1,kl,0.75,0.03232758620689655,0.0001,214,6.918103448275861,reached,31094,1005.1939655172413,ok,145.29906542056074
smooth_logconcave,0.1,kl,0.75,0.03232758620689655,1e-06,300,9.698275862068964,reached,43033,1391.153017241379,ok,143.44333333333333
smooth_logconcave,0.1,kl,0.75,0.03232758620689655,1e-08,397,12.834051724137929,reached,54971,1777.07974137931,ok,138.46599496221663
smooth_logconcave,0.1,kl,1.0,0.043103448275862065,0.0001,161,6.939655172413793,reached,26929,1160.7327586206895,ok,167.2608695652174
smooth_logconcave,0.1,kl,1.0,0.043103448275862065,1e-06,226,9.741379310344827,reached,37269,1606.4224137931033,ok,164.9070796460177
smooth_logconcave,0.1,kl,1.0,0.043103448275862065,1e-08,299,12.887931034482758,reached,47609,2052.112068965517,ok,159.22742474916387
smooth_logconcave,1.0,riemannian,0.05,0.002,0.0001,3442,6.884,reached,75764,151.528,ok,22.011621150493898
smooth_logconcave,1.0,riemannian,0.05,0.002,1e-06,4999,9.998,reached,105282,210.564,ok,21.060612122424484
smooth_logconcave,1.0,riemannian,0.05,0.002,1e-08,6634,13.268,reached,134800,269.6,ok,20.319565872776604
smooth_logconcave,1.0,riemannian,0.1,0.004,0.0001,1720,6.88,reached,38876,155.504,ok,22.60232558139535
smooth_logconcave,1.0,riemannian,0.1,0.004,1e-06,2498,9.992,reached,54023,216.092,ok,21.626501200960767
smooth_logconcave,1.0,riemannian,0.1,0.004,1e-08,3315,13.26,reached,69169,276.676,ok,20.865460030165913
smooth_logconcave,1.0,riemannian,0.25,0.01,0.0001,687,6.87,reached,16880,168.8,ok,24.570596797671033
smooth_logconcave,1.0,riemannian,0.25,0.01,1e-06,997,9.97,reached,23457,234.57,ok,23.527582748244733
smooth_logconcave,1.0,riemannian,0.25,0.01,1e-08,1324,13.24,reached,30033,300.33,ok,22.68353474320242
smooth_logconcave,1.0,riemannian,0.5,0.02,0.0001,342,6.84,reached,9845,196.9,ok,28.78654970760234
smooth_logconcave,1.0,riemannian,0.5,0.02,1e-06,497,9.94,reached,13680,273.6,ok,27.525150905432596
smooth_logconcave,1.0,riemannian,0.5,0.02,1e-08,660,13.200000000000001,reached,17515,350.3,ok,26.53787878787879
smooth_logconcave,1.0,riemannian,0.75,0.03,0.0001,228,6.84,reached,7875,236.25,ok,34.53947368421053
smooth_logconcave,1.0,riemannian,0.75,0.03,1e-06,331,9.93,reached,10942,328.26,ok,33.05740181268882
smooth_logconcave,1.0,riemannian,0.75,0.03,1e-08,438,13.139999999999999,reached,14010,420.3,ok,31.986301369863014
smooth_logconcave,1.0,riemannian,1.0,0.04,0.0001,170,6.8,reached,7382,295.28000000000003,ok,43.423529411764704
smooth_logconcave,1.0,riemannian,1.0,0.04,1e-06,247,9.88,reached,10258,410.32,ok,41.530364372469634
smooth_logconcave,1.0,riemannian,1.0,0.04,1e-08,328,13.120000000000001,reached,13134,525.36,ok,40.042682926829265
smooth_logconcave,1.0,kl,0.05,0.002,0.0001,3446,6.892,reached,310892,621.784,ok,90.21822402785838
smooth_logconcave,1.0,kl,0.05,0.002,1e-06,5007,10.014,reached,432017,864.034,ok,86.28260435390453
smooth_logconcave,1.0,kl,0.05,0.002,1e-08,6646,13.292,reached,553143,1106.286,ok,83.22946133012339
smooth_logconcave,1.0,kl,0.1,0.004,0.0001,1724,6.896,reached,163171,652.684,ok,94.64675174013921
smooth_logconcave,1.0,kl,0.1,0.004,1e-06,2506,10.024000000000001,reached,226743,906.972,ok,90.48004788507582
smooth_logconcave,1.0,kl,0.1,0.004,1e-08,3327,13.308,reached,290315,1161.26,ok,87.26029455966336
smooth_logconcave,1.0,kl,0.25,0.01,0.0001,691,6.91,reached,74609,746.09,ok,107.97250361794501
smooth_logconcave,1.0,kl,0.25,0.01,1e-06,1006,10.06,reached,103677,1036.77,ok,103.058648111332
smooth_logconcave,1.0,kl,0.25,0.01,1e-08,1336,13.36,reached,132745,1327.45,ok,99.36002994011976
smooth_logconcave,1.0,kl,0.5,0.02,0.0001,347,6.94,reached,45206,904.12,ok,130.27665706051874
smooth_logconcave,1.0,kl,0.5,0.02,1e-06,506,10.120000000000001,reached,62819,1256.38,ok,124.14822134387352
smooth_logconcave,1.0,kl,0.5,0.02,1e-08,672,13.44,reached,80431,1608.6200000000001,ok,119.6889880952381
smooth_logconcave,1.0,kl,0.75,0.03,0.0001,232,6.96,reached,35504,1065.12,ok,153.0344827586207
smooth_logconcave,1.0,kl,0.75,0.03,1e-06,339,10.17,reached,49336,1480.08,ok,145.5339233038348
smooth_logconcave,1.0,kl,0.75,0.03,1e-08,451,13.53,reached,63169,1895.07,ok,140.06430155210643
smooth_logconcave,1.0,kl,1.0,0.04,0.0001,174,6.96,reached,30727,1229.08,ok,176.59195402298852
smooth_logconcave,1.0,kl,1.0,0.04,1e-06,256,10.24,reached,42698,1707.92,ok,166.7890625
