construction,n,kappa,method,dt,steps,spectral_gamma,spectral_Lambda,predicted_contraction,observed_contraction,observed_rate,observed_over_gamma,effective_iterations
shell,65,2643815.1324605974,continuous,0.0,0,0.03823071889727608,20.747740592286128,0.1353352832366127,0.13452706276955348,0.038345217797640746,1.0029949449988718,
shell,65,2643815.1324605974,riemannian,0.024099009613890037,2171,0.03823071889727608,20.747740592286128,0.9990786775377486,0.999075918724942,0.038362925123756296,1.003458115104648,1082.155895797345
shell,65,2643815.1324605974,kl,0.024099009613890037,2174,0.03823071889727608,20.747740592286128,0.9990797101553887,0.9990769562304701,0.03831983353485725,1.0023309694442477,1083.3722441020288
shell,513,224325.33425105602,continuous,0.0,0,0.029056975260706247,29.61913629006449,0.13533528323661273,0.135373010020172,0.029052925786600903,0.9998606367638403,
shell,513,224325.33425105602,riemannian,0.016880978402051553,4078,0.029056975260706247,29.61913629006449,0.9995094898281951,0.9995095582396738,0.029060049396407148,1.0001057968241125,2038.9780824024597
shell,513,224325.33425105602,kl,0.016880978402051553,4080,0.029056975260706247,29.61913629006449,0.9995097615204992,0.9995098298434656,0.029043952164386495,0.9995518082593626,2040.1078822712923
ridge,513,80.56161382982232,continuous,0.0,0,0.29716551005984426,3.327503117458715,0.1353352832366127,0.13533465312066145,0.2971662018571328,1.0000023279864758,
ridge,513,80.56161382982232,riemannian,0.15026281940251365,45,0.29716551005984426,3.327503117458715,0.9553470726292219,0.955346970312263,0.30400524207492535,1.0230165742104582,22.394896986679246
ridge,513,80.56161382982232,kl,0.15026281940251365,47,0.29716551005984426,3.327503117458715,0.9568668715257144,0.9568667741359755,0.2934266066250791,0.9874181110923262,23.18398357573474
