method,variant,progress,elapsed_time,error,phase
continuous,continuous,18.88213907434427,18.88213907434427,1.3213915614591207,global
continuous,continuous,18.934444168733037,18.934444168733037,1.2540524970232492,global
continuous,continuous,18.9867492631218,18.9867492631218,1.1901450794089297,global
continuous,continuous,19.039054357510565,19.039054357510565,1.1294944295143525,global
continuous,continuous,19.091359451899333,19.091359451899333,1.0719345802019724,global
continuous,continuous,19.143664546288097,19.143664546288097,1.0173080220126054,global
continuous,continuous,19.195969640676864,19.195969640676864,0.9654652723491493,global
continuous,continuous,19.24827473506563,19.24827473506563,0.9162644664265718,global
continuous,continuous,19.300579829454392,19.300579829454392,0.8695709688625488,global
continuous,continuous,19.35288492384316,19.35288492384316,0.8252570054088852,global
continuous,continuous,19.405190018231924,19.405190018231924,0.7832013133851448,global
continuous,continuous,19.45749511262069,19.45749511262069,0.7432888096439707,global
continuous,continuous,19.509800207009455,19.509800207009455,0.7054102757416233,global
continuous,continuous,19.56210530139822,19.56210530139822,0.6694620591723398,global
continuous,continuous,19.614410395786987,19.614410395786987,0.6353457895889991,global
continuous,continuous,19.66671549017575,19.66671549017575,0.6029681096217641,global
continuous,continuous,19.719020584564515,19.719020584564515,0.5722404195229723,global
continuous,continuous,19.771325678953282,19.771325678953282,0.5430786346535157,global
continuous,continuous,19.823630773342046,19.823630773342046,0.5154029553250874,global
continuous,continuous,19.87593586773081,19.87593586773081,0.48913764853366337,global
continuous,continuous,19.928240962119578,19.928240962119578,0.4642108407211778,global
continuous,continuous,19.98054605650834,19.98054605650834,0.44055432099347497,global
continuous,continuous,20.03285115089711,20.03285115089711,0.41810335454251774,global
continuous,continuous,20.085156245285873,20.085156245285873,0.3967965055442848,global
continuous,continuous,20.137461339674637,20.137461339674637,0.3765754689385802,global
continuous,continuous,20.189766434063404,20.189766434063404,0.3573849109251602,global
continuous,continuous,20.24207152845217,20.24207152845217,0.33917231759893635,global
continuous,continuous,20.294376622840936,20.294376622840936,0.3218878511778413,global
continuous,continuous,20.3466817172297,20.3466817172297,0.3054842136258367,global
continuous,continuous,20.398986811618464,20.398986811618464,0.289916517281293,global
continuous,continuous,20.45129190600723,20.45129190600723,0.2751421619915824,global
continuous,continuous,20.503597000395995,20.503597000395995,0.26112071850687224,global
continuous,continuous,20.55590209478476,20.55590209478476,0.24781381789877654,global
continuous,continuous,20.608207189173527,20.608207189173527,0.2351850465666017,global
continuous,continuous,20.66051228356229,20.66051228356229,0.2231998465405846,global
continuous,continuous,20.712817377951055,20.712817377951055,0.21182542095509121,global
continuous,continuous,20.765122472339822,20.765122472339822,0.20103064432275808,global
continuous,continuous,20.817427566728586,20.817427566728586,0.19078597730840832,global
continuous,continuous,20.869732661117354,20.869732661117354,0.1810633859187112,global
continuous,continuous,20.922037755506118,20.922037755506118,0.17183626481567654,global
continuous,continuous,20.97434284989488,20.97434284989488,0.163079364476904,global
continuous,continuous,21.02664794428365,21.02664794428365,0.15476872210209594,global
continuous,continuous,21.078953038672413,21.078953038672413,0.14688159606900583,global
