experiment,target,scheme,method,d,kappa,alpha,beta,gamma,lambda0,c,bootstrap,dt,iteration,energy_gap,gap_ratio,lambda_min_C,lambda_max_C,L_n,lambda_frozen,q_dynamic,q_frozen,mean_err_norm,local_norm,status
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,50,0.032170701863440954,0.3682613087928163,0.0009998431933059754,0.8644291156012234,0.0009998431933059757,1e-08,0.9999996673841672,0.9999999999966733,0.2191630130904947,0.21113065545194523,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,51,0.011234051854756899,0.3492013292853696,0.0009998954567396227,0.9053417774170884,0.0009998954567396227,1e-08,0.9999996673667808,0.9999999999966733,0.12406468340089438,0.12166581493033725,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,52,0.003846301472112401,0.34237882483012927,0.0009999303020642653,0.9348384941705106,0.0009999303020642653,1e-08,0.999999667355189,0.9999999999966733,0.06776966829952615,0.06730560910407953,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,53,0.0013337080104971477,0.34675077348127653,0.0009999535336299736,0.9555944860618936,0.0009999535336299736,1e-08,0.9999996673474605,0.9999999999966733,0.03604554493362268,0.03611544605537158,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,54,0.0004801658104565121,0.3600231884920054,0.0009999690219401698,0.9699515517791659,0.0009999690219401698,1e-08,0.999999667342308,0.9999999999966733,0.018806762794360884,0.018957513887163914,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,55,0.00018167588582507221,0.37836072845825064,0.0009999793477468576,0.979765024649757,0.0009999793477468576,1e-08,0.999999667338873,0.9999999999966733,0.009680370427602674,0.009798164009726757,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,56,7.217180052432326e-05,0.3972558063859633,0.0009999862317364564,0.9864184087115251,0.0009999862317364564,1e-08,0.999999667336583,0.9999999999966733,0.004936241358278025,0.005010201326737868,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,57,2.9826787963926904e-05,0.41327482129082693,0.0009999908211155116,0.9909044283621767,0.0009999908211155118,1e-08,0.9999996673350562,0.9999999999966733,0.0025010069052082556,0.0025432254033947318,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,58,1.2678028519452766e-05,0.42505510599350554,0.0009999938807249513,0.9939178453503417,0.000999993880724952,1e-08,0.9999996673340383,0.9999999999966733,0.0012616644520850556,0.0012845701030976717,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,59,5.488175843559873e-06,0.432888744108675,0.0009999959204749797,0.9959369929544966,0.0009999959204749801,1e-08,0.9999996673333598,0.9999999999966733,0.0006345977066360272,0.0006466607887929907,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,60,2.4024833500391196e-06,0.43775626337817247,0.000999997280312955,0.9972876552110019,0.0009999972803129552,1e-08,0.9999996673329075,0.9999999999966733,0.00031856418910972654,0.00032480173949525534,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,61,1.0586544973989476e-06,0.44065008707831815,0.0009999981868736595,0.9981901338136283,0.00099999818687366,1e-08,0.9999996673326058,0.9999999999966733,0.0001597061558857518,0.00016289418322646912,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,62,4.682664451749474e-07,0.4423222555852271,0.0009999987912483756,0.9987926941884304,0.0009999987912483763,1e-08,0.9999996673324048,0.9999999999966733,7.99949422109451e-05,8.161217035669532e-05,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,63,2.075687497438139e-07,0.44327060348358904,0.000999999194165259,0.9991948054202551,0.0009999991941652595,1e-08,0.9999996673322707,0.9999999999966733,4.004487311719651e-05,4.086125448267913e-05,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,64,9.211932106012455e-08,0.4438014931140662,0.0009999994627766951,0.9994630594996434,0.0009999994627766953,1e-08,0.9999996673321814,0.9999999999966733,2.0038262616680383e-05,2.0449048893634008e-05,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,65,4.090979732751521e-08,0.4440957321082963,0.000999999641851066,0.9996419755871597,0.0009999996418510661,1e-08,0.9999996673321218,0.9999999999966733,1.0024412313316868e-05,1.0230672096903615e-05,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,66,1.817448147534151e-08,0.44425743129061346,0.0009999997612340156,0.9997612885699333,0.0009999997612340156,1e-08,0.9999996673320821,0.9999999999966733,5.0139677492892e-06,5.1173868448451005e-06,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,67,8.075748070268673e-09,0.4443454456307632,0.0009999998408226644,0.9998408463826931,0.0009999998408226644,1e-08,0.9999996673320556,0.9999999999966733,2.5075713518971823e-06,2.5593773725714615e-06,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,68,3.588806585241855e-09,0.4443930833422418,0.0009999998938817708,0.9998938919593029,0.0009999998938817706,1e-08,0.9999996673320379,0.9999999999966733,1.253981563891669e-06,1.2799167477922882e-06,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,69,1.594931298143365e-09,0.44441829345224526,0.0009999999292545113,0.9999292588041323,0.0009999999292545113,1e-08,0.9999996673320262,0.9999999999966733,6.270560917524914e-07,6.400344117658798e-07,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,70,7.088383213726956e-10,0.44443188380455223,0.0009999999528363399,0.9999528380906582,0.0009999999528363397,1e-08,0.9999996673320184,0.9999999999966733,3.1354981888492203e-07,3.200425556999748e-07,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,71,3.15035109110795e-10,0.4444385970847571,0.0009999999685575594,0.9999685582328209,0.0009999999685575594,1e-08,0.9999996673320132,0.9999999999966733,1.5678216779504908e-07,1.6002972864702653e-07,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,72,1.4001511061678684e-10,0.4444428781667785,0.0009999999790383726,0.999979038602193,0.0009999999790383726,1e-08,0.9999996673320096,0.9999999999966733,7.839350350018823e-08,8.001768144655442e-08,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,73,6.222844461944987e-11,0.44444092030727655,0.0009999999860255816,0.9999860256371547,0.0009999999860255816,1e-08,0.9999996673320073,0.9999999999966733,3.9197558318051385e-08,4.000977980667079e-08,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,74,2.76569878110422e-11,0.44444285857014404,0.000999999990683721,0.9999906837147069,0.0009999999906837212,1e-08,0.9999996673320057,0.9999999999966733,1.9599048022508704e-08,2.0005202940551487e-08,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,75,1.2292389328649733e-11,0.4444587173640772,0.0009999999937891474,0.9999937891238506,0.0009999999937891474,1e-08,0.9999996673320047,0.9999999999966733,9.79961363408147e-09,1.000270581810745e-08,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,76,5.46318545957547e-12,0.4444364161849711,0.0009999999958594315,0.999995859407328,0.0009999999958594317,1e-08,0.9999996673320041,0.9999999999966733,4.899836691686696e-09,5.001387692129418e-09,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,77,2.4282797994601424e-12,0.4444805722646724,0.0009999999972396209,0.9999972396010752,0.000999999997239621,1e-08,0.9999996673320036,0.9999999999966733,2.4499283041409484e-09,2.500705440526635e-09,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,78,1.0791367799356522e-12,0.444403803950256,0.0009999999981597475,0.9999981597323568,0.0009999999981597472,1e-08,0.9999996673320033,0.9999999999966733,1.2249674715212927e-09,1.2503565851069298e-09,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,79,4.787281682183675e-13,0.44362139917695476,0.000999999998773165,0.999998773154152,0.0009999999987731648,1e-08,0.9999996673320031,0.9999999999966733,6.124848422483159e-10,6.251795808397735e-10,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,80,2.1405099914773018e-13,0.44712430426716143,0.00099999999918211,0.9999991821024338,0.0009999999991821098,1e-08,0.999999667332003,0.9999999999966733,3.0624278995428404e-10,3.1259021984979057e-10,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,81,9.50350909079134e-14,0.44398340248962653,0.00099999999945474,0.9999994547348072,0.0009999999994547398,1e-08,0.9999996673320029,0.9999999999966733,1.53121517920718e-10,1.5629525306844861e-10,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,82,4.263256414560601e-14,0.4485981308411215,0.000999999999636493,0.9999996364898054,0.000999999999636493,1e-08,0.9999996673320027,0.9999999999966733,7.656079994159557e-11,7.814767424879808e-11,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,83,1.865174681370263e-14,0.4375,0.000999999999757662,0.9999997576598407,0.000999999999757662,1e-08,0.9999996673320027,0.9999999999966733,3.828041363121989e-11,3.907385302926942e-11,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,84,7.993605777301127e-15,0.42857142857142855,0.0009999999998384413,0.9999998384398808,0.0009999999998384413,1e-08,0.9999996673320027,0.9999999999966733,1.9140211369086187e-11,1.9536931816260934e-11,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,85,3.552713678800501e-15,0.4444444444444444,0.0009999999998922943,0.9999998922932483,0.0009999999998922943,1e-08,0.9999996673320027,0.9999999999966733,9.570107202368996e-12,9.768467675339826e-12,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,86,1.7763568394002505e-15,0.5,0.0009999999999281961,0.9999999281954963,0.0009999999999281961,1e-08,0.9999996673320027,0.9999999999966733,4.785054107126573e-12,4.884234426739834e-12,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,87,8.881784197001252e-16,0.5,0.0009999999999521308,0.9999999521303296,0.0009999999999521308,1e-08,0.9999996673320026,0.9999999999966733,2.392527222210669e-12,2.4421174097265872e-12,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,88,0.0,0.0,0.0009999999999680874,0.9999999680868858,0.0009999999999680872,1e-08,0.9999996673320026,0.9999999999966733,1.1962636673211342e-12,1.2210587703155243e-12,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,89,8.881784197001252e-16,inf,0.000999999999978725,0.9999999787245903,0.0009999999999787247,1e-08,0.9999996673320026,0.9999999999966733,5.981318523991683e-13,6.105294069751738e-13,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,90,8.881784197001252e-16,1.0,0.0009999999999858167,0.9999999858163932,0.0009999999999858167,1e-08,0.9999996673320026,0.9999999999966733,2.990659324457848e-13,3.0526471076005774e-13,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,91,0.0,0.0,0.0009999999999905443,0.999999990544262,0.0009999999999905445,1e-08,0.9999996673320026,0.9999999999966733,1.4953296830495938e-13,1.5263235780418596e-13,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,92,0.0,,0.0009999999999936965,0.9999999936961746,0.0009999999999936963,1e-08,0.9999996673320026,0.9999999999966733,7.476648484650203e-14,7.631617971014538e-14,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,93,0.0,,0.0009999999999957977,0.9999999957974498,0.0009999999999957977,1e-08,0.9999996673320026,0.9999999999966733,3.7383242654591804e-14,3.815809012442349e-14,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,94,0.0,,0.0009999999999971987,0.9999999971982999,0.0009999999999971984,1e-08,0.9999996673320026,0.9999999999966733,1.8691621404409495e-14,1.9079045151995344e-14,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,95,0.0,,0.0009999999999981326,0.9999999981321996,0.0009999999999981322,1e-08,0.9999996673320026,0.9999999999966733,9.345810727909278e-15,9.539522605925537e-15,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,96,0.0,,0.0009999999999987551,0.9999999987547996,0.0009999999999987547,1e-08,0.9999996673320026,0.9999999999966733,4.672905372522817e-15,4.769761312938725e-15,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,97,-8.881784197001252e-16,-inf,0.0009999999999991704,0.9999999991698663,0.00099999999999917,1e-08,0.9999996673320026,0.9999999999966733,2.3364526891174684e-15,2.3848806597946817e-15,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,98,0.0,-0.0,0.000999999999999447,0.9999999994465776,0.0009999999999994466,1e-08,0.9999996673320026,0.9999999999966733,1.1682263455107542e-15,1.1924403310057807e-15,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,99,0.0,,0.0009999999999996314,0.9999999996310518,0.0009999999999996312,1e-08,0.9999996673320026,0.9999999999966733,5.841131730727172e-16,5.962201658723703e-16,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,100,8.881784197001252e-16,inf,0.0009999999999997541,0.9999999997540345,0.000999999999999754,1e-08,0.9999996673320026,0.9999999999966733,2.9205658664213855e-16,2.9811008305934514e-16,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,101,8.881784197001252e-16,1.0,0.000999999999999836,0.9999999998360233,0.000999999999999836,1e-08,0.9999996673320026,0.9999999999966733,1.4602829335632926e-16,1.4905504157072593e-16,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,102,-8.881784197001252e-16,-1.0,0.0009999999999998907,0.9999999998906821,0.0009999999999998907,1e-08,0.9999996673320026,0.9999999999966733,7.301414668991797e-17,7.452752079904738e-17,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,103,0.0,-0.0,0.000999999999999927,0.9999999999271214,0.0009999999999999272,1e-08,0.9999996673320026,0.9999999999966733,3.6507073348876756e-17,3.726376040408517e-17,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,104,0.0,,0.000999999999999951,0.9999999999514143,0.0009999999999999514,1e-08,0.9999996673320026,0.9999999999966733,1.82535366757443e-17,1.8631880203563077e-17,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,105,0.0,,0.0009999999999999675,0.9999999999676094,0.0009999999999999675,1e-08,0.9999996673320026,0.9999999999966733,9.126768338307458e-18,9.315940102288369e-18,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,106,0.0,,0.0009999999999999786,0.999999999978406,0.0009999999999999783,1e-08,0.9999996673320026,0.9999999999966733,4.563384169298833e-18,4.657970051313129e-18,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,107,-8.881784197001252e-16,-inf,0.0009999999999999857,0.999999999985604,0.0009999999999999855,1e-08,0.9999996673320026,0.9999999999966733,2.2816920846977852e-18,2.3289850257128797e-18,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,108,0.0,-0.0,0.0009999999999999905,0.9999999999904026,0.0009999999999999905,1e-08,0.9999996673320026,0.9999999999966733,1.1408460423650153e-18,1.1644925128752115e-18,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,109,8.881784197001252e-16,inf,0.0009999999999999937,0.9999999999936013,0.0009999999999999937,1e-08,0.9999996673320026,0.9999999999966733,5.704230211878821e-19,5.822462564438631e-19,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,110,8.881784197001252e-16,1.0,0.0009999999999999957,0.9999999999957342,0.0009999999999999957,1e-08,0.9999996673320026,0.9999999999966733,2.8521151059573254e-19,2.9112312822401743e-19,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,111,8.881784197001252e-16,1.0,0.000999999999999997,0.999999999997156,0.0009999999999999972,1e-08,0.9999996673320026,0.9999999999966733,1.4260575529846345e-19,1.45561564112704e-19,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,112,0.0,0.0,0.0009999999999999979,0.9999999999981043,0.000999999999999998,1e-08,0.9999996673320026,0.9999999999966733,7.13028776494308e-20,7.27807820565838e-20,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,113,0.0,,0.0009999999999999987,0.9999999999987363,0.0009999999999999985,1e-08,0.9999996673320026,0.9999999999966733,3.5651438824781745e-20,3.6390391028369146e-20,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,114,0.0,,0.000999999999999999,0.9999999999991575,0.000999999999999999,1e-08,0.9999996673320026,0.9999999999966733,1.7825719412412985e-20,1.8195195514210317e-20,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,115,0.0,,0.0009999999999999992,0.9999999999994382,0.0009999999999999992,1e-08,0.9999996673320026,0.9999999999966733,8.912859706213864e-21,9.097597757113741e-21,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,116,0.0,,0.0009999999999999992,0.9999999999996256,0.0009999999999999994,1e-08,0.9999996673320026,0.9999999999966733,4.4564298531093896e-21,4.5487988785597324e-21,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,117,8.881784197001252e-16,inf,0.0009999999999999992,0.9999999999997503,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,2.2282149265555137e-21,2.2743994392808194e-21,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,118,0.0,0.0,0.0009999999999999992,0.9999999999998332,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,1.11410746327803e-21,1.1371997196407277e-21,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,119,0.0,,0.0009999999999999992,0.9999999999998888,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,5.570537316391062e-22,5.685998598204699e-22,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,120,8.881784197001252e-16,inf,0.0009999999999999992,0.9999999999999258,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,2.785268658195835e-22,2.8429992991027038e-22,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,121,8.881784197001252e-16,1.0,0.0009999999999999992,0.9999999999999505,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,1.392634329098019e-22,1.4214996495514701e-22,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,122,0.0,0.0,0.0009999999999999992,0.9999999999999668,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,6.963171645490433e-23,7.107498247757743e-23,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,123,0.0,,0.0009999999999999992,0.9999999999999776,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,3.48158582274533e-23,3.553749123879003e-23,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,124,8.881784197001252e-16,inf,0.0009999999999999992,0.9999999999999851,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,1.7407929113727032e-23,1.7768745619395463e-23,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,125,-8.881784197001252e-16,-1.0,0.0009999999999999992,0.99999999999999,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,8.703964556863644e-24,8.88437280969788e-24,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,126,0.0,-0.0,0.0009999999999999992,0.9999999999999933,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,4.3519822784318645e-24,4.442186404848989e-24,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,127,8.881784197001252e-16,inf,0.0009999999999999992,0.9999999999999954,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,2.1759911392159462e-24,2.2210932024245108e-24,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,128,-8.881784197001252e-16,-1.0,0.0009999999999999992,0.9999999999999969,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,1.087995569607978e-24,1.1105466012122613e-24,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,129,0.0,-0.0,0.0009999999999999992,0.9999999999999981,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,5.439977848039908e-25,5.552733006061326e-25,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,130,0.0,,0.0009999999999999992,0.9999999999999984,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,2.7199889240199585e-25,2.7763665030306683e-25,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,131,0.0,,0.0009999999999999992,0.9999999999999987,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,1.3599944620099813e-25,1.3881832515153365e-25,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,132,0.0,,0.0009999999999999992,0.9999999999999991,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,6.799972310049916e-26,6.940916257576693e-26,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,133,0.0,,0.0009999999999999992,0.9999999999999994,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,3.3999861550249613e-26,3.47045812878835e-26,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,134,0.0,,0.0009999999999999992,0.9999999999999994,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,1.6999930775124815e-26,1.735229064394176e-26,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,135,0.0,,0.0009999999999999992,0.9999999999999994,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,8.499965387562413e-27,8.676145321970884e-27,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,136,0.0,,0.0009999999999999992,0.9999999999999994,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,4.249982693781209e-27,4.3380726609854444e-27,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,137,0.0,,0.0009999999999999992,0.9999999999999994,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,2.1249913468906055e-27,2.1690363304927233e-27,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,138,0.0,,0.0009999999999999992,0.9999999999999994,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,1.0624956734453033e-27,1.0845181652463623e-27,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,139,0.0,,0.0009999999999999992,0.9999999999999994,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,5.312478367226519e-28,5.422590826231814e-28,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,140,0.0,,0.0009999999999999992,0.9999999999999994,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,2.656239183613261e-28,2.711295413115909e-28,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,141,0.0,,0.0009999999999999992,0.9999999999999994,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,1.3281195918066311e-28,1.3556477065579552e-28,ok
covariance_bootstrap_scaling,gaussian,kl,kl,10,1000.0,1.0,1000.0,0.0,1e-08,,0,0.5,142,0.0,,0.0009999999999999992,0.9999999999999994,0.0009999999999999998,1e-08,0.9999996673320026,0.9999999999966733,6.64059795903316e-29,6.77823853278978e-29,ok
