experiment,target,scheme,method,d,kappa,alpha,beta,gamma,lambda0,c,bootstrap,dt,iteration,energy_gap,gap_ratio,lambda_min_C,lambda_max_C,L_n,lambda_frozen,q_dynamic,q_frozen,mean_err_norm,local_norm,status
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,15,111.8727472282968,0.978141495502691,1.8080398962672158e-07,1.8080421626369012e-07,1.8080380875029956e-07,1e-10,1.0000002712057132,1.00000000015,6.064861782414835,0.008155015896813589,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,16,109.37271822032795,0.9776529220037201,2.9809511404096983e-07,2.980957302377283e-07,2.980946222621048e-07,1e-10,1.0000004471419335,1.00000000015,6.064860440887746,0.010471239062428521,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,17,106.87267039436533,0.977141943012458,4.914750226790667e-07,4.914766978942719e-07,4.914736857147623e-07,1e-10,1.0000007372105286,1.00000000015,6.064858229085569,0.01344531884642427,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,18,104.37259154293527,0.9766069394335835,8.103033326871147e-07,8.103078867480003e-07,8.102996981761289e-07,1e-10,1.0000012154495472,1.00000000015,6.064854582445896,0.017264092490808826,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,19,101.87246153958975,0.9760461059135717,1.3359589276496268e-06,1.3359713074233456e-06,1.3359490476602985e-06,1e-10,1.0000020039235715,1.00000000015,6.064848570168787,0.02216745174649476,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,20,99.37224720216929,0.9754574072361173,2.2026091877714906e-06,2.202642840259621e-06,2.2025823309032373e-06,1e-10,1.0000033038734963,1.00000000015,6.064838657641183,0.02846339828034873,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,21,96.87189382456246,0.9748385142934329,3.6314486253876283e-06,3.631540102996276e-06,3.6313756218690626e-06,1e-10,1.0000054470634328,1.00000000015,6.064822314759019,0.036547360209687546,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,22,94.37131121713261,0.9741867067040264,5.987137881226238e-06,5.987386541483456e-06,5.986939445346588e-06,1e-10,1.000008980409168,1.00000000015,6.06479537020858,0.046926963291723585,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,23,91.87035069723734,0.9734987202398727,9.870826080985559e-06,9.871501994554121e-06,9.870286719437941e-06,1e-10,1.0000148054300793,1.00000000015,6.064750946989653,0.06025377059723853,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,24,89.36876716922103,0.9727705020277936,1.627343773791423e-05,1.6275274981277155e-05,1.62719718043817e-05,1e-10,1.0000244079577065,1.00000000015,6.064677707752005,0.07736389491945102,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,25,86.86615664894899,0.9719968105240467,2.6828179923523337e-05,2.6833173688596605e-05,2.6824196029847766e-05,1e-10,1.0000402362940448,1.00000000015,6.064556962828417,0.09932984539040048,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,26,84.3618533788831,0.9711705528749649,4.422625794613886e-05,4.423983066926838e-05,4.421543277941713e-05,1e-10,1.000066323149169,1.00000000015,6.064357904861357,0.12752646372394175,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,27,81.85476052466427,0.9702816764473031,7.290064980203921e-05,7.293753644661979e-05,7.287124270828004e-05,1e-10,1.0001093068640625,1.00000000015,6.0640297592957575,0.1637142432758963,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,28,79.34307192370335,0.9693153020684226,0.00012014904927502838,0.00012024928234883586,0.00012006919655453935,1e-10,1.000180103794832,1.00000000015,6.06348886246045,0.2101434727441135,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,29,76.82381572076153,0.9682485673687509,0.00019797332592874463,0.00019824562978926227,0.0001977566397654901,1e-10,1.0002966349596483,1.00000000015,6.06259741048105,0.2696819703599623,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,30,74.29210843737643,0.9670452806902051,0.00032607989807514155,0.00032681938979341353,0.0003254925638675749,1e-10,1.0004882388458014,1.00000000015,6.061128567382997,0.34596650095885045,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,31,71.73994267578361,0.9656468793890252,0.0005367390510605022,0.0005387460361108632,0.0005351499987536136,1e-10,1.0008027249981304,1.00000000015,6.058709331248562,0.44357081553528377,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,32,69.15423560904684,0.9639572186665603,0.0008825613834558205,0.0008880028130231293,0.0008782751468241225,1e-10,1.0013174127202362,1.00000000015,6.054727398112912,0.5681665450814649,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,33,66.51373792335087,0.9618172674104357,0.0014486908069375418,0.0014634192218114111,0.0014371864516448554,1e-10,1.0021557796774674,1.00000000015,6.048180461034587,0.7266169986518206,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,34,63.784272668830255,0.9589638871646937,0.002371248957862431,0.0024110055974019477,0.0023406191785500675,1e-10,1.003510928767825,1.00000000015,6.037435367080474,0.9268702958366036,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,35,60.91175924653949,0.9549651771181129,0.0038634499664438474,0.003970287133918404,0.003782956336379474,1e-10,1.0056744345045692,1.00000000015,6.019851143315133,1.1773793533194048,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,36,57.81292815943974,0.9491258974386658,0.0062478868848538215,0.006532915192947739,0.006040711851151539,1e-10,1.0090610677767273,1.00000000015,5.991209521371918,1.4855448195727938,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,37,54.365378422025884,0.9403671488856954,0.009984200302069776,0.010735830765632259,0.009468073871881415,1e-10,1.014202110807822,1.00000000015,5.944906549437877,1.8543849868103865,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,38,50.40318225115759,0.9271191282784664,0.015659580030419062,0.01760563289095876,0.014435936568915592,1e-10,1.0216539048533735,1.00000000015,5.870930402370489,2.276560638521533,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,39,45.73288246656655,0.9073411722037893,0.023873879947438694,0.028772385346290032,0.021174649043733947,1e-10,1.031761973565601,1.00000000015,5.75485414076873,2.7259071176943976,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,40,40.19356096091136,0.8788766155357742,0.03493242819144317,0.04676008209842751,0.02953761008407273,1e-10,1.044306415126109,1.00000000015,5.577456588550538,3.1502742745109327,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,41,33.77422005370761,0.8402893211316452,0.04836388857255029,0.0753127807360516,0.0388422900081308,1e-10,1.0582634350121962,1.00000000015,5.315985261038091,3.4753724751858472,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,42,26.7420201579835,0.7917879410822356,0.06261056216241631,0.11958093960029667,0.04801651744067896,1e-10,1.0720247761610184,1.00000000015,4.947933800242806,3.6285457553971243,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,43,19.657120716995482,0.7350649128550257,0.07548101575632524,0.18571309653959425,0.056045449684187836,1e-10,1.0840681745262817,1.00000000015,4.457237654711733,3.5707077606841824,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,44,13.202116548140403,0.6716200575970364,0.08532573415024441,0.2790375729583231,0.062371069477373337,1e-10,1.09355660421606,1.00000000015,3.8423323996377095,3.3048256895955066,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,45,7.94542161766757,0.6018293800615425,0.09182158752155448,0.400145270080274,0.06695455216394547,1e-10,1.1004318282459182,1.00000000015,3.1260747300395337,2.859320297764419,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,46,4.186695801427678,0.526931861251777,0.09565418905228942,0.5401003854897798,0.0700780948837489,1e-10,1.1051171423256234,1.00000000015,2.364305213758093,2.2834123731443,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,47,1.8915117134691926,0.4517910550903126,0.0977554102635697,0.6797362318568256,0.07211874360671594,1e-10,1.1081781154100738,1.00000000015,1.6413832111561422,1.6590741249224203,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,48,0.7272475342449471,0.3844795298206817,0.09885869368268228,0.7977830654321287,0.07341540300193435,1e-10,1.1101231045029016,1.00000000015,1.0415343552058245,1.089594896114765,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,49,0.24147725902130102,0.33204273325176803,0.09942444664909005,0.882664505511371,0.07422483385083571,1e-10,1.1113372507762536,1.00000000015,0.6091944607709867,0.6521953854152268,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,50,0.07159446343099862,0.29648532421300666,0.0997109791052904,0.9359976138710975,0.07472453291153953,1e-10,1.1120867993673094,1.00000000015,0.3346528852347811,0.3633127725607846,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,51,0.019687466981158863,0.27498588630576537,0.09985517605198949,0.9664350742643728,0.0750309071574494,1e-10,1.112546360736174,1.00000000015,0.1763480404004239,0.19295122295953235,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,52,0.005177698239792861,0.262994637387734,0.09992750934193607,0.9827910983062847,0.07521795958707142,1e-10,1.1128269393806072,1.00000000015,0.09067032558345865,0.09961966897857816,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,53,0.0013287668201202862,0.25663272724318614,0.09996373496114137,0.9912839618192347,0.07533186769822653,1e-10,1.1129978015473398,1.00000000015,0.04599371574372831,0.05064186154993555,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,54,0.0003366452019024635,0.2533516015037076,0.09998186254824994,0.9956134233345891,0.07540112469978374,1e-10,1.1131016870496757,1.00000000015,0.023166124714581293,0.02553512645222421,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,55,8.472847801765937e-05,0.2516847931853424,0.099990930040436,0.9977994870976061,0.0754431932719039,1e-10,1.1131647899078558,1.00000000015,0.011625979299018464,0.012821915475737664,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,56,2.125368695615748e-05,0.2508446682085771,0.0999954647117196,0.9988979265920451,0.07546873202914926,1e-10,1.113203098043724,1.00000000015,0.005823795325937447,0.006424648155332337,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,57,5.32241002915157e-06,0.2504229049825915,0.09999773227872569,0.9994485076943906,0.07548423049421532,1e-10,1.113226345741323,1.00000000015,0.002914608727376428,0.003215759600254532,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,58,1.3317287050895743e-06,0.25021159546061156,0.09999886612007812,0.9997241397758104,0.07549363389020214,1e-10,1.113240450835303,1.00000000015,0.0014579833411501072,0.0016087403033775193,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,59,3.330731166428791e-07,0.2501058326444019,0.09999943305521772,0.9998620413486446,0.07549933847970483,1e-10,1.1132490077195571,1.00000000015,0.0007291615667185501,0.000804585480818501,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,60,8.3285908836217e-08,0.2500529303465705,0.0999997165264035,0.9999310135368279,0.07550279890818848,1e-10,1.1132541983622828,1.00000000015,0.00036462327638983973,0.0004023465981371543,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,61,2.0823680557668922e-08,0.2500264552388929,0.0999998582629004,0.9999655049837053,0.07550489791871007,1e-10,1.113257346878065,1.00000000015,0.00018232226382830166,0.00020118676668316567,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,62,5.2061954747273376e-09,0.2500132222211796,0.09999992913137488,0.9999827520456336,0.07550617108980759,1e-10,1.1132592566347115,1.00000000015,9.116378861955167e-05,0.00010059675064317714,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,63,1.301582841506388e-09,0.2500065254608127,0.09999996456566862,0.9999913759112569,0.07550694332803247,1e-10,1.1132604149920486,1.00000000015,4.558255852326345e-05,5.029921719673811e-05,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,64,3.254001512686955e-10,0.25000341191659636,0.0999999822828296,0.9999956879277377,0.07550741172188845,1e-10,1.1132611175828326,1.00000000015,2.279144531964615e-05,2.514981907337577e-05,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,65,8.135092599559357e-11,0.25000272949602587,0.09999999114141361,0.9999978439568962,0.07550769581995417,1e-10,1.1132615437299314,1.00000000015,1.1395764174907017e-05,1.2574962156217011e-05,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,66,2.0337509454293468e-11,0.2499972705337744,0.09999999557070652,0.9999989219767047,0.07550786813518298,1e-10,1.1132618022027745,1.00000000015,5.69789246629704e-06,6.28749423308797e-06,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,67,5.084821452783217e-12,0.2500218359682068,0.09999999778535319,0.9999994609879165,0.07550797265003556,1e-10,1.1132619589750534,1.00000000015,2.8489488278684694e-06,3.1437504053009998e-06,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,68,1.2709833185908792e-12,0.24995633187772925,0.09999999889267659,0.9999997304938493,0.07550803604163901,1e-10,1.1132620540624585,1.00000000015,1.4244750626153563e-06,1.571876024841272e-06,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,69,3.1885605267234496e-13,0.2508735150244584,0.09999999944633828,0.9999998652468973,0.07550807449064192,1e-10,1.113262111735963,1.00000000015,7.122376934781003e-07,7.859382179685191e-07,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,70,7.904787935331115e-14,0.2479108635097493,0.09999999972316914,0.9999999326234418,0.07550809781116011,1e-10,1.11326214671674,1.00000000015,3.561188872816733e-07,3.92969160371254e-07,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,71,1.9539925233402755e-14,0.24719101123595505,0.09999999986158457,0.9999999663117192,0.0755081119557764,1e-10,1.1132621679336645,1.00000000015,1.780594537764947e-07,1.9648459303237864e-07,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,72,4.440892098500626e-15,0.22727272727272727,0.0999999999307923,0.9999999831558591,0.07550812053492244,1e-10,1.1132621808023837,1.00000000015,8.902972942216214e-08,9.824229972787758e-08,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,73,8.881784197001252e-16,0.2,0.09999999996539616,0.9999999915779293,0.0755081257384385,1e-10,1.1132621886076577,1.00000000015,4.451486534455981e-08,4.912115066686091e-08,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,74,0.0,0.0,0.09999999998269807,0.9999999957889646,0.07550812889453086,1e-10,1.1132621933417963,1.00000000015,2.2257432830649594e-08,2.4560575534160984e-08,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,75,0.0,,0.09999999999134904,0.9999999978944822,0.07550813080879779,1e-10,1.1132621962131968,1.00000000015,1.1128716454917221e-08,1.2280287817263128e-08,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,76,0.0,,0.09999999999567452,0.9999999989472411,0.07550813196985941,1e-10,1.1132621979547892,1.00000000015,5.564358237356717e-09,6.1401439211772235e-09,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,77,8.881784197001252e-16,inf,0.09999999999783726,0.9999999994736205,0.0755081326740789,1e-10,1.1132621990111184,1.00000000015,2.7821791211528844e-09,3.0700719637250267e-09,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,78,-8.881784197001252e-16,-1.0,0.09999999999891863,0.9999999997368102,0.07550813310120962,1e-10,1.1132621996518144,1.00000000015,1.3910895611950738e-09,1.5350359826466169e-09,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,79,-8.881784197001252e-16,1.0,0.09999999999945931,0.999999999868405,0.0755081333602775,1e-10,1.1132622000404162,1.00000000015,6.955447807521949e-10,7.675179915193343e-10,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,80,0.0,-0.0,0.09999999999972964,0.9999999999342025,0.0755081335174101,1e-10,1.1132622002761152,1.00000000015,3.477723904147619e-10,3.837589958086737e-10,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,81,0.0,,0.09999999999986482,0.9999999999671012,0.07550813361271586,1e-10,1.1132622004190738,1.00000000015,1.7388619521704704e-10,1.918794979165884e-10,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,82,8.881784197001252e-16,inf,0.09999999999993242,0.9999999999835506,0.07550813367052171,1e-10,1.1132622005057826,1.00000000015,8.694309761094006e-11,9.59397489613571e-11,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,83,0.0,0.0,0.09999999999996621,0.9999999999917752,0.07550813370558274,1e-10,1.113262200558374,1.00000000015,4.347154880607416e-11,4.796987448144428e-11,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,84,0.0,,0.0999999999999831,0.9999999999958876,0.07550813372684832,1e-10,1.1132622005902726,1.00000000015,2.1735774403188113e-11,2.398493724091357e-11,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,85,0.0,,0.09999999999999157,0.9999999999979438,0.07550813373974655,1e-10,1.1132622006096198,1.00000000015,1.0867887201631811e-11,1.1992468620504641e-11,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,86,0.0,,0.09999999999999579,0.9999999999989718,0.07550813374756972,1e-10,1.1132622006213546,1.00000000015,5.433943600825346e-12,5.996234310264286e-12,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,87,0.0,,0.0999999999999979,0.9999999999994859,0.07550813375231472,1e-10,1.113262200628472,1.00000000015,2.716971800415033e-12,2.9981171551351337e-12,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,88,-8.881784197001252e-16,-inf,0.09999999999999894,0.9999999999997429,0.0755081337551927,1e-10,1.113262200632789,1.00000000015,1.3584859002081067e-12,1.4990585775683147e-12,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,89,0.0,-0.0,0.09999999999999948,0.9999999999998714,0.07550813375693828,1e-10,1.1132622006354074,1.00000000015,6.792429501042009e-13,7.495292887843444e-13,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,90,8.881784197001252e-16,inf,0.09999999999999974,0.9999999999999357,0.07550813375799703,1e-10,1.1132622006369957,1.00000000015,3.396214750521373e-13,3.747646443922189e-13,ok
covariance_bootstrap_scaling,gaussian,riemannian,riemannian,10,10.0,1.0,10.0,0.0,1e-10,,0,0.5,91,0.0,0.0,0.09999999999999987,0.9999999999999678,0.0755081337586392,1e-10,1.1132622006379589,1.00000000015,1.6981073752607786e-13,1.8738232219612117e-13,ok
