family,N_theta,kappa_target,seed,alpha_target,beta_target,rho,L_A,L_A_is_empirical,norm_mean_grad,norm_mean_hess_minus_I,empirical_min_hess_eig,empirical_max_hess_eig,M_mc,Lambda_hat,log_kappa_factor,Gamma_current,current_bound_rate,D_kappa,conjecture_bound_rate,lambda_over_logkappa
additive_index,4,5.0,7,0.33333333333333337,1.6666666666666665,0.48538134241491543,1.3734905082049573,True,1.4368394908154027e-17,0.0,0.7785080673378979,1.3333333333333333,32768,0.13151241450754508,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.050398752114730126
additive_index,4,5.0,8,0.33333333333333337,1.6666666666666665,0.586139685841894,1.1373853072397047,True,3.9592426378352643e-17,0.0,0.6666666666666667,1.268158675284241,32768,0.053180336245156265,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.020379996776987618
additive_index,4,5.0,9,0.33333333333333337,1.6666666666666665,0.5158261220306739,1.2924251762244465,True,8.003433970439143e-17,0.0,0.7404575844525987,1.3333333333333333,32768,0.0642918627100062,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.02463820365437794
random_feature,4,5.0,0,0.33333333333333337,1.6666666666666665,0.6026758947875436,1.1061777523086123,True,3.3752824854590536e-17,0.0,0.6666666666666667,1.2744128919928879,32768,0.037538971759712575,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.014385845925223023
random_feature,4,5.0,1,0.33333333333333337,1.6666666666666665,0.6473001865972923,1.0299188544517182,True,1.549406126934177e-17,0.0,0.7139988153121928,1.3333333333333333,32768,0.07019798095628553,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.026901571645674603
random_feature,4,5.0,2,0.33333333333333337,1.6666666666666665,0.583666094943743,1.142205573429657,True,3.2904184313708627e-17,0.0,0.6666666666666667,1.2336521601214623,32768,0.036054167473591484,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.01381683285193014
random_feature,4,5.0,3,0.3333333333333335,1.6666666666666665,0.5372659146933568,1.2408504772672297,True,3.800937547260328e-17,0.0,0.6666666666666667,1.2908988910190033,32768,0.037891076003564506,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.014520780825254227
random_feature,4,5.0,4,0.33333333333333337,1.6666666666666665,0.42430851630577526,1.5711837991633368,True,2.2987629332614704e-17,0.0,0.7972941838011729,1.3333333333333333,32768,0.06723607639227362,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.02576649786219875
random_feature,4,5.0,5,0.33333333333333337,1.6666666666666665,0.6487692644594989,1.0275866986733386,True,4.1696824390573504e-17,0.0,0.6926714344119462,1.3333333333333333,32768,0.0815689212973954,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.03125919222247652
random_feature,4,5.0,6,0.33333333333333337,1.6666666666666665,0.5972995214001342,1.1161346071463918,True,3.944990283853595e-17,0.0,0.7126443605807437,1.3333333333333333,32768,0.06733976811990981,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.02580623505124705
random_feature,4,5.0,7,0.33333333333333337,1.6666666666666665,0.4825238883309781,1.381624169888516,True,6.412037513683767e-17,0.0,0.780064265702322,1.3333333333333333,32768,0.14426103068078502,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.0552843315387479
random_feature,4,5.0,8,0.33333333333333337,1.6666666666666665,0.6147217357173355,1.0845015361116443,True,1.972999714812465e-17,0.0,0.6666666666666667,1.280575965725682,32768,0.04717895710752338,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.01808012249791931
random_feature,4,5.0,9,0.33333333333333326,1.6666666666666667,0.5252471272546324,1.2692438131955286,True,1.8234520422135065e-17,0.0,0.7191067865927857,1.3333333333333335,32768,0.06871186022324642,2.6094379124341005,0.6666666666666667,0.21428571428571427,16.32662240617609,0.0491965649785553,0.026332054077941848
radial_tail,4,5.0,0,0.33333333333333337,1.6666666666666665,0.26193544324031137,2.545156388228975,True,7.440647070544273e-17,0.0,0.862641763161315,1.3333333333333333,32768,0.20761303922373744,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.07956236024411659
radial_tail,4,5.0,1,0.33333333333333337,1.6666666666666665,0.26278603630557873,2.536918156075228,True,4.886518188475624e-17,0.0,0.8603529155659376,1.3333333333333333,32768,0.241912824672238,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.09270687128423767
radial_tail,4,5.0,2,0.33333333333333337,1.6666666666666665,0.2618719976709903,2.5457730211545972,True,2.0704801457985037e-17,0.0,0.8630279002506359,1.3333333333333333,32768,0.18509332632573883,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.07093225918262319
radial_tail,4,5.0,3,0.33333333333333337,1.6666666666666665,0.26217051491268945,2.542874307923934,True,4.993370820916711e-17,0.0,0.8623896922276595,1.3333333333333333,32768,0.20278846248979554,2.6094379124341005,0.6666666666666665,0.2142857142857143,16.32662240617609,0.0491965649785553,0.07771346523460033
