run_id,experiment_group,potential_family,seed,N_theta,kappa_target,rho,M_mc,operator_estimator,backend,chunk_size,Lambda_hat_raw_forward,Lambda_hat_full_sym,Lambda_hat_diag,Lambda_hat_separable_exact,full_over_diag,full_minus_diag,diag_minus_exact,gamma_loc,inverse_gamma_loc,self_adjoint_error_H_raw,self_adjoint_error_H_sym,self_adjoint_error_L_star,eig_residual_H,eig_residual_L_star,current_bound_rate,conjecture_bound_rate,lambda_over_logkappa,inverse_gamma_over_logkappa,runtime_seconds,status,error_message,family,quadrature_nodes,diag_offdiag_norm,full_sym_minus_exact,separable_exact_status,Lambda_hat,log_kappa_factor,Gamma_current,D_kappa,alpha_target,beta_target,L_A,L_A_is_empirical,norm_mean_grad,norm_mean_hess_minus_I,empirical_min_hess_eig,empirical_max_hess_eig
nglr_20260604_133155,natural_gradient_local_rate,random_feature,0,5,2.0,0.25791488431138077,2048,symmetrized,numpy,512,0.09799567986685263,0.23560195189081362,0.12482741575760661,,1.8874215288435685,0.11077453613320701,,0.910803000482292,1.097932263585513,1.0721600907805173,4.496403249731884e-15,2.6645352591003757e-15,7.521316695867624e-16,4.3996363085267585e-16,0.23076923076923078,0.06852312846017043,0.1391503081338133,0.648456481628734,0.10375189781188965,ok,,random_feature,80,0.15714322880753592,,not_separable,0.23560195189081362,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,1.2924160395911848,True,1.7390481077812804e-17,0.0,0.8333333333333334,1.1104930262141877
nglr_20260604_133155,natural_gradient_local_rate,random_feature,1,5,2.0,0.25207946468373515,2048,symmetrized,numpy,512,0.14002617273329235,0.22361201373576184,0.13939548544529745,,1.6041553499486412,0.08421652829046439,,0.9375278249559615,1.0666350089897043,1.104499771454725,4.3298697960381105e-15,4.440892098500626e-15,7.834576633988364e-16,5.616433483682723e-16,0.23076923076923078,0.06852312846017043,0.13206885751173178,0.6299718188922917,0.10520672798156738,ok,,random_feature,80,0.16349831440507281,,not_separable,0.22361201373576184,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,1.3223343430673387,True,3.543199995017969e-17,0.0,0.9024307589629738,1.1666666666666667
nglr_20260604_133155,natural_gradient_local_rate,separable,0,5,5.0,1.0930323110983224,2048,symmetrized,numpy,512,0.0,0.03432770742498899,-0.2557753290194636,-0.2598922810643388,-0.13421039299054824,0.29010303644445257,0.004116952044875222,0.7425830553256471,1.3466507117664666,0.7045413784119465,2.6645352591003757e-15,8.881784197001252e-16,3.8495929125372744e-16,4.968097819441327e-16,0.2142857142857143,0.0491965649785553,0.013155211419829446,0.5160692673888155,0.09097504615783691,ok,,separable,80,0.11226561879514382,0.2942199884893278,ok,0.03432770742498899,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,0.6099240250242679,False,2.82513547967096e-17,0.0,0.33731952289461176,1.50456987219551
nglr_20260604_133155,natural_gradient_local_rate,separable,1,5,5.0,1.0475367449717563,2048,symmetrized,numpy,512,0.0,0.0685470702188574,0.004696243514459849,0.010107284363800189,14.596149030134255,0.06385082670439755,-0.00541104084934034,0.7360958354385485,1.35851875782482,0.6199804198689614,3.3861802251067274e-15,1.7763568394002505e-15,5.810441651943923e-16,6.468152435605474e-16,0.2142857142857143,0.0491965649785553,0.026268902544960827,0.520617390952822,0.0901188850402832,ok,,separable,80,0.16854164730509036,0.058439785855057214,ok,0.0685470702188574,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,0.636413634048361,False,3.0598795783710835e-17,0.0,0.3884597216169908,1.666665168701919
nglr_20260604_133155,natural_gradient_local_rate,random_feature,0,5,5.0,0.5130516225726228,2048,symmetrized,numpy,512,0.055998309950679115,0.17449562837610222,0.10259159868756323,,1.7008763934707611,0.07190402968853898,,0.8789964046586123,1.1376610810921162,0.7729711708896985,2.831068712794149e-15,1.7763568394002505e-15,6.111651396865961e-16,9.27095692468456e-16,0.2142857142857143,0.0491965649785553,0.06687096387487203,0.43597936385882374,0.10517716407775879,ok,,random_feature,80,0.2155020681050398,,not_separable,0.17449562837610222,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,1.2994144006869397,True,5.0708802014432665e-17,0.0,0.6666666666666667,1.212487611139312
nglr_20260604_133155,natural_gradient_local_rate,random_feature,1,5,5.0,0.5393142766138049,2048,symmetrized,numpy,512,0.06934615832744924,0.1963644829803742,0.1522091395774466,,1.2900965311643497,0.044155343402927594,,0.8945583731740927,1.1178700350786241,0.8510195780918777,4.052314039881821e-15,2.6645352591003757e-15,3.572461787927153e-16,7.877517830851874e-16,0.2142857142857143,0.0491965649785553,0.07525164022668934,0.4283949542358982,0.10415124893188477,ok,,random_feature,80,0.24757345630494157,,not_separable,0.1963644829803742,2.6094379124341005,0.6666666666666665,16.32662240617609,0.3333333333333335,1.6666666666666665,1.2361376206327592,True,5.365427572716179e-17,0.0,0.7897912074548008,1.3333333333333333
nglr_20260604_133155,natural_gradient_local_rate,separable,0,8,2.0,0.5280915083687274,2048,symmetrized,numpy,512,0.0,0.28923082290542057,0.04311333280672151,0.005241680359460314,6.708616663945974,0.24611749009869904,0.0378716524472612,0.7881496311089755,1.2687946051474235,0.8840529367178989,3.802513859341161e-15,5.804235524285008e-16,1.5393879826373217e-15,1.0064423993900531e-15,0.23076923076923078,0.06852312846017043,0.1708243832705484,0.7493705330022266,0.1491069793701172,ok,,separable,80,0.2747497778640098,0.28398914254596025,ok,0.28923082290542057,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,0.6312037365701991,False,4.423929151728146e-17,0.0,0.6833782946836147,1.3333333324375538
nglr_20260604_133155,natural_gradient_local_rate,separable,1,8,2.0,0.5246291592530262,2048,symmetrized,numpy,512,0.042299299032333065,0.35613265971874175,0.1412863158509723,0.00506194758662604,2.5206450998013685,0.21484634386776946,0.13622436826434625,0.8307728434979063,1.2036984692344728,1.5523834113538235,1.2490009027033011e-15,3.9968028886505635e-15,1.929846268646431e-15,4.593155420394865e-16,0.23076923076923078,0.06852312846017043,0.2103376858241964,0.7109237064886434,0.1330559253692627,ok,,separable,80,0.31489409257004436,0.3510707121321157,ok,0.35613265971874175,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,0.6353694365901004,False,3.371821502982482e-17,0.0,0.6933824655582774,1.333332386636012
nglr_20260604_133155,natural_gradient_local_rate,random_feature,0,8,2.0,0.44920896395718757,2048,symmetrized,numpy,512,0.0381786745805598,0.38916149327457683,0.13143834931150777,,2.9607910880885107,0.25772314396306906,,0.8104317410381539,1.2339102102775632,1.221586354848515,2.090562552146645e-15,1.0554162328601365e-15,1.1569228712378253e-15,7.077944155966668e-16,0.23076923076923078,0.06852312846017043,0.22984504698869485,0.72876724743415,0.20498394966125488,ok,,random_feature,80,0.233999603770998,,not_separable,0.38916149327457683,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,0.7420451506508718,True,6.218618995884123e-17,0.0,0.8333333333333334,1.156379426905858
nglr_20260604_133155,natural_gradient_local_rate,random_feature,1,8,2.0,0.4233489947680708,2048,symmetrized,numpy,512,0.05989710250510622,0.3280976658207798,0.14956270948971553,,2.1937130380975143,0.17853495633106428,,0.7905462987214555,1.2649480512618836,1.395130016073375,2.0261570199409107e-15,3.1086244689504383e-15,1.0630428197161255e-15,6.214633612241531e-16,0.23076923076923078,0.06852312846017043,0.1937797668081482,0.7470986963127146,0.20144987106323242,ok,,random_feature,80,0.35162149670487397,,not_separable,0.3280976658207798,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,0.7873724455539288,True,9.451886473577814e-17,0.0,0.8333333333333334,1.1634144714353867
nglr_20260604_133155,natural_gradient_local_rate,separable,0,8,5.0,1.050131584263897,2048,symmetrized,numpy,512,0.08556022440500623,0.33733587507369256,0.15542388728784498,0.010423295987258259,2.1704249003175855,0.18191198778584758,0.14500059130058673,0.6893629432097812,1.4506146723579951,1.1576655665416902,2.1094237467877974e-15,1.3821590854612974e-15,1.0447563971734529e-15,7.636912002291056e-16,0.21428571428571427,0.0491965649785553,0.12927530234242035,0.5559107827190464,0.15157294273376465,ok,,separable,80,0.43942798498301827,0.3269125790864343,ok,0.33733587507369256,2.6094379124341005,0.6666666666666667,16.32662240617609,0.33333333333333326,1.6666666666666667,0.6348410776864455,False,3.182538672933217e-17,0.0,0.3671596543401472,1.666666418166316
nglr_20260604_133155,natural_gradient_local_rate,separable,1,8,5.0,1.0516334538951346,2048,symmetrized,numpy,512,0.0,0.36567554318516293,0.06756194378950325,0.0101468119529211,5.412448527598107,0.2981135993956597,0.05741513183658215,0.7130133208093969,1.4024983416366221,1.8496392002279796,8.058655339925992e-16,5.329070518200751e-15,1.8953239728434123e-15,6.170583504837461e-16,0.2142857142857143,0.0491965649785553,0.14013575162785094,0.5374714358803665,0.13487839698791504,ok,,separable,80,0.3760638140054833,0.3555287312322418,ok,0.36567554318516293,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,0.6339344418888603,False,2.3584886450177027e-17,0.0,0.38974768790307357,1.6666666414243596
nglr_20260604_133155,natural_gradient_local_rate,random_feature,0,8,5.0,0.8866663937463275,2048,symmetrized,numpy,512,0.07916431512284662,0.28954946467950715,0.10408726724955909,,2.7817952409614604,0.18546219742994807,,0.7449276332975521,1.3424122764426467,1.14064422618429,3.4416913763379853e-15,1.7430932470785375e-15,1.1607674035962169e-15,1.1059419977930896e-15,0.2142857142857143,0.0491965649785553,0.11096238898798459,0.5144449960069891,0.20414519309997559,ok,,random_feature,80,0.3710322938905792,,not_separable,0.28954946467950715,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,0.7518799306804425,True,4.083018421294046e-17,0.0,0.6912545887276214,1.3333333333333333
nglr_20260604_133155,natural_gradient_local_rate,random_feature,1,8,5.0,0.8420472520265077,2048,symmetrized,numpy,512,0.08662883110425644,0.27128431601237424,0.09192533796567694,,2.951137542879269,0.17935897804669731,,0.8230962660704113,1.2149247192848467,1.030130167583493,4.163336342344337e-15,1.3322676295501878e-15,1.0687243089563184e-15,8.204315947506116e-16,0.2142857142857143,0.0491965649785553,0.10396274029732268,0.46558866700589824,0.202131986618042,ok,,random_feature,80,0.1984876368291841,,not_separable,0.27128431601237424,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,0.7917212069301782,True,4.965643023117577e-17,0.0,0.6803427522970937,1.3333333333333333
