run_id,experiment_group,potential_family,seed,N_theta,kappa_target,rho,M_mc,operator_estimator,backend,chunk_size,Lambda_hat_raw_forward,Lambda_hat_full_sym,Lambda_hat_diag,Lambda_hat_separable_exact,full_over_diag,full_minus_diag,diag_minus_exact,gamma_loc,inverse_gamma_loc,self_adjoint_error_H_raw,self_adjoint_error_H_sym,self_adjoint_error_L_star,eig_residual_H,eig_residual_L_star,current_bound_rate,conjecture_bound_rate,lambda_over_logkappa,inverse_gamma_over_logkappa,runtime_seconds,status,error_message,family,quadrature_nodes,diag_offdiag_norm,full_sym_minus_exact,separable_exact_status,Lambda_hat,log_kappa_factor,Gamma_current,D_kappa,alpha_target,beta_target,L_A,L_A_is_empirical,norm_mean_grad,norm_mean_hess_minus_I,empirical_min_hess_eig,empirical_max_hess_eig
nglr_20260604_133155,natural_gradient_local_rate,separable,0,3,2.0,0.5533909650295158,2048,symmetrized,numpy,512,0.0,0.03391310413005125,-0.07044670349912081,-0.13158077648903022,-0.48140086683366934,0.10435980762917206,0.0611340729899094,0.8825527488821194,1.1330767495389307,0.22428692070570505,2.8449465006019636e-16,4.440892098500626e-16,3.01088233472208e-17,5.435639130712292e-16,0.23076923076923078,0.06852312846017043,0.020029625610477497,0.6692133811806058,0.08056306838989258,ok,,separable,80,0.07089016306691026,0.16549388061908146,ok,0.03391310413005125,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,0.6023469019150947,False,1.394577108687996e-17,0.0,0.6676408002024786,1.2624410951312348
nglr_20260604_133155,natural_gradient_local_rate,separable,1,3,2.0,0.5529849507494828,2048,symmetrized,numpy,512,0.0,0.011775386202575585,-0.09426155651708654,-0.0943119381558081,-0.12492246720370136,0.10603694271966212,5.038163872156387e-05,0.8286542913168831,1.2067758659776169,0.45282945106570716,5.551115123125783e-16,3.450144432025522e-16,1.2580185436559602e-16,9.021796313115403e-16,0.23076923076923078,0.06852312846017043,0.006954732782699561,0.712741266579389,0.06835722923278809,ok,,separable,80,0.16606274892322184,0.10608732435838368,ok,0.011775386202575585,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,0.602789158875939,False,1.0353777878625925e-17,0.0,0.6683859743710285,1.276411283813434
nglr_20260604_133155,natural_gradient_local_rate,random_feature,0,3,2.0,0.24972112067585805,2048,symmetrized,numpy,512,0.03788981571336822,0.06032386373068817,0.03438963736105311,,1.7541291028269475,0.025934226369635056,,0.9519379785589452,1.050488605900367,0.17184611544643683,7.771561172376096e-16,7.771561172376096e-16,1.2882996672475313e-16,3.1325571013481585e-16,0.23076923076923078,0.06852312846017043,0.03562824568549221,0.6204354931229057,0.0655517578125,ok,,random_feature,80,0.07757972688332691,,not_separable,0.06032386373068817,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,1.334822350753444,True,1.1283710347545991e-17,0.0,0.8333333333333334,1.130616529962749
nglr_20260604_133155,natural_gradient_local_rate,random_feature,1,3,2.0,0.3031204114597027,2048,symmetrized,numpy,512,0.0767158725342066,0.11594357388147221,0.0522834932412974,,2.2175942480807946,0.06366008064017481,,0.9614552586144213,1.0400900000704418,0.5007885387164639,5.828670879282072e-16,8.881784197001252e-16,8.428150035860173e-17,6.168984981428613e-16,0.23076923076923078,0.06852312846017043,0.06847814248677908,0.6142939090070544,0.06421780586242676,ok,,random_feature,80,0.03693916196587259,,not_separable,0.11594357388147221,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,1.0996730036362041,True,5.966918343211016e-17,0.0,0.8489851801029525,1.1666666666666667
nglr_20260604_133155,natural_gradient_local_rate,separable,0,3,5.0,1.0897781372917599,2048,symmetrized,numpy,512,0.0,0.008420713882008097,-0.264873281509097,-0.2591185302383294,-0.0317914809452719,0.2732939953911051,-0.005754751270767577,0.7542420317225635,1.3258343581252905,0.3728582205391934,4.440892098500626e-16,4.497652974186677e-16,4.031687089085713e-17,5.142277524252921e-16,0.2142857142857143,0.0491965649785553,0.0032270221268277657,0.5080919349748175,0.060231924057006836,ok,,separable,80,0.05013047016190272,0.2675392441203375,ok,0.008420713882008097,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,0.611745312053534,False,9.815544299208273e-18,0.0,0.3359355275520026,1.503711855193961
nglr_20260604_133155,natural_gradient_local_rate,separable,1,3,5.0,1.1289510424046871,2048,symmetrized,numpy,512,0.0,0.005780611747702976,-0.18428408409987962,-0.1925433246382169,-0.03136793812627876,0.1900646958475826,0.008259240538337292,0.7485563611904926,1.335904751927584,0.3386598384888077,7.771561172376096e-16,8.881784197001252e-16,6.713166317537795e-17,5.580102831267457e-16,0.21428571428571427,0.0491965649785553,0.002215270852070507,0.5119511545233293,0.06142830848693848,ok,,separable,80,0.08550757647917648,0.19832393638591989,ok,0.005780611747702976,2.6094379124341005,0.6666666666666667,16.32662240617609,0.33333333333333326,1.6666666666666667,0.5905186687694216,False,1.5012663754528407e-17,0.0,0.33413016603962353,1.5697109987412612
nglr_20260604_133155,natural_gradient_local_rate,random_feature,0,3,5.0,0.4866065124282496,2048,symmetrized,numpy,512,0.03882465857023523,0.10852926855890895,0.07694690749472133,,1.4104435394801826,0.03158236106418762,,0.9200884227955248,1.0868520625025127,0.3810095418583812,5.828670879282072e-16,6.123577299618455e-16,1.8009404201609862e-16,4.878984946956307e-16,0.2142857142857143,0.0491965649785553,0.041591052249897044,0.4165081136146635,0.06479692459106445,ok,,random_feature,80,0.07673930681572448,,not_separable,0.10852926855890895,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,1.3700323559992778,True,9.408783618312178e-18,0.0,0.6666666666666667,1.2308992098916556
nglr_20260604_133155,natural_gradient_local_rate,random_feature,1,3,5.0,0.6342156527541071,2048,symmetrized,numpy,512,0.1194780038986239,0.1402144035251632,0.12282718176873621,,1.1415584197735997,0.017387221756427,,0.927421325239509,1.0782585786904861,0.4951977357853308,6.38378239159465e-16,7.04511993784593e-16,2.728442104902125e-16,4.2774214746361787e-16,0.2142857142857143,0.0491965649785553,0.053733565706635386,0.4132148818534945,0.06372833251953125,ok,,random_feature,80,0.10184081521399588,,not_separable,0.1402144035251632,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,1.0511671602106314,True,1.7190283820530356e-17,0.0,0.6929767692239868,1.3333333333333333
nglr_20260604_133155,natural_gradient_local_rate,separable,0,5,2.0,0.5485457396797514,2048,symmetrized,numpy,512,0.0,0.09547354942362594,-0.0876468319750995,-0.130428718443138,-1.0892983496625415,0.18312038139872544,0.0427818864680385,0.8471586357492953,1.1804164625147444,0.8045599278837072,2.248201624865942e-15,1.7763568394002505e-15,4.760060763302002e-16,5.4898191316823505e-16,0.23076923076923078,0.06852312846017043,0.05638821628728793,0.6971729782666417,0.09066176414489746,ok,,separable,80,0.13804604818364513,0.22590226786676393,ok,0.09547354942362594,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,0.6076673451660347,False,1.502160053463053e-17,0.0,0.6682597967457848,1.2546913244617746
nglr_20260604_133155,natural_gradient_local_rate,separable,1,5,2.0,0.5232344712185878,2048,symmetrized,numpy,512,0.0,0.11705352861234594,-0.005794148625370048,0.005048490771263216,-20.202023831390797,0.12284767723771599,-0.010842639396633264,0.83974919902987,1.1908317401853572,1.1261172747116122,2.6922908347160046e-15,1.7763568394002505e-15,3.096882260147731e-16,5.343652287015414e-16,0.23076923076923078,0.06852312846017043,0.06913369963125997,0.7033244090401721,0.09154891967773438,ok,,separable,80,0.09966808534033553,0.11200503784108273,ok,0.11705352861234594,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,0.6370630217787756,False,1.8347199761293442e-17,0.0,0.6927236242290553,1.333331699476123
