potential_family,N_theta,kappa_target,Lambda_hat_full_sym_mean,Lambda_hat_full_sym_std,Lambda_hat_diag_mean,Lambda_hat_separable_exact_mean,full_minus_diag_mean,lambda_over_logkappa_mean,self_adjoint_error_H_sym_max,n_seeds
radial_tail,4,100.0,0.30130474253497286,0.001001203698633065,0.30126928098926725,,3.546154570560622e-05,0.0537547893350642,2.7755575615628914e-16,3
radial_tail,5,2.0,0.10471809492920693,0.0016717208185225497,0.10446281964600411,,0.0002552752832027667,0.06184819378465097,6.938893903907227e-17,3
radial_tail,5,5.0,0.21033960903269525,0.002197330172828995,0.21025413657452718,,8.547245816809522e-05,0.0806072480323891,1.6653345369377348e-16,3
radial_tail,5,10.0,0.26090992291598386,0.001622780773129729,0.2608450007088175,,6.492220716638093e-05,0.0790017260931342,1.1102230246251563e-16,3
radial_tail,5,20.0,0.2890742025812316,0.0014952011650919497,0.2889471271770127,,0.00012707540421894153,0.07234573860077853,3.3306690738754696e-16,3
radial_tail,5,50.0,0.3056842100440504,0.0009646972537985086,0.30561703085980724,,6.717918424311205e-05,0.06223183598819604,1.6653345369377348e-16,3
radial_tail,5,100.0,0.31240401575924387,0.002952688243119362,0.3123348674802992,,6.914827894470103e-05,0.055734974210095704,2.7755575615628914e-16,3
radial_tail,6,2.0,0.11057914846318533,0.0024649620495502743,0.11029881511212403,,0.0002803333510612333,0.06530982641840703,5.551115123125783e-17,3
radial_tail,6,5.0,0.21853869473211432,0.0018234958661223182,0.21835355608235982,,0.00018513864975443334,0.08374933685556053,1.3877787807814454e-16,3
radial_tail,6,10.0,0.26655787724041563,0.0018266119048649014,0.26641825873321223,,0.00013961850720333333,0.0807118877287611,1.1102230246251563e-16,3
radial_tail,6,20.0,0.30107889697148654,0.0005670490897720506,0.300962541384874,,0.00011635558661256456,0.07535011766533917,2.220446049250313e-16,3
radial_tail,6,50.0,0.31496318779725846,0.0021540538122942258,0.3148541241224154,,0.00010906367484295137,0.06412086984307704,3.8857805861880484e-16,3
radial_tail,6,100.0,0.3230346968856928,0.001583330861841772,0.3229369088751152,,9.778801057758765e-05,0.0576315591082713,2.914335439641036e-16,3
radial_tail,7,2.0,0.1136350338441346,0.0011768367304259887,0.11307159176006738,,0.0005634420840671333,0.06711468155211053,6.938893903907227e-17,3
radial_tail,7,5.0,0.22142993316730078,0.0018989222340108588,0.22115788849593473,,0.00027204467136596666,0.08485732966175445,2.220446049250313e-16,3
radial_tail,7,10.0,0.27229747027881857,0.008117825634806975,0.27213763595180157,,0.0001598343270169174,0.08244979693527289,1.6653345369377348e-16,3
radial_tail,7,20.0,0.303024169467531,0.0018834338399338689,0.30287093936332693,,0.00015323010420403334,0.07583695521171817,2.220446049250313e-16,3
radial_tail,7,50.0,0.3210468913557813,0.0016806659585103362,0.3208544402428372,,0.00019245111294393334,0.0653594030404582,3.3306690738754696e-16,3
radial_tail,7,100.0,0.32562836983863364,0.004401213342649391,0.32544063550494545,,0.00018773433368816667,0.05809428777963697,2.220446049250313e-16,3
radial_tail,8,2.0,0.11324452680350901,0.003943081181481932,0.11263274993379363,,0.0006117768697153,0.0668840418031807,8.326672684688674e-17,3
radial_tail,8,5.0,0.22467876747807447,0.0006187249702521321,0.22436821656560088,,0.0003105509124735667,0.08610236189467053,2.7755575615628914e-16,3
radial_tail,8,10.0,0.27731438895058075,0.0013640487898633202,0.2770005707198719,,0.0003138182307089,0.08396888532527526,1.6653345369377348e-16,3
radial_tail,8,20.0,0.3045011009975126,0.0021337627942763244,0.30418031514603866,,0.00032078585147396666,0.07620658246121054,2.7755575615628914e-16,3
