kappa,gamma,scheme,family,dt,dt_over_certified,perturb,p,r,q,c_cycle,M,initial_gap,final_gap,final_rel_gap,min_rel_gap,max_rel_gap,amplitude_min,amplitude_max,n_steps,sign_flips,n_tol,tol_rel,converged,status
128.0,1.0,riemannian,fisher_rao,1.0,128.0,1e-12,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2110758622.725654,2110758622.7224576,0.9999999999984858,0.9999999999984849,1.0,0.9999999999999999,1.000000000001,20000,20000,-1,1e-06,0,cycling
128.0,1.0,riemannian,fisher_rao,1.0,128.0,1e-06,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2110761820.5068786,2110758622.7224572,0.9999984850093505,0.99999848500935,1.0,1.0,1.000001,20000,20000,-1,1e-06,0,cycling
128.0,1.0,riemannian,fisher_rao,1.0,128.0,0.01,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2142816403.540882,2110758622.7224572,0.9850394178589209,0.9850394178589204,1.0,1.0,1.01,20000,20000,-1,1e-06,0,cycling
128.0,1.0,riemannian,fisher_rao,1.0,128.0,0.05,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2272646418.625979,2110758622.7224567,0.9287668356253156,0.9287668356253156,1.0,1.0000000000000002,1.05,20000,20000,-1,1e-06,0,cycling
128.0,1.0,riemannian,fisher_rao,1.0,128.0,0.1,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2438531444.057984,2110758622.7224576,0.8655859771116684,0.8655859771116676,1.0,0.9999999999999999,1.1,20000,20000,-1,1e-06,0,cycling
128.0,1.0,riemannian,fisher_rao,1.0,128.0,0.2,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2782293183.50744,2110758622.7224572,0.7586399000775228,0.7586399000775224,1.0,1.0,1.2,20000,20000,-1,1e-06,0,cycling
128.0,1.0,riemannian,fisher_rao,1.0,128.0,0.5,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,3909511910.5393777,2110758622.7224576,0.5399033616017929,0.5399033616017923,1.0,0.9999999999999999,1.5,20000,20000,-1,1e-06,0,cycling
128.0,1.0,kl,fisher_rao,1.0,128.0,0.0,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2110758622.7224562,2110758622.7224572,1.0000000000000004,1.0,1.0000000000000004,1.0,1.0000000000000002,20000,20000,-1,1e-06,0,cycling
128.0,1.0,kl,fisher_rao,1.0,128.0,1e-12,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2110758622.725654,2110758622.7224576,0.9999999999984858,0.9999999999984849,1.0,0.9999999999999999,1.000000000001,20000,20000,-1,1e-06,0,cycling
128.0,1.0,kl,fisher_rao,1.0,128.0,1e-06,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2110761820.5068786,2110758622.7224572,0.9999984850093505,0.99999848500935,1.0,1.0,1.000001,20000,20000,-1,1e-06,0,cycling
128.0,1.0,kl,fisher_rao,1.0,128.0,0.01,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2142816403.540882,2110758622.7224572,0.9850394178589209,0.9850394178589204,1.0,1.0,1.01,20000,20000,-1,1e-06,0,cycling
128.0,1.0,kl,fisher_rao,1.0,128.0,0.05,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2272646418.625979,2110758622.7224567,0.9287668356253156,0.9287668356253156,1.0,1.0000000000000002,1.05,20000,20000,-1,1e-06,0,cycling
128.0,1.0,kl,fisher_rao,1.0,128.0,0.1,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2438531444.057984,2110758622.7224576,0.8655859771116684,0.8655859771116676,1.0,0.9999999999999999,1.1,20000,20000,-1,1e-06,0,cycling
128.0,1.0,kl,fisher_rao,1.0,128.0,0.2,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2782293183.50744,2110758622.7224572,0.7586399000775228,0.7586399000775224,1.0,1.0,1.2,20000,20000,-1,1e-06,0,cycling
128.0,1.0,kl,fisher_rao,1.0,128.0,0.5,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,3909511910.5393777,2110758622.7224576,0.5399033616017929,0.5399033616017923,1.0,0.9999999999999999,1.5,20000,20000,-1,1e-06,0,cycling
128.0,1.5,riemannian,fisher_rao,1.5,192.0,0.0,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1930196321.8992045,1930196321.8992052,1.0000000000000004,1.0,1.0000000000000004,1.0,1.0000000000000002,20000,20000,-1,1e-06,0,cycling
128.0,1.5,riemannian,fisher_rao,1.5,192.0,1e-12,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1930196321.9019454,1930196321.8992076,0.9999999999985816,0.9999999999985808,1.0,1.0000000000000004,1.000000000001,20000,20000,-1,1e-06,0,cycling
128.0,1.5,riemannian,fisher_rao,1.5,192.0,1e-06,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1930199062.663363,1930196321.899207,0.9999985800613994,0.999998580061399,1.0,1.0000000000000007,1.000001,20000,20000,-1,1e-06,0,cycling
128.0,1.5,riemannian,fisher_rao,1.5,192.0,0.01,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1957706731.8266368,1930196321.899207,0.9859476348115935,0.985947634811593,1.0,1.0000000000000007,1.01,20000,20000,-1,1e-06,0,cycling
128.0,1.5,riemannian,fisher_rao,1.5,192.0,0.05,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,2069803943.8846164,1930196321.899207,0.9325503159862605,0.93255031598626,1.0,1.0000000000000007,1.05,20000,20000,-1,1e-06,0,cycling
128.0,1.5,riemannian,fisher_rao,1.5,192.0,0.1,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,2214550496.740657,1930196321.899207,0.871597339839413,0.8715973398394126,1.0,1.0000000000000007,1.1,20000,20000,-1,1e-06,0,cycling
128.0,1.5,riemannian,fisher_rao,1.5,192.0,0.2,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,2519460395.0646234,1930196321.8992076,0.7661149687767561,0.7661149687767554,1.0,1.0000000000000004,1.2,20000,20000,-1,1e-06,0,cycling
128.0,1.5,riemannian,fisher_rao,1.5,192.0,0.5,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,3557524430.931613,1930196321.8992076,0.5425672709698707,0.5425672709698702,1.0,1.0000000000000004,1.5,20000,20000,-1,1e-06,0,cycling
128.0,1.5,kl,fisher_rao,1.5,192.0,0.0,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1930196321.8992045,1930196321.8992045,1.0,1.0,1.0000000000000002,1.0,1.0,20000,20000,-1,1e-06,0,cycling
128.0,1.5,kl,fisher_rao,1.5,192.0,1e-12,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1930196321.9019454,1930196321.8992052,0.9999999999985804,0.9999999999985804,1.0,1.0000000000000002,1.000000000001,20000,20000,-1,1e-06,0,cycling
128.0,1.5,kl,fisher_rao,1.5,192.0,1e-06,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1930199062.663363,1930196321.8992045,0.9999985800613981,0.9999985800613981,1.0,1.0,1.000001,20000,20000,-1,1e-06,0,cycling
128.0,1.5,kl,fisher_rao,1.5,192.0,0.01,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,1957706731.8266368,1930196321.8992045,0.9859476348115922,0.9859476348115922,1.0,1.0,1.01,20000,20000,-1,1e-06,0,cycling
128.0,1.5,kl,fisher_rao,1.5,192.0,0.05,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,2069803943.8846164,1930196321.8992045,0.9325503159862591,0.9325503159862591,1.0,1.0,1.05,20000,20000,-1,1e-06,0,cycling
128.0,1.5,kl,fisher_rao,1.5,192.0,0.1,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,2214550496.740657,1930196321.8992045,0.8715973398394118,0.8715973398394118,1.0,1.0,1.1,20000,20000,-1,1e-06,0,cycling
128.0,1.5,kl,fisher_rao,1.5,192.0,0.2,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,2519460395.0646234,1930196321.8992052,0.7661149687767552,0.7661149687767552,1.0,1.0000000000000002,1.2,20000,20000,-1,1e-06,0,cycling
128.0,1.5,kl,fisher_rao,1.5,192.0,0.5,55.28571428571429,73.71428571428572,1.3333333333333333,0.01808785529715762,6097.613892992155,3557524430.931613,1930196321.8992052,0.54256727096987,0.54256727096987,1.0,1.0000000000000002,1.5,20000,20000,-1,1e-06,0,cycling
256.0,0.25,riemannian,fisher_rao,0.25,64.0,0.0,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,18951193081.782074,18951193081.782085,1.0000000000000007,1.0,1.000000000000001,1.0,1.0000000000000007,20000,20000,-1,1e-06,0,cycling
256.0,0.25,riemannian,fisher_rao,0.25,64.0,1e-12,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,18951193081.816315,18951193081.7821,0.9999999999981947,0.999999999996839,1.0,0.9999999999992504,1.000000000001,20000,20000,-1,1e-06,0,cycling
256.0,0.25,riemannian,fisher_rao,0.25,64.0,1e-06,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,18951227319.34198,18951193081.7821,0.9999981933856155,0.9999968384249736,1.0,0.9999992500000003,1.000001,20000,20000,-1,1e-06,0,cycling
256.0,0.25,riemannian,fisher_rao,0.25,64.0,0.01,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,19293782644.179596,18951193081.782085,0.9822435253513722,0.9689407243156302,1.0,0.9925000000000008,1.01,20000,20000,-1,1e-06,0,cycling
256.0,0.25,riemannian,fisher_rao,0.25,64.0,0.05,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,20668420588.49043,18951193081.782085,0.91691539760592,0.8549098366569153,1.8127400003120073,0.9625,1.5236504507585749,20000,20000,-1,1e-06,0,cycling
256.0,0.25,riemannian,fisher_rao,0.25,64.0,0.1,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,22396347332.0007,18951193081.782085,0.8461733871533571,0.731784419439195,1.631874447642167,0.9250000000000004,1.4984355093303632,20000,20000,-1,1e-06,0,cycling
256.0,0.25,riemannian,fisher_rao,0.25,64.0,0.2,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,25884298529.427002,20458.307851015536,7.903752086523482e-07,7.903752086523482e-07,1.0,0.0010326871698482184,1.2,24,2,24,1e-06,1,ok
256.0,0.25,riemannian,fisher_rao,0.25,64.0,0.5,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,36604933804.95203,21198.53831495113,5.791169689831082e-07,5.791169689831082e-07,1.0,0.0010512037096710553,1.4999999999999998,24,2,24,1e-06,1,ok
256.0,0.25,kl,fisher_rao,0.25,64.0,0.0,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,18951193081.782074,18951193081.782085,1.0000000000000007,1.0,1.000000000000001,1.0,1.0000000000000007,20000,20000,-1,1e-06,0,cycling
256.0,0.25,kl,fisher_rao,0.25,64.0,1e-12,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,18951193081.816315,18951193081.7821,0.9999999999981947,0.999999999996839,1.0,0.9999999999992504,1.000000000001,20000,20000,-1,1e-06,0,cycling
256.0,0.25,kl,fisher_rao,0.25,64.0,1e-06,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,18951227319.34198,18951193081.7821,0.9999981933856155,0.9999968384249736,1.0,0.9999992500000003,1.000001,20000,20000,-1,1e-06,0,cycling
256.0,0.25,kl,fisher_rao,0.25,64.0,0.01,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,19293782644.179596,18951193081.782097,0.9822435253513727,0.9689407243156302,1.0,0.9925000000000008,1.01,20000,20000,-1,1e-06,0,cycling
256.0,0.25,kl,fisher_rao,0.25,64.0,0.05,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,20668420588.49043,18951193081.782097,0.9169153976059206,0.8549098366569153,1.6938519613046288,0.9625,1.4560213883753295,20000,20000,-1,1e-06,0,cycling
256.0,0.25,kl,fisher_rao,0.25,64.0,0.1,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,22396347332.0007,18951193081.782097,0.8461733871533575,0.731784419439195,1.5219732641309751,0.9250000000000004,1.4304889608227787,20000,20000,-1,1e-06,0,cycling
256.0,0.25,kl,fisher_rao,0.25,64.0,0.2,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,25884298529.427002,12378.437340008684,4.782218581637841e-07,4.782218581637841e-07,1.0,0.0008032775631704868,1.2,6,2,6,1e-06,1,ok
256.0,0.25,kl,fisher_rao,0.25,64.0,0.5,28.555555555555557,228.44444444444446,8.0,0.03501945525291829,12242.245617945355,36604933804.95203,26407.3926355387,7.214162106192972e-07,7.214162106192972e-07,1.0,0.001173266524651274,1.4999999999999998,13,2,13,1e-06,1,ok
256.0,0.5,riemannian,fisher_rao,0.5,128.0,0.0,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18404812263.593826,18404812263.593826,1.0,1.0,1.0,1.0,1.0,20000,20000,-1,1e-06,0,cycling
256.0,0.5,riemannian,fisher_rao,0.5,128.0,1e-12,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18404812263.62464,18404812263.593834,0.9999999999983261,0.9999999999974892,1.0,0.9999999999995003,1.000000000001,20000,20000,-1,1e-06,0,cycling
256.0,0.5,riemannian,fisher_rao,0.5,128.0,1e-06,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18404843074.521114,18404812263.593834,0.9999983259337145,0.9999974889007281,1.0,0.9999995000000003,1.000001,20000,20000,-1,1e-06,0,cycling
256.0,0.5,riemannian,fisher_rao,0.5,128.0,0.01,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18713306634.553814,18404812263.59384,0.983514705498902,0.9752874938736025,1.0,0.9950000000000002,1.01,20000,20000,-1,1e-06,0,cycling
256.0,0.5,riemannian,fisher_rao,0.5,128.0,0.05,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,19954986849.25419,28753192392.550446,1.4409025979200325,0.6299704833834663,3.687943416698663,0.8096524284909475,2.5072203896430394,20000,20000,-1,1e-06,0,cycling
256.0,0.5,riemannian,fisher_rao,0.5,128.0,0.1,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,21524418262.06561,29630898838.225613,1.3766178708042842,0.5840368161536073,3.419040713900022,0.8096524284909469,2.5072203896430416,20000,20000,-1,1e-06,0,cycling
256.0,0.5,riemannian,fisher_rao,0.5,128.0,0.2,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,24721051569.141624,29630898838.225613,1.1986099683240323,0.5085160991706091,2.9769309034118403,0.8096524284909472,2.5072203896430416,20000,20000,-1,1e-06,0,cycling
256.0,0.5,riemannian,fisher_rao,0.5,128.0,0.5,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,34773115341.99514,28823.16868620698,8.288923325600778e-07,8.288923325600778e-07,1.0,0.0012258154041167974,1.5000000000000002,10,2,10,1e-06,1,ok
256.0,0.5,kl,fisher_rao,0.5,128.0,0.0,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18404812263.593826,18404812263.593826,1.0,1.0,1.0,1.0,1.0,20000,20000,-1,1e-06,0,cycling
256.0,0.5,kl,fisher_rao,0.5,128.0,1e-12,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18404812263.62464,18404812263.593834,0.9999999999983261,0.9999999999974892,1.0,0.9999999999995003,1.000000000001,20000,20000,-1,1e-06,0,cycling
256.0,0.5,kl,fisher_rao,0.5,128.0,1e-06,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18404843074.521114,18404812263.593834,0.9999983259337145,0.9999974889007281,1.0,0.9999995000000003,1.000001,20000,20000,-1,1e-06,0,cycling
256.0,0.5,kl,fisher_rao,0.5,128.0,0.01,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,18713306634.553814,18404812263.59385,0.9835147054989023,0.9752874938736025,1.0,0.9950000000000002,1.01,20000,20000,-1,1e-06,0,cycling
256.0,0.5,kl,fisher_rao,0.5,128.0,0.05,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,19954986849.25419,18404812263.59384,0.9223164316082582,0.8838259890763489,1.879393277707237,0.9750000000000005,1.5780868480287824,20000,20000,-1,1e-06,0,cycling
256.0,0.5,kl,fisher_rao,0.5,128.0,0.1,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,21524418262.06561,18404812263.59384,0.8550666521859164,0.7837858701557873,2.395937780178292,0.9500000000000001,1.9610062901152998,20000,20000,-1,1e-06,0,cycling
256.0,0.5,kl,fisher_rao,0.5,128.0,0.2,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,24721051569.141624,18404812263.59384,0.7444995700169926,0.6204618272814445,2.0664614838146207,0.9000000000000005,1.948270128085655,20000,20000,-1,1e-06,0,cycling
256.0,0.5,kl,fisher_rao,0.5,128.0,0.5,51.4,205.6,4.0,0.019455252918287938,12241.673784701725,34773115341.99514,32877.068059378085,9.454737585640704e-07,9.454737585640704e-07,1.0,0.0013091841043979052,1.5000000000000002,7,3,7,1e-06,1,ok
256.0,1.0,riemannian,fisher_rao,1.0,256.0,0.0,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,16987531155.159927,16987531155.159927,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,20000,20000,-1,1e-06,0,cycling
256.0,1.0,riemannian,fisher_rao,1.0,256.0,1e-12,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,16987531155.1856,16987531155.159927,0.9999999999984888,0.9999999999984888,1.0,1.0,1.000000000001,20000,20000,-1,1e-06,0,cycling
256.0,1.0,riemannian,fisher_rao,1.0,256.0,1e-06,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,16987556829.353298,16987531155.159935,0.999998488647095,0.9999984886470945,1.0,1.0,1.000001,20000,20000,-1,1e-06,0,cycling
256.0,1.0,riemannian,fisher_rao,1.0,256.0,0.01,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,17244914879.369846,16987531155.159927,0.9850748046012203,0.9850748046012203,1.0,1.0,1.01,20000,20000,-1,1e-06,0,cycling
256.0,1.0,riemannian,fisher_rao,1.0,256.0,0.05,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,18287286869.686314,16987531155.159927,0.9289257217985184,0.9289257217985184,1.0,1.0,1.05,20000,20000,-1,1e-06,0,cycling
256.0,1.0,riemannian,fisher_rao,1.0,256.0,0.1,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,19619135317.90471,16987531155.159935,0.8658654359581722,0.8658654359581719,1.0,1.0,1.1,20000,20000,-1,1e-06,0,cycling
256.0,1.0,riemannian,fisher_rao,1.0,256.0,0.2,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,22379110415.41752,16987531155.159931,0.7590798222013688,0.7590798222013685,1.0,0.9999999999999999,1.2,20000,20000,-1,1e-06,0,cycling
256.0,1.0,riemannian,fisher_rao,1.0,256.0,0.5,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,31429261316.5642,16987531155.159927,0.5405004904205931,0.5405004904205931,1.0,1.0,1.5,20000,20000,-1,1e-06,0,cycling
256.0,1.0,kl,fisher_rao,1.0,256.0,0.0,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,16987531155.159927,16987531155.159927,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,20000,20000,-1,1e-06,0,cycling
256.0,1.0,kl,fisher_rao,1.0,256.0,1e-12,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,16987531155.1856,16987531155.159927,0.9999999999984888,0.9999999999984888,1.0,1.0,1.000000000001,20000,20000,-1,1e-06,0,cycling
256.0,1.0,kl,fisher_rao,1.0,256.0,1e-06,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,16987556829.353298,16987531155.159935,0.999998488647095,0.9999984886470945,1.0,1.0,1.000001,20000,20000,-1,1e-06,0,cycling
256.0,1.0,kl,fisher_rao,1.0,256.0,0.01,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,17244914879.369846,16987531155.159927,0.9850748046012203,0.9850748046012203,1.0,1.0,1.01,20000,20000,-1,1e-06,0,cycling
256.0,1.0,kl,fisher_rao,1.0,256.0,0.05,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,18287286869.686314,16987531155.159927,0.9289257217985184,0.9289257217985184,1.0,1.0,1.05,20000,20000,-1,1e-06,0,cycling
256.0,1.0,kl,fisher_rao,1.0,256.0,0.1,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,19619135317.90471,16987531155.159935,0.8658654359581722,0.8658654359581719,1.0,1.0,1.1,20000,20000,-1,1e-06,0,cycling
256.0,1.0,kl,fisher_rao,1.0,256.0,0.2,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,22379110415.41752,16987531155.159931,0.7590798222013688,0.7590798222013685,1.0,0.9999999999999999,1.2,20000,20000,-1,1e-06,0,cycling
256.0,1.0,kl,fisher_rao,1.0,256.0,0.5,85.66666666666667,171.33333333333334,2.0,0.011673151750972763,12241.296507974686,31429261316.5642,16987531155.159927,0.5405004904205931,0.5405004904205931,1.0,1.0,1.5,20000,20000,-1,1e-06,0,cycling
256.0,1.5,riemannian,fisher_rao,1.5,384.0,0.0,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15535329876.250942,15535329876.250929,0.9999999999999991,0.9999999999999991,1.0,0.9999999999999994,1.0,20000,20000,-1,1e-06,0,cycling
256.0,1.5,riemannian,fisher_rao,1.5,384.0,1e-12,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15535329876.27295,15535329876.250929,0.9999999999985826,0.9999999999985826,1.0,0.9999999999999994,1.000000000001,20000,20000,-1,1e-06,0,cycling
256.0,1.5,riemannian,fisher_rao,1.5,384.0,1e-06,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15535351882.154709,15535329876.250933,0.9999985834949898,0.9999985834949898,1.0,0.9999999999999996,1.000001,20000,20000,-1,1e-06,0,cycling
256.0,1.5,riemannian,fisher_rao,1.5,384.0,0.01,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15756214052.508654,15535329876.250929,0.9859811389003974,0.9859811389003974,1.0,0.9999999999999994,1.01,20000,20000,-1,1e-06,0,cycling
256.0,1.5,riemannian,fisher_rao,1.5,384.0,0.05,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,16656255179.177692,15535329876.250929,0.932702441763257,0.932702441763257,1.0,0.9999999999999994,1.05,20000,20000,-1,1e-06,0,cycling
256.0,1.5,riemannian,fisher_rao,1.5,384.0,0.1,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,17818441536.1999,15535329876.250929,0.8718680500025432,0.8718680500025432,1.0,0.9999999999999994,1.1,20000,20000,-1,1e-06,0,cycling
256.0,1.5,riemannian,fisher_rao,1.5,384.0,0.2,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,20266597412.53072,15535329876.250933,0.7665485014591313,0.7665485014591313,1.0,0.9999999999999996,1.2,20000,20000,-1,1e-06,0,cycling
256.0,1.5,riemannian,fisher_rao,1.5,384.0,0.5,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,28601330339.814297,15535329876.250933,0.5431680866475318,0.5431680866475318,1.0,0.9999999999999996,1.5,20000,20000,-1,1e-06,0,cycling
256.0,1.5,kl,fisher_rao,1.5,384.0,0.0,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15535329876.250942,15535329876.250921,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999991,1.0,20000,20000,-1,1e-06,0,cycling
256.0,1.5,kl,fisher_rao,1.5,384.0,1e-12,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15535329876.27295,15535329876.250921,0.999999999998582,0.999999999998582,1.0,0.9999999999999991,1.000000000001,20000,20000,-1,1e-06,0,cycling
256.0,1.5,kl,fisher_rao,1.5,384.0,1e-06,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15535351882.154709,15535329876.250923,0.9999985834949892,0.9999985834949892,1.0,0.9999999999999992,1.000001,20000,20000,-1,1e-06,0,cycling
256.0,1.5,kl,fisher_rao,1.5,384.0,0.01,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,15756214052.508654,15535329876.250921,0.985981138900397,0.985981138900397,1.0,0.9999999999999991,1.01,20000,20000,-1,1e-06,0,cycling
256.0,1.5,kl,fisher_rao,1.5,384.0,0.05,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,16656255179.177692,15535329876.250921,0.9327024417632566,0.9327024417632566,1.0,0.9999999999999991,1.05,20000,20000,-1,1e-06,0,cycling
256.0,1.5,kl,fisher_rao,1.5,384.0,0.1,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,17818441536.1999,15535329876.250921,0.8718680500025427,0.8718680500025427,1.0,0.9999999999999991,1.1,20000,20000,-1,1e-06,0,cycling
256.0,1.5,kl,fisher_rao,1.5,384.0,0.2,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,20266597412.53072,15535329876.250923,0.7665485014591309,0.7665485014591309,1.0,0.9999999999999992,1.2,20000,20000,-1,1e-06,0,cycling
256.0,1.5,kl,fisher_rao,1.5,384.0,0.5,110.14285714285715,146.85714285714286,1.3333333333333333,0.00907911802853437,12241.14341251588,28601330339.814297,15535329876.250923,0.5431680866475315,0.5431680866475315,1.0,0.9999999999999992,1.5,20000,20000,-1,1e-06,0,cycling
512.0,0.25,riemannian,fisher_rao,0.25,128.0,0.0,57.0,456.0,8.0,0.017543859649122806,24529.58943811462,152112069604.82538,152112069604.82556,1.000000000000001,1.0,1.000000000000001,1.0,1.0000000000000007,20000,20000,-1,1e-06,0,cycling
512.0,0.25,riemannian,fisher_rao,0.25,128.0,1e-12,57.0,456.0,8.0,0.017543859649122806,24529.58943811462,152112069605.0998,152112069604.82562,0.9999999999981976,0.9999999999968442,1.0,0.9999999999992506,1.000000000001,20000,20000,-1,1e-06,0,cycling
512.0,0.25,riemannian,fisher_rao,0.25,128.0,1e-06,57.0,456.0,8.0,0.017543859649122806,24529.58943811462,152112343980.38815,152112069604.82562,0.99999819623079,0.99999684340403,1.0,0.9999992500000012,1.000001,20000,20000,-1,1e-06,0,cycling
512.0,0.25,riemannian,fisher_rao,0.25,128.0,0.01,57.0,456.0,8.0,0.017543859649122806,24529.58943811462,154857539908.47693,152112069604.82562,0.9822709936805536,0.9689887710508228,1.0,0.9925000000000007,1.01,20000,20000,-1,1e-06,0,cycling
512.0,0.25,riemannian,fisher_rao,0.25,128.0,0.05,57.0,456.0,8.0,0.017543859649122806,24529.58943811462,165873718066.2893,152112069604.82556,0.9170353891991251,0.8551184102620539,1.8312295266631589,0.9625000000000007,1.534800295864726,20000,20000,-1,1e-06,0,cycling
