kappa,gamma,scheme,family,dt,dt_over_certified,perturb,p,r,q,c_cycle,M,initial_gap,final_gap,final_rel_gap,min_rel_gap,max_rel_gap,amplitude_min,amplitude_max,n_steps,sign_flips,n_tol,tol_rel,converged,status
64.0,0.5,kl,fisher_rao,0.5,32.0,0.0,13.0,52.0,4.0,0.07692307692307693,3027.3282010893413,282348457.0436736,282348457.0436736,1.0,1.0,1.0000000000000013,1.0,1.0000000000000007,20000,20000,-1,1e-06,0,cycling
64.0,0.5,kl,fisher_rao,0.5,32.0,1e-12,13.0,52.0,4.0,0.07692307692307693,3027.3282010893413,282348457.0441502,282348457.04367375,0.9999999999983127,0.9999999999974689,1.0,0.9999999999995004,1.000000000001,20000,20000,-1,1e-06,0,cycling
64.0,0.5,kl,fisher_rao,0.5,32.0,1e-06,13.0,52.0,4.0,0.07692307692307693,3027.3282010893413,282348933.6089671,282348457.0436739,0.9999983121406298,0.9999974682111026,1.0,0.9999995000000006,1.000001,20000,20000,-1,1e-06,0,cycling
64.0,0.5,kl,fisher_rao,0.5,32.0,0.01,13.0,52.0,4.0,0.07692307692307693,3027.3282010893413,287120066.4483954,282348457.04367405,0.9833811357605724,0.9750872643728035,1.0,0.9950000000000003,1.01,20000,20000,-1,1e-06,0,cycling
64.0,0.5,kl,fisher_rao,0.5,32.0,0.05,13.0,52.0,4.0,0.07692307692307693,3027.3282010893413,306325645.3757648,282348457.04367405,0.9217264741165295,0.8829460303982588,1.7341231852730583,0.975,1.491940096510687,20000,20000,-1,1e-06,0,cycling
64.0,0.5,kl,fisher_rao,0.5,32.0,0.1,13.0,52.0,4.0,0.07692307692307693,3027.3282010893413,330600686.97906214,282348457.04367393,0.8540467947108527,0.7822826102813167,2.2592034906846594,0.9500000000000001,1.8783431386898397,20000,20000,-1,1e-06,0,cycling
64.0,0.5,kl,fisher_rao,0.5,32.0,0.2,13.0,52.0,4.0,0.07692307692307693,3027.3282010893413,380044329.9992749,282348457.04367393,0.7429355860781099,0.6182167030363129,1.9448861018283534,0.9000000000000007,1.8649884378351393,20000,20000,-1,1e-06,0,cycling
64.0,0.5,kl,fisher_rao,0.5,32.0,0.5,13.0,52.0,4.0,0.07692307692307693,3027.3282010893413,535523737.56886023,400.0316461282383,7.469914367274902e-07,7.469914367274902e-07,1.0,0.0011679123751970322,1.5,7,3,7,1e-06,1,ok
64.0,1.0,riemannian,fisher_rao,1.0,64.0,0.0,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,260749923.24097836,260749923.24097815,0.9999999999999992,0.9999999999999992,1.0,0.9999999999999994,1.0,20000,20000,-1,1e-06,0,cycling
64.0,1.0,riemannian,fisher_rao,1.0,64.0,1e-12,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,260749923.24137536,260749923.24097815,0.9999999999984767,0.9999999999984767,1.0,0.9999999999999994,1.000000000001,20000,20000,-1,1e-06,0,cycling
64.0,1.0,riemannian,fisher_rao,1.0,64.0,1e-06,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,260750320.18197137,260749923.24097815,0.9999984776970056,0.9999984776970056,1.0,0.9999999999999994,1.000001,20000,20000,-1,1e-06,0,cycling
64.0,1.0,riemannian,fisher_rao,1.0,64.0,0.01,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,264729255.70099446,260749923.2409782,0.9849682935515415,0.9849682935515406,1.0,0.999999999999999,1.01,20000,20000,-1,1e-06,0,cycling
64.0,1.0,riemannian,fisher_rao,1.0,64.0,0.05,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,280845055.9879426,260749923.2409782,0.9284476179355384,0.928447617935538,1.0,0.9999999999999992,1.05,20000,20000,-1,1e-06,0,cycling
64.0,1.0,riemannian,fisher_rao,1.0,64.0,0.1,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,301436364.8521157,260749923.2409782,0.8650247735335509,0.8650247735335501,1.0,0.999999999999999,1.1,20000,20000,-1,1e-06,0,cycling
64.0,1.0,riemannian,fisher_rao,1.0,64.0,0.2,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,344107510.9320888,260749923.2409781,0.7577571397226441,0.7577571397226435,1.0,0.9999999999999987,1.2,20000,20000,-1,1e-06,0,cycling
64.0,1.0,riemannian,fisher_rao,1.0,64.0,0.5,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,484029175.98502403,260749923.24097827,0.5387070370506879,0.5387070370506871,1.0,0.9999999999999988,1.4999999999999998,20000,20000,-1,1e-06,0,cycling
64.0,1.0,kl,fisher_rao,1.0,64.0,0.0,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,260749923.24097836,260749923.24097815,0.9999999999999992,0.9999999999999992,1.0,0.9999999999999994,1.0,20000,20000,-1,1e-06,0,cycling
64.0,1.0,kl,fisher_rao,1.0,64.0,1e-12,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,260749923.24137536,260749923.24097815,0.9999999999984767,0.9999999999984767,1.0,0.9999999999999994,1.000000000001,20000,20000,-1,1e-06,0,cycling
64.0,1.0,kl,fisher_rao,1.0,64.0,1e-06,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,260750320.18197137,260749923.24097815,0.9999984776970056,0.9999984776970056,1.0,0.9999999999999994,1.000001,20000,20000,-1,1e-06,0,cycling
64.0,1.0,kl,fisher_rao,1.0,64.0,0.01,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,264729255.70099446,260749923.2409782,0.9849682935515415,0.9849682935515406,1.0,0.999999999999999,1.01,20000,20000,-1,1e-06,0,cycling
64.0,1.0,kl,fisher_rao,1.0,64.0,0.05,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,280845055.9879426,260749923.2409782,0.9284476179355384,0.928447617935538,1.0,0.9999999999999992,1.05,20000,20000,-1,1e-06,0,cycling
64.0,1.0,kl,fisher_rao,1.0,64.0,0.1,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,301436364.8521157,260749923.2409782,0.8650247735335509,0.8650247735335501,1.0,0.999999999999999,1.1,20000,20000,-1,1e-06,0,cycling
64.0,1.0,kl,fisher_rao,1.0,64.0,0.2,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,344107510.9320888,260749923.2409781,0.7577571397226441,0.7577571397226435,1.0,0.9999999999999987,1.2,20000,20000,-1,1e-06,0,cycling
64.0,1.0,kl,fisher_rao,1.0,64.0,0.5,21.666666666666668,43.333333333333336,2.0,0.04615384615384615,3026.578013458532,484029175.98502403,260749923.24097827,0.5387070370506879,0.5387070370506871,1.0,0.9999999999999988,1.4999999999999998,20000,20000,-1,1e-06,0,cycling
64.0,1.5,riemannian,fisher_rao,1.5,96.0,0.0,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,238401812.42771068,238401812.42771098,1.0000000000000013,0.9999999999999994,1.0000000000000013,0.9999999999999997,1.0000000000000009,20000,20000,-1,1e-06,0,cycling
64.0,1.5,riemannian,fisher_rao,1.5,96.0,1e-12,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,238401812.42805085,238401812.42771116,0.9999999999985751,0.9999999999985741,1.0,1.0000000000000007,1.000000000001,20000,20000,-1,1e-06,0,cycling
64.0,1.5,riemannian,fisher_rao,1.5,96.0,1e-06,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,238402152.5944504,238401812.42771116,0.9999985731389773,0.9999985731389763,1.0,1.0000000000000007,1.000001,20000,20000,-1,1e-06,0,cycling
64.0,1.5,riemannian,fisher_rao,1.5,96.0,0.01,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,241816234.79757124,238401812.42771122,0.9858800945572646,0.9858800945572638,1.0,1.000000000000001,1.01,20000,20000,-1,1e-06,0,cycling
64.0,1.5,riemannian,fisher_rao,1.5,96.0,0.05,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,255729049.23615617,238401812.4277111,0.9322437679246833,0.9322437679246826,1.0,1.0000000000000007,1.05,20000,20000,-1,1e-06,0,cycling
64.0,1.5,riemannian,fisher_rao,1.5,96.0,0.1,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,273694098.4424585,238401812.4277111,0.871052075234398,0.8710520752343972,1.0,1.0000000000000007,1.1,20000,20000,-1,1e-06,0,cycling
64.0,1.5,riemannian,fisher_rao,1.5,96.0,0.2,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,311537634.0486339,238401812.42771122,0.7652424181615712,0.7652424181615706,1.0,1.000000000000001,1.2,20000,20000,-1,1e-06,0,cycling
64.0,1.5,riemannian,fisher_rao,1.5,96.0,0.5,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,440375738.4157256,238401812.4277111,0.5413600060833821,0.5413600060833816,1.0,1.0000000000000007,1.4999999999999998,20000,20000,-1,1e-06,0,cycling
64.0,1.5,kl,fisher_rao,1.5,96.0,0.0,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,238401812.42771068,238401812.42771068,1.0,0.9999999999999994,1.0,0.9999999999999997,1.0,20000,20000,-1,1e-06,0,cycling
64.0,1.5,kl,fisher_rao,1.5,96.0,1e-12,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,238401812.42805085,238401812.42771074,0.9999999999985734,0.9999999999985734,1.0,1.0000000000000002,1.000000000001,20000,20000,-1,1e-06,0,cycling
64.0,1.5,kl,fisher_rao,1.5,96.0,1e-06,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,238402152.5944504,238401812.42771074,0.9999985731389756,0.9999985731389756,1.0,1.0000000000000002,1.000001,20000,20000,-1,1e-06,0,cycling
64.0,1.5,kl,fisher_rao,1.5,96.0,0.01,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,241816234.79757124,238401812.42771074,0.9858800945572626,0.9858800945572626,1.0,1.0000000000000002,1.01,20000,20000,-1,1e-06,0,cycling
64.0,1.5,kl,fisher_rao,1.5,96.0,0.05,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,255729049.23615617,238401812.4277108,0.9322437679246822,0.9322437679246822,1.0,1.0000000000000002,1.05,20000,20000,-1,1e-06,0,cycling
64.0,1.5,kl,fisher_rao,1.5,96.0,0.1,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,273694098.4424585,238401812.4277108,0.8710520752343969,0.8710520752343969,1.0,1.0000000000000002,1.1,20000,20000,-1,1e-06,0,cycling
64.0,1.5,kl,fisher_rao,1.5,96.0,0.2,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,311537634.0486339,238401812.42771074,0.7652424181615697,0.7652424181615697,1.0,1.0000000000000002,1.2,20000,20000,-1,1e-06,0,cycling
64.0,1.5,kl,fisher_rao,1.5,96.0,0.5,27.85714285714286,37.142857142857146,1.3333333333333333,0.035897435897435895,3026.273594152225,440375738.4157256,238401812.4277108,0.5413600060833814,0.5413600060833814,1.0,1.0000000000000002,1.4999999999999998,20000,20000,-1,1e-06,0,cycling
128.0,0.25,riemannian,fisher_rao,0.25,32.0,0.0,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2353646071.6439867,2353646071.6439867,1.0,0.9999999999999994,1.0,0.9999999999999997,1.0,20000,20000,-1,1e-06,0,cycling
128.0,0.25,riemannian,fisher_rao,0.25,32.0,1e-12,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2353646071.6482525,2353646071.6439857,0.9999999999981872,0.9999999999968284,1.0,0.99999999999925,1.000000000001,20000,20000,-1,1e-06,0,cycling
128.0,0.25,riemannian,fisher_rao,0.25,32.0,1e-06,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2353650337.229357,2353646071.6439867,0.9999981876724412,0.9999968284269206,1.0,0.99999925,1.000001,20000,20000,-1,1e-06,0,cycling
128.0,0.25,riemannian,fisher_rao,0.25,32.0,0.01,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2396328582.5887566,2353646071.6439896,0.9821883729740197,0.9688442535511874,1.0,0.9925000000000002,1.01,20000,20000,-1,1e-06,0,cycling
128.0,0.25,riemannian,fisher_rao,0.25,32.0,0.05,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2567591824.5058117,2353646071.6439896,0.916674546623858,0.8544914302791536,1.7760821568969098,0.9625000000000001,1.5015809085268523,20000,20000,-1,1e-06,0,cycling
128.0,0.25,riemannian,fisher_rao,0.25,32.0,0.1,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2782870572.71257,2353646071.6439896,0.8457619605894214,0.7310800655991524,1.5980551819128002,0.9249999999999995,1.476599884767102,20000,20000,-1,1e-06,0,cycling
128.0,0.25,riemannian,fisher_rao,0.25,32.0,0.2,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,3217427055.1608872,2444.0813864158636,7.596384764948922e-07,7.596384764948922e-07,1.0,0.0010132045540794767,1.2,24,2,24,1e-06,1,ok
128.0,0.25,riemannian,fisher_rao,0.25,32.0,0.5,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,4553088390.784244,4551.731120450568,9.99701901167475e-07,9.99701901167475e-07,1.0,0.001382698848452101,1.5,23,2,23,1e-06,1,ok
128.0,0.25,kl,fisher_rao,0.25,32.0,0.0,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2353646071.6439867,2353646071.6439867,1.0,0.9999999999999994,1.0,0.9999999999999997,1.0,20000,20000,-1,1e-06,0,cycling
128.0,0.25,kl,fisher_rao,0.25,32.0,1e-12,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2353646071.6482525,2353646071.6439857,0.9999999999981872,0.9999999999968284,1.0,0.99999999999925,1.000000000001,20000,20000,-1,1e-06,0,cycling
128.0,0.25,kl,fisher_rao,0.25,32.0,1e-06,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2353650337.229357,2353646071.6439867,0.9999981876724412,0.9999968284269206,1.0,0.99999925,1.000001,20000,20000,-1,1e-06,0,cycling
128.0,0.25,kl,fisher_rao,0.25,32.0,0.01,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2396328582.5887566,2353646071.643992,0.9821883729740207,0.9688442535511874,1.0,0.9925000000000002,1.01,20000,20000,-1,1e-06,0,cycling
128.0,0.25,kl,fisher_rao,0.25,32.0,0.05,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2567591824.5058117,2353646071.6439896,0.916674546623858,0.8544914302791536,1.6586826813451574,0.9625000000000001,1.4348215203211432,20000,20000,-1,1e-06,0,cycling
128.0,0.25,kl,fisher_rao,0.25,32.0,0.1,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,2782870572.71257,2353646071.6439896,0.8457619605894214,0.7310800655991524,1.489546771284972,0.9249999999999995,1.409523782744935,20000,20000,-1,1e-06,0,cycling
128.0,0.25,kl,fisher_rao,0.25,32.0,0.2,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,3217427055.1608872,1739.885026982765,5.407690670692648e-07,5.407690670692648e-07,1.0,0.0008548522150888281,1.2,6,2,6,1e-06,1,ok
128.0,0.25,kl,fisher_rao,0.25,32.0,0.5,14.333333333333334,114.66666666666667,8.0,0.06976744186046512,6099.169623085355,4553088390.784244,3292.5799033295425,7.231530822010715e-07,7.231530822010715e-07,1.0,0.0011760002015392416,1.5,13,2,13,1e-06,1,ok
128.0,0.5,riemannian,fisher_rao,0.5,64.0,0.0,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2286366771.779209,2286366771.779209,1.0,0.9999999999999991,1.0,0.9999999999999994,1.0,20000,20000,-1,1e-06,0,cycling
128.0,0.5,riemannian,fisher_rao,0.5,64.0,1e-12,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2286366771.7830477,2286366771.779208,0.9999999999983207,0.9999999999974819,1.0,0.9999999999995001,1.000000000001,20000,20000,-1,1e-06,0,cycling
128.0,0.5,riemannian,fisher_rao,0.5,64.0,1e-06,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2286370609.7902846,2286366771.779208,0.9999983213521639,0.9999974820284036,1.0,0.9999994999999997,1.000001,20000,20000,-1,1e-06,0,cycling
128.0,0.5,riemannian,fisher_rao,0.5,64.0,0.01,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2324794852.867592,2286366771.77921,0.9834703345798528,0.9752209790622365,1.0,0.995,1.01,20000,20000,-1,1e-06,0,cycling
128.0,0.5,riemannian,fisher_rao,0.5,64.0,0.05,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2479466679.8700237,3636851067.933236,1.466787635203827,0.6472537849960296,3.611480748732364,0.8214230231573205,2.4680198676723477,20000,20000,-1,1e-06,0,cycling
128.0,0.5,riemannian,fisher_rao,0.5,64.0,0.1,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2674965344.5830846,3636851067.933236,1.359588106551739,0.5999495270349157,3.3475372679527484,0.8214230231573205,2.4680198676723477,20000,20000,-1,1e-06,0,cycling
128.0,0.5,riemannian,fisher_rao,0.5,64.0,0.2,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,3073158943.875943,3636851067.933237,1.183424331234346,0.522213208827182,2.9137920768199033,0.8214230231573202,2.468019867672348,20000,20000,-1,1e-06,0,cycling
128.0,0.5,riemannian,fisher_rao,0.5,64.0,0.5,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,4325309900.688429,3226.414606120041,7.459383674696963e-07,7.459383674696963e-07,1.0,0.0011642784636732705,1.5,10,2,10,1e-06,1,ok
128.0,0.5,kl,fisher_rao,0.5,64.0,0.0,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2286366771.779209,2286366771.779209,1.0,0.9999999999999991,1.0,0.9999999999999994,1.0,20000,20000,-1,1e-06,0,cycling
128.0,0.5,kl,fisher_rao,0.5,64.0,1e-12,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2286366771.7830477,2286366771.779208,0.9999999999983207,0.9999999999974819,1.0,0.9999999999995001,1.000000000001,20000,20000,-1,1e-06,0,cycling
128.0,0.5,kl,fisher_rao,0.5,64.0,1e-06,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2286370609.7902846,2286366771.779208,0.9999983213521639,0.9999974820284036,1.0,0.9999994999999997,1.000001,20000,20000,-1,1e-06,0,cycling
128.0,0.5,kl,fisher_rao,0.5,64.0,0.01,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2324794852.867592,2286366771.7792125,0.9834703345798538,0.9752209790622365,1.0,0.995,1.01,20000,20000,-1,1e-06,0,cycling
128.0,0.5,kl,fisher_rao,0.5,64.0,0.05,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2479466679.8700237,2286366771.779211,0.9221203859448778,0.88353349210954,1.8345283149887095,0.9749999999999998,1.5514323975249473,20000,20000,-1,1e-06,0,cycling
128.0,0.5,kl,fisher_rao,0.5,64.0,0.1,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,2674965344.5830846,2286366771.779211,0.854727623447234,0.783285631680351,2.348981319701588,0.9499999999999995,1.9327030936192422,20000,20000,-1,1e-06,0,cycling
128.0,0.5,kl,fisher_rao,0.5,64.0,0.2,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,3073158943.875943,2286366771.779211,0.7439793429283516,0.6197138262328308,2.024691921719155,0.8999999999999996,1.9197462303539963,20000,20000,-1,1e-06,0,cycling
128.0,0.5,kl,fisher_rao,0.5,64.0,0.5,25.8,103.2,4.0,0.03875968992248062,6098.362497515457,4325309900.688429,3788.9168806228067,8.759873783887142e-07,8.759873783887142e-07,1.0,0.0012616940632484209,1.5,7,3,7,1e-06,1,ok
128.0,1.0,riemannian,fisher_rao,1.0,128.0,0.0,43.0,86.0,2.0,0.023255813953488372,6097.829982666574,2110758622.7224562,2110758622.7224572,1.0000000000000004,1.0,1.0000000000000004,1.0,1.0000000000000002,20000,20000,-1,1e-06,0,cycling
