kappa,gamma,scheme,dt,perturb,n,m,c,gap,rel_gap,amplitude,cA
256.0,1.0,kl,1.0,1e-12,3000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,4000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,5000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,6000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,7000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,8000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,9000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,10000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,11000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,12000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,13000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,14000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,15000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,16000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,17000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,18000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,19000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,0.9999999999999999
256.0,1.0,kl,1.0,1e-12,20000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9999999999984888,1.0,
256.0,1.0,kl,1.0,1e-06,0,12241.308749271193,0.011673151750972763,16987556829.353298,1.0,1.000001,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,1000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,2000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,3000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,4000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,5000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,6000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,7000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,8000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,9000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,10000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,11000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,12000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,13000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,14000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,15000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,16000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,17000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,18000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,19000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,1e-06,20000,12241.29650797469,0.011673151750972763,16987531155.159935,0.999998488647095,1.0000000000000002,
256.0,1.0,kl,1.0,0.01,0,12363.709473054434,0.011673151750972763,17244914879.369846,1.0,1.01,0.9999999999999999
256.0,1.0,kl,1.0,0.01,1000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,2000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,3000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,4000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,5000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,6000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,7000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,8000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,9000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,10000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,11000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,12000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,13000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,14000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,15000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,16000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,17000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,18000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,19000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.01,20000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9850748046012203,1.0,
256.0,1.0,kl,1.0,0.05,0,12853.361333373421,0.011673151750972763,18287286869.686314,1.0,1.05,0.9999999999999999
256.0,1.0,kl,1.0,0.05,1000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,2000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,3000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,4000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,5000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,6000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,7000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,8000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,9000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,10000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,11000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,12000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,13000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,14000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,15000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,16000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,17000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,18000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,19000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.05,20000,12241.296507974686,0.011673151750972763,16987531155.159927,0.9289257217985184,1.0,
256.0,1.0,kl,1.0,0.1,0,13465.426158772156,0.011673151750972763,19619135317.90471,1.0,1.1,0.9999999999999999
256.0,1.0,kl,1.0,0.1,1000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,2000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,3000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,4000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,5000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,6000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,7000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,8000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,9000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,10000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,11000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,12000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,13000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,14000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,15000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,16000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,17000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,18000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,19000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.1,20000,12241.29650797469,0.011673151750972763,16987531155.159935,0.8658654359581722,1.0000000000000002,
256.0,1.0,kl,1.0,0.2,0,14689.555809569623,0.011673151750972763,22379110415.41752,1.0,1.2,0.9999999999999999
256.0,1.0,kl,1.0,0.2,1000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,2000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,3000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,4000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,5000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,6000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,7000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,8000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,9000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,10000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,11000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,12000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,13000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,14000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,15000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,16000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,17000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,18000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,19000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,0.9999999999999999
256.0,1.0,kl,1.0,0.2,20000,12241.296507974688,0.011673151750972763,16987531155.159931,0.7590798222013688,1.0000000000000002,
256.0,1.0,kl,1.0,0.5,0,18361.94476196203,0.011673151750972763,31429261316.5642,1.0,1.5,0.9999999999999999
256.0,1.0,kl,1.0,0.5,1000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,2000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,3000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,4000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,5000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,6000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,7000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,8000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,9000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,10000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,11000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,12000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,13000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,14000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,15000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,16000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,17000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,18000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,19000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,0.9999999999999999
256.0,1.0,kl,1.0,0.5,20000,12241.296507974686,0.011673151750972763,16987531155.159927,0.5405004904205931,1.0,
256.0,1.0,bures_wasserstein,0.0009765625,0.0,0,12241.296507974686,0.011673151750972763,16987531155.159927,1.0,1.0,0.9999999999999999
256.0,1.0,bures_wasserstein,0.0009765625,0.0,10,820.5440860635434,0.004155064852484479,86181452.43922728,0.005073218212350406,0.06703081536575752,1.0636966022360264
256.0,1.0,bures_wasserstein,0.0009765625,0.0,20,46.20772146031,0.003907745255736438,273299.6508885367,1.6088250163739803e-05,0.003774740807087519,1.0003827854685279
256.0,1.0,bures_wasserstein,0.0009765625,0.0,25,10.965308901225743,0.003906366266982285,15390.463911017816,9.059859122814909e-07,0.0008957636876193881,
256.0,1.0,bures_wasserstein,0.001953125,0.0,0,12241.296507974686,0.011673151750972763,16987531155.159927,1.0,1.0,0.9999999999999999
256.0,1.0,bures_wasserstein,0.001953125,0.0,10,16.03880982687017,0.0039072631521925895,32927.15784600942,1.9383133161176196e-06,0.0013102214962623906,1.0002593669613027
256.0,1.0,bures_wasserstein,0.001953125,0.0,11,8.019404913435006,0.003906587707666407,8231.789462299654,4.845783290763393e-07,0.0006551107481311888,
256.0,1.0,bures_wasserstein,0.00390625,0.0,0,12241.296507974686,0.011673151750972763,16987531155.159927,1.0,1.0,0.9999999999999999
256.0,1.0,bures_wasserstein,0.00390625,0.0,2,0.0,0.003906250000000002,1.482192146795569e-11,8.725176915100793e-22,0.0,
256.0,1.0,bures_wasserstein,0.0078125,0.0,0,12241.296507974686,0.011673151750972763,16987531155.159927,1.0,1.0,0.9999999999999999
256.0,1.0,bures_wasserstein,0.0078125,0.0,10,4144.188921970603,0.14343294882787644,2198310649.1437087,0.12940730639813874,0.33854166666666713,36.71883489993636
256.0,1.0,bures_wasserstein,0.0078125,0.0,20,4144.188921970606,0.29689431015269596,2198310668.4230127,0.12940730753304788,0.3385416666666674,76.00494339909015
256.0,1.0,bures_wasserstein,0.0078125,0.0,30,4144.188921970614,0.4515238925353306,2198310688.005981,0.1294073086858327,0.338541666666668,115.5901164890446
256.0,1.0,bures_wasserstein,0.0078125,0.0,40,4144.188921970615,0.6066289528084381,2198310707.7117863,0.12940730984584856,0.3385416666666682,155.29701191896012
256.0,1.0,bures_wasserstein,0.0078125,0.0,50,4144.188921970619,0.7619933273808213,2198310727.48442,0.12940731100979835,0.33854166666666846,195.0702918094902
256.0,1.0,bures_wasserstein,0.0078125,0.0,60,4144.188921970623,0.9175211569581263,2198310747.2991166,0.12940731217622428,0.3385416666666688,234.88541618128028
256.0,1.0,bures_wasserstein,0.0078125,0.0,70,4144.188921970628,1.07316148826269,2198310767.1427407,0.12940731334435307,0.33854166666666924,274.7293409952486
256.0,1.0,bures_wasserstein,0.0078125,0.0,80,4144.188921970634,1.2288839927939836,2198310787.0074778,0.1294073145137247,0.3385416666666697,314.59430215525975
256.0,1.0,bures_wasserstein,0.0078125,0.0,90,4144.188921970637,1.3846691531363586,2198310806.888305,0.1294073156840435,0.33854166666666996,354.47530320290775
256.0,1.0,bures_wasserstein,0.0078125,0.0,100,4144.188921970639,1.5405036684384878,2198310826.7818003,0.12940731685510803,0.3385416666666701,394.3689391202528
256.0,1.0,bures_wasserstein,0.0078125,0.0,110,4144.188921970643,1.6963780670760222,2198310846.685535,0.12940731802677533,0.3385416666666704,434.2727851714616
256.0,1.0,bures_wasserstein,0.0078125,0.0,120,4144.188921970646,1.8522853652348337,2198310866.597711,0.12940731919893955,0.3385416666666707,474.1850535001173
256.0,1.0,bures_wasserstein,0.0078125,0.0,130,4144.18892197065,2.0082202656988466,2198310886.516968,0.12940732037152058,0.338541666666671,514.1043880189046
256.0,1.0,bures_wasserstein,0.0078125,0.0,140,4144.18892197065,2.164178655193134,2198310906.442245,0.129407321544456,0.338541666666671,554.0297357294422
256.0,1.0,bures_wasserstein,0.0078125,0.0,150,4144.188921970652,2.3201572760201414,2198310926.3727136,0.12940732271769703,0.3385416666666711,593.9602626611561
256.0,1.0,bures_wasserstein,0.0078125,0.0,160,4144.188921970659,2.4761535041613776,2198310946.3077025,0.12940732389120418,0.33854166666667174,633.8952970653125
256.0,1.0,bures_wasserstein,0.0078125,0.0,170,4144.188921970661,2.6321651949401055,2198310966.246651,0.1294073250649444,0.3385416666666719,673.8342899046669
256.0,1.0,bures_wasserstein,0.0078125,0.0,180,4144.188921970668,2.7881905729758936,2198310986.1891146,0.12940732623889153,0.33854166666667246,713.7767866818286
256.0,1.0,bures_wasserstein,0.0078125,0.0,190,4144.188921970674,2.9442281520051212,2198311006.134703,0.12940732741302263,0.3385416666666729,753.7224069133109
256.0,1.0,bures_wasserstein,0.0078125,0.0,200,4144.188921970675,3.1002766753412256,2198311026.083094,0.12940732858731868,0.33854166666667307,793.6708288873535
256.0,1.0,bures_wasserstein,0.0078125,0.0,210,4144.188921970679,3.2563350709110273,2198311046.034017,0.1294073297617638,0.3385416666666734,833.6217781532227
256.0,1.0,bures_wasserstein,0.0078125,0.0,220,4144.1889219706845,3.412402416784878,2198311065.987235,0.12940733093634402,0.33854166666667385,873.5750186969285
256.0,1.0,bures_wasserstein,0.0078125,0.0,230,4144.1889219706845,3.568477914392778,2198311085.942538,0.12940733211104696,0.33854166666667385,913.530346084551
256.0,1.0,bures_wasserstein,0.0078125,0.0,240,4144.1889219706845,3.724560867457697,2198311105.899751,0.12940733328586237,0.33854166666667385,953.4875820691702
256.0,1.0,bures_wasserstein,0.0078125,0.0,250,4144.188921970688,3.8806506652416246,2198311125.8587227,0.12940733446078126,0.3385416666666741,993.4465703018557
256.0,1.0,bures_wasserstein,0.0078125,0.0,260,4144.18892197069,4.036746769086593,2198311145.8193073,0.12940733563579512,0.3385416666666743,1033.4071728861675
256.0,1.0,bures_wasserstein,0.0078125,0.0,270,4144.188921970695,4.192848701502461,2198311165.7813897,0.12940733681089717,0.33854166666667473,1073.3692675846298
256.0,1.0,bures_wasserstein,0.0078125,0.0,280,4144.188921970699,4.348956037244293,2198311185.7448554,0.12940733798608062,0.338541666666675,1113.3327455345388
256.0,1.0,bures_wasserstein,0.0078125,0.0,290,4144.188921970701,4.505068395959347,2198311205.7096047,0.12940733916133965,0.3385416666666752,1153.2975093655925
256.0,1.0,bures_wasserstein,0.0078125,0.0,300,4144.188921970706,4.661185436083583,2198311225.675558,0.12940734033666956,0.3385416666666756,1193.263471637397
256.0,1.0,bures_wasserstein,0.0078125,0.0,310,4144.18892197071,4.8173068497413505,2198311245.64263,0.12940734151206532,0.3385416666666759,1233.2305535337855
256.0,1.0,bures_wasserstein,0.0078125,0.0,320,4144.188921970717,4.973432358456559,2198311265.610756,0.1294073426875231,0.3385416666666765,1273.198683764879
256.0,1.0,bures_wasserstein,0.0078125,0.0,330,4144.188921970721,5.129561709525328,2198311285.5798616,0.12940734386303857,0.3385416666666768,1313.1677976384838
256.0,1.0,bures_wasserstein,0.0078125,0.0,340,4144.188921970725,5.285694672931261,2198311305.5498924,0.1294073450386085,0.33854166666667707,1353.1378362704027
256.0,1.0,bures_wasserstein,0.0078125,0.0,350,4144.188921970728,5.441831038708822,2198311325.5207953,0.12940734621422978,0.3385416666666774,1393.108745909458
256.0,1.0,bures_wasserstein,0.0078125,0.0,360,4144.188921970728,5.597970614678875,2198311345.4925175,0.12940734738989926,0.3385416666666774,1433.0804773577918
256.0,1.0,bures_wasserstein,0.0078125,0.0,370,4144.188921970734,5.754113224495117,2198311365.4650216,0.12940734856561478,0.33854166666667784,1473.0529854707497
