kappa,gamma,scheme,family,dt,dt_over_certified,perturb,p,r,q,c_cycle,M,initial_gap,final_gap,final_rel_gap,min_rel_gap,max_rel_gap,amplitude_min,amplitude_max,n_steps,sign_flips,n_tol,tol_rel,converged,status,bw_eta_multiplier
512.0,0.5,bures_wasserstein,bures_wasserstein,0.00048828125,0.25,0.0,102.6,410.4,4.0,0.009746588693957116,24529.18469704166,147704252316.8309,99509.30988642848,6.737064663038777e-07,6.737064663038777e-07,1.0,0.0008037643898309633,1.0,25,0,25,1e-06,1,ok,0.25
512.0,0.5,bures_wasserstein,bures_wasserstein,0.0009765625,0.5,0.0,102.6,410.4,4.0,0.009746588693957116,24529.18469704166,147704252316.8309,52744.48635265208,3.570952462459461e-07,3.570952462459461e-07,1.0,0.0005851745605468854,1.0,11,0,11,1e-06,1,ok,0.5
512.0,0.5,bures_wasserstein,bures_wasserstein,0.001953125,1.0,0.0,102.6,410.4,4.0,0.009746588693957116,24529.18469704166,147704252316.8309,1.2333238754713705e-06,8.349955103701732e-18,8.349955103701732e-18,1.0,1.112341946549839e-16,1.0,2,0,2,1e-06,1,ok,1.0
512.0,0.5,bures_wasserstein,bures_wasserstein,0.00390625,2.0,0.0,102.6,410.4,4.0,0.009746588693957116,24529.18469704166,147704252316.8309,56030033779.132645,0.37933934128684543,0.37933931426926737,1.0,0.6031249999994822,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
512.0,0.5,bures_wasserstein,bures_wasserstein,0.0078125,4.0,0.0,102.6,410.4,4.0,0.009746588693957116,24529.18469704166,147704252316.8309,427513776593.7153,2.8943904450136135,1.0,3.32065554956414,1.0,2.20625,2000,2000,-1,1e-06,0,cycling,4.0
512.0,1.0,riemannian,fisher_rao,1.0,512.0,0.0,171.0,342.0,2.0,0.005847953216374269,24528.917662221622,136312975448.68022,136312975448.68028,1.0000000000000004,1.0,1.0000000000000004,1.0,1.0000000000000002,2000,2000,-1,1e-06,0,cycling,
512.0,1.0,kl,fisher_rao,1.0,512.0,0.0,171.0,342.0,2.0,0.005847953216374269,24528.917662221622,136312975448.68022,136312975448.68028,1.0000000000000004,1.0,1.0000000000000004,1.0,1.0000000000000002,2000,2000,-1,1e-06,0,cycling,
512.0,1.0,bures_wasserstein,bures_wasserstein,0.00048828125,0.25,0.0,171.0,342.0,2.0,0.005847953216374269,24528.917662221622,136312975448.68022,123924.1265794601,9.0911467651233e-07,9.0911467651233e-07,1.0,0.0008969734024453986,1.0,25,0,25,1e-06,1,ok,0.25
512.0,1.0,bures_wasserstein,bures_wasserstein,0.0009765625,0.5,0.0,171.0,342.0,2.0,0.005847953216374269,24528.917662221622,136312975448.68022,66421.94933482038,4.872753244230022e-07,4.872753244230022e-07,1.0,0.0006566855204748958,1.0,11,0,11,1e-06,1,ok,0.5
512.0,1.0,bures_wasserstein,bures_wasserstein,0.001953125,1.0,0.0,171.0,342.0,2.0,0.005847953216374269,24528.917662221622,136312975448.68022,-2.9782168851077984e-06,-2.1848374120694417e-17,-2.1848374120694417e-17,1.0,7.415693707298734e-17,1.0,2,0,2,1e-06,1,ok,1.0
512.0,1.0,bures_wasserstein,bures_wasserstein,0.00390625,2.0,0.0,171.0,342.0,2.0,0.005847953216374269,24528.917662221622,136312975448.68022,17382562823.587982,0.1275195025739296,0.12751947330139263,1.0,0.33593749999984046,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
512.0,1.0,bures_wasserstein,bures_wasserstein,0.0078125,4.0,0.0,171.0,342.0,2.0,0.005847953216374269,24528.917662221622,136312975448.68022,397164322893.95,2.9136208169960782,1.0,2.9136208169960782,1.0,2.0117647058823525,2000,2000,-1,1e-06,0,cycling,4.0
512.0,1.5,riemannian,fisher_rao,1.5,768.0,0.0,219.8571428571429,293.14285714285717,1.3333333333333333,0.004548408057179987,24528.809301924364,124662788073.1138,124662788073.114,1.0000000000000016,1.0,1.0000000000000016,1.0,1.000000000000001,2000,2000,-1,1e-06,0,cycling,
512.0,1.5,kl,fisher_rao,1.5,768.0,0.0,219.8571428571429,293.14285714285717,1.3333333333333333,0.004548408057179987,24528.809301924364,124662788073.1138,124662788073.11395,1.0000000000000013,1.0,1.0000000000000013,1.0,1.0000000000000009,2000,2000,-1,1e-06,0,cycling,
512.0,1.5,bures_wasserstein,bures_wasserstein,0.00048828125,0.25,0.0,219.8571428571429,293.14285714285717,1.3333333333333333,0.004548408057179987,24528.809301924364,124662788073.1138,92555.70266845544,7.424485213195473e-07,7.424485213195473e-07,1.0,0.0007751846095221922,1.0,26,0,26,1e-06,1,ok,0.25
512.0,1.5,bures_wasserstein,bures_wasserstein,0.0009765625,0.5,0.0,219.8571428571429,293.14285714285717,1.3333333333333333,0.004548408057179987,24528.809301924364,124662788073.1138,109751.74095532521,8.803889488734732e-07,8.803889488734732e-07,1.0,0.0008441298530064469,1.0,11,0,11,1e-06,1,ok,0.5
512.0,1.5,bures_wasserstein,bures_wasserstein,0.001953125,1.0,0.0,219.8571428571429,293.14285714285717,1.3333333333333333,0.004548408057179987,24528.809301924364,124662788073.1138,9.369838238626471e-12,7.516146865840295e-23,7.516146865840295e-23,1.0,0.0,1.0,2,0,2,1e-06,1,ok,1.0
512.0,1.5,bures_wasserstein,bures_wasserstein,0.00390625,2.0,0.0,219.8571428571429,293.14285714285717,1.3333333333333333,0.004548408057179987,24528.809301924364,124662788073.1138,3242381544.320702,0.02600921730082813,0.026009185294290974,1.0,0.14508928571428598,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
512.0,1.5,bures_wasserstein,bures_wasserstein,0.0078125,4.0,0.0,219.8571428571429,293.14285714285717,1.3333333333333333,0.004548408057179987,24528.809301924364,124662788073.1138,375766179288.80023,3.0142609923694,1.0,3.0142609923694,1.0,2.0276679841897245,2000,2000,-1,1e-06,0,cycling,4.0
1024.0,0.25,riemannian,fisher_rao,0.25,256.0,0.0,113.88888888888889,911.1111111111111,8.0,0.00878048780487805,49105.12444965648,1218947969365.3916,1218947969365.392,1.0000000000000004,0.9999999999999996,1.0000000000000004,0.9999999999999997,1.0000000000000002,2000,2000,-1,1e-06,0,cycling,
1024.0,0.25,kl,fisher_rao,0.25,256.0,0.0,113.88888888888889,911.1111111111111,8.0,0.00878048780487805,49105.12444965648,1218947969365.3916,1218947969365.392,1.0000000000000004,0.9999999999999996,1.0000000000000004,0.9999999999999997,1.0000000000000002,2000,2000,-1,1e-06,0,cycling,
1024.0,0.25,bures_wasserstein,bures_wasserstein,0.000244140625,0.25,0.0,113.88888888888889,911.1111111111111,8.0,0.00878048780487805,49105.12444965648,1218947969365.3916,751506.7943338372,6.16520814030386e-07,6.16520814030386e-07,1.0,0.0007801976882538901,1.0,25,0,25,1e-06,1,ok,0.25
1024.0,0.25,bures_wasserstein,bures_wasserstein,0.00048828125,0.5,0.0,113.88888888888889,911.1111111111111,8.0,0.00878048780487805,49105.12444965648,1218947969365.3916,362827.1848646054,2.9765600664112056e-07,2.9765600664112056e-07,1.0,0.0005421108669705698,1.0,11,0,11,1e-06,1,ok,0.5
1024.0,0.25,bures_wasserstein,bures_wasserstein,0.0009765625,1.0,0.0,113.88888888888889,911.1111111111111,8.0,0.00878048780487805,49105.12444965648,1218947969365.3916,-6.521357797817373e-05,-5.3499886473517984e-17,-5.3499886473517984e-17,1.0,5.556414194848603e-17,1.0,2,0,2,1e-06,1,ok,1.0
1024.0,0.25,bures_wasserstein,bures_wasserstein,0.001953125,2.0,0.0,113.88888888888889,911.1111111111111,8.0,0.00878048780487805,49105.12444965648,1218947969365.3916,750190068733.7927,0.615440599260653,0.6154405959872657,1.0,0.7795138888882798,1.0,2000,2000,-1,1e-06,0,cycling,2.0
1024.0,0.25,bures_wasserstein,bures_wasserstein,0.00390625,4.0,0.0,113.88888888888889,911.1111111111111,8.0,0.00878048780487805,49105.12444965648,1218947969365.3916,3559442328076.027,2.920093734541551,1.0,4.0837143606577255,1.0,2.559027777777777,2000,2000,-1,1e-06,0,cycling,4.0
1024.0,0.5,riemannian,fisher_rao,0.5,512.0,0.0,205.0,820.0,4.0,0.004878048780487805,49104.838114925806,1183526254770.6084,1183526254770.6094,1.0000000000000009,1.0,1.0000000000000013,1.0,1.0000000000000007,2000,2000,-1,1e-06,0,cycling,
1024.0,0.5,kl,fisher_rao,0.5,512.0,0.0,205.0,820.0,4.0,0.004878048780487805,49104.838114925806,1183526254770.6084,1183526254770.6094,1.0000000000000009,1.0,1.0000000000000013,1.0,1.0000000000000007,2000,2000,-1,1e-06,0,cycling,
1024.0,0.5,bures_wasserstein,bures_wasserstein,0.000244140625,0.25,0.0,205.0,820.0,4.0,0.004878048780487805,49104.838114925806,1183526254770.6084,798311.2532631514,6.745192597504991e-07,6.745192597504991e-07,1.0,0.0008041311048784633,1.0,25,0,25,1e-06,1,ok,0.25
1024.0,0.5,bures_wasserstein,bures_wasserstein,0.00048828125,0.5,0.0,205.0,820.0,4.0,0.004878048780487805,49104.838114925806,1183526254770.6084,423306.99375567917,3.5766590901502624e-07,3.5766590901502624e-07,1.0,0.0005855560302734158,1.0,11,0,11,1e-06,1,ok,0.5
1024.0,0.5,bures_wasserstein,bures_wasserstein,0.0009765625,1.0,0.0,205.0,820.0,4.0,0.004878048780487805,49104.838114925806,1183526254770.6084,-1.780891454794542e-05,-1.504733374199388e-17,-1.504733374199388e-17,1.0,7.408595459733163e-17,1.0,2,0,2,1e-06,1,ok,1.0
1024.0,0.5,bures_wasserstein,bures_wasserstein,0.001953125,2.0,0.0,205.0,820.0,4.0,0.004878048780487805,49104.838114925806,1183526254770.6084,446765926297.6046,0.377487127553581,0.37748712418194225,1.0,0.6015624999998084,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
1024.0,0.5,bures_wasserstein,bures_wasserstein,0.00390625,4.0,0.0,205.0,820.0,4.0,0.004878048780487805,49104.838114925806,1183526254770.6084,3415990113825.534,2.8862816520176167,1.0,3.312280986669383,1.0,2.203125000000001,2000,2000,-1,1e-06,0,cycling,4.0
1024.0,1.0,riemannian,fisher_rao,1.0,1024.0,0.0,341.6666666666667,683.3333333333334,2.0,0.002926829268292683,49104.64920070785,1092174163473.8639,1092174163473.8639,1.0,1.0,1.0,1.0,1.0,2000,2000,-1,1e-06,0,cycling,
1024.0,1.0,kl,fisher_rao,1.0,1024.0,0.0,341.6666666666667,683.3333333333334,2.0,0.002926829268292683,49104.64920070785,1092174163473.8639,1092174163473.8639,1.0,1.0,1.0,1.0,1.0,2000,2000,-1,1e-06,0,cycling,
1024.0,1.0,bures_wasserstein,bures_wasserstein,0.000244140625,0.25,0.0,341.6666666666667,683.3333333333334,2.0,0.002926829268292683,49104.64920070785,1092174163473.8639,994654.460117053,9.107104831644879e-07,9.107104831644879e-07,1.0,0.0008975910713863766,1.0,25,0,25,1e-06,1,ok,0.25
1024.0,1.0,bures_wasserstein,bures_wasserstein,0.00048828125,0.5,0.0,341.6666666666667,683.3333333333334,2.0,0.002926829268292683,49104.64920070785,1092174163473.8639,533716.4463445295,4.886733857967714e-07,4.886733857967714e-07,1.0,0.000657502940630229,1.0,11,0,11,1e-06,1,ok,0.5
1024.0,1.0,bures_wasserstein,bures_wasserstein,0.0009765625,1.0,0.0,341.6666666666667,683.3333333333334,2.0,0.002926829268292683,49104.64920070785,1092174163473.8639,1.191047260817868e-10,1.0905286909823243e-22,1.0905286909823243e-22,1.0,0.0,1.0,2,0,2,1e-06,1,ok,1.0
1024.0,1.0,bures_wasserstein,bures_wasserstein,0.001953125,2.0,0.0,341.6666666666667,683.3333333333334,2.0,0.002926829268292683,49104.64920070785,1092174163473.8639,138248047296.4703,0.12658058752895837,0.12658058387551174,1.0,0.33463541666661345,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
1024.0,1.0,bures_wasserstein,bures_wasserstein,0.00390625,4.0,0.0,341.6666666666667,683.3333333333334,2.0,0.002926829268292683,49104.64920070785,1092174163473.8639,3166321960332.976,2.8990998562554324,1.0,2.8990998562554324,1.0,2.0058708414872792,2000,2000,-1,1e-06,0,cycling,4.0
1024.0,1.5,riemannian,fisher_rao,1.5,1536.0,0.0,439.28571428571433,585.7142857142858,1.3333333333333333,0.002276422764227642,49104.57254103922,998837202681.4478,998837202681.4485,1.0000000000000007,0.9999999999999996,1.0000000000000013,0.9999999999999997,1.0000000000000009,2000,2000,-1,1e-06,0,cycling,
1024.0,1.5,kl,fisher_rao,1.5,1536.0,0.0,439.28571428571433,585.7142857142858,1.3333333333333333,0.002276422764227642,49104.57254103922,998837202681.4478,998837202681.4478,1.0,0.9999999999999996,1.0,0.9999999999999997,1.0,2000,2000,-1,1e-06,0,cycling,
1024.0,1.5,bures_wasserstein,bures_wasserstein,0.000244140625,0.25,0.0,439.28571428571433,585.7142857142858,1.3333333333333333,0.002276422764227642,49104.57254103922,998837202681.4478,743058.0441332322,7.439230758910875e-07,7.439230758910875e-07,1.0,0.0007758083591179238,1.0,26,0,26,1e-06,1,ok,0.25
1024.0,1.5,bures_wasserstein,bures_wasserstein,0.00048828125,0.5,0.0,439.28571428571433,585.7142857142858,1.3333333333333333,0.002276422764227642,49104.57254103922,998837202681.4478,881403.876079944,8.824299632750503e-07,8.824299632750503e-07,1.0,0.0008449491291553804,1.0,11,0,11,1e-06,1,ok,0.5
1024.0,1.5,bures_wasserstein,bures_wasserstein,0.0009765625,1.0,0.0,439.28571428571433,585.7142857142858,1.3333333333333333,0.002276422764227642,49104.57254103922,998837202681.4478,7.152278769240183e-11,7.160605101651595e-23,7.160605101651595e-23,1.0,0.0,1.0,2,0,2,1e-06,1,ok,1.0
1024.0,1.5,bures_wasserstein,bures_wasserstein,0.001953125,2.0,0.0,439.28571428571433,585.7142857142858,1.3333333333333333,0.002276422764227642,49104.57254103922,998837202681.4478,25590413275.00121,0.02562020437995498,0.025620200385306276,1.0,0.14397321428566273,1.0,2000,2000,-1,1e-06,0,max_steps,2.0
1024.0,1.5,bures_wasserstein,bures_wasserstein,0.00390625,4.0,0.0,439.28571428571433,585.7142857142858,1.3333333333333333,0.002276422764227642,49104.57254103922,998837202681.4478,2974851815418.869,2.9783149921054934,1.0,2.9783149921054934,1.0,2.013752455795678,2000,2000,-1,1e-06,0,cycling,4.0
