family,kappa,scheme,arm,gamma,dt_nominal,dt_mean,s_train,N_train,x0,initial_gap,final_gap,final_rel_gap,n_steps,n_half,n_tol,tol_rel,n_half_over_N_train,shadow_mean_err_over_w,shadow_cov_err,cA_min,cA_max,c_min,c_max,max_energy_increase,monotone,status,n_points,slope,r2,slope_upper,all_monotone,all_converged,statuses
retuned,8.0,riemannian,const,0.25,0.25,0.25,0.03125,4,8192.0,34376699.51947573,21.184790851244728,6.162543567989337e-07,38,9,38,1e-06,2.25,0.0,0.0,0.12499999999999999,0.9999999999999999,0.125,0.9992699268088712,0.0,1,ok,8,0.8403272541592355,0.9981299104368015,0.921084293401118,1,1,ok
retuned,8.0,kl,const,0.25,0.25,0.25,0.03125,4,8192.0,34376699.51947573,28.606070516604234,8.321354555982836e-07,39,9,39,1e-06,2.25,0.0,0.0,0.12499999999999999,0.9999999999999999,0.125,0.9964631321547724,0.0,1,ok,8,0.836418344828448,0.9979210445446938,0.9173051770000604,1,1,ok
retuned,16.0,riemannian,const,0.25,0.25,0.25,0.015625,8,65536.0,2201559518.270478,1254.9967223225233,5.700489638855804e-07,45,15,45,1e-06,1.875,1.2126596030080023e-13,0.0,0.06249999999999999,0.9999999999999999,0.0625,0.9992667176804989,0.0,1,ok,8,0.8403272541592355,0.9981299104368015,0.921084293401118,1,1,ok
retuned,16.0,kl,const,0.25,0.25,0.25,0.015625,8,65536.0,2201559518.270478,2092.334150090259,9.503872744416988e-07,46,16,46,1e-06,2.0,1.2126596030080023e-13,0.0,0.06249999999999999,0.9999999999999999,0.0625,0.996120883499414,0.0,1,ok,8,0.836418344828448,0.9979210445446938,0.9173051770000604,1,1,ok
retuned,32.0,riemannian,const,0.25,0.25,0.25,0.0078125,16,524288.0,140917777038.00284,128596.6978388284,9.125654728725129e-07,55,26,55,1e-06,1.625,0.0,0.0,0.031249999999999997,0.9999999999999999,0.03125,0.9990535316916466,0.0,1,ok,8,0.8403272541592355,0.9981299104368015,0.921084293401118,1,1,ok
retuned,32.0,kl,const,0.25,0.25,0.25,0.0078125,16,524288.0,140917777038.00284,83223.32097549975,5.905807111409088e-07,58,26,58,1e-06,1.625,0.0,0.0,0.031249999999999997,0.9999999999999999,0.03125,0.996714345682039,0.0,1,ok,8,0.836418344828448,0.9979210445446938,0.9173051770000604,1,1,ok
retuned,64.0,riemannian,const,0.25,0.25,0.25,0.00390625,32,4194304.0,9018809059313.215,7318595.264389875,8.114813404140511e-07,74,45,74,1e-06,1.40625,0.0,0.0,0.015624999999999998,0.9999999999999999,0.015625,0.9990989409872129,0.0,1,ok,8,0.8403272541592355,0.9981299104368015,0.921084293401118,1,1,ok
retuned,64.0,kl,const,0.25,0.25,0.25,0.00390625,32,4194304.0,9018809059313.215,5763888.93659373,6.3909645926495e-07,77,45,77,1e-06,1.40625,0.0,0.0,0.015624999999999998,0.9999999999999999,0.015625,0.9965816787414803,0.0,1,ok,8,0.836418344828448,0.9979210445446938,0.9173051770000604,1,1,ok
retuned,128.0,riemannian,const,0.25,0.25,0.25,0.001953125,64,33554432.0,577197583214965.1,413745287.6577611,7.168174290564732e-07,109,79,109,1e-06,1.234375,0.0,0.0,0.007812499999999999,0.9999999999999999,0.0078125,0.9991491692408013,0.0,1,ok,8,0.8403272541592355,0.9981299104368015,0.921084293401118,1,1,ok
retuned,128.0,kl,const,0.25,0.25,0.25,0.001953125,64,33554432.0,577197583214965.1,395595801.2629192,6.853732807740947e-07,112,80,112,1e-06,1.25,0.0,0.0,0.007812499999999999,0.9999999999999999,0.0078125,0.9964722458078769,0.0,1,ok,8,0.836418344828448,0.9979210445446938,0.9173051770000604,1,1,ok
retuned,256.0,riemannian,const,0.25,0.25,0.25,0.0009765625,128,268435456.0,3.694030784658336e+16,23312670563.672848,6.31090316314975e-07,176,146,176,1e-06,1.140625,0.0,0.0,0.0039062499999999996,0.9999999999999999,0.00390625,0.9991998254759433,0.0,1,ok,8,0.8403272541592355,0.9981299104368015,0.921084293401118,1,1,ok
retuned,256.0,kl,const,0.25,0.25,0.25,0.0009765625,128,268435456.0,3.694030784658336e+16,27028603668.564068,7.316832274602705e-07,179,147,179,1e-06,1.1484375,0.0,0.0,0.0039062499999999996,0.9999999999999999,0.00390625,0.9963737161769098,0.0,1,ok,8,0.836418344828448,0.9979210445446938,0.9173051770000604,1,1,ok
retuned,512.0,riemannian,const,0.25,0.25,0.25,0.00048828125,256,2147483648.0,2.364166646980014e+18,2329775554292.475,9.854531859116317e-07,306,277,306,1e-06,1.08203125,0.0,0.0,0.0019531249999999998,0.9999999999999999,0.001953125,0.9989989154867652,0.0,1,ok,8,0.8403272541592355,0.9981299104368015,0.921084293401118,1,1,ok
retuned,512.0,kl,const,0.25,0.25,0.25,0.00048828125,256,2147483648.0,2.364166646980014e+18,1842524512007.1885,7.793547524921007e-07,310,279,310,1e-06,1.08984375,0.0,0.0,0.0019531249999999998,0.9999999999999999,0.001953125,0.9962797552191269,0.0,1,ok,8,0.836418344828448,0.9979210445446938,0.9173051770000604,1,1,ok
retuned,1024.0,riemannian,const,0.25,0.25,0.25,0.000244140625,512,17179869184.0,1.5130621131283648e+20,130949118265944.08,8.654576512737957e-07,565,536,565,1e-06,1.046875,0.0,0.0,0.0009765624999999999,0.9999999999999999,0.0009765625,0.9990613144961176,0.0,1,ok,8,0.8403272541592355,0.9981299104368015,0.921084293401118,1,1,ok
retuned,1024.0,kl,const,0.25,0.25,0.25,0.000244140625,512,17179869184.0,1.5130621131283648e+20,125461549692350.11,8.291896849690416e-07,569,538,569,1e-06,1.05078125,0.0,0.0,0.0009765624999999999,0.9999999999999999,0.0009765625,0.9961870964704035,0.0,1,ok,8,0.836418344828448,0.9979210445446938,0.9173051770000604,1,1,ok
retuned,8.0,riemannian,const,0.5,0.5,0.5,0.0625,2,4096.0,8645529.529238086,3.4175304579721204,3.952945214534824e-07,18,5,18,1e-06,2.5,0.0,0.0,0.12499999999999999,0.9999999999999999,0.125,0.9994847364957724,0.0,1,ok,8,0.8200206025783033,0.9974352610657976,0.9051218780910171,1,1,ok
retuned,8.0,kl,const,0.5,0.5,0.5,0.0625,2,4096.0,8645529.529238086,7.9348370601679274,9.177965367341947e-07,19,5,19,1e-06,2.5,0.0,0.0,0.12499999999999999,0.9999999999999999,0.125,0.9894553037039733,0.0,1,ok,8,0.8123979119931002,0.9974283015401094,0.8980227517628243,1,1,ok
retuned,16.0,riemannian,const,0.5,0.5,0.5,0.03125,4,32768.0,552208346.3314939,420.53405636350647,7.615496200976605e-07,21,8,21,1e-06,2.0,6.063298015040011e-14,0.0,0.06249999999999999,0.9999999999999999,0.0625,0.9992754501803622,0.0,1,ok,8,0.8200206025783033,0.9974352610657976,0.9051218780910171,1,1,ok
retuned,16.0,kl,const,0.5,0.5,0.5,0.03125,4,32768.0,552208346.3314939,404.64342896989007,7.327731130072059e-07,23,9,23,1e-06,2.25,6.063298015040011e-14,0.0,0.06249999999999999,0.9999999999999999,0.0625,0.9899523869071858,0.0,1,ok,8,0.8123979119931002,0.9974283015401094,0.8980227517628243,1,1,ok
retuned,32.0,riemannian,const,0.5,0.5,0.5,0.015625,8,262144.0,35290492467.21689,12195.180017714021,3.4556559472902617e-07,27,14,27,1e-06,1.75,0.0,0.0,0.031249999999999997,0.9999999999999999,0.03125,0.9995094726420772,0.0,1,ok,8,0.8200206025783033,0.9974352610657976,0.9051218780910171,1,1,ok
retuned,32.0,kl,const,0.5,0.5,0.5,0.015625,8,262144.0,35290492467.21689,18930.554234220388,5.364208009226829e-07,29,14,29,1e-06,1.75,0.0,0.0,0.031249999999999997,0.9999999999999999,0.03125,0.9907635194524396,0.0,1,ok,8,0.8123979119931002,0.9974283015401094,0.8980227517628243,1,1,ok
retuned,64.0,riemannian,const,0.5,0.5,0.5,0.0078125,16,2097152.0,2256702204118.6455,1371360.2549162093,6.076833054947955e-07,36,23,36,1e-06,1.4375,0.0,0.0,0.015624999999999998,0.9999999999999999,0.015625,0.9993479786853733,0.0,1,ok,8,0.8200206025783033,0.9974352610657976,0.9051218780910171,1,1,ok
retuned,64.0,kl,const,0.5,0.5,0.5,0.0078125,16,2097152.0,2256702204118.6455,848985.1300659209,3.76206097781294e-07,39,24,39,1e-06,1.5,0.0,0.0,0.015624999999999998,0.9999999999999999,0.015625,0.9916499086548215,0.0,1,ok,8,0.8123979119931002,0.9974283015401094,0.8980227517628243,1,1,ok
retuned,128.0,riemannian,const,0.5,0.5,0.5,0.00390625,32,16777216.0,144364142840859.38,38057129.67155785,2.636189909949477e-07,54,41,54,1e-06,1.28125,3.6666243114572666e-12,0.0,0.007812499999999999,0.9999999999999999,0.0078125,0.9995701377390672,0.0,1,ok,8,0.8200206025783033,0.9974352610657976,0.9051218780910171,1,1,ok
retuned,128.0,kl,const,0.5,0.5,0.5,0.00390625,32,16777216.0,144364142840859.38,37278047.19234166,2.5822234288077563e-07,57,42,57,1e-06,1.3125,3.6666243114572666e-12,0.0,0.007812499999999999,0.9999999999999999,0.0078125,0.9925122834792793,0.0,1,ok,8,0.8123979119931002,0.9974283015401094,0.8980227517628243,1,1,ok
retuned,256.0,riemannian,const,0.5,0.5,0.5,0.001953125,64,134217728.0,9237160908851490.0,4188399456.600121,4.534293055982814e-07,87,74,87,1e-06,1.15625,0.0,0.0,0.0039062499999999996,0.9999999999999999,0.00390625,0.9994359067280948,0.0,1,ok,8,0.8200206025783033,0.9974352610657976,0.9051218780910171,1,1,ok
retuned,256.0,kl,const,0.5,0.5,0.5,0.001953125,64,134217728.0,9237160908851490.0,6349549322.179806,6.87391871250761e-07,90,75,90,1e-06,1.171875,0.0,0.0,0.0039062499999999996,0.9999999999999999,0.00390625,0.9900024183538552,0.0,1,ok,8,0.8123979119931002,0.9974283015401094,0.8980227517628243,1,1,ok
retuned,512.0,riemannian,const,0.5,0.5,0.5,0.0009765625,128,1073741824.0,5.911085412167214e+17,459241446036.17847,7.76915598429501e-07,152,139,152,1e-06,1.0859375,0.0,0.0,0.0019531249999999998,0.9999999999999999,0.001953125,0.9992613610342806,0.0,1,ok,8,0.8200206025783033,0.9974352610657976,0.9051218780910171,1,1,ok
retuned,512.0,kl,const,0.5,0.5,0.5,0.0009765625,128,1073741824.0,5.911085412167214e+17,274855180568.71658,4.6498259017364615e-07,156,141,156,1e-06,1.1015625,0.0,0.0,0.0019531249999999998,0.9999999999999999,0.001953125,0.9910860891546243,0.0,1,ok,8,0.8123979119931002,0.9974283015401094,0.8980227517628243,1,1,ok
retuned,1024.0,riemannian,const,0.5,0.5,0.5,0.00048828125,256,8589934592.0,3.78286960658837e+19,12587753606650.244,3.327567406692263e-07,282,269,282,1e-06,1.05078125,0.0,0.0,0.0009765624999999999,0.9999999999999999,0.0009765625,0.9995165978618333,0.0,1,ok,8,0.8200206025783033,0.9974352610657976,0.9051218780910171,1,1,ok
retuned,1024.0,kl,const,0.5,0.5,0.5,0.00048828125,256,8589934592.0,3.78286960658837e+19,11859266641443.346,3.134992181805277e-07,286,271,286,1e-06,1.05859375,0.0,0.0,0.0009765624999999999,0.9999999999999999,0.0009765625,0.9920609692411055,0.0,1,ok,8,0.8123979119931002,0.9974283015401094,0.8980227517628243,1,1,ok
retuned,8.0,riemannian,const,1.0,1.0,1.0,0.125,1,2048.0,2190185.7558972295,0.022171648326234306,1.0123181682894056e-08,7,3,7,1e-06,3.0,0.0,0.0,0.12499999999999999,0.9999999999999999,0.125,0.9999840631612891,0.0,1,ok,8,0.774020560028128,0.9959096351893628,0.8955314128877307,1,1,ok
retuned,8.0,kl,const,1.0,1.0,1.0,0.125,1,2048.0,2190185.7558972295,1.336047525600227,6.100156217356564e-07,9,3,9,1e-06,3.0,0.0,0.0,0.12499999999999999,0.9999999999999999,0.125,0.9481481481481482,0.0,1,ok,8,0.7791270257801581,0.9967142852016354,0.8800324175549753,1,1,ok
retuned,16.0,riemannian,const,1.0,1.0,1.0,0.0625,2,16384.0,139016491.35808617,0.019094729542757483,1.3735585869141417e-10,9,5,9,1e-06,2.5,0.0,0.0,0.06249999999999999,0.9999999999999999,0.0625,0.999998539207848,0.0,1,ok,8,0.774020560028128,0.9959096351893628,0.8955314128877307,1,1,ok
retuned,16.0,kl,const,1.0,1.0,1.0,0.0625,2,16384.0,139016491.35808617,0.4550146323476205,3.273098233903554e-09,12,5,12,1e-06,2.5,0.0,0.0,0.06249999999999999,0.9999999999999999,0.0625,0.9715370018975332,0.0,1,ok,8,0.7791270257801581,0.9967142852016354,0.8800324175549753,1,1,ok
retuned,32.0,riemannian,const,1.0,1.0,1.0,0.03125,4,131072.0,8854066345.608807,0.0037133479748523435,4.193946408244373e-13,12,8,12,1e-06,2.0,1.1735415512980666e-13,0.0,0.031249999999999997,0.9999999999999999,0.03125,0.999999935546567,0.0,1,ok,8,0.774020560028128,0.9959096351893628,0.8955314128877307,1,1,ok
retuned,32.0,kl,const,1.0,1.0,1.0,0.03125,4,131072.0,8854066345.608807,40.096104466162174,4.52855252050917e-09,15,8,15,1e-06,2.0,1.1735415512980666e-13,0.0,0.031249999999999997,0.9999999999999999,0.03125,0.970616113744076,0.0,1,ok,8,0.7791270257801581,0.9967142852016354,0.8800324175549753,1,1,ok
retuned,64.0,riemannian,const,1.0,1.0,1.0,0.015625,8,1048576.0,565190493239.3566,54724.09511165404,9.682416064361957e-08,16,13,16,1e-06,1.625,0.0,0.0,0.015624999999999998,0.9999999999999999,0.015625,0.9999502220346371,0.0,1,ok,8,0.774020560028128,0.9959096351893628,0.8955314128877307,1,1,ok
retuned,64.0,kl,const,1.0,1.0,1.0,0.015625,8,1048576.0,565190493239.3566,2996.709256743568,5.3021225455653055e-09,20,13,20,1e-06,1.625,0.0,0.0,0.015624999999999998,0.9999999999999999,0.015625,0.9701563240170537,0.0,1,ok,8,0.7791270257801581,0.9967142852016354,0.8800324175549753,1,1,ok
retuned,128.0,riemannian,const,1.0,1.0,1.0,0.0078125,16,8388608.0,36123650813708.96,38442.92135196046,1.064203658434527e-09,25,21,25,1e-06,1.3125,1.8333121557286333e-12,0.0,0.007812499999999999,0.9999999999999999,0.0078125,0.9999957930106604,0.0,1,ok,8,0.774020560028128,0.9959096351893628,0.8955314128877307,1,1,ok
retuned,128.0,kl,const,1.0,1.0,1.0,0.0078125,16,8388608.0,36123650813708.96,207001.70173847562,5.7303649292257655e-09,29,22,29,1e-06,1.375,1.8333121557286333e-12,0.0,0.007812499999999999,0.9999999999999999,0.0078125,0.9699265924698084,0.0,1,ok,8,0.7791270257801581,0.9967142852016354,0.8800324175549753,1,1,ok
retuned,256.0,riemannian,const,1.0,1.0,1.0,0.00390625,32,67108864.0,2310336081909684.5,8088.707315177423,3.5010955239427484e-12,42,38,42,1e-06,1.1875,7.304490785177614e-12,0.0,0.0039062499999999996,0.9999999999999999,0.00390625,0.9999998052012734,0.0,1,ok,8,0.774020560028128,0.9959096351893628,0.8955314128877307,1,1,ok
retuned,256.0,kl,const,1.0,1.0,1.0,0.00390625,32,67108864.0,2310336081909684.5,13759312.56993364,5.955545895539331e-09,46,39,46,1e-06,1.21875,7.304490785177614e-12,0.0,0.0039062499999999996,0.9999999999999999,0.00390625,0.9698117674914171,0.0,1,ok,8,0.7791270257801581,0.9967142852016354,0.8800324175549753,1,1,ok
retuned,512.0,riemannian,const,1.0,1.0,1.0,0.001953125,64,536870912.0,1.4781063726155494e+17,45056076873.3448,3.0482296611452157e-07,74,71,74,1e-06,1.109375,0.0,0.0,0.0019531249999999998,0.9999999999999999,0.001953125,0.9999071375687435,0.0,1,ok,8,0.774020560028128,0.9959096351893628,0.8955314128877307,1,1,ok
retuned,512.0,kl,const,1.0,1.0,1.0,0.001953125,64,536870912.0,1.4781063726155494e+17,897357191.1598374,6.070991965023054e-09,79,72,79,1e-06,1.125,0.0,0.0,0.0019531249999999998,0.9999999999999999,0.001953125,0.9697543651968039,0.0,1,ok,8,0.7791270257801581,0.9967142852016354,0.8800324175549753,1,1,ok
retuned,1024.0,riemannian,const,1.0,1.0,1.0,0.0009765625,128,4294967296.0,9.458246631837004e+18,39366205385.08949,4.162103920253102e-09,139,135,139,1e-06,1.0546875,0.0,0.0,0.0009765624999999999,0.9999999999999999,0.0009765625,0.9999912304682896,0.0,1,ok,8,0.774020560028128,0.9959096351893628,0.8955314128877307,1,1,ok
retuned,1024.0,kl,const,1.0,1.0,1.0,0.0009765625,128,4294967296.0,9.458246631837004e+18,57973759468.881905,6.129440447634225e-09,144,137,144,1e-06,1.0703125,0.0,0.0,0.0009765624999999999,0.9999999999999999,0.0009765625,0.9697256665976148,0.0,1,ok,8,0.7791270257801581,0.9967142852016354,0.8800324175549753,1,1,ok
retuned,8.0,riemannian,const,2.0,2.0,2.0,0.25,0,1024.0,525851.0059544203,0.5214193704428428,9.915724502541664e-07,429,2,429,1e-06,,0.0,0.0,0.125,1.2610034454803387,0.125,1.261003445480339,38096.443928821136,0,ok,8,0.719786800949006,0.9931745707946741,0.8418682774725988,0,0,max_steps|ok
retuned,8.0,kl,const,2.0,2.0,2.0,0.25,0,1024.0,525851.0059544203,77.39037041238392,0.0001471716694197823,20000,2,-1,1e-06,,0.0,0.0,0.12499999999999999,0.9999999999999999,0.125,1.0,0.0,1,max_steps,8,0.7263801984121698,0.9955760535703837,0.8488571639336255,1,0,max_steps
retuned,16.0,riemannian,const,2.0,2.0,2.0,0.125,1,8192.0,35293921.33647587,34.57454542925724,9.79617569259011e-07,156,3,156,1e-06,3.0,1.515824503760003e-14,2.220446049250313e-16,0.0625,1.3328358465225798,0.0625,1.33283584652258,826613.3802846225,0,ok,8,0.719786800949006,0.9931745707946741,0.8418682774725988,0,0,max_steps|ok
retuned,16.0,kl,const,2.0,2.0,2.0,0.125,1,8192.0,35293921.33647587,10080.645372228955,0.00028561987420226725,20000,3,-1,1e-06,3.0,1.515824503760003e-14,0.0,0.06249999999999999,0.9999999999999999,0.0625,1.0,0.0,1,max_steps,8,0.7263801984121698,0.9955760535703837,0.8488571639336255,1,0,max_steps
retuned,32.0,riemannian,const,2.0,2.0,2.0,0.0625,2,65536.0,2230177644.325911,6196.73425498607,2.7785832535591943e-06,20000,5,-1,1e-06,2.5,0.0,2.220446049250313e-16,0.03125,1.0386565594869324,0.03125,1.0386565594869326,62405295.07205427,0,max_steps,8,0.719786800949006,0.9931745707946741,0.8418682774725988,0,0,max_steps|ok
retuned,32.0,kl,const,2.0,2.0,2.0,0.0625,2,65536.0,2230177644.325911,109332.67976552591,4.902420219469673e-05,20000,5,-1,1e-06,2.5,0.0,0.0,0.031249999999999997,0.9999999999999999,0.03125,1.0,0.0,1,max_steps,8,0.7263801984121698,0.9955760535703837,0.8488571639336255,1,0,max_steps
retuned,64.0,riemannian,const,2.0,2.0,2.0,0.03125,4,524288.0,141820233336.50742,141219.2809649538,9.957625766266532e-07,286,7,286,1e-06,1.75,2.309827815253338e-13,2.220446049250313e-16,0.015625,1.3020992143688104,0.015625,1.3020992143688106,8885716539.424025,0,ok,8,0.719786800949006,0.9931745707946741,0.8418682774725988,0,0,max_steps|ok
retuned,64.0,kl,const,2.0,2.0,2.0,0.03125,4,524288.0,141820233336.50742,21614898.958506025,0.00015241054432070172,20000,8,-1,1e-06,2.0,2.309827815253338e-13,0.0,0.015624999999999998,0.9999999999999999,0.015625,1.0,0.0,1,max_steps,8,0.7263801984121698,0.9955760535703837,0.8488571639336255,1,0,max_steps
retuned,128.0,riemannian,const,2.0,2.0,2.0,0.015625,8,4194304.0,9047463186449.666,8847912.55080682,9.779440234759162e-07,264,12,264,1e-06,1.5,0.0,2.220446049250313e-16,0.0078125,1.3087181424319263,0.0078125,1.3087181424319265,495228234626.63104,0,ok,8,0.719786800949006,0.9931745707946741,0.8418682774725988,0,0,max_steps|ok
retuned,128.0,kl,const,2.0,2.0,2.0,0.015625,8,4194304.0,9047463186449.666,3015067850.582293,0.0003332500821996096,20000,12,-1,1e-06,1.5,0.0,0.0,0.007812499999999999,0.9999999999999999,0.0078125,1.0,0.0,1,max_steps,8,0.7263801984121698,0.9955760535703837,0.8488571639336255,1,0,max_steps
retuned,256.0,riemannian,const,2.0,2.0,2.0,0.0078125,16,33554432.0,578110839752957.2,2797184695160.2236,0.004838492037885915,20000,20,-1,1e-06,1.25,3.652245392588807e-12,2.220446049250313e-16,0.00390625,1.0098860798116374,0.00390625,1.0098860798116376,5073971050626.547,0,max_steps,8,0.719786800949006,0.9931745707946741,0.8418682774725988,0,0,max_steps|ok
retuned,256.0,kl,const,2.0,2.0,2.0,0.0078125,16,33554432.0,578110839752957.2,4003925042.0674143,6.925877819171151e-06,20000,21,-1,1e-06,1.3125,3.652245392588807e-12,0.0,0.0039062499999999996,0.9999999999999999,0.00390625,1.0,0.0,1,max_steps,8,0.7263801984121698,0.9955760535703837,0.8488571639336255,1,0,max_steps
retuned,512.0,riemannian,const,2.0,2.0,2.0,0.00390625,32,268435456.0,3.696947260250725e+16,36774277231.15743,9.947200931577105e-07,237,36,237,1e-06,1.125,0.0,2.220446049250313e-16,0.001953125,1.3255297394253394,0.001953125,1.3255297394253396,1598981961572421.0,0,ok,8,0.719786800949006,0.9931745707946741,0.8418682774725988,0,0,max_steps|ok
retuned,512.0,kl,const,2.0,2.0,2.0,0.00390625,32,268435456.0,3.696947260250725e+16,9866299394040.777,0.00026687693114052296,20000,38,-1,1e-06,1.1875,0.0,0.0,0.0019531249999999998,0.9999999999999999,0.001953125,1.0,0.0,1,max_steps,8,0.7263801984121698,0.9955760535703837,0.8488571639336255,1,0,max_steps
retuned,1024.0,riemannian,const,2.0,2.0,2.0,0.001953125,64,2147483648.0,2.3650989628673976e+18,2344477744995.4673,9.91281033819012e-07,421,69,421,1e-06,1.078125,0.0,2.220446049250313e-16,0.0009765625,1.2831280659877364,0.0009765625,1.2831280659877367,1.7918523014089952e+17,0,ok,8,0.719786800949006,0.9931745707946741,0.8418682774725988,0,0,max_steps|ok
