family,kappa,scheme,arm,gamma,dt_nominal,dt_mean,s_train,N_train,x0,initial_gap,final_gap,final_rel_gap,n_steps,n_half,n_tol,tol_rel,n_half_over_N_train,shadow_mean_err_over_w,shadow_cov_err,cA_min,cA_max,c_min,c_max,max_energy_increase,monotone,status,n_points,slope,r2,slope_upper,all_monotone,all_converged,statuses
retuned,1024.0,kl,const,2.0,2.0,2.0,0.001953125,64,2147483648.0,2.3650989628673976e+18,595524085376472.8,0.0002517966878876271,20000,70,-1,1e-06,1.09375,0.0,0.0,0.0009765624999999999,0.9999999999999999,0.0009765625,1.0,0.0,1,max_steps,8,0.7263801984121698,0.9955760535703837,0.8488571639336255,1,0,max_steps
retuned,8.0,riemannian,const,4.0,4.0,4.0,0.5,0,512.0,132635.00595442043,1.7067364767687139e+308,1.286791872543232e+303,657,1,-1,1e-06,,0.0,0.0,5.200976654436086e-07,5.0207048913225085,5.200976654436087e-07,5.020704891322509,1.189075786019696e+308,0,failed,7,0.6769989631358906,0.985521199862081,0.6297999697957646,0,0,failed
retuned,8.0,kl,const,4.0,4.0,4.0,0.5,0,512.0,132635.00595442043,4.71532489770725e+307,3.555113421058431e+302,323,1,-1,1e-06,,0.0,0.0,0.12499999999999999,0.9999999999999999,0.125,1.0,4.191399909073111e+307,0,failed,8,0.6920734204632715,0.9836079505127774,0.6579563334483798,0,0,failed|ok
retuned,16.0,riemannian,const,4.0,4.0,4.0,0.25,0,4096.0,8403978.587573115,1.7579386489382316e+307,2.0917933459964776e+300,677,2,-1,1e-06,,0.0,0.0,5.192576451922386e-07,5.021130173315316,5.192576451922387e-07,5.021130173315317,3.303251940478369e+307,0,failed,7,0.6769989631358906,0.985521199862081,0.6297999697957646,0,0,failed
retuned,16.0,kl,const,4.0,4.0,4.0,0.25,0,4096.0,8403978.587573115,0.047501814622867955,5.65230076777069e-09,3,2,3,1e-06,,0.0,0.0,0.06249999999999999,0.9999999999999999,0.0625,0.625,0.0,1,ok,8,0.6920734204632715,0.9836079505127774,0.6579563334483798,0,0,failed|ok
retuned,32.0,riemannian,const,4.0,4.0,4.0,0.125,1,32768.0,566857879.8341584,4.374039968844439e+306,7.716290316232564e+297,678,2,-1,1e-06,2.0,0.0,4.440892098500626e-16,5.190048917972751e-07,5.021258270549065,5.190048917972753e-07,5.021258270549066,2.573405668295362e+306,0,failed,7,0.6769989631358906,0.985521199862081,0.6297999697957646,0,0,failed
retuned,32.0,kl,const,4.0,4.0,4.0,0.125,1,32768.0,566857879.8341584,1.0740435110282302e+308,1.894731553070155e+299,321,2,-1,1e-06,2.0,0.0,0.0,0.031249999999999997,0.9999999999999999,0.03125,1.0,9.547053431362046e+307,0,failed,8,0.6920734204632715,0.9836079505127774,0.6579563334483798,0,0,failed|ok
retuned,64.0,riemannian,const,4.0,4.0,4.0,0.0625,2,262144.0,35731846138.88962,6.158429981063298e+306,1.7235129573561614e+296,682,-1,-1,1e-06,,2.309827815253338e-13,4.440892098500626e-16,5.203531378570932e-07,5.020575687634811,5.203531378570933e-07,5.020575687634812,1.2424939613659692e+308,0,failed,7,0.6769989631358906,0.985521199862081,0.6297999697957646,0,0,failed
retuned,64.0,kl,const,4.0,4.0,4.0,0.0625,2,262144.0,35731846138.88962,5.707694260280779e+307,1.597368979507799e+297,327,5,-1,1e-06,2.5,3.4647417228800064e-13,0.0,0.015624999999999998,5.232460254381921,0.015625,1.0000000000000002,5.07350600913847e+307,0,failed,8,0.6920734204632715,0.9836079505127774,0.6579563334483798,0,0,failed|ok
retuned,128.0,riemannian,const,4.0,4.0,4.0,0.03125,4,2097152.0,2270386706187.215,1.5030113277698436e+308,6.620067513934369e+295,648,7,-1,1e-06,1.75,4.583280389321583e-13,4.440892098500626e-15,5.187763313735373e-07,5.021374160187248,5.187763313735374e-07,5.021374160187249,7.261156746285354e+307,0,failed,7,0.6769989631358906,0.985521199862081,0.6297999697957646,0,0,failed
retuned,128.0,kl,const,4.0,4.0,4.0,0.03125,4,2097152.0,2270386706187.215,6.183027800525679e+307,2.7233368587279905e+295,321,7,-1,1e-06,1.75,0.0,0.0,0.007812499999999999,1.0,0.0078125,1.0000000000000002,5.496024711578381e+307,0,failed,8,0.6920734204632715,0.9836079505127774,0.6579563334483798,0,0,failed|ok
retuned,256.0,riemannian,const,4.0,4.0,4.0,0.015625,8,16777216.0,144795033344871.16,2.1115237795443394e+307,1.4582846736981208e+293,694,11,-1,1e-06,1.375,3.854945011877486e-09,3.6415315207705135e-13,5.187569058755516e-07,5.021384012069987,5.187569058755517e-07,5.021384012069988,1.6529218954907996e+307,0,failed,7,0.6769989631358906,0.985521199862081,0.6297999697957646,0,0,failed
retuned,256.0,kl,const,4.0,4.0,4.0,0.015625,8,16777216.0,144795033344871.16,9.21599723195667e+307,6.364857287615738e+293,324,12,-1,1e-06,1.5,3.99373033679586e-09,0.0,0.0039062499999999996,0.9999999999999999,0.00390625,1.0,8.19199753951704e+307,0,failed,8,0.6920734204632715,0.9836079505127774,0.6579563334483798,0,0,failed|ok
retuned,512.0,riemannian,const,4.0,4.0,4.0,0.0078125,16,134217728.0,9250837277148758.0,4.485935565876747e+307,4.849221136942728e+291,656,19,-1,1e-06,1.1875,8.854331223735953e-05,2.389572983929611e-09,5.225088504936378e-07,5.019487960791518,5.225088504936379e-07,5.019487960791519,6.407770242612708e+307,0,failed,7,0.6769989631358906,0.985521199862081,0.6297999697957646,0,0,failed
retuned,512.0,kl,const,4.0,4.0,4.0,0.0078125,16,134217728.0,9250837277148758.0,2.505750715450605e+307,2.708674512781954e+291,330,20,-1,1e-06,1.25,0.0001046063484716712,0.0,0.0019531249999999998,1.0,0.001953125,1.0000000000000002,2.2273339692894267e+307,0,failed,8,0.6920734204632715,0.9836079505127774,0.6579563334483798,0,0,failed|ok
retuned,1024.0,riemannian,const,4.0,4.0,4.0,0.00390625,32,1073741824.0,5.915443917914888e+17,1.6947046511457497e+307,2.864881612711003e+289,662,25,-1,1e-06,0.78125,88359874.44436999,3278.696983505898,5.19255288564116e-07,5.021131367384149,5.192552885641161e-07,5.02113136738415,3.7460721564008347e+307,0,failed,7,0.6769989631358906,0.985521199862081,0.6297999697957646,0,0,failed
retuned,1024.0,kl,const,4.0,4.0,4.0,0.00390625,32,1073741824.0,5.915443917914888e+17,1.7386324831538185e+308,2.9391411824366725e+290,335,27,-1,1e-06,0.84375,3829369.2490135413,1022.4430574611495,0.004682254401566898,0.9999999999999999,0.0009765625,1.0,1.5454510961367275e+308,0,failed,8,0.6920734204632715,0.9836079505127774,0.6579563334483798,0,0,failed|ok
