family,kappa,scheme,arm,n,m,c,gap,rel_gap,cA,A
manuscript,128.0,kl,theory,4779,1696244387.6165526,0.10107704129447184,1.438622511260327e+18,0.6087701097887217,0.10107704129447183,0.9999999999999999
manuscript,128.0,kl,theory,4860,1634852931.006865,0.13359675729940512,1.3363720530108685e+18,0.5655016205170381,0.1335967572994051,0.9999999999999999
manuscript,128.0,kl,theory,4941,1557535802.8466957,0.17454753375403015,1.2129588885746504e+18,0.5132778821317747,0.17454753375403012,0.9999999999999999
manuscript,128.0,kl,theory,5022,1462654831.2332149,0.22479394270926106,1.0696795776649321e+18,0.4526475491915877,0.22479394270926104,0.9999999999999999
manuscript,128.0,kl,theory,5103,1349858102.9352818,0.2845190367057689,9.110584490300188e+17,0.38552514485127815,0.28451903670576884,0.9999999999999999
manuscript,128.0,kl,theory,5184,1220715777.5620296,0.35288884615629224,7.450735047944352e+17,0.31528665495232083,0.3528888461562922,0.9999999999999999
manuscript,128.0,kl,theory,5265,1079080803.1604,0.42786308355812025,5.822076898746468e+17,0.246368061468969,0.4278630835581202,0.9999999999999999
manuscript,128.0,kl,theory,5346,930887273.2495744,0.506303364212118,4.332755577490139e+17,0.1833456704556648,0.5063033642121179,0.9999999999999999
manuscript,128.0,kl,theory,5427,783279227.0423647,0.5844345477462918,3.067631737580421e+17,0.12981046070537045,0.5844345477462917,0.9999999999999999
manuscript,128.0,kl,theory,5508,643293964.2086879,0.6585399591696933,2.0691356219366432e+17,0.08755791806918198,0.6585399591696932,0.9999999999999999
manuscript,128.0,kl,theory,5589,516585079.1763158,0.7256343264456558,1.3343007201380022e+17,0.05646251115436598,0.7256343264456557,0.9999999999999999
manuscript,128.0,kl,theory,5670,406646522.59815407,0.7838718933383576,8.26806971705855e+16,0.03498731369763562,0.7838718933383575,0.9999999999999999
manuscript,128.0,kl,theory,5751,314710462.0280294,0.832599579684253,4.952133745494786e+16,0.02095553892933464,0.8325995796842529,0.9999999999999999
manuscript,128.0,kl,theory,5832,240171553.10583067,0.8721333078661424,2.8841187460633416e+16,0.012204489168924002,0.8721333078661423,0.9999999999999999
manuscript,128.0,kl,theory,5913,181240834.29083735,0.9034137200300828,1.642412000721938e+16,0.0069500603957731305,0.9034137200300827,0.9999999999999999
manuscript,128.0,kl,theory,5994,135571931.3672991,0.9276764879300334,9189874287329832.0,0.0038888038627597787,0.9276764879300333,0.9999999999999999
manuscript,128.0,kl,theory,6075,100726137.43276489,0.9462072871582954,5072877381062120.0,0.0021466479886432695,0.9462072871582953,0.9999999999999999
manuscript,128.0,kl,theory,6156,74452800.37140943,0.9601938408721105,2771609741572472.0,0.0011728394025965875,0.9601938408721103,0.9999999999999999
manuscript,128.0,kl,theory,6237,54820300.23724573,0.9706565516393942,1502632659050882.0,0.0006358567599648756,0.9706565516393941,0.9999999999999999
manuscript,128.0,kl,theory,6318,40248553.33905886,0.9784310022602756,809973022943533.0,0.0003427496527016394,0.9784310022602755,0.9999999999999999
manuscript,128.0,kl,theory,6399,29487058.197340712,0.9841792106821854,434743300566679.0,0.00018396676316710084,0.9841792106821853,0.9999999999999999
manuscript,128.0,kl,theory,6480,21568897.143238112,0.9884136433683844,232608661987792.56,9.843110307794418e-05,0.9884136433683843,0.9999999999999999
manuscript,128.0,kl,theory,6561,15758712.349026838,0.9915244906602235,124168507449685.47,5.2543370704122314e-05,0.9915244906602234,0.9999999999999999
manuscript,128.0,kl,theory,6642,11503866.374322113,0.9938053341486046,66169470779129.484,2.800039320640313e-05,0.9938053341486045,0.9999999999999999
manuscript,128.0,kl,theory,6723,8392591.209512409,0.9954751811324563,35217793604992.47,1.4902825384433456e-05,0.9954751811324561,0.9999999999999999
manuscript,128.0,kl,theory,6804,6119981.566827683,0.9966963970090299,18727087189155.305,7.924588163282296e-06,0.9966963970090298,0.9999999999999999
manuscript,128.0,kl,theory,6885,4461277.781542756,0.9975888138884816,9951499722043.525,4.211094662381944e-06,0.9975888138884815,0.9999999999999999
manuscript,128.0,kl,theory,6966,3251341.327128097,0.9982405838041251,5285610212745.547,2.236668399338866e-06,0.998240583804125,0.9999999999999999
manuscript,128.0,kl,theory,7047,2369128.244367969,0.9987163998917034,2806384319131.028,1.1875546758753523e-06,0.9987163998917032,0.9999999999999999
manuscript,128.0,kl,theory,7069,2173899.6116808183,0.9988217808114813,2362919760833.006,9.998974094768274e-07,0.9999999999999999,
manuscript,128.0,riemannian,const,0,2147483648.0,0.0078125,2.3631621988793303e+18,1.0,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,const,22,1262450.2323462893,0.9995701377390672,796890294575.5999,3.3721354164919566e-07,0.9999999999999999,
manuscript,128.0,kl,const,0,2147483648.0,0.0078125,2.3631621988793303e+18,1.0,0.9999999999999999,127.99999999999999
manuscript,128.0,kl,const,25,1250505.7160566654,0.9925122834792793,781882272945.1968,3.3086272000964835e-07,0.9999999999999999,
manuscript,256.0,riemannian,theory,0,34359738368.0,0.00390625,6.050948318153208e+20,1.0,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,327,34258354267.423527,0.00390625,6.009748121742121e+20,0.9931911174505518,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,654,34157540677.08771,0.00390625,5.969010305944862e+20,0.9864586494711041,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,981,34057296175.44529,0.00390625,5.92873111912464e+20,0.9798019760535867,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,1308,33957619344.491096,0.00390625,5.888906831931033e+20,0.9732204808730491,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,1635,33858508769.75328,0.00390625,5.8495337371800686e+20,0.9667135512678429,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,1962,33759963040.284405,0.00390625,5.810608149734874e+20,0.9602805782198968,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,2289,33661980748.65269,0.00390625,5.7721264063870036e+20,0.953920956335105,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,2616,33564560490.933266,0.00390625,5.734084865738352e+20,0.9476340838238122,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,2943,33467700866.699486,0.00390625,5.6964799080837094e+20,0.9414193624814028,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,3270,33371400479.014156,0.00390625,5.659307935293882e+20,0.9352761976689866,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,3597,33275657934.4208,0.00390625,5.6225653706994097e+20,0.9292039982941808,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,3924,33180471842.935085,0.00390625,5.586248658974957e+20,0.923202176792004,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,4251,33085840818.036095,0.00390625,5.550354266024214e+20,0.9172701491058547,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,4578,32991763476.657764,0.00390625,5.5148786788654534e+20,0.9114073346685984,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,4905,32898238439.18012,0.00390625,5.479818405517614e+20,0.9056131563837407,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,5232,32805264329.420918,0.00390625,5.445169974887082e+20,0.8998870406067171,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,5559,32712839774.626896,0.00390625,5.410929936654938e+20,0.8942284171262583,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,5886,32620963405.46537,0.00390625,5.3770948611648756e+20,0.8886367191458682,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,6213,32529633856.01559,0.00390625,5.3436613393116384e+20,0.8831113832653856,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,6540,32438849763.76025,0.00390625,5.310625982430056e+20,0.877651849462647,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,6867,32348609769.57713,0.00390625,5.277985422184685e+20,0.8722575610752471,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,7194,32258912517.730473,0.00390625,5.24573631045997e+20,0.8669279647823872,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,7521,32169756655.86269,0.00390625,5.2138753192510095e+20,0.8616625105868233,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,7848,32081140834.985863,0.00390625,5.182399140554876e+20,0.8564606517969039,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,8175,31993063709.473297,0.00390625,5.1513044862624544e+20,0.8513218450086959,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,8502,31905523937.051292,0.00390625,5.1205880880509485e+20,0.8462455500882196,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,8829,31818520178.790646,0.00390625,5.0902466972768246e+20,0.8412312301537561,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,9156,31732051099.09847,0.00390625,5.060277084869405e+20,0.8362783515582624,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,9483,31646115365.70969,0.00390625,5.030676041224913e+20,0.8313863838718607,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,9810,31560711649.678905,0.00390625,5.0014403761011714e+20,0.8265547998644361,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,10137,31475838625.372124,0.00390625,4.9725669185128e+20,0.8217830754883165,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,10464,31391494970.458263,0.00390625,4.944052516626866e+20,0.8170706898610275,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,10791,31307679365.901314,0.00390625,4.9158940376592974e+20,0.8124171252481731,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,11118,31224390495.951855,0.00390625,4.888088367771601e+20,0.8078218670463674,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,11445,31141627048.138855,0.00390625,4.860632411968216e+20,0.8032844037662704,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,11772,31059387713.26167,0.00390625,4.83352309399444e+20,0.7988042270157193,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,12099,30977671185.381737,0.00390625,4.806757356234793e+20,0.7943808314829318,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,12426,30896476161.814636,0.00390625,4.780332159612017e+20,0.7900137149198141,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,12753,30815801343.12179,0.00390625,4.754244483486463e+20,0.7857023781253335,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,13080,30735645433.102417,0.00390625,4.728491325556093e+20,0.7814463249289926,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,13407,30656007138.78552,0.00390625,4.703069701757002e+20,0.7772450621743886,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,13734,30576885170.421806,0.00390625,4.677976646164412e+20,0.7730980997028517,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,14061,30498278241.475693,0.00390625,4.653209210894212e+20,0.7690049503371736,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,14388,30420185068.61727,0.00390625,4.6287644660049936e+20,0.7649651298654168,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,14715,30342604371.71426,0.00390625,4.604639499400573e+20,0.7609781570248052,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,15042,30265534873.824196,0.00390625,4.580831416733097e+20,0.757043553485712,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,15369,30188975301.186325,0.00390625,4.557337341306541e+20,0.7531608438357101,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,15696,30112924383.213745,0.00390625,4.5341544139807916e+20,0.7493295555637215,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,16023,30037380852.485523,0.00390625,4.511279793076205e+20,0.7455492190442439,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,16350,29962343444.738697,0.00390625,4.4887106542786177e+20,0.7418193675216521,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,theory,16677,29864738621.435547,0.0068887837148861545,4.459513064633319e+20,0.7369940759954124,0.006888783714886154,0.9999999999999999
manuscript,256.0,riemannian,theory,17004,29682121430.031464,0.012967327091709141,4.405141662935665e+20,0.7280084759144242,0.01296732709170914,0.9999999999999999
manuscript,256.0,riemannian,theory,17331,29342295793.095562,0.024278473719126555,4.304851612047567e+20,0.7114342059628495,0.024278473719126552,0.9999999999999999
manuscript,256.0,riemannian,theory,17658,28719531032.033237,0.04500664299366264,4.1240573134996007e+20,0.6815555342172038,0.04500664299366263,0.9999999999999999
manuscript,256.0,riemannian,theory,17985,27609622190.85987,0.08194688951825911,3.811456187610109e+20,0.6298940244086223,0.0819468895182591,0.9999999999999999
manuscript,256.0,riemannian,theory,18312,25726384347.547096,0.14461916077004397,3.309234257988581e+20,0.5468951450239097,0.14461916077004394,0.9999999999999999
manuscript,256.0,riemannian,theory,18639,22782663955.984283,0.24256787301395408,2.5952488846565268e+20,0.4288995291648128,0.24256787301395405,0.9999999999999999
manuscript,256.0,riemannian,theory,18966,18723818275.6783,0.3775903059736999,1.7529068541031232e+20,0.28969126192076333,0.37759030597369986,0.9999999999999999
manuscript,256.0,riemannian,theory,19293,13998594393.408194,0.5347357693600072,9.798032249557965e+19,0.16192556495918634,0.5347357693600071,0.9999999999999999
manuscript,256.0,riemannian,theory,19620,9470004181.595682,0.6852965653336243,4.484048959971985e+19,0.07410489602959539,0.6852965653336242,0.9999999999999999
manuscript,256.0,riemannian,theory,19947,5870875562.5882225,0.8049242067179406,1.7233589935697789e+19,0.028480808345356354,0.8049242067179405,0.9999999999999999
manuscript,256.0,riemannian,theory,20274,3412816068.457346,0.886608972711377,5.823656758560328e+18,0.00962437035049367,0.8866089727113768,0.9999999999999999
manuscript,256.0,riemannian,theory,20601,1902915642.5143003,0.9367786117494245,1.810543971262806e+18,0.002992165650846935,0.9367786117494243,0.9999999999999999
manuscript,256.0,riemannian,theory,20928,1035065207.6247785,0.9656125516550149,5.3567999201766285e+17,0.0008852827091756687,0.9656125516550148,0.9999999999999999
manuscript,256.0,riemannian,theory,21255,555201127.4563602,0.9815551212150799,1.541241459644068e+17,0.00025471072939430847,0.9815551212150798,0.9999999999999999
manuscript,256.0,riemannian,theory,21582,295539153.8193147,0.9901816880626197,4.367169572011829e+16,7.217330808974286e-05,0.9901816880626196,0.9999999999999999
manuscript,256.0,riemannian,theory,21909,156673231.57271916,0.9947950730174923,1.227325074571944e+16,2.0283185544485567e-05,0.9947950730174921,0.9999999999999999
manuscript,256.0,riemannian,theory,22236,82874898.35071996,0.997246774350132,3434124388321082.5,5.675349065564654e-06,0.9972467743501319,0.9999999999999999
manuscript,256.0,riemannian,theory,22563,43787118.14283684,0.998545329574743,958655857627375.5,1.5843068015493545e-06,0.9985453295747428,0.9999999999999999
manuscript,256.0,riemannian,theory,22681,34776639.26159213,0.9988446708540757,604707319165455.5,9.993595836065848e-07,0.9999999999999999,
manuscript,256.0,kl,theory,0,34359738368.0,0.00390625,6.050948318153208e+20,1.0,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,327,34258354267.423527,0.00390625,6.009748121742121e+20,0.9931911174505518,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,654,34157540677.08771,0.00390625,5.969010305944862e+20,0.9864586494711041,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,981,34057296175.44529,0.00390625,5.92873111912464e+20,0.9798019760535867,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,1308,33957619344.491096,0.00390625,5.888906831931033e+20,0.9732204808730491,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,1635,33858508769.75328,0.00390625,5.8495337371800686e+20,0.9667135512678429,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,1962,33759963040.284405,0.00390625,5.810608149734874e+20,0.9602805782198968,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,2289,33661980748.65269,0.00390625,5.7721264063870036e+20,0.953920956335105,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,2616,33564560490.933266,0.00390625,5.734084865738352e+20,0.9476340838238122,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,2943,33467700866.699486,0.00390625,5.6964799080837094e+20,0.9414193624814028,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,3270,33371400479.014156,0.00390625,5.659307935293882e+20,0.9352761976689866,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,3597,33275657934.4208,0.00390625,5.6225653706994097e+20,0.9292039982941808,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,3924,33180471842.935085,0.00390625,5.586248658974957e+20,0.923202176792004,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,4251,33085840818.036095,0.00390625,5.550354266024214e+20,0.9172701491058547,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,4578,32991763476.657764,0.00390625,5.5148786788654534e+20,0.9114073346685984,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,4905,32898238439.18012,0.00390625,5.479818405517614e+20,0.9056131563837407,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,5232,32805264329.420918,0.00390625,5.445169974887082e+20,0.8998870406067171,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,5559,32712839774.626896,0.00390625,5.410929936654938e+20,0.8942284171262583,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,5886,32620963405.46537,0.00390625,5.3770948611648756e+20,0.8886367191458682,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,6213,32529633856.01559,0.00390625,5.3436613393116384e+20,0.8831113832653856,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,6540,32438849763.76025,0.00390625,5.310625982430056e+20,0.877651849462647,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,6867,32348609769.57713,0.00390625,5.277985422184685e+20,0.8722575610752471,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,7194,32258912517.730473,0.00390625,5.24573631045997e+20,0.8669279647823872,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,7521,32169756655.86269,0.00390625,5.2138753192510095e+20,0.8616625105868233,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,7848,32081140834.985863,0.00390625,5.182399140554876e+20,0.8564606517969039,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,8175,31993063709.473297,0.00390625,5.1513044862624544e+20,0.8513218450086959,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,8502,31905523937.051292,0.00390625,5.1205880880509485e+20,0.8462455500882196,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,8829,31818520178.790646,0.00390625,5.0902466972768246e+20,0.8412312301537561,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,9156,31732051099.09847,0.00390625,5.060277084869405e+20,0.8362783515582624,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,9483,31646115365.70969,0.00390625,5.030676041224913e+20,0.8313863838718607,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,9810,31560711649.678905,0.00390625,5.0014403761011714e+20,0.8265547998644361,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,10137,31475838625.372124,0.00390625,4.9725669185128e+20,0.8217830754883165,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,10464,31391494970.458263,0.00390625,4.944052516626866e+20,0.8170706898610275,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,10791,31307679365.901314,0.00390625,4.9158940376592974e+20,0.8124171252481731,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,11118,31224390495.951855,0.00390625,4.888088367771601e+20,0.8078218670463674,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,11445,31141627048.138855,0.00390625,4.860632411968216e+20,0.8032844037662704,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,11772,31059387713.26167,0.00390625,4.83352309399444e+20,0.7988042270157193,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,12099,30977671185.381737,0.00390625,4.806757356234793e+20,0.7943808314829318,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,12426,30896476161.814636,0.00390625,4.780332159612017e+20,0.7900137149198141,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,12753,30815801343.12179,0.00390625,4.754244483486463e+20,0.7857023781253335,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,13080,30735645433.102417,0.00390625,4.728491325556093e+20,0.7814463249289926,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,13407,30656007138.78552,0.00390625,4.703069701757002e+20,0.7772450621743886,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,13734,30576885170.421806,0.00390625,4.677976646164412e+20,0.7730980997028517,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,14061,30498278241.475693,0.00390625,4.653209210894212e+20,0.7690049503371736,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,14388,30420185068.61727,0.00390625,4.6287644660049936e+20,0.7649651298654168,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,14715,30342604371.71426,0.00390625,4.604639499400573e+20,0.7609781570248052,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,15042,30265534873.824196,0.00390625,4.580831416733097e+20,0.757043553485712,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,15369,30188975301.186325,0.00390625,4.557337341306541e+20,0.7531608438357101,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,15696,30112924383.213745,0.00390625,4.5341544139807916e+20,0.7493295555637215,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,16023,30037380852.485523,0.00390625,4.511279793076205e+20,0.7455492190442439,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,16350,29962343444.738697,0.00390625,4.4887106542786177e+20,0.7418193675216521,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,theory,16677,29864765724.75683,0.006884959446357721,4.4595211589730514e+20,0.7369954136931265,0.00688495944635772,0.9999999999999999
manuscript,256.0,kl,theory,17004,29682311409.300995,0.012952130018814418,4.4051980529935994e+20,0.7280177951244008,0.012952130018814416,0.9999999999999999
manuscript,256.0,kl,theory,17331,29342992503.833233,0.024235345458142984,4.305056045400066e+20,0.711467991303882,0.02423534545814298,0.9999999999999999
manuscript,256.0,kl,theory,17658,28721504649.696377,0.044900769097628364,4.124624146712653e+20,0.6816492109738457,0.04490076909762836,0.9999999999999999
manuscript,256.0,kl,theory,17985,27614394768.694347,0.08171191459985253,3.8127739922064684e+20,0.6301118092130976,0.08171191459985251,0.9999999999999999
manuscript,256.0,kl,theory,18312,25736461063.767216,0.1441473291469018,3.3118271404340294e+20,0.5473236534673994,0.14414732914690176,0.9999999999999999
manuscript,256.0,kl,theory,18639,22800968332.16837,0.24173087114262243,2.599420784422724e+20,0.4295889913031162,0.2417308711426224,0.9999999999999999
manuscript,256.0,kl,theory,18966,18751445079.632683,0.3763277885837911,1.7580834628724038e+20,0.29054676563639587,0.37632778858379107,0.9999999999999999
manuscript,256.0,kl,theory,19293,14032086907.841995,0.533172349512013,9.844973149461535e+19,0.1627013260041575,0.5331723495120129,0.9999999999999999
manuscript,256.0,kl,theory,19620,9502348810.31942,0.6837228111146916,4.514731645648944e+19,0.07461196837699768,0.6837228111146915,0.9999999999999999
manuscript,256.0,kl,theory,19947,5896441117.177985,0.8036054174159587,1.7384008924173584e+19,0.028729395807299354,0.8036054174159586,0.9999999999999999
manuscript,256.0,kl,theory,20274,3430183421.0700116,0.8856473290805746,5.883079151091784e+18,0.009722573788049376,0.8856473290805745,0.9999999999999999
manuscript,256.0,kl,theory,20601,1913571526.9260187,0.9361405187605872,1.830877994330987e+18,0.0030257703389041405,0.9361405187605871,0.9999999999999999
manuscript,256.0,kl,theory,20928,1041201998.1390994,0.9652138213667963,5.420508004644265e+17,0.0008958113207449509,0.9652138213667962,0.9999999999999999
manuscript,256.0,kl,theory,21255,558604970.7418987,0.9813151108965434,1.5601975666877872e+17,0.00025784347917947025,0.9813151108965433,0.9999999999999999
manuscript,256.0,kl,theory,21582,297386569.3710008,0.9900405837645418,4.421938582112654e+16,7.307843910757878e-05,0.9900405837645417,0.9999999999999999
manuscript,256.0,kl,theory,21909,157663583.50743744,0.9947133848633888,1.2428902782203348e+16,2.0540421316962654e-05,0.9947133848633887,0.9999999999999999
manuscript,256.0,kl,theory,22236,83402109.14935343,0.9971999818743142,3477955905280331.5,5.747786499590908e-06,0.9971999818743141,0.9999999999999999
manuscript,256.0,kl,theory,22563,44066680.541095175,0.9985187319862165,970936166955468.0,1.604601652343652e-06,0.9985187319862164,0.9999999999999999
manuscript,256.0,kl,theory,22685,34726558.4010341,0.9988321511510616,602966929190216.0,9.96483356800915e-07,0.9999999999999999,
manuscript,256.0,riemannian,const,0,34359738368.0,0.00390625,6.050948318153208e+20,1.0,0.9999999999999999,255.99999999999997
manuscript,256.0,riemannian,const,23,26460373.46729134,0.9994359067280948,350075682014267.75,5.785468055709875e-07,0.9999999999999999,
manuscript,256.0,kl,const,0,34359738368.0,0.00390625,6.050948318153208e+20,1.0,0.9999999999999999,255.99999999999997
manuscript,256.0,kl,const,26,32610380.758903693,0.9900024183538552,531718466620338.06,8.787357595257437e-07,0.9999999999999999,
manuscript,512.0,riemannian,theory,0,549755813888.0,0.001953125,1.5492058341235532e+23,1.0,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,1310,548130219375.68665,0.001953125,1.5386297891107224e+23,0.9931732473633408,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,2620,546513803363.4857,0.001953125,1.528172836648185e+23,0.9864233680172866,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,3930,544906542946.35565,0.001953125,1.5178340077323207e+23,0.9797497364777349,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,5240,543308415276.4175,0.001953125,1.5076123391264979e+23,0.9731517309831289,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,6550,541719397562.8076,0.001953125,1.4975068733299694e+23,0.9666287334743792,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,7860,540139467071.53625,0.001953125,1.4875166585469473e+23,0.9601801295749018,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,9170,538568601125.3504,0.001953125,1.4776407486558728e+23,0.9538053085707829,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,10480,537006777103.5866,0.001953125,1.4678782031787762e+23,0.9475036633909998,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,11790,535453972442.0307,0.001953125,1.4582280872508329e+23,0.9412745905877704,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,13100,533910164632.77625,0.001953125,1.4486894715900769e+23,0.9351174903170033,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,14410,532375331224.0886,0.001953125,1.43926143246729e+23,0.9290317663188616,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,15720,530849449820.2594,0.001953125,1.4299430516759961e+23,0.9230168258983942,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,17030,529332498081.47064,0.001953125,1.4207334165026671e+23,0.9170720799063038,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,18340,527824453723.6536,0.001953125,1.4116316196970363e+23,0.9111969427197851,0.9999999999999999,511.99999999999994
manuscript,512.0,riemannian,theory,19650,526325294518.34906,0.001953125,1.4026367594425949e+23,0.9053908322234804,0.9999999999999999,511.99999999999994
