family,kappa,scheme,arm,n,m,c,gap,rel_gap,cA,A
manuscript,16.0,riemannian,theory,50,470485.53725059086,0.0625,110811259936.52155,0.7886497462731352,0.9999999999999999,15.999999999999998
manuscript,16.0,riemannian,theory,100,406727.7216385533,0.16624526060410325,82713719775.1245,0.5886780292122615,0.16624526060410322,0.9999999999999999
manuscript,16.0,riemannian,theory,150,250343.8548095854,0.4894201753309706,31336022820.56336,0.22302017376937544,0.48942017533097054,0.9999999999999999
manuscript,16.0,riemannian,theory,200,87250.96825200823,0.822993064382156,3806365730.4653735,0.027090111323288917,0.8229930643821559,0.9999999999999999
manuscript,16.0,riemannian,theory,250,20855.831472635204,0.9577810650203188,217482853.20793912,0.0015478372603962179,0.9577810650203187,0.9999999999999999
manuscript,16.0,riemannian,theory,300,4416.931259673307,0.9910634992698804,9754640.8763597,6.942430811213209e-05,0.9910634992698802,0.9999999999999999
manuscript,16.0,riemannian,theory,350,909.7134419997662,0.9981596443022689,413789.2732783788,2.944960697752918e-06,0.9981596443022688,0.9999999999999999
manuscript,16.0,riemannian,theory,368,514.1321560989998,0.9989599210181482,132165.93696777377,9.406321407706748e-07,0.9999999999999999,
manuscript,16.0,kl,theory,0,524288.0,0.0625,140507570642.3216,1.0,0.9999999999999999,15.999999999999998
manuscript,16.0,kl,theory,50,470485.53725059086,0.0625,110811259936.52155,0.7886497462731352,0.9999999999999999,15.999999999999998
manuscript,16.0,kl,theory,100,407151.4552298023,0.1636876474390908,82886153748.35957,0.589905251150886,0.16368764743909078,0.9999999999999999
manuscript,16.0,kl,theory,150,253432.71599831694,0.4769016491338055,32114070769.250458,0.22855758321379402,0.47690164913380545,0.9999999999999999
manuscript,16.0,kl,theory,200,90397.39388597842,0.809401153592503,4085844410.6987953,0.029079176246664947,0.8094011535925029,0.9999999999999999
manuscript,16.0,kl,theory,250,21949.008193070105,0.9518784227869764,240879480.33032745,0.001714352324427516,0.9518784227869763,0.9999999999999999
manuscript,16.0,kl,theory,300,4675.130740933536,0.9892632664381319,10928423.722439902,7.777818428203757e-05,0.9892632664381318,0.9999999999999999
manuscript,16.0,kl,theory,350,964.4802675889306,0.9976753826691505,465111.0932855606,3.3102208739310932e-06,0.9976753826691503,0.9999999999999999
manuscript,16.0,kl,theory,369,528.1921417727442,0.9987031690302706,139493.46931566016,9.927825858633414e-07,0.9999999999999999,
manuscript,16.0,riemannian,const,0,524288.0,0.0625,140507570642.3216,1.0,0.9999999999999999,15.999999999999998
manuscript,16.0,riemannian,const,17,528.108735826966,0.9992754501803622,139449.4184285094,9.924690733106059e-07,0.9999999999999999,
manuscript,16.0,kl,const,0,524288.0,0.0625,140507570642.3216,1.0,0.9999999999999999,15.999999999999998
manuscript,16.0,kl,const,19,518.033990599868,0.9899523869071858,134179.60773382103,9.549635448141857e-07,0.9999999999999999,
manuscript,32.0,riemannian,theory,0,8388608.0,0.03125,36017470670798.92,1.0,0.9999999999999999,31.999999999999996
manuscript,32.0,riemannian,theory,50,8153981.793012977,0.03125,33763315586897.707,0.9374149533012942,0.9999999999999999,31.999999999999996
manuscript,32.0,riemannian,theory,100,7931970.798218348,0.03125,31745046201966.246,0.8813791088251921,0.9999999999999999,31.999999999999996
manuscript,32.0,riemannian,theory,150,7722270.682850652,0.03125,29944405318526.914,0.8313855681932787,0.9999999999999999,31.999999999999996
manuscript,32.0,riemannian,theory,200,7524584.455949761,0.03125,28344175188498.297,0.786956292616024,0.9999999999999999,31.999999999999996
manuscript,32.0,riemannian,theory,250,7338622.291245189,0.03125,26928123884596.625,0.7476406139320754,0.9999999999999999,31.999999999999996
manuscript,32.0,riemannian,theory,300,7102406.62335963,0.059419084752638414,25222089921772.31,0.700273768591448,0.05941908475263841,0.9999999999999999
manuscript,32.0,riemannian,theory,350,6638283.883405304,0.1213080073173576,22033406458339.914,0.6117421919969368,0.12130800731735758,0.9999999999999999
manuscript,32.0,riemannian,theory,400,5808062.844078466,0.23186631320530238,16866797000382.766,0.4682948770763484,0.23186631320530235,0.9999999999999999
manuscript,32.0,riemannian,theory,450,4559342.9150411505,0.3977968706382135,10393803908468.127,0.28857672998384304,0.39779687063821345,0.9999999999999999
manuscript,32.0,riemannian,theory,500,3098503.051350197,0.591368658754323,4800360579613.298,0.13327866977358793,0.5913686587543229,0.9999999999999999
manuscript,32.0,riemannian,theory,550,1818978.1067593433,0.7604324604084212,1654340676434.9194,0.04593161722975101,0.760432460408421,0.9999999999999999
manuscript,32.0,riemannian,theory,600,953738.5860499822,0.8745016518525774,454808645260.31396,0.012627445425507044,0.8745016518525773,0.9999999999999999
manuscript,32.0,riemannian,theory,650,466311.13402345794,0.9386713160855262,108723036857.12265,0.003018619431965543,0.9386713160855261,0.9999999999999999
manuscript,32.0,riemannian,theory,700,219630.98023463643,0.9711218276860085,24118883739.413837,0.0006696440169233806,0.9711218276860084,0.9999999999999999
manuscript,32.0,riemannian,theory,750,101559.16456904061,0.9866481412757203,5157131953.980782,0.00014318417862034698,0.9866481412757202,0.9999999999999999
manuscript,32.0,riemannian,theory,800,46555.34359368699,0.9938797773245065,1083700008.5631351,3.0088176331652913e-05,0.9938797773245064,0.9999999999999999
manuscript,32.0,riemannian,theory,850,21255.54412467337,0.9972057938042135,225899078.0179703,6.2719306439560015e-06,0.9972057938042134,0.9999999999999999
manuscript,32.0,riemannian,theory,900,9686.643849379454,0.9987266308771128,46915534.53236081,1.3025771565463498e-06,0.9987266308771127,0.9999999999999999
manuscript,32.0,riemannian,theory,909,8408.001045595587,0.9988947178402799,35347240.791368544,9.813915339709358e-07,0.9999999999999999,
manuscript,32.0,kl,theory,0,8388608.0,0.03125,36017470670798.92,1.0,0.9999999999999999,31.999999999999996
manuscript,32.0,kl,theory,50,8153981.793012977,0.03125,33763315586897.707,0.9374149533012942,0.9999999999999999,31.999999999999996
manuscript,32.0,kl,theory,100,7931970.798218348,0.03125,31745046201966.246,0.8813791088251921,0.9999999999999999,31.999999999999996
manuscript,32.0,kl,theory,150,7722270.682850652,0.03125,29944405318526.914,0.8313855681932787,0.9999999999999999,31.999999999999996
manuscript,32.0,kl,theory,200,7524584.455949761,0.03125,28344175188498.297,0.786956292616024,0.9999999999999999,31.999999999999996
manuscript,32.0,kl,theory,250,7338622.291245189,0.03125,26928123884596.625,0.7476406139320754,0.9999999999999999,31.999999999999996
manuscript,32.0,kl,theory,300,7102984.464880052,0.059116615179119786,25226194154164.62,0.7003877197467033,0.05911661517911978,0.9999999999999999
manuscript,32.0,kl,theory,350,6642473.530335384,0.12003509616157901,22061227300603.73,0.6125146183152116,0.120035096161579,0.9999999999999999
manuscript,32.0,kl,theory,400,5821747.119424278,0.2284844749958713,16946369761262.791,0.4705041593884609,0.22848447499587127,0.9999999999999999
manuscript,32.0,kl,theory,450,4587545.45824894,0.39134092160020484,10522786665750.402,0.29215784644982656,0.3913409216002048,0.9999999999999999
manuscript,32.0,kl,theory,500,3136735.433715401,0.582618061604423,4919554590562.935,0.13658800851197614,0.5826180616044229,0.9999999999999999
manuscript,32.0,kl,theory,550,1854358.8840038977,0.7518940313752339,1719323435342.109,0.0477358182937606,0.7518940313752338,0.9999999999999999
manuscript,32.0,kl,theory,600,978148.9936534913,0.8680640331233905,478387726892.6736,0.013282102212705494,0.8680640331233904,0.9999999999999999
manuscript,32.0,kl,theory,650,480243.6539896628,0.9345732067333945,115316983598.6726,0.0032016957729395913,0.9345732067333944,0.9999999999999999
manuscript,32.0,kl,theory,700,226765.52852632542,0.9687615087106938,25711302463.912098,0.000713856414263911,0.9687615087106937,0.9999999999999999
manuscript,32.0,kl,theory,750,105006.81381759867,0.9853647194689387,5513215474.061969,0.00015307058967168938,0.9853647194689386,0.9999999999999999
manuscript,32.0,kl,theory,800,48172.24869619539,0.9932052432524082,1160282772.2240608,3.221444345243147e-05,0.9932052432524081,0.9999999999999999
manuscript,32.0,kl,theory,850,22002.438673330467,0.9968587723464623,242053653.78683653,6.720451194344443e-06,0.9968587723464621,0.9999999999999999
manuscript,32.0,kl,theory,900,10029.041269893874,0.9985506717672592,50290834.396617785,1.3962900075987557e-06,0.9985506717672591,0.9999999999999999
manuscript,32.0,kl,theory,911,8435.82543002935,0.9987776424846148,35581575.342965305,9.878976696665427e-07,0.9999999999999999,
manuscript,32.0,riemannian,const,0,8388608.0,0.03125,36017470670798.92,1.0,0.9999999999999999,31.999999999999996
manuscript,32.0,riemannian,const,19,5662.9894844582395,0.9995094726420772,16034724.950542359,4.451929758505356e-07,0.9999999999999999,
manuscript,32.0,kl,const,0,8388608.0,0.03125,36017470670798.92,1.0,0.9999999999999999,31.999999999999996
manuscript,32.0,kl,const,21,7061.466122974006,0.9907635194524396,24932151.902976226,6.922238413368074e-07,0.9999999999999999,
manuscript,64.0,riemannian,theory,0,134217728.0,0.015625,9227402211940996.0,1.0,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,50,133256061.6359217,0.015625,9075900963261366.0,0.9835813758629081,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,100,132307493.06107134,0.015625,8928498589987097.0,0.9676069585904585,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,150,131371942.57150747,0.015625,8785114450362447.0,0.9520680088046674,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,200,130449330.94831078,0.015625,8645669069186639.0,0.9369559135504522,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,250,129539579.4546326,0.015625,8510084122514854.0,0.9222621846376357,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,300,128642609.83276153,0.015625,8378282422551846.0,0.9079784570038227,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,350,127758344.30120751,0.015625,8250187902735702.0,0.8940964870978854,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,400,126886705.55180396,0.015625,8125725603009531.0,0.8806081512838134,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,450,126027616.74682747,0.015625,8004821655278682.0,0.867505444264671,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,500,125181001.5161351,0.015625,7887403269051218.0,0.8547804775264145,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,550,124346783.954319,0.015625,7773398717259375.0,0.8424254778013226,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,600,123524888.61787803,0.015625,7662737322259716.0,0.8304327855507936,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,650,122715240.52240737,0.015625,7555349442009951.0,0.8187948534672873,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,700,121917765.13980466,0.015625,7451166456420019.0,0.807504244995153,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,750,121132388.39549306,0.015625,7350120753875368.0,0.7965536328701186,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,800,120359036.66566151,0.015625,7252145717930354.0,0.785935797677216,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,850,119597636.7745219,0.015625,7157175714169616.0,0.7756436264269112,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,900,118848115.99158242,0.015625,7065146077235280.0,0.7656701111492047,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,950,118110402.02893807,0.015625,6975993098018073.0,0.7560083475054962,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,1000,117384423.03857704,0.015625,6889654011010174.0,0.7466515334179766,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,theory,1050,116634215.53503364,0.018931611124919895,6801770116736343.0,0.737127304143555,0.01893161112491989,0.9999999999999999
manuscript,64.0,riemannian,theory,1100,115592284.98908548,0.02772918383783544,6680788174498980.0,0.7240161446364076,0.027729183837835437,0.9999999999999999
manuscript,64.0,riemannian,theory,1150,114085927.26420444,0.04044709665695705,6507799399866674.0,0.7052688557831652,0.040447096656957046,0.9999999999999999
manuscript,64.0,riemannian,theory,1200,111929944.0898533,0.05864749188643012,6264156191978843.0,0.6788645436819177,0.05864749188643011,0.9999999999999999
manuscript,64.0,riemannian,theory,1250,108888237.24527566,0.08432060973530665,5928324105191719.0,0.6424694587952385,0.08432060973530664,0.9999999999999999
manuscript,64.0,riemannian,theory,1300,104682889.79101571,0.1198068253838771,5479253707498971.0,0.5938024139024067,0.11980682538387709,0.9999999999999999
manuscript,64.0,riemannian,theory,1350,99028584.31030479,0.16750440039569175,4903330255251573.0,0.5313879402489112,0.16750440039569173,0.9999999999999999
manuscript,64.0,riemannian,theory,1400,91704606.86990957,0.22926033466808968,4204867460582332.5,0.4556935271707239,0.22926033466808965,0.9999999999999999
manuscript,64.0,riemannian,theory,1450,82663562.1666559,0.3054535957361399,3416632255040292.0,0.37027022086659417,0.30545359573613984,0.9999999999999999
manuscript,64.0,riemannian,theory,1500,72143534.70590734,0.39405392397569167,2602344799931229.0,0.28202355767732623,0.3940539239756916,0.9999999999999999
manuscript,64.0,riemannian,theory,1550,60713310.17725374,0.4902504717175058,1843053016339711.2,0.19973693288828934,0.49025047171750574,0.9999999999999999
manuscript,64.0,riemannian,theory,1600,49183638.452540785,0.5872106447049318,1209515145715124.2,0.1310786197387077,0.5872106447049317,0.9999999999999999
manuscript,64.0,riemannian,theory,1650,38394239.98921128,0.6778787267171322,737058832174575.5,0.07987717618082828,0.6778787267171321,0.9999999999999999
manuscript,64.0,riemannian,theory,1700,28984382.307229973,0.7569013108182489,420047208865832.94,0.04552171881293505,0.7569013108182487,0.9999999999999999
manuscript,64.0,riemannian,theory,1750,21269274.79585789,0.8216550786261655,226191025170857.88,0.02451296908659174,0.8216550786261654,0.9999999999999999
manuscript,64.0,riemannian,theory,1800,15258003.147351302,0.8720855350041793,116403330022291.11,0.012614962190729682,0.8720855350041792,0.9999999999999999
manuscript,64.0,riemannian,theory,1850,10757754.495754885,0.9098264594626659,57864640895467.2,0.006270956826893894,0.9098264594626658,0.9999999999999999
manuscript,64.0,riemannian,theory,1900,7488543.235790801,0.9372363775219713,28039139897154.082,0.0030386818795943666,0.9372363775219712,0.9999999999999999
manuscript,64.0,riemannian,theory,1950,5165182.147128187,0.9567124489431731,13339553306505.873,0.0014456455890958589,0.956712448943173,0.9999999999999999
manuscript,64.0,riemannian,theory,2000,3539662.143375836,0.97033694349809,6264604044624.007,0.000678913078755482,0.9703369434980899,0.9999999999999999
manuscript,64.0,riemannian,theory,2050,2414799.35052548,0.9797642631577069,2915627951649.14,0.0003159749499025939,0.9797642631577068,0.9999999999999999
manuscript,64.0,riemannian,theory,2100,1642294.8454263299,0.9862381114956265,1348566179656.9463,0.0001461479784539785,0.9862381114956263,0.9999999999999999
manuscript,64.0,riemannian,theory,2150,1114543.5431147723,0.990660655737836,621103654749.415,6.731078157031643e-05,0.9906606557378359,0.9999999999999999
manuscript,64.0,riemannian,theory,2200,755288.1879332813,0.9936711195807308,285230123415.7698,3.091120521945594e-05,0.9936711195807307,0.9999999999999999
manuscript,64.0,riemannian,theory,2250,511328.2917061282,0.9957153976180767,130728310949.5537,1.4167401392818968e-05,0.9957153976180766,0.9999999999999999
manuscript,64.0,riemannian,theory,2300,345936.3443327358,0.9971012916320838,59835977165.148575,6.484596183280711e-06,0.9971012916320837,0.9999999999999999
manuscript,64.0,riemannian,theory,2350,233935.18582078564,0.9980397914635953,27362835582.502754,2.9653888444456293e-06,0.9980397914635952,0.9999999999999999
manuscript,64.0,riemannian,theory,2400,158147.21214355796,0.9986748434652527,12505270354.389763,1.3552319566396427e-06,0.9986748434652526,0.9999999999999999
manuscript,64.0,riemannian,theory,2420,135213.7269906923,0.998867009946479,9141375983.356733,9.906770912757072e-07,0.9999999999999999,
manuscript,64.0,kl,theory,0,134217728.0,0.015625,9227402211940996.0,1.0,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,50,133256061.6359217,0.015625,9075900963261366.0,0.9835813758629081,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,100,132307493.06107134,0.015625,8928498589987097.0,0.9676069585904585,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,150,131371942.57150747,0.015625,8785114450362447.0,0.9520680088046674,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,200,130449330.94831078,0.015625,8645669069186639.0,0.9369559135504522,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,250,129539579.4546326,0.015625,8510084122514854.0,0.9222621846376357,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,300,128642609.83276153,0.015625,8378282422551846.0,0.9079784570038227,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,350,127758344.30120751,0.015625,8250187902735702.0,0.8940964870978854,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,400,126886705.55180396,0.015625,8125725603009531.0,0.8806081512838134,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,450,126027616.74682747,0.015625,8004821655278682.0,0.867505444264671,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,500,125181001.5161351,0.015625,7887403269051218.0,0.8547804775264145,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,550,124346783.954319,0.015625,7773398717259375.0,0.8424254778013226,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,600,123524888.61787803,0.015625,7662737322259716.0,0.8304327855507936,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,650,122715240.52240737,0.015625,7555349442009951.0,0.8187948534672873,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,700,121917765.13980466,0.015625,7451166456420019.0,0.807504244995153,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,750,121132388.39549306,0.015625,7350120753875368.0,0.7965536328701186,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,800,120359036.66566151,0.015625,7252145717930354.0,0.785935797677216,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,850,119597636.7745219,0.015625,7157175714169616.0,0.7756436264269112,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,900,118848115.99158242,0.015625,7065146077235280.0,0.7656701111492047,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,950,118110402.02893807,0.015625,6975993098018073.0,0.7560083475054962,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,1000,117384423.03857704,0.015625,6889654011010174.0,0.7466515334179766,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,theory,1050,116634362.47589447,0.018917275781729016,6801787255079171.0,0.7371291614748422,0.018917275781729012,0.9999999999999999
manuscript,64.0,kl,theory,1100,115594030.39158887,0.027666563603797448,6680989931085787.0,0.7240380095754417,0.027666563603797444,0.9999999999999999
manuscript,64.0,kl,theory,1150,114092183.4922593,0.04029621362618767,6508513167015684.0,0.7053462087729467,0.04029621362618766,0.9999999999999999
manuscript,64.0,kl,theory,1200,111945644.7128991,0.058345283010092855,6265913685093318.0,0.6790550082432437,0.05834528301009285,0.9999999999999999
manuscript,64.0,kl,theory,1250,108921097.42948727,0.08377302024565952,5931902732621930.0,0.642857284897105,0.08377302024565951,0.9999999999999999
manuscript,64.0,kl,theory,1300,104743932.06816544,0.11888347134799696,5485645652550228.0,0.5944951272906869,0.11888347134799694,0.9999999999999999
manuscript,64.0,kl,theory,1350,99131783.31640457,0.16604244176124092,4913555231745293.0,0.5324960502303411,0.1660424417612409,0.9999999999999999
manuscript,64.0,kl,theory,1400,91864725.69288045,0.2270872157390101,4219563913314084.5,0.4572862238359602,0.22708721573901008,0.9999999999999999
manuscript,64.0,kl,theory,1450,82891540.85032225,0.3024359034611701,3435503772270321.0,0.37231538122663654,0.30243590346117005,0.9999999999999999
manuscript,64.0,kl,theory,1500,72440282.85343231,0.3901651631729434,2623797289942640.0,0.28434842544819783,0.39016516317294336,0.9999999999999999
manuscript,64.0,kl,theory,1550,61065109.37838658,0.48562621299582326,1864473791697158.2,0.20205836365129723,0.4856262129958232,0.9999999999999999
manuscript,64.0,kl,theory,1600,49563206.912122995,0.582147664238709,1228255739706958.2,0.13310959157253352,0.5821476642387089,0.9999999999999999
manuscript,64.0,kl,theory,1650,38768418.58395462,0.6727618146560405,751495139750359.0,0.08144168017059712,0.6727618146560403,0.9999999999999999
manuscript,64.0,kl,theory,1700,29324303.015986413,0.7520937012930894,429957373686694.9,0.04659571175192685,0.7520937012930893,0.9999999999999999
manuscript,64.0,kl,theory,1750,21557200.130153015,0.817412909072808,232356438725734.6,0.025181132607945363,0.8174129090728078,0.9999999999999999
manuscript,64.0,kl,theory,1800,15488350.796160545,0.868530077361967,119944505192463.5,0.012998729483932728,0.8685300773619669,0.9999999999999999
manuscript,64.0,kl,theory,1850,10933969.55351011,0.9069652568615597,59775845098543.05,0.006478079499036936,0.9069652568615596,0.9999999999999999
manuscript,64.0,kl,theory,1900,7618834.254612485,0.9350047950445178,29023317699628.293,0.0031453400462017143,0.9350047950445177,0.9999999999999999
manuscript,64.0,kl,theory,1950,5259109.265059125,0.9550127331421431,13829115130915.363,0.001498700805847542,0.955012733142143,0.9999999999999999
manuscript,64.0,kl,theory,2000,3606131.899310657,0.9690652621414898,6502093637612.942,0.0007046505059895095,0.9690652621414897,0.9999999999999999
manuscript,64.0,kl,theory,2050,2461212.376811341,0.978825571933788,3028783181884.665,0.0003282379062186297,0.9788255719337879,0.9999999999999999
manuscript,64.0,kl,theory,2100,1674393.1498299632,0.9855522898399899,1401796210098.753,0.00015191666927499015,0.9855522898399898,0.9999999999999999
manuscript,64.0,kl,theory,2150,1136590.412549573,0.990163530647483,645918882949.8042,7.000007890779201e-05,0.9901635306474829,0.9999999999999999
manuscript,64.0,kl,theory,2200,770357.6059224914,0.9933129987729814,296725420501.3162,3.215698348093354e-05,0.9933129987729813,0.9999999999999999
manuscript,64.0,kl,theory,2250,521593.0283370821,0.9954586864101441,136029643604.92407,1.4741921992832484e-05,0.995458686410144,0.9999999999999999
manuscript,64.0,kl,theory,2300,352911.28501691273,0.9969180139930214,62273187546.1443,6.748723651122287e-06,0.9969180139930213,0.9999999999999999
manuscript,64.0,kl,theory,2350,238666.55320856837,0.9979093790850707,28480861810.229195,3.0865525481670976e-06,0.9979093790850706,0.9999999999999999
manuscript,64.0,kl,theory,2400,161352.7965716508,0.9985823108278367,13017362480.746264,1.410728846727929e-06,0.9985823108278366,0.9999999999999999
manuscript,64.0,kl,theory,2422,135811.78047798443,0.9988051218481139,9222419858.300116,9.994600480691702e-07,0.9999999999999999,
manuscript,64.0,riemannian,const,0,134217728.0,0.015625,9227402211940996.0,1.0,0.9999999999999999,63.99999999999999
manuscript,64.0,riemannian,const,24,73247.37052765685,0.9995523860404811,2682588644.6079264,2.907198128999343e-07,3.33486274167318,
manuscript,64.0,kl,const,0,134217728.0,0.015625,9227402211940996.0,1.0,0.9999999999999999,63.99999999999999
manuscript,64.0,kl,const,23,94399.76383617878,0.9916499086548215,4455657706.163181,4.828723842120162e-07,0.9999999999999999,
manuscript,128.0,riemannian,theory,0,2147483648.0,0.0078125,2.3631621988793303e+18,1.0,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,81,2141212506.7452755,0.0078125,2.3472531472409436e+18,0.993267896868894,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,162,2134976201.3864946,0.0078125,2.331520354186504e+18,0.9866103796396914,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,243,2128774645.9170094,0.0078125,2.315962406338818e+18,0.9800268502251367,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,324,2122607754.5425127,0.0078125,2.3005778986344515e+18,0.9735167140560399,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,405,2116475441.680517,0.0078125,2.285365434279417e+18,0.9670793800625254,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,486,2110377621.9598289,0.0078125,2.2703236247050798e+18,0.9607142606553724,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,567,2104314210.2200298,0.0078125,2.2554510895242964e+18,0.9544207717074549,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,648,2098285121.510954,0.0078125,2.2407464564877693e+18,0.9481983325352726,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,729,2092290271.09217,0.0078125,2.2262083614406333e+18,0.9420463658805799,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,810,2086329574.4324634,0.0078125,2.211835448279257e+18,0.9359642978921057,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,891,2080402947.2093182,0.0078125,2.197626368908268e+18,0.9299515581073684,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,972,2074510305.3084033,0.0078125,2.1835797831977994e+18,0.9240075794345842,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,1053,2068651564.8230581,0.0078125,2.1696943589409562e+18,0.9181317981346683,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,1134,2062826642.0537822,0.0078125,2.1559687718114998e+18,0.9123236538033289,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,1215,2057035453.5077207,0.0078125,2.142401705321744e+18,0.9065825893532503,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,1296,2051277915.898152,0.0078125,2.128991850780662e+18,0.9009080509963651,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,1377,2045553946.1439862,0.0078125,2.1157379072522317e+18,0.8952994882262278,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,1458,2039863461.3692489,0.0078125,2.1026385815139625e+18,0.8897563538004651,0.9999999999999999,127.99999999999999
manuscript,128.0,riemannian,theory,1539,2034206378.9025815,0.0078125,2.0896925880156636e+18,0.8842781037233277,0.9999999999999999,127.99999999999999
