run_id,experiment_group,potential_family,seed,N_theta,kappa_target,rho,M_mc,operator_estimator,backend,chunk_size,Lambda_hat_raw_forward,Lambda_hat_full_sym,Lambda_hat_diag,Lambda_hat_separable_exact,full_over_diag,full_minus_diag,diag_minus_exact,tau_H,tau_H_sq,coupling_bound_rate,tau_top_total,tau_top_longitudinal,tau_top_mixed,tau_top_transverse,tau_top_longitudinal_fraction,tau_top_mixed_fraction,tau_top_transverse_fraction,tau_top_X_longitudinal_norm_sq,tau_top_X_mixed_norm_sq,tau_top_X_transverse_norm_sq,tau_top_svd_gap,gamma_over_coupling_bound,gamma_loc,inverse_gamma_loc,self_adjoint_error_H_raw,self_adjoint_error_H_sym,self_adjoint_error_L_star,eig_residual_H,eig_residual_L_star,runtime_seconds,status,error_message,family,quadrature_nodes,device,dtype,eigensolver,explicit_dense_max_N_theta,basis_block_size,torch_available,torch_version,cuda_available,cuda_version,device_name,gpu_available,diag_offdiag_norm,full_sym_minus_exact,operator_matrix_dim,dense_matrix_memory_mb,matrix_construction_runtime_seconds,eigh_runtime_seconds,gpu_peak_memory_mb,torch_accumulation_mode,separable_exact_status,Lambda_true,gamma_true,baseline_type
nglr_20260611_004534,natural_gradient_local_rate,product_feature,0,64,100.0,2.268923802752964,131072,symmetrized,torch,262144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015753746032714844,error,"OutOfMemoryError: CUDA out of memory. Tried to allocate 32.00 GiB. GPU 0 has a total capacity of 139.80 GiB of which 28.57 GiB is free. Process 4031463 has 105.46 GiB memory in use. Including non-PyTorch memory, this process has 5.76 GiB memory in use. Of the allocated memory 4.63 GiB is allocated by PyTorch, and 479.37 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",product_feature,80,cuda,float64,auto,64,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,,,2144,,,,,,,,,
nglr_20260611_004534,natural_gradient_local_rate,product_feature,1,64,100.0,2.321645538751113,131072,symmetrized,torch,262144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015000104904174805,error,"OutOfMemoryError: CUDA out of memory. Tried to allocate 32.00 GiB. GPU 0 has a total capacity of 139.80 GiB of which 28.57 GiB is free. Process 4031463 has 105.46 GiB memory in use. Including non-PyTorch memory, this process has 5.76 GiB memory in use. Of the allocated memory 4.63 GiB is allocated by PyTorch, and 479.37 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",product_feature,80,cuda,float64,auto,64,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,,,2144,,,,,,,,,
nglr_20260611_004534,natural_gradient_local_rate,random_feature,0,64,100.0,3.957093865534947,131072,symmetrized,torch,262144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009603500366210938,error,"OutOfMemoryError: CUDA out of memory. Tried to allocate 32.00 GiB. GPU 0 has a total capacity of 139.80 GiB of which 1.07 GiB is free. Process 4031463 has 105.46 GiB memory in use. Including non-PyTorch memory, this process has 33.26 GiB memory in use. Of the allocated memory 1.13 GiB is allocated by PyTorch, and 31.47 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",random_feature,80,cuda,float64,auto,64,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,,,2144,,,,,,,,,
nglr_20260611_004534,natural_gradient_local_rate,random_feature,1,64,100.0,4.120499798800209,131072,symmetrized,torch,262144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005346775054931641,error,"OutOfMemoryError: CUDA out of memory. Tried to allocate 32.00 GiB. GPU 0 has a total capacity of 139.80 GiB of which 1.57 GiB is free. Process 4031463 has 105.46 GiB memory in use. Including non-PyTorch memory, this process has 32.76 GiB memory in use. Of the allocated memory 1.13 GiB is allocated by PyTorch, and 30.97 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",random_feature,80,cuda,float64,auto,64,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,,,2144,,,,,,,,,
nglr_20260611_004534,natural_gradient_local_rate,additive_index,0,64,100.0,3.9816945592369835,131072,symmetrized,torch,262144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006052494049072266,error,"OutOfMemoryError: CUDA out of memory. Tried to allocate 32.00 GiB. GPU 0 has a total capacity of 139.80 GiB of which 1.57 GiB is free. Process 4031463 has 105.46 GiB memory in use. Including non-PyTorch memory, this process has 32.76 GiB memory in use. Of the allocated memory 1.13 GiB is allocated by PyTorch, and 30.97 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",additive_index,80,cuda,float64,auto,64,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,,,2144,,,,,,,,,
nglr_20260611_004534,natural_gradient_local_rate,additive_index,1,64,100.0,4.1717528811000095,131072,symmetrized,torch,262144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00627589225769043,error,"OutOfMemoryError: CUDA out of memory. Tried to allocate 32.00 GiB. GPU 0 has a total capacity of 139.80 GiB of which 1.57 GiB is free. Process 4031463 has 105.46 GiB memory in use. Including non-PyTorch memory, this process has 32.76 GiB memory in use. Of the allocated memory 1.13 GiB is allocated by PyTorch, and 30.97 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",additive_index,80,cuda,float64,auto,64,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,,,2144,,,,,,,,,
nglr_20260611_004534,natural_gradient_local_rate,product_feature,0,64,1000.0,2.3627439605528626,131072,symmetrized,torch,262144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005920886993408203,error,"OutOfMemoryError: CUDA out of memory. Tried to allocate 32.00 GiB. GPU 0 has a total capacity of 139.80 GiB of which 1.57 GiB is free. Process 4031463 has 105.46 GiB memory in use. Including non-PyTorch memory, this process has 32.76 GiB memory in use. Of the allocated memory 4.63 GiB is allocated by PyTorch, and 27.47 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",product_feature,80,cuda,float64,auto,64,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,,,2144,,,,,,,,,
nglr_20260611_004534,natural_gradient_local_rate,product_feature,1,64,1000.0,2.284565602492654,131072,symmetrized,torch,262144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059092044830322266,error,"OutOfMemoryError: CUDA out of memory. Tried to allocate 32.00 GiB. GPU 0 has a total capacity of 139.80 GiB of which 1.57 GiB is free. Process 4031463 has 105.46 GiB memory in use. Including non-PyTorch memory, this process has 32.76 GiB memory in use. Of the allocated memory 4.63 GiB is allocated by PyTorch, and 27.47 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",product_feature,80,cuda,float64,auto,64,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,,,2144,,,,,,,,,
nglr_20260611_004534,natural_gradient_local_rate,random_feature,0,64,1000.0,4.175394762736256,131072,symmetrized,torch,262144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005517721176147461,error,"OutOfMemoryError: CUDA out of memory. Tried to allocate 32.00 GiB. GPU 0 has a total capacity of 139.80 GiB of which 1.57 GiB is free. Process 4031463 has 105.46 GiB memory in use. Including non-PyTorch memory, this process has 32.76 GiB memory in use. Of the allocated memory 1.13 GiB is allocated by PyTorch, and 30.97 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",random_feature,80,cuda,float64,auto,64,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,,,2144,,,,,,,,,
nglr_20260611_004534,natural_gradient_local_rate,random_feature,1,64,1000.0,4.118919732966573,131072,symmetrized,torch,262144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0054836273193359375,error,"OutOfMemoryError: CUDA out of memory. Tried to allocate 32.00 GiB. GPU 0 has a total capacity of 139.80 GiB of which 1.57 GiB is free. Process 4031463 has 105.46 GiB memory in use. Including non-PyTorch memory, this process has 32.76 GiB memory in use. Of the allocated memory 1.13 GiB is allocated by PyTorch, and 30.97 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",random_feature,80,cuda,float64,auto,64,32,True,2.12.0+cu130,True,13.0,NVIDIA H200 NVL,True,,,2144,,,,,,,,,
