potential_family,N_theta,kappa_target,M_mc,Lambda_hat_full_sym_mean,Lambda_hat_full_sym_std,Lambda_hat_raw_forward_mean,Lambda_hat_raw_forward_std,Lambda_hat_diag_mean,Lambda_hat_diag_std,Lambda_hat_separable_exact_mean,Lambda_hat_separable_exact_std,Lambda_true_mean,Lambda_true_std,gamma_loc_mean,gamma_loc_std,gamma_true_mean,gamma_true_std,inverse_gamma_loc_mean,inverse_gamma_loc_std,full_sym_minus_exact_mean,full_sym_minus_exact_std,full_sym_minus_diag_mean,full_sym_minus_diag_std,full_sym_minus_gaussian_mean,full_sym_minus_gaussian_std,full_sym_minus_separable_mean,full_sym_minus_separable_std,full_sym_over_separable_mean,full_sym_over_separable_std,full_sym_minus_separable_exact_mean,full_sym_minus_separable_exact_std,diag_minus_exact_mean,diag_minus_exact_std,abs_diag_minus_exact_mean,abs_diag_minus_exact_std,gamma_minus_gaussian_mean,gamma_minus_gaussian_std,gamma_minus_separable_mean,gamma_minus_separable_std,inverse_gamma_minus_gaussian_inverse_mean,inverse_gamma_minus_gaussian_inverse_std,self_adjoint_error_H_sym_mean,self_adjoint_error_H_sym_std,self_adjoint_error_L_star_mean,self_adjoint_error_L_star_std,n_seeds,baseline_correction_status,is_largest_M_row
gaussian,64,5.0,262144,0.7204799141273487,0.007855996288827022,,,0.14012617725483067,0.016282915721916612,1.3831867155085286e-15,0.0,0.0,0.0,0.6517775254069732,0.003564190612603032,1.0,0.0,1.5342887918475236,0.008390129293750092,0.7204799141273474,0.007855996288827022,0.580353736872518,0.024138912010743602,0.0,0.0,0.06694240440429561,0.01182066900151513,1.102487601452304,0.018708947254708008,0.7204799141273474,0.007855996288827022,0.1401261772548293,0.016282915721916612,0.1401261772548293,0.016282915721916612,0.0,0.0,0.053137701249142466,0.0002453468601735821,0.0,0.0,7.940018702735353e-16,1.0232811534598263e-16,2.3865577532839754e-15,1.4304859557051482e-15,2,ok,False
gaussian,64,5.0,524288,0.5165240442327228,0.0040663379758511765,,,0.09857085420943174,0.0045947333375368745,1.3831867155085286e-15,0.0,0.0,0.0,0.7541476817256161,0.004637695859281863,1.0,0.0,1.3260253041844083,0.008154506354043767,0.5165240442327215,0.0040663379758511765,0.417953190023291,0.008661071313388086,0.0,0.0,0.07817592981974883,0.01655882510803008,1.1789530696007389,0.04287549874019718,0.5165240442327215,0.0040663379758511765,0.09857085420943035,0.0045947333375368745,0.09857085420943035,0.0045947333375368745,0.0,0.0,0.07016601398007288,0.0005553892473495529,0.0,0.0,5.551115123125783e-16,7.850462293418876e-17,2.5671840514072775e-15,6.608599116100695e-16,2,ok,False
gaussian,64,5.0,1048576,0.3668047333150389,0.0021287810987807047,,,0.07628365874964028,0.008144695625401497,1.3831867155085286e-15,0.0,0.0,0.0,0.826076133442539,0.004627793499140076,1.0,0.0,1.2105611719596747,0.006781732209790486,0.3668047333150375,0.0021287810987807047,0.29052107456539855,0.006015914526620812,0.0,0.0,0.06164637983614202,0.009292845497411373,1.2027262897207387,0.03804028088202359,0.3668047333150375,0.0021287810987807047,0.0762836587496389,0.008144695625401497,0.0762836587496389,0.008144695625401497,0.0,0.0,0.07712667371631332,0.011432658120731607,0.0,0.0,3.469446951953614e-16,5.887846720064156e-17,2.004059256878388e-15,5.78001438230556e-16,2,ok,False
gaussian,64,5.0,2097152,0.2653916989618144,0.004153814141288935,,,0.05713377616168705,0.002496268465348477,1.3831867155085286e-15,0.0,0.0,0.0,0.8768538041883023,0.0007626603167371452,1.0,0.0,1.1404413979533947,0.00099192065271173,0.265391698961813,0.004153814141288935,0.20825792280012737,0.001657545675940468,0.0,0.0,0.0564678707779214,0.004439636379558212,1.2702944943112677,0.021619805630492362,0.265391698961813,0.004153814141288935,0.05713377616168567,0.002496268465348477,0.05713377616168567,0.002496268465348477,0.0,0.0,0.0866223418469545,0.008017154659959995,0.0,0.0,2.255140518769849e-16,4.9065389333867974e-18,3.592798237991621e-15,4.918358316234887e-16,2,ok,True
random_feature,64,5.0,262144,0.7074200030396064,0.00891086726424582,,,0.12510278462844457,0.018276694464905555,,,,,0.6425937859666826,0.018395307516728528,,,1.5568309752684444,0.044566855713597114,,,0.5823172184111618,0.009365827200659734,-0.013059911087742293,0.01676686355307284,0.053882493316553315,0.00494619455155771,1.0824259981365216,0.007068304997347835,,,,,,,-0.00918373944029055,0.014831116904125457,0.043953961808851916,0.014585770043951875,0.022542183420920736,0.036176726419847025,1.1379786002407855e-15,3.532708032038494e-16,3.5303190043963774e-15,9.534849777813871e-17,2,ok,False
random_feature,64,5.0,524288,0.5099209861550744,0.01459496867002936,,,0.08527106644461455,0.004546768273136522,,,,,0.7424306652372878,0.004063892312954894,,,1.3469473017607787,0.007372875396831141,,,0.42464991971045984,0.010048200396892824,-0.006603058077648438,0.018661306645880497,0.07157287174210039,0.002102481537850416,1.1632765722430785,0.00014315348476281507,,,,,,,-0.011717016488328236,0.008701588172236758,0.05844899749174465,0.008146198924887205,0.020921997576370366,0.015527381750874909,8.84480744103352e-16,5.2293029782127446e-18,5.473021330611725e-15,2.8290179556160005e-15,2,ok,False
random_feature,64,5.0,1048576,0.36509773273400037,0.01584893966901352,,,0.06309804653892764,0.0010637644336974372,,,,,0.8113786942753947,0.0028355091850973944,,,1.2324776500641879,0.004307115434310365,,,0.3019996861950728,0.014785175235316137,-0.0017070005810384814,0.013720158570232835,0.059939379255103536,0.004427313072821462,1.1962865522082202,0.007161532177411916,,,,,,,-0.014697439167144333,0.007463302684237431,0.06242923454916899,0.003969355436494176,0.021916478104513137,0.011088847644100851,1.1379786002407855e-15,7.457939178747932e-16,3.5417962154627805e-15,6.943294061570515e-16,2,ok,False
random_feature,64,5.0,2097152,0.26931433658074255,0.00710029552670402,,,0.051687400961419896,0.0078331158518295,,,,,0.8587998012493516,0.003021567345248819,,,1.1644229400309973,0.0040968597413947915,,,0.21762693561932267,0.0007328203251254791,0.0039226376189281376,0.0029464813854150848,0.060390508396849535,0.007386117764973297,1.2890796028403666,0.03574864202431334,,,,,,,-0.018054002938950542,0.0022589070285117525,0.06856833890800396,0.010276061688471748,0.023981542077602724,0.003104939088682983,6.800116025829084e-16,3.336446474703022e-16,5.012609469039853e-15,1.520855969223836e-15,2,ok,True
separable,64,5.0,262144,0.6535375097230531,0.003964672712688071,,,0.13226162264702196,0.008531037644969637,0.11356810242780656,0.004231000131960317,,,0.5986398241578308,0.003809537472776575,,,1.6704873416516064,0.010630405577800253,0.5399694072952466,0.008195672844648408,0.5212758870760312,0.012495710357657678,-0.06694240440429561,0.01182066900151513,0.0,0.0,1.0,0.0,0.5399694072952466,0.008195672844648408,0.018693520219215387,0.004300037513009308,0.018693520219215387,0.004300037513009308,-0.053137701249142466,0.0002453468601735821,0.0,0.0,0.13619854980408264,0.0022402762840500823,1.1657341758564144e-15,7.850462293418876e-17,1.824469361737001e-15,1.166414576696312e-15,2,ok,False
separable,64,5.0,524288,0.43834811441297394,0.012492487132178886,,,0.11780457978271328,0.006832077209640145,0.11354288743522986,0.004216381023070426,,,0.6839816677455433,0.004082306611932349,,,1.4620535295604609,0.00872618532364523,0.3248052269777441,0.00827610610910846,0.3205435346302607,0.005660409922538765,-0.07817592981974883,0.01655882510803008,0.0,0.0,1.0,0.0,0.3248052269777441,0.00827610610910846,0.0042616923474834215,0.0026156961865697243,0.0042616923474834215,0.0026156961865697243,-0.07016601398007288,0.0005553892473495529,0.0,0.0,0.13602822537605253,0.0005716789696014617,1.3924810714225991e-15,2.28863825603627e-16,1.881359994342772e-15,8.209338794273271e-16,2,ok,False
