run_id,experiment_group,potential_family,seed,N_theta,kappa_target,rho,M_mc,operator_estimator,backend,chunk_size,Lambda_hat_raw_forward,Lambda_hat_full_sym,Lambda_hat_diag,Lambda_hat_separable_exact,full_over_diag,full_minus_diag,diag_minus_exact,gamma_loc,inverse_gamma_loc,self_adjoint_error_H_raw,self_adjoint_error_H_sym,self_adjoint_error_L_star,eig_residual_H,eig_residual_L_star,current_bound_rate,conjecture_bound_rate,lambda_over_logkappa,inverse_gamma_over_logkappa,runtime_seconds,status,error_message,family,quadrature_nodes,device,dtype,eigensolver,explicit_dense_max_N_theta,basis_block_size,torch_available,torch_version,cuda_available,cuda_version,device_name,gpu_available,diag_offdiag_norm,full_sym_minus_exact,operator_matrix_dim,dense_matrix_memory_mb,matrix_construction_runtime_seconds,eigh_runtime_seconds,gpu_peak_memory_mb,separable_exact_status,Lambda_true,gamma_true,baseline_type,Lambda_hat,log_kappa_factor,Gamma_current,D_kappa,alpha_target,beta_target,L_A,L_A_is_empirical,norm_mean_grad,norm_mean_hess_minus_I,empirical_min_hess_eig,empirical_max_hess_eig
nglr_20260605_135255,natural_gradient_local_rate,gaussian,0,4,2.0,0.0,65536,symmetrized,torch,8192,2.6150049685540894e-18,0.023280230882897705,0.017942414853054946,1.3831867155085286e-15,1.2974970801622012,0.005337816029842759,0.017942414853053562,0.9816036569541277,1.0187411109520061,0.15835090242403776,6.938893903907228e-18,7.023498524592373e-16,9.16134797116185e-18,1.6637232740494655e-16,0.25,0.06852312846017043,0.013749679384162359,0.6016849111812568,1.1918294429779053,ok,,gaussian,120,cuda,float64,torch_dense_eigh,128,32,True,2.11.0+cu128,True,12.8,NVIDIA A100-SXM4-40GB,True,0.04277930361433043,0.02328023088289632,14,0.001568,0.3904073238372803,0.2513313293457031,15.471104,ok,0.0,1.0,gaussian,0.023280230882897705,1.6931471805599454,0.0,10.593612732980475,1.0,1.0,0.0,False,,,,
nglr_20260605_135255,natural_gradient_local_rate,gaussian,1,4,2.0,0.0,65536,symmetrized,torch,8192,0.0057307573450929164,0.025886136287354134,0.007732672115586721,1.3831867155085286e-15,3.3476314397419666,0.018153464171767414,0.007732672115585338,0.9899223105288693,1.0101802832039888,0.06964842517032438,6.938893903907228e-18,6.661338147750939e-16,1.4654612758699803e-17,2.61984120696813e-16,0.25,0.06852312846017043,0.015288769094954437,0.5966287484056225,0.023619413375854492,ok,,gaussian,120,cuda,float64,torch_dense_eigh,128,32,True,2.11.0+cu128,True,12.8,NVIDIA A100-SXM4-40GB,True,0.008430399538692596,0.02588613628735275,14,0.001568,0.011288166046142578,0.0015511512756347656,15.471104,ok,0.0,1.0,gaussian,0.025886136287354134,1.6931471805599454,0.0,10.593612732980475,1.0,1.0,0.0,False,,,,
nglr_20260605_135255,natural_gradient_local_rate,gaussian,2,4,2.0,0.0,65536,symmetrized,torch,8192,0.012880156223316987,0.028231771709727377,0.018162563106026385,1.3831867155085286e-15,1.5543935921885388,0.010069208603700992,0.018162563106025,0.9923241922567948,1.0077351815093296,0.12174792164759883,5.204170427930421e-18,8.373240744364933e-16,1.1765966585722603e-17,1.4329239157506837e-16,0.25,0.06852312846017043,0.0166741391616001,0.5951846319562477,0.03023362159729004,ok,,gaussian,120,cuda,float64,torch_dense_eigh,128,32,True,2.11.0+cu128,True,12.8,NVIDIA A100-SXM4-40GB,True,0.02030393960120895,0.028231771709725993,14,0.001568,0.010815858840942383,0.0014255046844482422,15.471104,ok,0.0,1.0,gaussian,0.028231771709727377,1.6931471805599454,0.0,10.593612732980475,1.0,1.0,0.0,False,,,,
nglr_20260605_135255,natural_gradient_local_rate,separable,0,4,2.0,0.5509588685767751,65536,symmetrized,torch,8192,0.0,0.0011590087418339868,-0.12483060790142665,-0.1310024922792158,-0.009284651908041704,0.12598961664326064,0.006171884377789136,0.8826120566112734,1.1330006116610614,0.06852256615673896,1.1102230246251565e-16,7.312506544237048e-16,8.534649260518851e-17,1.0422942162129407e-15,0.23076923076923078,0.06852312846017043,0.0006845292335724103,0.6691684129234197,0.09563565254211426,ok,,separable,120,cuda,float64,torch_dense_eigh,128,32,True,2.11.0+cu128,True,12.8,NVIDIA A100-SXM4-40GB,True,0.02441672347652449,0.1321615010210498,14,0.001568,0.08269548416137695,0.0016369819641113281,17.568768,ok,,,separable_exact,0.0011590087418339868,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,0.6050058404439386,False,1.8722149311364274e-17,0.0,0.6669351914294582,1.2561895526294786
nglr_20260605_135255,natural_gradient_local_rate,separable,1,4,2.0,0.5252798450026661,65536,symmetrized,torch,8192,0.0030545443653978432,0.016269108510731742,0.0035037761872272447,0.005068225786444445,4.643307004037406,0.012765332323504498,-0.0015644495992172005,0.8807690617928032,1.1353713968614003,0.19743931309513385,1.1102230246251565e-16,4.632897614319741e-16,4.4227874517919625e-17,2.3059101766015797e-16,0.23076923076923078,0.06852312846017043,0.009608797567941696,0.6705686368540734,0.025394678115844727,ok,,separable,120,cuda,float64,torch_dense_eigh,128,32,True,2.11.0+cu128,True,12.8,NVIDIA A100-SXM4-40GB,True,0.025360838102336542,0.011200882724287297,14,0.001568,0.012659072875976562,0.001519918441772461,17.568768,ok,,,separable_exact,0.016269108510731742,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,0.6345823783351928,False,2.808903977111676e-17,0.0,0.6924338494215883,1.3333333304929125
nglr_20260605_135255,natural_gradient_local_rate,separable,2,4,2.0,0.37448668470462815,65536,symmetrized,torch,8192,0.05979441835095681,0.06112264245408152,0.05999977088253449,0.055261049021414266,1.0187145976564702,0.0011228715715470294,0.004738721861120225,0.9211408849420145,1.0856102647782806,0.07945858092719979,8.326672684688674e-17,4.440892098500626e-16,3.824937112635533e-17,5.798074802601946e-16,0.23076923076923078,0.06852312846017043,0.03610001726717431,0.6411789106362599,0.02653050422668457,ok,,separable,120,cuda,float64,torch_dense_eigh,128,32,True,2.11.0+cu128,True,12.8,NVIDIA A100-SXM4-40GB,True,0.013047039160368581,0.0058615934326672545,14,0.001568,0.013561725616455078,0.0015881061553955078,17.568768,ok,,,separable_exact,0.06112264245408152,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,0.8901073040720953,False,2.8578544816982295e-17,0.0,0.7752410478885492,1.3333333173391608
nglr_20260605_135255,natural_gradient_local_rate,additive_index,0,4,2.0,0.3046066273302819,65536,symmetrized,torch,8192,0.02830683073361384,0.032065804635604295,0.02099062709307641,,1.527624901029324,0.011075177542527886,,0.9712659068651464,1.0295841673549477,0.10780627584669991,1.3877787807814457e-17,4.440892098500626e-16,1.4620658251153843e-17,2.9416736701026e-16,0.23076923076923078,0.06852312846017043,0.018938580770633137,0.6080889949652523,0.03213858604431152,ok,,additive_index,120,cuda,float64,torch_dense_eigh,128,32,True,2.11.0+cu128,True,12.8,NVIDIA A100-SXM4-40GB,True,0.018041230578392718,,14,0.001568,0.02266860008239746,0.0016138553619384766,20.32128,not_separable,,,,0.032065804635604295,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,1.0943075541554235,True,4.2634980037081626e-17,0.0,0.8333333333333334,1.1441621292891324
nglr_20260605_135255,natural_gradient_local_rate,additive_index,1,4,2.0,0.3131634000487559,65536,symmetrized,torch,8192,0.03344824659277474,0.03463421844829979,0.009534091509293713,,3.6326710745894126,0.025100126939006075,,0.9709763103242678,1.0298912438615928,0.1049790122417002,2.7755575615628914e-17,6.661338147750939e-16,2.4972038199696486e-17,5.740860229384319e-16,0.23076923076923078,0.06852312846017043,0.020455527343373546,0.6082703592968183,0.024983644485473633,ok,,additive_index,120,cuda,float64,torch_dense_eigh,128,32,True,2.11.0+cu128,True,12.8,NVIDIA A100-SXM4-40GB,True,0.030833655866016187,,14,0.001568,0.015552282333374023,0.0015940666198730469,20.32128,not_separable,,,,0.03463421844829979,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,1.0644070580452158,True,2.6109656529817e-17,0.0,0.8594234506594067,1.1666666666666667
nglr_20260605_135255,natural_gradient_local_rate,additive_index,2,4,2.0,0.2753263285285866,65536,symmetrized,torch,8192,0.016113434664260833,0.018865422006673488,-0.004827741955264643,,-3.907711344451785,0.02369316396193813,,0.9569002910938631,1.0450409612237324,0.18369227565341362,3.469446951953614e-17,5.949707924948786e-16,1.548702254604737e-17,3.94161278562053e-16,0.23076923076923078,0.06852312846017043,0.011142222143047512,0.6172180264199619,0.025571823120117188,ok,,additive_index,120,cuda,float64,torch_dense_eigh,128,32,True,2.11.0+cu128,True,12.8,NVIDIA A100-SXM4-40GB,True,0.03884488122864254,,14,0.001568,0.016009807586669922,0.0016124248504638672,20.32128,not_separable,,,,0.018865422006673488,1.6931471805599454,0.33333333333333326,10.593612732980475,0.6666666666666667,1.3333333333333333,1.2106845542696583,True,4.750243683713158e-17,0.0,0.8333333333333334,1.109647562056581
nglr_20260605_135255,natural_gradient_local_rate,random_feature,0,4,2.0,0.2924938623355751,65536,symmetrized,torch,8192,0.027831314075859228,0.0332278445830661,0.012468325371754286,,2.66498054809673,0.020759519211311816,,0.9680045794852152,1.033052963997133,0.1013644020876551,2.7755575615628914e-17,4.2170697479551523e-16,3.065839261704712e-17,7.074269545677655e-16,0.23076923076923073,0.06852312846017043,0.019624900283079484,0.6101377221414911,0.025561094284057617,ok,,random_feature,120,cuda,float64,torch_dense_eigh,128,32,True,2.11.0+cu128,True,12.8,NVIDIA A100-SXM4-40GB,True,0.02369809000759349,,14,0.001568,0.01592540740966797,0.001641988754272461,20.32128,not_separable,,,,0.0332278445830661,1.6931471805599454,0.3333333333333335,10.593612732980475,0.6666666666666666,1.3333333333333335,1.1396250528871048,True,5.992947570087144e-17,0.0,0.8333333333333333,1.1451779937715658
