potential_family,N_theta,kappa_target,Lambda_hat_full_sym_mean,Lambda_hat_full_sym_std,Lambda_hat_diag_mean,Lambda_hat_separable_exact_mean,full_minus_diag_mean,lambda_over_logkappa_mean,self_adjoint_error_H_sym_max,n_seeds
additive_index,4,2.0,0.02852181503019252,0.008460711083993563,0.008565658882368493,,0.01995615614782403,0.016845443419018065,3.469446951953614e-17,3
additive_index,4,5.0,0.057465198202634175,0.019262470087384513,0.02701132260638317,,0.030453875596251002,0.022022059972689776,1.1102230246251565e-16,3
additive_index,4,10.0,0.060571107666974856,0.019448789974264483,0.01839661632122745,,0.04217449134574741,0.018340513858512732,1.1102230246251565e-16,3
additive_index,4,20.0,0.07022925363359339,0.019945560060488966,0.02399817798316327,,0.04623107565043013,0.017576065868679488,8.326672684688674e-17,3
additive_index,4,50.0,0.08196447518158942,0.028088880418792837,0.03712680428031716,,0.04483767090127227,0.016686500672128908,1.1102230246251565e-16,3
additive_index,4,100.0,0.07063964157999543,0.024125831646872195,0.036195967681556966,,0.03444367389843845,0.01260258640434892,1.1102230246251565e-16,3
additive_index,8,2.0,0.08073755705577089,0.012093122782379706,0.0436616080485252,,0.037075949007245694,0.047684901810526564,8.326672684688674e-17,3
additive_index,8,5.0,0.09538667700327408,0.015452955066479354,0.06105382036375515,,0.034332856639518926,0.0365544918883687,1.1102230246251565e-16,3
additive_index,8,10.0,0.10766064001481555,0.010618839314160602,0.047448327544248915,,0.06021231247056663,0.03259889964476675,1.1102230246251565e-16,3
additive_index,8,20.0,0.13943153265938457,0.010037805237422336,0.07788816878293339,,0.061543363876451186,0.034895113864915596,1.1102230246251565e-16,3
additive_index,8,50.0,0.14584915154616906,0.004116834386254313,0.08261140899321791,,0.06323774255295116,0.029692277781475176,1.3877787807814457e-16,3
additive_index,8,100.0,0.14007357799910694,0.009137669600069126,0.07132840646282373,,0.06874517153628323,0.024990066911664072,2.0816681711721685e-16,3
additive_index,16,2.0,0.19220404561433932,0.011845950225391727,0.05932281323369032,,0.132881232380649,0.11351880558356126,1.8041124150158794e-16,3
additive_index,16,5.0,0.18355223883928526,0.015335783412392164,0.06420222588286284,,0.11935001295642239,0.07034167701965614,3.3306690738754696e-16,3
additive_index,16,10.0,0.2144455863570931,0.013968793901538316,0.08649923069861937,,0.1279463556584737,0.06493264528202718,2.42861286636753e-16,3
additive_index,16,20.0,0.2155200338633735,0.025753072670455884,0.08834698316332468,,0.12717305070004883,0.05393755614954651,2.498001805406602e-16,3
additive_index,16,50.0,0.2388250176515677,0.041554128536676095,0.09606474730940545,,0.14276027034216224,0.048620500634392085,2.602692593847055e-16,3
additive_index,16,100.0,0.21706992914668208,0.01705173127733921,0.0675139084608431,,0.14955602068583898,0.03872673298828955,3.3306690738754696e-16,3
additive_index,32,2.0,0.5318478050379333,0.04957333209680306,0.1443054240298855,,0.3875423810080478,0.3141178812712811,6.661338147750939e-16,3
additive_index,32,5.0,0.5128399457630941,0.03416419379658634,0.13426591639533791,,0.3785740293677562,0.19653272581017792,7.771561172376096e-16,3
additive_index,32,10.0,0.5226205840587855,0.021278905324741068,0.12572799338050936,,0.39689259067827615,0.15824591020151127,5.551115123125783e-16,3
additive_index,32,20.0,0.5227472504713736,0.04308625221318303,0.14229736212988717,,0.38044988834148646,0.13082639543475164,9.683919022559067e-16,3
additive_index,32,50.0,0.5578993279959614,0.02900123704631414,0.1577569008049772,,0.40014242719098414,0.11357832147354392,5.352720915374965e-16,3
additive_index,32,100.0,0.548360850009768,0.027916609674633087,0.14852645548681184,,0.3998343945229561,0.0978312578948219,1.0269562977782698e-15,3
additive_index,64,2.0,1.4167045303568708,0.016583072628099414,0.24790572225329757,,1.1687988081035734,0.8367285175340449,2.9976021664879227e-15,3
additive_index,64,5.0,1.395940029071652,0.010767911578615043,0.2297785960928255,,1.1661614329788261,0.5349581311821708,2.3314683517128287e-15,3
additive_index,64,10.0,1.4288655786337412,0.0192637234758507,0.29158344897395144,,1.1372821296597897,0.4326506474170406,2.4424906541753444e-15,3
additive_index,64,20.0,1.4194554768277923,0.039586275113163226,0.2267865899429904,,1.1926688868848019,0.3552428890750637,2.0539125955565396e-15,3
additive_index,64,50.0,1.4675911142617055,0.018519661464385384,0.298859333598741,,1.1687317806629645,0.29877529332413744,2.942091015256665e-15,3
additive_index,64,100.0,1.4085084927825922,0.025343360461359665,0.24310305149948452,,1.1654054412831076,0.25128737327255607,2.886579864025407e-15,3
additive_index,128,2.0,4.013634978460389,0.04348827323814488,0.5202148172195757,,3.493420161240813,2.3705174745251787,8.881784197001252e-15,3
additive_index,128,5.0,4.0432659652097,0.049204591728720076,0.5502184314325854,,3.4930475337771143,1.5494777422920614,6.5503158452884236e-15,3
additive_index,128,10.0,3.979984630808149,0.04385491890064217,0.5205181054440757,,3.459466525364073,1.2051119104398271,5.995204332975845e-15,3
additive_index,128,20.0,4.037485749279703,0.04178899724136467,0.57072525556561,,3.466760493714094,1.0104495178523498,1.1213252548714081e-14,3
additive_index,128,50.0,4.015027555811479,0.0814403968757453,0.4726956519436432,,3.5423319038678365,0.8173877751334998,5.1537118218084845e-15,3
additive_index,128,100.0,3.9999298125432667,0.05768822710722475,0.5232257890167296,,3.4767040235265374,0.7136143381591454,6.063789970919462e-15,3
gaussian,4,2.0,0.02579937962665974,0.0024769102080155017,0.014612550024889351,1.3831867155085284e-15,0.011186829601770388,0.015237529213572298,6.938893903907228e-18,3
gaussian,4,5.0,0.023520436539274537,0.0094634153331964,0.012486502612376951,1.3831867155085284e-15,0.011033933926897587,0.009013602671747237,2.0816681711721685e-17,3
gaussian,4,10.0,0.019604908084046205,0.007694918008746032,0.010250823086993115,1.3831867155085284e-15,0.00935408499705309,0.00593623102267226,1.3877787807814457e-17,3
gaussian,4,20.0,0.022848940959419844,0.014736928538556926,0.015294395739964342,1.3831867155085284e-15,0.007554545219455498,0.005718336313633177,2.0816681711721685e-17,3
gaussian,4,50.0,0.01862144226553759,0.0028780753227621732,0.01227038791525912,1.3831867155085284e-15,0.006351054350278472,0.0037909924780400108,1.3877787807814457e-17,3
gaussian,4,100.0,0.023937944657233378,0.016866521643974116,0.013792856827955861,1.3831867155085284e-15,0.010145087829277517,0.004270690070584101,1.214306433183765e-17,3
gaussian,8,2.0,0.06787428358339959,0.017588384020701092,0.038730780235233186,1.3831867155085284e-15,0.029143503348166396,0.04008764528134683,5.551115123125783e-17,3
gaussian,8,5.0,0.04653504392894429,0.006594606044560187,0.0219385773218434,1.3831867155085284e-15,0.02459646660710089,0.017833359325087794,5.551115123125783e-17,3
gaussian,8,10.0,0.056071702588288835,0.010692981841031811,0.027782612541699888,1.3831867155085284e-15,0.028289090046588947,0.01697812501704704,5.551115123125783e-17,3
gaussian,8,20.0,0.05306915586485755,0.006919752458788703,0.01627221067930245,1.3831867155085284e-15,0.036796945185555104,0.013281459375068532,5.551115123125783e-17,3
gaussian,8,50.0,0.08153140167779481,0.01090942185225169,0.04590384212441092,1.3831867155085284e-15,0.0356275595533839,0.016598334655130203,6.938893903907228e-17,3
gaussian,8,100.0,0.05987589839299962,0.005666015369409118,0.029155056735302148,1.3831867155085284e-15,0.03072084165769748,0.010682262341057638,2.7755575615628914e-17,3
gaussian,16,2.0,0.18210612513705401,0.005520985475598453,0.06460692850989856,1.3831867155085284e-15,0.11749919662715545,0.10755481108076452,1.5265566588595902e-16,3
gaussian,16,5.0,0.18249806302260677,0.005365028341852433,0.061757124365818795,1.3831867155085284e-15,0.12074093865678799,0.06993769123725631,2.220446049250313e-16,3
gaussian,16,10.0,0.18328434027139925,0.01899994696245663,0.06101737078333055,1.3831867155085284e-15,0.1222669694880687,0.055497234775331104,2.220446049250313e-16,3
gaussian,16,20.0,0.20027361127226306,0.024755770318463863,0.0787632478618413,1.3831867155085284e-15,0.12151036341042176,0.050121879435663576,3.3306690738754696e-16,3
gaussian,16,50.0,0.18504830204729425,0.033301594196928325,0.05380635679539591,1.3831867155085284e-15,0.13124194525189833,0.03767252348834732,1.3877787807814457e-16,3
gaussian,16,100.0,0.1963301742204977,0.01801342352638362,0.08101961102331733,1.3831867155085284e-15,0.11531056319718037,0.03502662144162679,1.734723475976807e-16,3
