potential_family,N_theta,kappa_target,M_mc,Lambda_hat_full_sym_mean,Lambda_hat_full_sym_std,Lambda_hat_raw_forward_mean,Lambda_hat_raw_forward_std,Lambda_hat_diag_mean,Lambda_hat_diag_std,Lambda_hat_separable_exact_mean,Lambda_hat_separable_exact_std,Lambda_true_mean,Lambda_true_std,gamma_loc_mean,gamma_loc_std,gamma_true_mean,gamma_true_std,inverse_gamma_loc_mean,inverse_gamma_loc_std,full_sym_minus_exact_mean,full_sym_minus_exact_std,full_sym_minus_diag_mean,full_sym_minus_diag_std,full_sym_minus_gaussian_mean,full_sym_minus_gaussian_std,full_sym_minus_separable_mean,full_sym_minus_separable_std,full_sym_over_separable_mean,full_sym_over_separable_std,full_sym_minus_separable_exact_mean,full_sym_minus_separable_exact_std,diag_minus_exact_mean,diag_minus_exact_std,abs_diag_minus_exact_mean,abs_diag_minus_exact_std,gamma_minus_gaussian_mean,gamma_minus_gaussian_std,gamma_minus_separable_mean,gamma_minus_separable_std,inverse_gamma_minus_gaussian_inverse_mean,inverse_gamma_minus_gaussian_inverse_std,self_adjoint_error_H_sym_mean,self_adjoint_error_H_sym_std,self_adjoint_error_L_star_mean,self_adjoint_error_L_star_std,n_seeds,baseline_correction_status,is_largest_M_row
radial_tail,2,5.0,1048576,0.1733546718617822,0.0007760983088573078,0.17332003278244737,0.0007769619027511429,0.17333029244602036,0.0007759225148038961,,,,,0.9999999999999999,2.0770370905276122e-16,,,1.0000000000000002,2.7194799110210365e-16,,,2.4379415761804912e-05,1.9318509837220693e-05,0.17273980058159144,0.0005689873322056053,0.17334573880014847,0.0007691616440999356,176992.59288424984,283754.1558576468,,,,,,,0.0020038820514300206,0.0003290914004892802,0.22929188785334467,0.022503053158331395,-0.0020079783065892385,0.00033047112994337625,5.551115123125783e-17,0.0,2.1008195535927674e-16,2.0719916841028713e-17,3,ok,False
radial_tail,2,5.0,2097152,0.1734630299470946,0.00098946459791743,0.17344331692803258,0.0010116984434012902,0.17345580693133478,0.0009934173782273736,,,,,0.9999999999999999,1.3597399555105182e-16,,,1.0000000000000002,1.5700924586837752e-16,,,7.223015759820021e-06,5.3157578204618e-06,0.17288417160934097,0.0006910231233843117,0.1734606655380911,0.000992456615885364,201312.14335433522,153748.11092495438,,,,,,,0.001916679850883692,0.0004809527266501685,0.22947360998120622,0.02286341279205881,-0.0019205157063974336,0.0004829219650931679,4.625929269271486e-17,1.6024689053196365e-17,1.9709676993020985e-16,5.778559532379347e-17,3,ok,False
radial_tail,2,5.0,4194304,0.17333477219498739,0.0006942369882512041,0.17332315914583615,0.0006899273129546815,0.1733307035259014,0.0006929207672055801,,,,,0.9999999999999999,1.5700924586837752e-16,,,1.0000000000000002,2.7194799110210365e-16,,,4.06866908598628e-06,2.7781358045958364e-06,0.17299061738243807,0.00043853292151472287,0.1733336963352917,0.0006949508916035234,279668.01367504004,194211.62436085157,,,,,,,0.0012567777374626148,0.0006827248382890072,0.2295418334231075,0.023033667378708936,-0.0012586710147526325,0.0006841868743271897,4.625929269271486e-17,1.6024689053196365e-17,2.2807956322516436e-16,1.0452854397389923e-17,3,ok,True
radial_tail,4,5.0,262144,0.20624487514397918,0.006134696043810586,0.20545116095907523,0.006262942768865785,0.20563710225396117,0.005926327910810723,,,,,0.9999999999999996,3.040470972244059e-16,,,1.0000000000000007,2.220446049250313e-16,,,0.0006077728900180287,0.00023796877639666774,0.19611734633016895,0.003069441575050323,0.16717382670059963,0.06741655755294686,953.058295536323,1624.8225018475994,,,,,,,0.0056921320974422,0.003459274978698186,0.2096347778379054,0.04322333716058681,-0.005732832259577547,0.003498481552350468,1.1102230246251565e-16,5.551115123125783e-17,5.744345495543218e-16,2.407723435387164e-16,3,ok,False
radial_tail,4,5.0,524288,0.20223607872555593,0.010139909092343474,0.20151292545766827,0.010199549511198922,0.20169090387081912,0.01003667791818863,,,,,0.9999999999999997,2.7194799110210365e-16,,,1.0000000000000002,2.220446049250313e-16,,,0.0005451748547368185,0.0003779694519053998,0.19353076446463638,0.007395340156326074,0.16139651774629768,0.07157218977170157,624.6833823627741,1062.5526819105014,,,,,,,0.00498769496361066,0.0021731148044718544,0.20930780669227012,0.043199727783827364,-0.005015894709649841,0.0021963831249077084,1.2027416100105862e-16,5.777783805466599e-17,5.78205434271118e-16,1.2317455123328498e-16,3,ok,False
radial_tail,4,5.0,1048576,0.20179090807951225,0.006019667499946613,0.20148540707527607,0.005872258783287389,0.20157791470963302,0.005928850694310844,,,,,0.9999999999999997,2.3551386880256624e-16,,,1.0000000000000002,2.7194799110210365e-16,,,0.00021299336987924225,9.130107585517872e-05,0.1948350184176787,0.004161231446121226,0.1618615572988407,0.06596072484478262,958.0185100632716,1639.0709846763457,,,,,,,0.003514999508439217,0.002005240822719721,0.20883360983987623,0.04428111275306361,-0.0035301105049920047,0.0020216972983327906,7.401486830834377e-17,3.2049378106392736e-17,6.595843353017042e-16,2.1229617018220078e-16,3,ok,False
radial_tail,4,5.0,2097152,0.20247808870981607,0.003636403018577772,0.20230241236784288,0.003599530714894388,0.20235044649128917,0.003614487799508714,,,,,0.9999999999999996,1.3597399555105182e-16,,,1.0000000000000007,0.0,,,0.00012764221852692992,2.1944148884665825e-05,0.19933147545116778,0.003275885966596791,0.1631628733094272,0.06334785655546833,1234.161610464373,2116.3183656327938,,,,,,,0.0024115941366449714,0.0013580383902838224,0.2086911150881184,0.04456443057118827,-0.002418662865707614,0.0013650897422239814,1.2027416100105862e-16,6.985000018454545e-17,7.031412489292658e-16,6.409875621278546e-17,3,ok,False
radial_tail,4,5.0,4194304,0.20445870202595437,0.002418773463480251,0.2044033892015433,0.002392566915436904,0.20441019805220406,0.0023931196843283574,,,,,0.9999999999999997,4.2276033262255756e-16,,,1.0000000000000004,4.440892098500626e-16,,,4.8503973750307905e-05,2.6547718551475175e-05,0.20152116075341278,0.002316053080349361,0.16488950129749402,0.06335218063538593,2290.2423033860273,3945.2782571154576,,,,,,,0.0019560787624215794,0.001216470252368616,0.20865262746732094,0.044546765883515506,-0.001960905139584653,0.0012215988836502,9.251858538542972e-17,4.239734207189668e-17,5.921189464667501e-16,1.2819751242557095e-16,3,ok,True
radial_tail,8,5.0,262144,0.2290497998525842,0.0014548023437786792,0.22407152377160353,0.0023342628481222605,0.22516975882921383,0.002012482275600104,,,,,0.9999999999999991,5.978733960281817e-16,,,1.000000000000001,4.710277376051325e-16,,,0.003880041023370362,0.0010101798503564141,0.19948278452741988,0.009511101016272186,0.1816022285321095,0.05414396118911715,10.610214849738952,7.412691644324709,,,,,,,0.015684607964136437,0.0009514663626106919,0.20762127858480595,0.037759859087662745,-0.015935167818928637,0.00098215999908338,1.7578531223231644e-16,8.922169263581908e-17,1.9504160872129108e-15,6.449525311982393e-16,3,ok,False
radial_tail,8,5.0,524288,0.23126189035220954,0.0013478155249160714,0.22874711499029768,0.0015036194753924187,0.22926818933445214,0.001823755999231398,,,,,0.9999999999999996,4.2998752849492583e-16,,,1.0000000000000007,3.1401849173675503e-16,,,0.0019937010177573655,0.0004905254151614674,0.2138263112643973,6.034330061651804e-05,0.18607468748301945,0.05444911292581401,11.502132628586375,8.127896797017891,,,,,,,0.011831775233924388,0.002644432960210607,0.20786160941794696,0.038235295849887656,-0.011978272567570484,0.002707448369470466,1.942890293094024e-16,8.326672684688674e-17,1.3322676295501878e-15,4.440892098500626e-16,3,ok,False
radial_tail,8,5.0,1048576,0.22638056962270245,0.004188187235312682,0.22490451485374527,0.004282652302285417,0.22514602028425787,0.004378514559711943,,,,,0.9999999999999992,2.9373740229761033e-16,,,1.0000000000000009,3.1401849173675503e-16,,,0.0012345493384445887,0.0003980204584782365,0.21272635221372105,0.0041468828291660416,0.182266822730518,0.05764961087046069,13.873463073407544,10.413936201856046,,,,,,,0.00950234948075627,0.0006620237864738872,0.20772094857599033,0.03810092645347572,-0.009593811007497344,0.0006747077409096283,1.7578531223231644e-16,4.239734207189668e-17,1.9427504625605902e-15,6.730715820036835e-16,3,ok,False
radial_tail,8,5.0,2097152,0.22677654435562603,0.0004784267572173539,0.2259455575427606,0.00030139293495615074,0.22613499566449127,0.0003050421242401627,,,,,0.9999999999999994,5.606351459942525e-16,,,1.0000000000000007,6.280369834735101e-16,,,0.0006415486911347709,0.0001733870955138298,0.21664453549186533,0.0019063696861545808,0.18233816308415915,0.057190778474803305,13.937928982305792,10.305526509173758,,,,,,,0.006582165408214806,0.0011580891079698522,0.20761277190391594,0.037995424490408596,-0.006626689019731217,0.0011730294451263354,1.295260195396016e-16,3.2049378106392736e-17,9.47733699767857e-16,3.6292770230486424e-16,3,ok,False
radial_tail,8,5.0,4194304,0.22467876747807444,0.0006187249702519945,0.22424809517613778,0.0005884152554632445,0.2243682165656009,0.0005548791301122736,,,,,0.9999999999999988,6.080941944488118e-16,,,1.000000000000001,4.965068306494546e-16,,,0.0003105509124735247,6.974108983235303e-05,0.21785475423109565,0.0011484537204184929,0.18059160590439383,0.05758208109777824,14.96563197990699,11.248686798026572,,,,,,,0.005198105481223088,0.0007811179043120006,0.20744358860778558,0.03782424844328915,-0.005225680061905121,0.0007891469542577924,1.295260195396016e-16,3.2049378106392736e-17,1.1697425120989799e-15,2.676182084142598e-16,3,ok,True
radial_tail,12,5.0,262144,0.26809660651811834,0.024199836580735195,0.25229469387243103,0.020636922372883754,0.2547017089646047,0.022262502304816,,,,,0.9999999999999991,3.040470972244059e-16,,,1.0000000000000009,3.8459253727671276e-16,,,0.013394897553513687,0.00283014670941608,0.21465248068895168,0.030827554655447904,0.21448139704852187,0.05341350784812852,7.508917775738098,4.462404651853493,,,,,,,0.030268097990095926,0.0023295089436608657,0.2096234401503051,0.038608627336367926,-0.031216813538293458,0.002473897349330349,1.4802973661668753e-16,3.2049378106392736e-17,1.7058572404802522e-15,4.844870279319442e-16,3,ok,False
radial_tail,12,5.0,524288,0.25254320179249473,0.01717322707178334,0.24366994473646494,0.016945800616047578,0.24450600686890978,0.017424091912475518,,,,,0.9999999999999992,3.6821932062951477e-16,,,1.0000000000000009,3.1401849173675503e-16,,,0.008037194923584965,0.0003178993745634821,0.21112256337869725,0.019800411038085212,0.20402988184314777,0.057180372663775854,9.411501524049742,6.165552024426998,,,,,,,0.0204966030880378,0.0012136128582471684,0.20848984988097075,0.03880890882785921,-0.02092654969530631,0.0012649310898360535,2.0354088784794536e-16,3.2049378106392736e-17,3.0724359253950022e-15,8.4062746513274535e-16,3,ok,False
radial_tail,12,5.0,1048576,0.2403904642804983,0.01570218893707511,0.2351851286504679,0.015447210767409385,0.2358321228997723,0.015510437216035448,,,,,0.9999999999999991,2.9373740229761033e-16,,,1.0000000000000009,3.1401849173675503e-16,,,0.004558341380726028,0.0002532044020959085,0.21140925671637942,0.014611647419324877,0.1943596097992244,0.06349480578315668,12.524851172373479,9.023489880969747,,,,,,,0.01387837263904601,0.000644014434732247,0.2079167297246262,0.03836262142153875,-0.0140739808809179,0.0006621529553800886,1.4802973661668753e-16,3.2049378106392736e-17,3.3756804130583005e-15,3.066306108953336e-16,3,ok,False
