n,omega,tau_type,tau_value,init_name,dt,T,final_energy,final_normalized_energy,time_to_1e_minus_2,time_to_1e_minus_4,time_to_1e_minus_6,monotone_energy_bool,min_eig_min_over_time,max_eig_max_over_time
10,0.5,negative,-0.025,volume_low,0.02,20.0,0.0,0.0,1.6,2.8000000000000003,3.9,True,0.25,0.9999999999999972
10,0.5,negative,-0.025,shape_only,0.02,20.0,0.0,0.0,2.8000000000000003,5.2,7.5,True,0.1353352832366127,7.38905609893065
10,0.5,negative,-0.025,mixed,0.02,20.0,0.0,0.0,2.0,4.4,6.7,True,0.4161803537129246,8.963378140676129
10,0.5,zero,0.0,mean_only,0.02,20.0,0.0,0.0,2.3000000000000003,4.6000000000000005,6.9,True,1.0,1.0
10,0.5,zero,0.0,volume_high,0.02,20.0,0.0,0.0,1.6,3.7,6.0,True,1.000000001244349,4.0
10,0.5,zero,0.0,volume_low,0.02,20.0,8.881784197001252e-16,2.7917218003846945e-16,3.2,5.6000000000000005,7.9,True,0.25,0.9999999948793947
10,0.5,zero,0.0,shape_only,0.02,20.0,0.0,0.0,2.8000000000000003,5.3,7.6000000000000005,True,0.1353352832366127,7.38905609893065
10,0.5,zero,0.0,mixed,0.02,20.0,8.881784197001252e-16,1.4235719785288248e-16,1.8,4.1,6.4,True,0.44626032029685964,8.963378140676129
10,0.5,positive,0.025,mean_only,0.02,20.0,0.0,0.0,2.3000000000000003,4.6000000000000005,6.9,True,1.0,1.0
10,0.5,positive,0.025,volume_high,0.02,20.0,3.0242475190789264e-12,3.748202207656305e-13,2.3000000000000003,5.6000000000000005,9.0,True,1.0000011000902385,4.0
10,0.5,positive,0.025,volume_low,0.02,20.0,5.0259352235570987e-11,1.579751615183687e-11,4.8,8.4,11.8,True,0.25,0.9999955163137486
10,0.5,positive,0.025,shape_only,0.02,20.0,3.090860900556436e-13,1.1189869387363596e-13,2.8000000000000003,5.4,8.3,True,0.1353352832366127,7.38905609893065
10,0.5,positive,0.025,mixed,0.02,20.0,1.0391687510491465e-12,1.665579214878725e-13,2.0,5.1000000000000005,8.4,True,0.44626032029685964,8.963378140676129
10,1.0,negative,-0.05,mean_only,0.02,20.0,0.0,0.0,2.3000000000000003,4.6000000000000005,6.9,True,1.0,1.0
10,1.0,negative,-0.05,volume_high,0.02,20.0,0.0,0.0,1.6,3.7,6.0,True,1.000000001244349,4.0
10,1.0,negative,-0.05,volume_low,0.02,20.0,0.0,0.0,3.2,5.6000000000000005,7.9,True,0.25,0.9999999948793945
10,1.0,negative,-0.05,shape_only,0.02,20.0,1.827955919964097e-08,6.617763997912022e-09,5.5,10.4,15.1,True,0.1353352832366127,7.38905609893065
10,1.0,negative,-0.05,mixed,0.02,20.0,2.814211086388241e-09,4.5106162854081516e-10,3.0,7.8,12.4,True,0.4173984307996459,8.963378140676129
10,1.0,zero,0.0,mean_only,0.02,20.0,0.0,0.0,2.3000000000000003,4.6000000000000005,6.9,True,1.0,1.0
10,1.0,zero,0.0,volume_high,0.02,20.0,2.5844304474276214e-09,3.2031002249222885e-10,3.1,7.5,12.0,True,1.0000321526723988,4.0
10,1.0,zero,0.0,volume_low,0.02,20.0,4.251749441408492e-08,1.336409593171729e-08,6.4,11.200000000000001,15.8,True,0.25,0.9998695947896128
10,1.0,zero,0.0,shape_only,0.02,20.0,1.974114205438582e-08,7.146902052635239e-09,5.5,10.5,15.1,True,0.1353352832366127,7.38905609893065
10,1.0,zero,0.0,mixed,0.02,20.0,2.0082717711034093e-09,3.2188571070872466e-10,3.0,7.5,12.0,True,0.44626032029685964,8.963378140676129
10,1.0,positive,0.05,mean_only,0.02,20.0,0.0,0.0,2.3000000000000003,4.6000000000000005,6.9,True,1.0,1.0
10,1.0,positive,0.05,volume_high,0.02,20.0,2.1605825484272145e-06,2.677790169868441e-07,4.7,11.200000000000001,18.1,True,1.0009299294392042,4.0
10,1.0,positive,0.05,volume_low,0.02,20.0,3.499923384442383e-05,1.1000956784474556e-05,9.6,16.7,inf,True,0.25,0.9962630486749486
10,1.0,positive,0.05,shape_only,0.02,20.0,2.3222043399329095e-07,8.407095657374986e-08,5.5,10.9,16.6,True,0.1353352832366127,7.38905609893065
10,1.0,positive,0.05,mixed,0.02,20.0,7.408126334595977e-07,1.1873741614768033e-07,3.8000000000000003,10.0,16.9,True,0.44626032029685964,8.963378140676129
10,2.0,negative,-0.1,mean_only,0.02,20.0,0.0,0.0,2.3000000000000003,4.6000000000000005,6.9,True,1.0,1.0
10,2.0,negative,-0.1,volume_high,0.02,20.0,2.5844304474276214e-09,3.2031002249222885e-10,3.1,7.5,12.0,True,1.0000321526723988,4.0
10,2.0,negative,-0.1,volume_low,0.02,20.0,4.251749441408492e-08,1.336409593171729e-08,6.4,11.200000000000001,15.8,True,0.25,0.9998695947896128
10,2.0,negative,-0.1,shape_only,0.02,20.0,0.00041178746855319304,0.00014907975922286864,11.0,inf,inf,True,0.1353352832366127,7.38905609893065
10,2.0,negative,-0.1,mixed,0.02,20.0,6.552527530967467e-05,1.0502388230478909e-05,5.4,15.5,inf,True,0.4178245026316166,8.963378140676129
10,2.0,zero,0.0,mean_only,0.02,20.0,0.0,0.0,2.3000000000000003,4.6000000000000005,6.9,True,1.0,1.0
10,2.0,zero,0.0,volume_high,0.02,20.0,6.224290713152669e-05,7.714282658728572e-06,6.2,15.0,inf,True,1.0049980081908072,4.0
10,2.0,zero,0.0,volume_low,0.02,20.0,0.000976855043972158,0.000307045010505161,12.8,inf,inf,True,0.25,0.9803628367297369
10,2.0,zero,0.0,shape_only,0.02,20.0,0.0004397521087069478,0.00015920382112189507,11.0,inf,inf,True,0.1353352832366127,7.38905609893065
10,2.0,zero,0.0,mixed,0.02,20.0,4.7792208986763285e-05,7.66013314402758e-06,5.8,14.9,inf,True,0.44626032029685964,8.963378140676129
10,2.0,positive,0.1,mean_only,0.02,20.0,0.0,0.0,2.3000000000000003,4.6000000000000005,6.9,True,1.0,1.0
10,2.0,positive,0.1,volume_high,0.02,20.0,0.0018260591793657355,0.00022631874554680207,9.3,inf,inf,True,1.0272703723694083,4.0
10,2.0,positive,0.1,volume_low,0.02,20.0,0.024830355724945186,0.007804675710544806,19.3,inf,inf,True,0.25,0.9036227170975337
10,2.0,positive,0.1,shape_only,0.02,20.0,0.000567370047465765,0.00020540544947529813,11.0,inf,inf,True,0.1353352832366127,7.38905609893065
10,2.0,positive,0.1,mixed,0.02,20.0,0.0006335111699566909,0.00010153914232005853,7.4,inf,inf,True,0.44626032029685964,8.963378140676129
