R,dt,epsilon,c0,denom0,c1,status,fr_grad_sq_after_first,bw_grad_sq_after_first,expected_c1_2_over_epsilon,expected_fr_grad_sq_4_over_epsilon_sq,c1_ratio_to_reference,fr_grad_sq_ratio_to_reference,in_pole_fit_window,fit_slope_log_fr_vs_log_epsilon,fit_slope_pole_window_log_fr_vs_log_epsilon
1000.0,1.0,0.1,0.9,0.10000161999708423,17.999708405248665,non_spd,360.96429796637665,20.0538969765266,20.0,399.99999999999994,0.8999854202624332,0.9024107449159418,1,-1.705430983045515,-1.998103481489818
1000.0,1.0,0.01,0.99,0.010001960196118986,197.96119572324335,non_spd,39554.387812170076,199.80879418140356,200.0,40000.0,0.9898059786162168,0.9888596953042519,1,-1.705430983045515,-1.998103481489818
1000.0,1.0,0.001,0.999,0.0010019959980122062,1994.0199401631348,non_spd,3948563.4096838925,1980.202569770116,2000.0,4000000.0,0.9970099700815674,0.9871408524209732,1,-1.705430983045515,-1.998103481489818
1000.0,1.0,0.0001,0.9999,0.00010199959602141817,19605.960003803117,non_spd,355954404.29738474,18155.4182620151,20000.0,400000000.0,0.9802980001901558,0.8898860107434619,1,-1.705430983045515,-1.998103481489818
1000.0,1.0,1e-05,0.99999,1.1999956000430245e-05,166665.61110126512,non_spd,15383469183.55551,92301.39968231718,199999.99999999997,39999999999.99999,0.8333280555063257,0.3845867295888878,0,-1.705430983045515,-1.998103481489818
1000.0,1.0,1e-06,0.999999,2.999992000374263e-06,666667.7776975709,non_spd,56308545388.61253,84462.67732195166,2000000.0,4000000000000.0,0.33333388884878545,0.014077136347153133,0,-1.705430983045515,-1.998103481489818
