R,eta,N,running_min_bw_grad_sq,theorem_envelope,bound_satisfied,F0,F_star_num,Delta
20.0,0.9,1853,1.9847104540766242e-32,23.41353278471454,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1854,1.9847104540766242e-32,23.400904126254606,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1855,1.9847104540766242e-32,23.388289083598945,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1856,1.9847104540766242e-32,23.375687634739247,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1857,1.9847104540766242e-32,23.363099757714618,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1858,1.9847104540766242e-32,23.350525430611434,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1859,1.9847104540766242e-32,23.337964631563228,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1860,1.9847104540766242e-32,23.32541733875056,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1861,1.9847104540766242e-32,23.31288353040088,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1862,1.9847104540766242e-32,23.300363184788424,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1863,1.9847104540766242e-32,23.287856280234053,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1864,1.9847104540766242e-32,23.27536279510517,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1865,1.9847104540766242e-32,23.26288270781557,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1866,1.9847104540766242e-32,23.250415996825318,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1867,1.9847104540766242e-32,23.237962640640625,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1868,1.9847104540766242e-32,23.225522617813727,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1869,1.9847104540766242e-32,23.213095906942772,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1870,1.9847104540766242e-32,23.20068248667168,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1871,1.9847104540766242e-32,23.188282335690026,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1872,1.9847104540766242e-32,23.17589543273293,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1873,1.9847104540766242e-32,23.16352175658091,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1874,1.9847104540766242e-32,23.151161286059786,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1875,1.9847104540766242e-32,23.138814000040554,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1876,1.9847104540766242e-32,23.126479877439255,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1877,1.9847104540766242e-32,23.114158897216857,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1878,1.9847104540766242e-32,23.10185103837915,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1879,1.9847104540766242e-32,23.089556279976605,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1880,1.9847104540766242e-32,23.07727460110428,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1881,1.9847104540766242e-32,23.06500598090167,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1882,1.9847104540766242e-32,23.052750398552625,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1883,1.9847104540766242e-32,23.040507833285204,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1884,1.9847104540766242e-32,23.028278264371572,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1885,1.9847104540766242e-32,23.016061671127872,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1886,1.9847104540766242e-32,23.003858032914124,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1887,1.9847104540766242e-32,22.9916673291341,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1888,1.9847104540766242e-32,22.979489539235193,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1889,1.9847104540766242e-32,22.96732464270833,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1890,1.9847104540766242e-32,22.955172619087854,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1891,1.9847104540766242e-32,22.94303344795137,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1892,1.9847104540766242e-32,22.930907108919683,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1893,1.9847104540766242e-32,22.91879358165665,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1894,1.9847104540766242e-32,22.90669284586908,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1895,1.9847104540766242e-32,22.89460488130662,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1896,1.9847104540766242e-32,22.882529667761624,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1897,1.9847104540766242e-32,22.870467185069078,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1898,1.9847104540766242e-32,22.858417413106448,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1899,1.9847104540766242e-32,22.846380331793597,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1900,1.9847104540766242e-32,22.834355921092655,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1901,1.9847104540766242e-32,22.822344161007912,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1902,1.9847104540766242e-32,22.810345031585722,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1903,1.9847104540766242e-32,22.798358512914366,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1904,1.9847104540766242e-32,22.78638458512397,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1905,1.9847104540766242e-32,22.774423228386375,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1906,1.9847104540766242e-32,22.762474422915027,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1907,1.9847104540766242e-32,22.75053814896489,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1908,1.9847104540766242e-32,22.738614386832307,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1909,1.9847104540766242e-32,22.726703116854917,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1910,1.9847104540766242e-32,22.71480431941154,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1911,1.9847104540766242e-32,22.70291797492205,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1912,1.9847104540766242e-32,22.691044063847304,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1913,1.9847104540766242e-32,22.67918256668899,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1914,1.9847104540766242e-32,22.66733346398957,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1915,1.9847104540766242e-32,22.655496736332136,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1916,1.9847104540766242e-32,22.64367236434031,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1917,1.9847104540766242e-32,22.631860328678165,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1918,1.9847104540766242e-32,22.620060610050075,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1919,1.9847104540766242e-32,22.608273189200645,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1920,1.9847104540766242e-32,22.596498046914604,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1921,1.9847104540766242e-32,22.584735164016678,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1922,1.9847104540766242e-32,22.57298452137151,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1923,1.9847104540766242e-32,22.561246099883537,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1924,1.9847104540766242e-32,22.549519880496902,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1925,1.9847104540766242e-32,22.537805844195347,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1926,1.9847104540766242e-32,22.526103972002097,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1927,1.9847104540766242e-32,22.514414244979783,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1928,1.9847104540766242e-32,22.50273664423031,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1929,1.9847104540766242e-32,22.491071150894783,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1930,1.9847104540766242e-32,22.47941774615339,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1931,1.9847104540766242e-32,22.46777641122529,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1932,1.9847104540766242e-32,22.456147127368553,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1933,1.9847104540766242e-32,22.44452987588,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1934,1.9847104540766242e-32,22.43292463809516,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1935,1.9847104540766242e-32,22.421331395388137,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1936,1.9847104540766242e-32,22.40975012917151,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1937,1.9847104540766242e-32,22.398180820896254,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1938,1.9847104540766242e-32,22.38662345205162,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1939,1.9847104540766242e-32,22.375078004165054,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1940,1.9847104540766242e-32,22.36354445880208,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1941,1.9847104540766242e-32,22.352022797566224,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1942,1.9847104540766242e-32,22.340513002098888,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1943,1.9847104540766242e-32,22.32901505407928,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1944,1.9847104540766242e-32,22.3175289352243,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1945,1.9847104540766242e-32,22.306054627288454,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1946,1.9847104540766242e-32,22.29459211206374,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1947,1.9847104540766242e-32,22.283141371379582,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1948,1.9847104540766242e-32,22.27170238710269,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1949,1.9847104540766242e-32,22.26027514113701,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1950,1.9847104540766242e-32,22.248859615423612,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1951,1.9847104540766242e-32,22.237455791940565,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1952,1.9847104540766242e-32,22.22606365270289,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1953,1.9847104540766242e-32,22.21468317976244,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1954,1.9847104540766242e-32,22.203314355207798,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1955,1.9847104540766242e-32,22.191957161164215,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1956,1.9847104540766242e-32,22.180611579793478,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1957,1.9847104540766242e-32,22.169277593293838,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1958,1.9847104540766242e-32,22.15795518389992,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1959,1.9847104540766242e-32,22.146644333882612,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1960,1.9847104540766242e-32,22.135345025549,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1961,1.9847104540766242e-32,22.124057241242244,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1962,1.9847104540766242e-32,22.11278096334151,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1963,1.9847104540766242e-32,22.101516174261864,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1964,1.9847104540766242e-32,22.090262856454196,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1965,1.9847104540766242e-32,22.07902099240511,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1966,1.9847104540766242e-32,22.067790564636848,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1967,1.9847104540766242e-32,22.05657155570719,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1968,1.9847104540766242e-32,22.04536394820937,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1969,1.9847104540766242e-32,22.034167724771986,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1970,1.9847104540766242e-32,22.022982868058904,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1971,1.9847104540766242e-32,22.011809360769174,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1972,1.9847104540766242e-32,22.00064718563694,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1973,1.9847104540766242e-32,21.989496325431343,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1974,1.9847104540766242e-32,21.97835676295645,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1975,1.9847104540766242e-32,21.967228481051162,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1976,1.9847104540766242e-32,21.95611146258909,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1977,1.9847104540766242e-32,21.945005690478524,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1978,1.9847104540766242e-32,21.933911147662307,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1979,1.9847104540766242e-32,21.922827817117756,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1980,1.9847104540766242e-32,21.911755681856587,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1981,1.9847104540766242e-32,21.900694724924804,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1982,1.9847104540766242e-32,21.889644929402646,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1983,1.9847104540766242e-32,21.878606278404458,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1984,1.9847104540766242e-32,21.86757875507865,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1985,1.9847104540766242e-32,21.856562342607578,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1986,1.9847104540766242e-32,21.845557024207473,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1987,1.9847104540766242e-32,21.834562783128355,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1988,1.9847104540766242e-32,21.823579602653943,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1989,1.9847104540766242e-32,21.81260746610158,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1990,1.9847104540766242e-32,21.801646356822133,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1991,1.9847104540766242e-32,21.79069625819992,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1992,1.9847104540766242e-32,21.779757153652632,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1993,1.9847104540766242e-32,21.76882902663123,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1994,1.9847104540766242e-32,21.757911860619878,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1995,1.9847104540766242e-32,21.74700563913586,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1996,1.9847104540766242e-32,21.73611034572948,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1997,1.9847104540766242e-32,21.725225963984,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1998,1.9847104540766242e-32,21.714352477515536,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,1999,1.9847104540766242e-32,21.703489869973005,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2000,1.9847104540766242e-32,21.69263812503802,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2001,1.9847104540766242e-32,21.68179722642481,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2002,1.9847104540766242e-32,21.670967157880142,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2003,1.9847104540766242e-32,21.660147903183244,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2004,1.9847104540766242e-32,21.649339446145728,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2005,1.9847104540766242e-32,21.638541770611493,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2006,1.9847104540766242e-32,21.62775486045665,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2007,1.9847104540766242e-32,21.61697869958946,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2008,1.9847104540766242e-32,21.60621327195022,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2009,1.9847104540766242e-32,21.59545856151122,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2010,1.9847104540766242e-32,21.584714552276637,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2011,1.9847104540766242e-32,21.573981228282467,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2012,1.9847104540766242e-32,21.563258573596443,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2013,1.9847104540766242e-32,21.552546572317954,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2014,1.9847104540766242e-32,21.541845208577975,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2015,1.9847104540766242e-32,21.53115446653898,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2016,1.9847104540766242e-32,21.520474330394862,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2017,1.9847104540766242e-32,21.509804784370868,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2018,1.9847104540766242e-32,21.49914581272351,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2019,1.9847104540766242e-32,21.488497399740485,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2020,1.9847104540766242e-32,21.477859529740616,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2021,1.9847104540766242e-32,21.467232187073744,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2022,1.9847104540766242e-32,21.456615356120693,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2023,1.9847104540766242e-32,21.44600902129315,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2024,1.9847104540766242e-32,21.435413167033616,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2025,1.9847104540766242e-32,21.42482777781533,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2026,1.9847104540766242e-32,21.414252838142172,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2027,1.9847104540766242e-32,21.403688332548615,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2028,1.9847104540766242e-32,21.393134245599626,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2029,1.9847104540766242e-32,21.382590561890606,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2030,1.9847104540766242e-32,21.37205726604731,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2031,1.9847104540766242e-32,21.361534342725772,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2032,1.9847104540766242e-32,21.351021776612225,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2033,1.9847104540766242e-32,21.34051955242304,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2034,1.9847104540766242e-32,21.33002765490464,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2035,1.9847104540766242e-32,21.319546068833436,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2036,1.9847104540766242e-32,21.309074779015738,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2037,1.9847104540766242e-32,21.298613770287698,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2038,1.9847104540766242e-32,21.288163027515232,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2039,1.9847104540766242e-32,21.277722535593938,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2040,1.9847104540766242e-32,21.26729227944904,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2041,1.9847104540766242e-32,21.256872244035296,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2042,1.9847104540766242e-32,21.246462414336946,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2043,1.9847104540766242e-32,21.236062775367618,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2044,1.9847104540766242e-32,21.225673312170272,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2045,1.9847104540766242e-32,21.215294009817136,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2046,1.9847104540766242e-32,21.2049248534096,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2047,1.9847104540766242e-32,21.194565828078183,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2048,1.9847104540766242e-32,21.184216918982443,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2049,1.9847104540766242e-32,21.173878111310902,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2050,1.9847104540766242e-32,21.163549390280995,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2051,1.9847104540766242e-32,21.153230741138977,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2052,1.9847104540766242e-32,21.142922149159865,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2053,1.9847104540766242e-32,21.132623599647367,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2054,1.9847104540766242e-32,21.12233507793381,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2055,1.9847104540766242e-32,21.11205656938007,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2056,1.9847104540766242e-32,21.101788059375505,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2057,1.9847104540766242e-32,21.09152953333789,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2058,1.9847104540766242e-32,21.081280976713334,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2059,1.9847104540766242e-32,21.07104237497622,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2060,1.9847104540766242e-32,21.06081371362915,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2061,1.9847104540766242e-32,21.050594978202835,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2062,1.9847104540766242e-32,21.040386154256083,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2063,1.9847104540766242e-32,21.030187227375688,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2064,1.9847104540766242e-32,21.019998183176376,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2065,1.9847104540766242e-32,21.009819007300745,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2066,1.9847104540766242e-32,20.999649685419186,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2067,1.9847104540766242e-32,20.989490203229824,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2068,1.9847104540766242e-32,20.979340546458435,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2069,1.9847104540766242e-32,20.969200700858405,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2070,1.9847104540766242e-32,20.95907065221065,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2071,1.9847104540766242e-32,20.948950386323535,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2072,1.9847104540766242e-32,20.938839889032838,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2073,1.9847104540766242e-32,20.92873914620166,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2074,1.9847104540766242e-32,20.918648143720365,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2075,1.9847104540766242e-32,20.908566867506526,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2076,1.9847104540766242e-32,20.898495303504838,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2077,1.9847104540766242e-32,20.88843343768707,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2078,1.9847104540766242e-32,20.87838125605199,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2079,1.9847104540766242e-32,20.86833874462532,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2080,1.9847104540766242e-32,20.858305889459636,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2081,1.9847104540766242e-32,20.84828267663433,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2082,1.9847104540766242e-32,20.838269092255544,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2083,1.9847104540766242e-32,20.82826512245609,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
20.0,0.9,2084,1.9847104540766242e-32,20.818270753395414,1,-0.4987541446912317,-260.8104116451475,260.31165750045625
