potential_family,N_theta,kappa_target,M_mc,Lambda_hat_full_sym_mean,Lambda_hat_full_sym_std,Lambda_hat_raw_forward_mean,Lambda_hat_raw_forward_std,Lambda_hat_diag_mean,Lambda_hat_diag_std,Lambda_hat_separable_exact_mean,Lambda_hat_separable_exact_std,Lambda_true_mean,Lambda_true_std,gamma_loc_mean,gamma_loc_std,gamma_true_mean,gamma_true_std,inverse_gamma_loc_mean,inverse_gamma_loc_std,full_sym_minus_exact_mean,full_sym_minus_exact_std,full_sym_minus_diag_mean,full_sym_minus_diag_std,full_sym_minus_gaussian_mean,full_sym_minus_gaussian_std,full_sym_minus_separable_mean,full_sym_minus_separable_std,full_sym_over_separable_mean,full_sym_over_separable_std,full_sym_minus_separable_exact_mean,full_sym_minus_separable_exact_std,diag_minus_exact_mean,diag_minus_exact_std,abs_diag_minus_exact_mean,abs_diag_minus_exact_std,gamma_minus_gaussian_mean,gamma_minus_gaussian_std,gamma_minus_separable_mean,gamma_minus_separable_std,inverse_gamma_minus_gaussian_inverse_mean,inverse_gamma_minus_gaussian_inverse_std,self_adjoint_error_H_sym_mean,self_adjoint_error_H_sym_std,self_adjoint_error_L_star_mean,self_adjoint_error_L_star_std,n_seeds,baseline_correction_status,is_largest_M_row
gaussian,4,5.0,2048,0.14676125961918496,,0.0,,0.09568897931023737,,2.6406960921527977e-16,,0.0,,0.904964606399274,,1.0,,1.105015591691324,,0.14676125961918468,,0.05107228030894759,,0.0,,0.1321653812238939,,10.05497960756739,,0.14676125961918468,,0.09568897931023711,,0.09568897931023711,,0.0,,0.21427253003634172,,0.0,,5.551115123125783e-17,,8.881784197001252e-16,,1,ok,False
gaussian,4,5.0,4096,0.08952415975108123,,5.7777898331617076e-34,,0.04965031115289867,,2.6406960921527977e-16,,0.0,,0.9290812923166908,,1.0,,1.0763320801632668,,0.08952415975108097,,0.03987384859818256,,0.0,,0.08264279764359915,,13.009656860484352,,0.08952415975108097,,0.049650311152898405,,0.049650311152898405,,0.0,,0.20229228510305364,,0.0,,8.326672684688674e-17,,4.440892098500626e-16,,1,ok,True
gaussian,8,5.0,2048,0.5250587228353586,,0.16953186225759703,,0.2796006185180828,,2.6406960921527977e-16,,0.0,,0.8222365697111189,,1.0,,1.2161949940408705,,0.5250587228353584,,0.24545810431727577,,0.0,,0.18772284776166626,,1.5564864624038504,,0.5250587228353584,,0.27960061851808254,,0.27960061851808254,,0.0,,0.13287362650133838,,0.0,,2.220446049250313e-16,,1.5772153590478325e-15,,1,ok,False
gaussian,8,5.0,4096,0.36405996985539557,,0.1211147944157343,,0.1906293052891472,,2.6406960921527977e-16,,0.0,,0.8785274122801694,,1.0,,1.138268409183221,,0.3640599698553953,,0.17343066456624837,,0.0,,0.14951804732746848,,1.6969176260085281,,0.3640599698553953,,0.19062930528914693,,0.19062930528914693,,0.0,,0.1437732413461933,,0.0,,2.220446049250313e-16,,8.881784197001252e-16,,1,ok,True
gaussian,16,5.0,2048,0.9015527515788798,,1.3531561763995004e-33,,0.3049988797885254,,2.6406960921527977e-16,,0.0,,0.4729490770285329,,1.0,,2.114392539431196,,0.9015527515788796,,0.5965538717903545,,0.0,,-0.17513332443417118,,0.837340401872116,,0.9015527515788796,,0.30499887978852513,,0.30499887978852513,,0.0,,0.027570225850870655,,0.0,,5.466034695434985e-16,,3.167859194574167e-15,,1,ok,False
gaussian,16,5.0,4096,0.6357809370416929,,3.4006531212089335e-17,,0.1395071464815727,,2.6406960921527977e-16,,0.0,,0.618040592885626,,1.0,,1.6180166990828369,,0.6357809370416927,,0.4962737905601202,,0.0,,-0.022918266872500426,,0.9652067791545624,,0.6357809370416927,,0.13950714648157242,,0.13950714648157242,,0.0,,-0.010384469547921715,,0.0,,2.220446049250313e-16,,1.3477195366827987e-15,,1,ok,True
random_feature,4,5.0,2048,0.074925274186033,,0.04397361849705188,,0.03755915787386658,,,,,,0.8692123317651419,,,,1.150466880709415,,,,0.037366116312166416,,-0.07183598543315196,,0.060329395790741945,,5.133317239077953,,,,,,,,-0.03575227463413211,,0.17852025540220962,,0.045451289018090923,,1.6653345369377348e-16,,4.440892098500626e-16,,1,ok,False
random_feature,4,5.0,4096,0.07246527142061673,,0.05604278863412791,,0.029407785553581776,,,,,,0.9213349794419026,,,,1.085381562963938,,,,0.04305748586703496,,-0.017058888330464497,,0.06558390931313465,,10.5306580715794,,,,,,,,-0.007746312874788219,,0.19454597222826542,,0.009049482800671305,,5.551115123125783e-17,,9.821209422009246e-16,,1,ok,True
random_feature,8,5.0,2048,0.28954946467950715,,0.07916431512284638,,0.10408726724955907,,,,,,0.7449276332975514,,,,1.3424122764426478,,,,0.18546219742994807,,-0.23550925815585144,,-0.047786410394185186,,0.8583417480167325,,,,,,,,-0.07730893641356751,,0.055564690087770874,,0.12621728240177732,,4.440892098500626e-16,,7.292101996627031e-16,,1,ok,False
random_feature,8,5.0,4096,0.19467927579216365,,0.07679858216888019,,0.0746730404584555,,,,,,0.8166159061300692,,,,1.224565909742054,,,,0.12000623533370815,,-0.16938069406323192,,-0.019862646735763434,,0.9074183427568666,,,,,,,,-0.061911506150100215,,0.08186173519609308,,0.08629750055883312,,2.220446049250313e-16,,1.6929074651109594e-15,,1,ok,True
