run_id,experiment_group,potential_family,seed,N_theta,kappa_target,rho,M_mc,operator_estimator,backend,chunk_size,Lambda_hat_raw_forward,Lambda_hat_full_sym,Lambda_hat_diag,Lambda_hat_separable_exact,full_over_diag,full_minus_diag,diag_minus_exact,gamma_loc,inverse_gamma_loc,self_adjoint_error_H_raw,self_adjoint_error_H_sym,self_adjoint_error_L_star,eig_residual_H,eig_residual_L_star,current_bound_rate,conjecture_bound_rate,lambda_over_logkappa,inverse_gamma_over_logkappa,runtime_seconds,status,error_message,family,quadrature_nodes,device,dtype,eigensolver,explicit_dense_max_N_theta,basis_block_size,torch_available,torch_version,cuda_available,cuda_version,device_name,gpu_available,diag_offdiag_norm,full_sym_minus_exact,operator_matrix_dim,dense_matrix_memory_mb,matrix_construction_runtime_seconds,eigh_runtime_seconds,gpu_peak_memory_mb,separable_exact_status,Lambda_true,gamma_true,baseline_type,Lambda_hat,log_kappa_factor,Gamma_current,D_kappa,alpha_target,beta_target,L_A,L_A_is_empirical,norm_mean_grad,norm_mean_hess_minus_I,empirical_min_hess_eig,empirical_max_hess_eig,p_sym_dim,M_over_p,sqrt_p_over_M
nglr_20260604_160054,natural_gradient_local_rate,gaussian,0,4,5.0,0.0,2048,symmetrized,torch,1024,0.0,0.14676125961918496,0.09568897931023737,2.6406960921527977e-16,1.5337321045442855,0.05107228030894759,0.09568897931023711,0.904964606399274,1.105015591691324,0.8813021087832612,5.551115123125783e-17,8.881784197001252e-16,3.624285319042717e-17,3.5064164340585427e-16,0.25,0.0491965649785553,0.05624248000684757,0.4234688192525563,0.08176207542419434,ok,,gaussian,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.2032453250018838,0.14676125961918468,14,0.001568,0.050775766372680664,0.008777141571044922,,ok,0.0,1.0,gaussian,0.14676125961918496,2.6094379124341005,0.0,16.32662240617609,1.0,1.0,0.0,False,,,,,10,204.8,0.06987712429686843
nglr_20260604_160054,natural_gradient_local_rate,gaussian,0,4,5.0,0.0,4096,symmetrized,torch,1024,5.7777898331617076e-34,0.08952415975108123,0.04965031115289867,2.6406960921527977e-16,1.8030936296731477,0.03987384859818256,0.049650311152898405,0.9290812923166908,1.0763320801632668,0.7998302650807549,8.326672684688674e-17,4.440892098500626e-16,2.3210031260100402e-17,5.075837648215341e-16,0.25,0.0491965649785553,0.03430783285721963,0.41247660081678555,0.04665184020996094,ok,,gaussian,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.13130146984614816,0.08952415975108097,14,0.001568,0.04396200180053711,0.0002200603485107422,,ok,0.0,1.0,gaussian,0.08952415975108123,2.6094379124341005,0.0,16.32662240617609,1.0,1.0,0.0,False,,,,,10,409.6,0.04941058844013093
nglr_20260604_160054,natural_gradient_local_rate,separable,0,4,5.0,1.085124029884772,2048,symmetrized,torch,1024,0.0,0.014595878395291051,-0.23557406828932298,-0.2580119146533746,-0.06195876524645725,0.250169946684614,0.022437846364051606,0.6906920763629323,1.4478231823156724,0.5439297971371179,2.498001805406602e-16,7.382786203189213e-16,4.023047541197065e-17,3.440128218246656e-16,0.2142857142857143,0.0491965649785553,0.00559349518367192,0.5548410159202193,0.014641046524047852,ok,,separable,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.2267972046461178,0.2726077930486656,14,0.001568,0.011342048645019531,0.0003368854522705078,,ok,,,separable_exact,0.014595878395291051,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,0.6143690935841308,False,9.765393198659963e-18,0.0,0.3340342209940783,1.5009127069455859,10,204.8,0.06987712429686843
nglr_20260604_160054,natural_gradient_local_rate,separable,0,4,5.0,1.0751952247342753,4096,symmetrized,torch,1024,0.0,0.006881362107482075,-0.23801931429919293,-0.25565112459016687,-0.028910939970325795,0.244900676406675,0.017631810290973937,0.7267890072136372,1.375915141911404,0.4564943391208939,3.885780586188048e-16,7.082969869310017e-16,1.6469600214202591e-16,3.0557733824254685e-16,0.2142857142857143,0.0491965649785553,0.002637105130837582,0.5272841079510266,0.046566009521484375,ok,,separable,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.17422789744826297,0.26253248669764895,14,0.001568,0.04193377494812012,0.00033092498779296875,,ok,,,separable_exact,0.006881362107482075,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,0.620042436322601,False,2.0034565512074278e-17,0.0,0.33611820050677543,1.5005553234448539,10,409.6,0.04941058844013093
nglr_20260604_160054,natural_gradient_local_rate,random_feature,0,4,5.0,0.6996642346511834,2048,symmetrized,torch,1024,0.04397361849705188,0.074925274186033,0.03755915787386658,,1.994860333068477,0.037366116312166416,,0.8692123317651419,1.150466880709415,0.8613771175102528,1.6653345369377348e-16,4.440892098500626e-16,6.1124776191227e-17,5.862494393908403e-16,0.2142857142857143,0.0491965649785553,0.028713185253042568,0.44088685736778155,0.013550043106079102,ok,,random_feature,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.21086531897279123,,14,0.001568,0.011716127395629883,0.0003521442413330078,,not_separable,,,,0.074925274186033,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,0.9528379952121353,True,4.655411169294438e-17,0.0,0.6666666666666667,1.3048356507754988,10,204.8,0.06987712429686843
nglr_20260604_160054,natural_gradient_local_rate,random_feature,0,4,5.0,0.6740068048034629,4096,symmetrized,torch,1024,0.05604278863412791,0.07246527142061673,0.029407785553581776,,2.464152606410403,0.04305748586703496,,0.9213349794419026,1.085381562963938,0.30997439242909075,5.551115123125783e-17,9.821209422009246e-16,4.875451150025269e-17,4.937840934653769e-16,0.2142857142857143,0.0491965649785553,0.027770452431658228,0.4159445824681405,0.03262901306152344,ok,,random_feature,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.07568659350301721,,14,0.001568,0.03142976760864258,0.00035691261291503906,,not_separable,,,,0.07246527142061673,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,0.9891096972842335,True,1.2954468623459761e-17,0.0,0.6666666666666667,1.293620013724869,10,409.6,0.04941058844013093
nglr_20260604_160054,natural_gradient_local_rate,gaussian,0,8,5.0,0.0,2048,symmetrized,torch,1024,0.16953186225759703,0.5250587228353586,0.2796006185180828,2.6406960921527977e-16,1.8778882737035185,0.24545810431727577,0.27960061851808254,0.8222365697111189,1.2161949940408705,1.4800642098482366,2.220446049250313e-16,1.5772153590478325e-15,1.3414854116178278e-16,4.60002744386306e-16,0.25,0.0491965649785553,0.20121525801914192,0.4660754671516196,0.009954690933227539,ok,,gaussian,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.36450232363495355,0.5250587228353584,44,0.015488,0.005711078643798828,0.002076864242553711,,ok,0.0,1.0,gaussian,0.5250587228353586,2.6094379124341005,0.0,16.32662240617609,1.0,1.0,0.0,False,,,,,36,56.888888888888886,0.13258252147247765
nglr_20260604_160054,natural_gradient_local_rate,gaussian,0,8,5.0,0.0,4096,symmetrized,torch,1024,0.1211147944157343,0.36405996985539557,0.1906293052891472,2.6406960921527977e-16,1.9097796600747619,0.17343066456624837,0.19062930528914693,0.8785274122801694,1.138268409183221,1.1973557868474687,2.220446049250313e-16,8.881784197001252e-16,2.476340547186689e-16,1.9033091299563508e-16,0.25,0.0491965649785553,0.1395166246802163,0.4362121067373612,0.019212961196899414,ok,,gaussian,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.24334225784205135,0.3640599698553953,44,0.015488,0.01618480682373047,0.0005621910095214844,,ok,0.0,1.0,gaussian,0.36405996985539557,2.6094379124341005,0.0,16.32662240617609,1.0,1.0,0.0,False,,,,,36,113.77777777777777,0.09375
nglr_20260604_160054,natural_gradient_local_rate,separable,0,8,5.0,1.050131584263897,2048,symmetrized,torch,1024,0.0855602244050063,0.33733587507369234,0.15542388728784498,0.010423295987258295,2.1704249003175837,0.18191198778584736,0.14500059130058668,0.6893629432097805,1.4506146723579967,0.8052083235925812,2.8612277765502556e-16,1.7763568394002505e-15,5.521471132916206e-16,6.09410974251182e-16,0.21428571428571427,0.0491965649785553,0.12927530234242027,0.5559107827190469,0.024515151977539062,ok,,separable,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.4394279849830183,0.32691257908643406,44,0.015488,0.02054905891418457,0.0005998611450195312,,ok,,,separable_exact,0.33733587507369234,2.6094379124341005,0.6666666666666667,16.32662240617609,0.33333333333333326,1.6666666666666667,0.6348410776864455,False,3.182538672933217e-17,0.0,0.3671596543401472,1.666666418166316,36,56.888888888888886,0.13258252147247765
nglr_20260604_160054,natural_gradient_local_rate,separable,0,8,5.0,1.052045017389566,4096,symmetrized,torch,1024,0.07717475318946679,0.2145419225279271,0.10913875475338533,0.01044228815940079,1.9657721311986318,0.10540316777454176,0.09869646659398454,0.7347541709339761,1.3609994193416541,0.6210620967690533,3.3306690738754696e-16,1.1721832849628307e-15,2.7774874904390463e-16,6.039842260546931e-16,0.2142857142857143,0.0491965649785553,0.08221767665198096,0.5215680407096197,0.023598909378051758,ok,,separable,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.26326456048187413,0.2040996343685263,44,0.015488,0.01995086669921875,0.0006411075592041016,,ok,,,separable_exact,0.2145419225279271,2.6094379124341005,0.6666666666666665,16.32662240617609,0.33333333333333337,1.6666666666666665,0.6336864446360512,False,1.613516834643421e-17,0.0,0.37017354494363275,1.6666664177135262,36,113.77777777777777,0.09375
