run_id,experiment_group,potential_family,seed,N_theta,kappa_target,rho,M_mc,operator_estimator,backend,chunk_size,Lambda_hat_raw_forward,Lambda_hat_full_sym,Lambda_hat_diag,Lambda_hat_separable_exact,full_over_diag,full_minus_diag,diag_minus_exact,gamma_loc,inverse_gamma_loc,self_adjoint_error_H_raw,self_adjoint_error_H_sym,self_adjoint_error_L_star,eig_residual_H,eig_residual_L_star,current_bound_rate,conjecture_bound_rate,lambda_over_logkappa,inverse_gamma_over_logkappa,runtime_seconds,status,error_message,family,quadrature_nodes,device,dtype,eigensolver,explicit_dense_max_N_theta,basis_block_size,torch_available,torch_version,cuda_available,cuda_version,device_name,gpu_available,diag_offdiag_norm,full_sym_minus_exact,operator_matrix_dim,dense_matrix_memory_mb,matrix_construction_runtime_seconds,eigh_runtime_seconds,gpu_peak_memory_mb,separable_exact_status,Lambda_true,gamma_true,baseline_type,Lambda_hat,log_kappa_factor,Gamma_current,D_kappa,alpha_target,beta_target,L_A,L_A_is_empirical,norm_mean_grad,norm_mean_hess_minus_I,empirical_min_hess_eig,empirical_max_hess_eig,p_sym_dim,M_over_p,sqrt_p_over_M,Lambda_hat_gaussian_baseline,gamma_loc_gaussian_baseline,full_sym_minus_gaussian,gamma_minus_gaussian,inverse_gamma_minus_gaussian_inverse,Lambda_hat_separable_baseline,gamma_loc_separable_baseline,full_sym_minus_separable,gamma_minus_separable,full_sym_over_separable,full_sym_minus_separable_exact,full_sym_minus_diag,abs_diag_minus_exact,full_sym_excess_over_gaussian,full_sym_excess_over_separable,noise_baseline_available,baseline_match,gaussian_baseline_match,separable_baseline_match,baseline_correction_status
nglr_20260604_160054,natural_gradient_local_rate,gaussian,0,4,5.0,0.0,2048,symmetrized,torch,1024,0.0,0.1467612596191849,0.0956889793102373,2.6406960921527977e-16,1.5337321045442855,0.0510722803089475,0.09568897931023704,0.904964606399274,1.105015591691324,0.8813021087832612,5.551115123125783e-17,8.881784197001252e-16,3.624285319042717e-17,3.5064164340585427e-16,0.25,0.0491965649785553,0.0562424800068475,0.4234688192525563,0.0817620754241943,ok,,gaussian,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.2032453250018838,0.1467612596191846,14,0.001568,0.0507757663726806,0.0087771415710449,,ok,0.0,1.0,gaussian,0.1467612596191849,2.6094379124341005,0.0,16.32662240617609,1.0,1.0,0.0,False,,,,,10,204.8,0.06987712429686843,0.1467612596191849,0.904964606399274,0.0,0.0,0.0,0.014595878395291,0.6906920763629323,0.1321653812238939,0.21427253003634172,10.054979607567422,0.14676125961918463,0.0510722803089476,0.09568897931023704,0.0,0.1321653812238939,True,seed_exact,seed_exact,seed_exact,ok
nglr_20260604_160054,natural_gradient_local_rate,gaussian,0,4,5.0,0.0,4096,symmetrized,torch,1024,5.777789833161707e-34,0.0895241597510812,0.0496503111528986,2.6406960921527977e-16,1.8030936296731477,0.0398738485981825,0.049650311152898335,0.9290812923166908,1.0763320801632668,0.7998302650807549,8.326672684688674e-17,4.440892098500626e-16,2.3210031260100402e-17,5.075837648215341e-16,0.25,0.0491965649785553,0.0343078328572196,0.4124766008167855,0.0466518402099609,ok,,gaussian,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.1313014698461481,0.0895241597510809,14,0.001568,0.0439620018005371,0.0002200603485107,,ok,0.0,1.0,gaussian,0.0895241597510812,2.6094379124341005,0.0,16.32662240617609,1.0,1.0,0.0,False,,,,,10,409.6,0.04941058844013093,0.0895241597510812,0.9290812923166908,0.0,0.0,0.0,0.006881362107482,0.7267890072136372,0.0826427976435992,0.20229228510305364,13.009656860484489,0.08952415975108094,0.039873848598182604,0.049650311152898335,0.0,0.0826427976435992,True,seed_exact,seed_exact,seed_exact,ok
nglr_20260604_160054,natural_gradient_local_rate,separable,0,4,5.0,1.085124029884772,2048,symmetrized,torch,1024,0.0,0.014595878395291,-0.2355740682893229,-0.2580119146533746,-0.0619587652464572,0.250169946684614,0.02243784636405169,0.6906920763629323,1.4478231823156724,0.5439297971371179,2.498001805406602e-16,7.382786203189214e-16,4.023047541197065e-17,3.440128218246656e-16,0.2142857142857143,0.0491965649785553,0.0055934951836719,0.5548410159202193,0.0146410465240478,ok,,separable,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.2267972046461178,0.2726077930486656,14,0.001568,0.0113420486450195,0.0003368854522705,,ok,,,separable_exact,0.014595878395291,2.6094379124341005,0.6666666666666665,16.32662240617609,0.3333333333333333,1.6666666666666663,0.6143690935841308,False,9.765393198659964e-18,0.0,0.3340342209940783,1.500912706945586,10,204.8,0.06987712429686843,0.1467612596191849,0.904964606399274,-0.1321653812238939,-0.21427253003634172,0.3428075906243484,0.014595878395291,0.6906920763629323,0.0,0.0,1.0,0.27260779304866556,0.2501699466846139,0.02243784636405169,-0.1321653812238939,0.0,True,seed_exact,seed_exact,seed_exact,ok
nglr_20260604_160054,natural_gradient_local_rate,separable,0,4,5.0,1.075195224734275,4096,symmetrized,torch,1024,0.0,0.006881362107482,-0.2380193142991929,-0.2556511245901668,-0.0289109399703257,0.244900676406675,0.01763181029097391,0.7267890072136372,1.375915141911404,0.4564943391208939,3.8857805861880484e-16,7.082969869310018e-16,1.6469600214202591e-16,3.0557733824254685e-16,0.2142857142857143,0.0491965649785553,0.0026371051308375,0.5272841079510266,0.0465660095214843,ok,,separable,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.1742278974482629,0.2625324866976489,14,0.001568,0.0419337749481201,0.0003309249877929,,ok,,,separable_exact,0.006881362107482,2.6094379124341005,0.6666666666666665,16.32662240617609,0.3333333333333333,1.6666666666666663,0.620042436322601,False,2.003456551207428e-17,0.0,0.3361182005067754,1.500555323444854,10,409.6,0.04941058844013093,0.0895241597510812,0.9290812923166908,-0.0826427976435992,-0.20229228510305364,0.2995830617481372,0.006881362107482,0.7267890072136372,0.0,0.0,1.0,0.26253248669764884,0.2449006764066749,0.01763181029097391,-0.0826427976435992,0.0,True,seed_exact,seed_exact,seed_exact,ok
nglr_20260604_160054,natural_gradient_local_rate,random_feature,0,4,5.0,0.6996642346511834,2048,symmetrized,torch,1024,0.0439736184970518,0.074925274186033,0.0375591578738665,,1.994860333068477,0.0373661163121664,,0.8692123317651419,1.150466880709415,0.8613771175102528,1.6653345369377348e-16,4.440892098500626e-16,6.1124776191227e-17,5.862494393908403e-16,0.2142857142857143,0.0491965649785553,0.0287131852530425,0.4408868573677815,0.0135500431060791,ok,,random_feature,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.2108653189727912,,14,0.001568,0.0117161273956298,0.000352144241333,,not_separable,,,,0.074925274186033,2.6094379124341005,0.6666666666666665,16.32662240617609,0.3333333333333333,1.6666666666666663,0.9528379952121352,True,4.655411169294438e-17,0.0,0.6666666666666667,1.3048356507754988,10,204.8,0.06987712429686843,0.1467612596191849,0.904964606399274,-0.07183598543315191,-0.03575227463413211,0.045451289018090923,0.014595878395291,0.6906920763629323,0.060329395790741994,0.17852025540220962,5.133317239077971,,0.03736611631216649,,-0.07183598543315191,0.060329395790741994,True,seed_exact,seed_exact,seed_exact,ok
nglr_20260604_160054,natural_gradient_local_rate,random_feature,0,4,5.0,0.6740068048034629,4096,symmetrized,torch,1024,0.0560427886341279,0.0724652714206167,0.0294077855535817,,2.464152606410403,0.0430574858670349,,0.9213349794419026,1.085381562963938,0.3099743924290907,5.551115123125783e-17,9.821209422009246e-16,4.8754511500252685e-17,4.937840934653769e-16,0.2142857142857143,0.0491965649785553,0.0277704524316582,0.4159445824681405,0.0326290130615234,ok,,random_feature,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.0756865935030172,,14,0.001568,0.0314297676086425,0.000356912612915,,not_separable,,,,0.0724652714206167,2.6094379124341005,0.6666666666666665,16.32662240617609,0.3333333333333333,1.6666666666666663,0.9891096972842336,True,1.2954468623459761e-17,0.0,0.6666666666666667,1.293620013724869,10,409.6,0.04941058844013093,0.0895241597510812,0.9290812923166908,-0.017058888330464497,-0.007746312874788219,0.009049482800671305,0.006881362107482,0.7267890072136372,0.06558390931313471,0.19454597222826542,10.53065807157951,,0.043057485867035006,,-0.017058888330464497,0.06558390931313471,True,seed_exact,seed_exact,seed_exact,ok
nglr_20260604_160054,natural_gradient_local_rate,gaussian,0,8,5.0,0.0,2048,symmetrized,torch,1024,0.169531862257597,0.5250587228353586,0.2796006185180828,2.6406960921527977e-16,1.8778882737035183,0.2454581043172757,0.27960061851808254,0.8222365697111189,1.2161949940408705,1.4800642098482366,2.220446049250313e-16,1.5772153590478325e-15,1.3414854116178278e-16,4.60002744386306e-16,0.25,0.0491965649785553,0.2012152580191419,0.4660754671516196,0.0099546909332275,ok,,gaussian,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.3645023236349535,0.5250587228353584,44,0.015488,0.0057110786437988,0.0020768642425537,,ok,0.0,1.0,gaussian,0.5250587228353586,2.6094379124341005,0.0,16.32662240617609,1.0,1.0,0.0,False,,,,,36,56.888888888888886,0.13258252147247765,0.5250587228353586,0.8222365697111189,0.0,0.0,0.0,0.3373358750736923,0.6893629432097805,0.1877228477616663,0.13287362650133838,1.5564864624038506,0.5250587228353584,0.24545810431727577,0.27960061851808254,0.0,0.1877228477616663,True,seed_exact,seed_exact,seed_exact,ok
nglr_20260604_160054,natural_gradient_local_rate,gaussian,0,8,5.0,0.0,4096,symmetrized,torch,1024,0.1211147944157343,0.3640599698553955,0.1906293052891472,2.6406960921527977e-16,1.909779660074762,0.1734306645662483,0.19062930528914693,0.8785274122801694,1.138268409183221,1.197355786847469,2.220446049250313e-16,8.881784197001252e-16,2.4763405471866893e-16,1.9033091299563508e-16,0.25,0.0491965649785553,0.1395166246802163,0.4362121067373612,0.0192129611968994,ok,,gaussian,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.2433422578420513,0.3640599698553953,44,0.015488,0.0161848068237304,0.0005621910095214,,ok,0.0,1.0,gaussian,0.3640599698553955,2.6094379124341005,0.0,16.32662240617609,1.0,1.0,0.0,False,,,,,36,113.77777777777777,0.09375,0.3640599698553955,0.8785274122801694,0.0,0.0,0.0,0.2145419225279271,0.7347541709339761,0.14951804732746843,0.1437732413461933,1.6969176260085277,0.36405996985539524,0.1734306645662483,0.19062930528914693,0.0,0.14951804732746843,True,seed_exact,seed_exact,seed_exact,ok
nglr_20260604_160054,natural_gradient_local_rate,separable,0,8,5.0,1.050131584263897,2048,symmetrized,torch,1024,0.0855602244050063,0.3373358750736923,0.1554238872878449,0.0104232959872582,2.1704249003175837,0.1819119877858473,0.1450005913005867,0.6893629432097805,1.450614672357997,0.8052083235925812,2.8612277765502556e-16,1.7763568394002505e-15,5.521471132916206e-16,6.09410974251182e-16,0.2142857142857142,0.0491965649785553,0.1292753023424202,0.5559107827190469,0.024515151977539,ok,,separable,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.4394279849830183,0.326912579086434,44,0.015488,0.0205490589141845,0.0005998611450195,,ok,,,separable_exact,0.3373358750736923,2.6094379124341005,0.6666666666666667,16.32662240617609,0.3333333333333332,1.6666666666666667,0.6348410776864455,False,3.182538672933217e-17,0.0,0.3671596543401472,1.666666418166316,36,56.888888888888886,0.13258252147247765,0.5250587228353586,0.8222365697111189,-0.1877228477616663,-0.13287362650133838,0.2344196783171264,0.3373358750736923,0.6893629432097805,0.0,0.0,1.0,0.32691257908643406,0.18191198778584738,0.1450005913005867,-0.1877228477616663,0.0,True,seed_exact,seed_exact,seed_exact,ok
nglr_20260604_160054,natural_gradient_local_rate,separable,0,8,5.0,1.052045017389566,4096,symmetrized,torch,1024,0.0771747531894667,0.2145419225279271,0.1091387547533853,0.0104422881594007,1.965772131198632,0.1054031677745417,0.09869646659398461,0.7347541709339761,1.360999419341654,0.6210620967690533,3.3306690738754696e-16,1.1721832849628309e-15,2.7774874904390463e-16,6.039842260546932e-16,0.2142857142857143,0.0491965649785553,0.0822176766519809,0.5215680407096197,0.0235989093780517,ok,,separable,80,cpu,float64,torch_dense_eigh,64,32,True,2.6.0,False,,cpu,False,0.2632645604818741,0.2040996343685263,44,0.015488,0.0199508666992187,0.0006411075592041,,ok,,,separable_exact,0.2145419225279271,2.6094379124341005,0.6666666666666665,16.32662240617609,0.3333333333333333,1.6666666666666663,0.6336864446360512,False,1.6135168346434208e-17,0.0,0.3701735449436327,1.6666664177135262,36,113.77777777777777,0.09375,0.3640599698553955,0.8785274122801694,-0.14951804732746843,-0.1437732413461933,0.222731010158433,0.2145419225279271,0.7347541709339761,0.0,0.0,1.0,0.20409963436852638,0.10540316777454178,0.09869646659398461,-0.14951804732746843,0.0,True,seed_exact,seed_exact,seed_exact,ok
