potential_family,N_theta,kappa_target,gamma_loc_mean,gamma_loc_std,gamma_loc_min,inverse_gamma_loc_mean,inverse_gamma_over_logkappa_mean,Lambda_hat_full_sym_mean,Lambda_hat_diag_mean,Lambda_hat_separable_exact_mean,current_bound_rate,conjecture_bound_rate,self_adjoint_error_L_star_max,n_seeds
additive_index,16,50.0,0.8834545424845803,0.013734149275458383,0.8704628937582165,1.1321021453129834,0.2304757416774977,0.2388250176515677,0.09606474730940545,,0.2015810276679842,0.02879078069520258,3.5333049992062244e-15,3
additive_index,16,100.0,0.8758024893623123,0.005254878045754857,0.8699863312498782,1.1418374204123622,0.20371146326060688,0.21706992914668208,0.0675139084608431,,0.20079522862823063,0.02559495781739623,4.3802162628323174e-15,3
additive_index,32,2.0,0.7540840359119567,0.004675858128222929,0.7488838156788787,1.3261462233953283,0.7832433226252397,0.5318478050379333,0.1443054240298855,,0.23076923076923078,0.06852312846017043,3.552713678800501e-15,3
additive_index,32,5.0,0.7432056465574478,0.011031273974533014,0.7338779046424588,1.3457192120277597,0.5157122940597058,0.5128399457630941,0.13426591639533791,,0.2142857142857143,0.0491965649785553,7.105427357601002e-15,3
additive_index,32,10.0,0.7321179995392725,0.015289775041558052,0.7154495424116464,1.3662999268587175,0.4137061993518727,0.5226205840587855,0.12572799338050936,,0.20754716981132074,0.04054578386931515,1.0658141036401503e-14,3
additive_index,32,20.0,0.728492488184935,0.017058578708679658,0.7125241981214744,1.373197769392253,0.3436661105852486,0.5227472504713736,0.14229736212988717,,0.20388349514563106,0.0344823648038378,8.881784197001252e-15,3
additive_index,32,50.0,0.7345924186366068,0.01288085447360278,0.7218044918223907,1.3615781183028866,0.27719294408805556,0.5578993279959614,0.1577569008049772,,0.2015810276679842,0.02879078069520258,1.4210854715202004e-14,3
additive_index,32,100.0,0.7489770277587046,0.011014502023398983,0.7409172875541311,1.3353455331845054,0.23823460998965326,0.548360850009768,0.14852645548681184,,0.20079522862823063,0.02559495781739623,3.552713678800501e-15,3
additive_index,64,2.0,0.2848229168464968,0.019957974790086513,0.2664520686666549,3.522331508948661,2.0803457309504427,1.4167045303568708,0.24790572225329757,,0.23076923076923078,0.06852312846017043,7.78859694390335e-15,3
additive_index,64,5.0,0.2930800740939459,0.005757286321917358,0.28693582939543477,3.4129187625178763,1.307913380983372,1.395940029071652,0.2297785960928255,,0.2142857142857143,0.0491965649785553,7.15937481116654e-15,3
additive_index,64,10.0,0.3019026372934725,0.025416691188134135,0.27257899435303884,3.3288531071432335,1.0079537736075026,1.4288655786337412,0.29158344897395144,,0.20754716981132074,0.04054578386931515,5.429072191452929e-15,3
additive_index,64,20.0,0.2757561249899901,0.012596489196538989,0.26655166652151563,3.631329795713649,0.9088020785946639,1.4194554768277923,0.2267865899429904,,0.20388349514563106,0.0344823648038378,7.699174683074981e-15,3
additive_index,64,50.0,0.3027168620812755,0.010982845666225868,0.2912803835547583,3.3063334777860915,0.6731103405119132,1.4675911142617055,0.298859333598741,,0.2015810276679842,0.02879078069520258,5.42937226804466e-15,3
additive_index,64,100.0,0.27805202789774586,0.02072575198873181,0.256234808253303,3.610016167310386,0.6440511255723815,1.4085084927825922,0.24310305149948452,,0.20079522862823063,0.02559495781739623,9.46431500708228e-15,3
additive_index,128,2.0,-0.9942699357525844,0.03731483464603084,-1.0312558673289944,-1.0067097524861273,-0.5945789970563548,4.013634978460389,0.5202148172195757,,0.23076923076923078,0.06852312846017043,1.3870069444230385e-14,3
additive_index,128,5.0,-0.9949978246476102,0.019005943814139156,-1.0155524329285432,-1.0052705940946138,-0.3852441130346309,4.0432659652097,0.5502184314325854,,0.2142857142857143,0.0491965649785553,4.743373630302003e-15,3
additive_index,128,10.0,-1.0173249343395883,0.028432735417590425,-1.0460349930729653,-0.983481960854817,-0.29779155817699626,3.979984630808149,0.5205181054440757,,0.20754716981132074,0.04054578386931515,1.2543265230858667e-14,3
additive_index,128,20.0,-0.9897707408842312,0.040898304023048324,-1.036513997188249,-1.0114619714279118,-0.2531355711998868,4.037485749279703,0.57072525556561,,0.20388349514563106,0.0344823648038378,2.7647057189619686e-14,3
additive_index,128,50.0,-1.0191447346714646,0.04698678120347804,-1.0661706387297605,-0.9826081428744438,-0.20004143746651626,4.015027555811479,0.4726956519436432,,0.2015810276679842,0.02879078069520258,1.6079622632023122e-14,3
additive_index,128,100.0,-0.9832645828818461,0.05681642980758581,-1.036490449781519,-1.019314306113351,-0.1818525169247228,3.9999298125432667,0.5232257890167296,,0.20079522862823063,0.02559495781739623,1.607969046326389e-14,3
gaussian,4,2.0,0.9879500532465973,0.005625817130385508,0.9816036569541277,1.0122188585551082,0.597832763847709,0.02579937962665974,0.014612550024889351,1.3831867155085284e-15,0.25,0.06852312846017043,8.373240744364933e-16,3
gaussian,4,5.0,0.9911497323871742,0.0016927524991343882,0.9899982440990585,1.0089312543299387,0.386646966966461,0.023520436539274537,0.012486502612376951,1.3831867155085284e-15,0.25,0.0491965649785553,8.881784197001252e-16,3
gaussian,4,10.0,0.9875049855359875,0.006196160964704438,0.9806397072495188,1.0126797583213565,0.30663244997671957,0.019604908084046205,0.010250823086993115,1.3831867155085284e-15,0.25,0.04054578386931515,8.881784197001252e-16,3
gaussian,4,20.0,0.985147699277551,0.005297945498104846,0.9804408810595857,1.0150957595454886,0.2540449885153629,0.022848940959419844,0.015294395739964342,1.3831867155085284e-15,0.25,0.0344823648038378,6.931695368525112e-16,3
gaussian,4,50.0,0.9865245078804383,0.0046559821844879236,0.9816063857503553,1.0136746272678245,0.20636601786018502,0.01862144226553759,0.01227038791525912,1.3831867155085284e-15,0.25,0.02879078069520258,4.753540743883841e-16,3
gaussian,4,100.0,0.9873210024596784,0.00576088435060871,0.9832561539667602,1.0128647369910062,0.18070187048432254,0.023937944657233378,0.013792856827955861,1.3831867155085284e-15,0.25,0.02559495781739623,1.1102230246251565e-15,3
gaussian,8,2.0,0.966486369841021,0.008740461556682693,0.9574925663675592,1.0347322054580168,0.6111295091994411,0.06787428358339959,0.038730780235233186,1.3831867155085284e-15,0.25,0.06852312846017043,1.459407954739419e-15,3
gaussian,8,5.0,0.9691128248646789,0.004547367566631552,0.9645770434751634,1.0318867448562778,0.3954440686016274,0.04653504392894429,0.0219385773218434,1.3831867155085284e-15,0.25,0.0491965649785553,3.1086244689504383e-15,3
gaussian,8,10.0,0.9647072773382281,0.010435470054154154,0.9574204576743759,1.0366642691449208,0.3138947945184072,0.056071702588288835,0.027782612541699888,1.3831867155085284e-15,0.25,0.04054578386931515,1.8392381405638883e-15,3
gaussian,8,20.0,0.9639097509635066,0.0029148669983320784,0.9621819015171338,1.0374478366092772,0.2596389761835876,0.05306915586485755,0.01627221067930245,1.3831867155085284e-15,0.25,0.0344823648038378,2.220446049250313e-15,3
gaussian,8,50.0,0.963436831086747,0.008879055116604268,0.9542819817939003,1.0380095994259886,0.21132018280022544,0.08153140167779481,0.04590384212441092,1.3831867155085284e-15,0.25,0.02879078069520258,2.220446049250313e-15,3
gaussian,8,100.0,0.9645768874942591,0.0037550464522673062,0.9605674972596527,1.0367344742522329,0.1849603918974451,0.05987589839299962,0.029155056735302148,1.3831867155085284e-15,0.25,0.02559495781739623,1.1885185009424254e-15,3
gaussian,16,2.0,0.9109566379916293,0.007504206635981793,0.9045886622370397,1.0977966113903959,0.6483763632570563,0.18210612513705401,0.06460692850989856,1.3831867155085284e-15,0.25,0.06852312846017043,2.5896383004742434e-15,3
gaussian,16,5.0,0.9077860256067786,0.0075740750238304285,0.8991640086163466,1.101632520800548,0.4221723443011289,0.18249806302260677,0.061757124365818795,1.3831867155085284e-15,0.25,0.0491965649785553,5.988413905164507e-15,3
gaussian,16,10.0,0.9078416039054353,0.0034063207019144194,0.9043058699565741,1.1015240826416364,0.3335338989382468,0.18328434027139925,0.06101737078333055,1.3831867155085284e-15,0.25,0.04054578386931515,2.7995467533254113e-15,3
gaussian,16,20.0,0.9130924340116454,0.0034619822648313246,0.9108465918910446,1.095189847178155,0.27408989697000946,0.20027361127226306,0.0787632478618413,1.3831867155085284e-15,0.25,0.0344823648038378,3.878376257780662e-15,3
gaussian,16,50.0,0.9046001278737471,0.003377203789152718,0.9008552129592688,1.105471107710651,0.22505413889328776,0.18504830204729425,0.05380635679539591,1.3831867155085284e-15,0.25,0.02879078069520258,2.433981069542374e-15,3
gaussian,16,100.0,0.9141157586695469,0.015404135134912551,0.9050305583274807,1.0941584980820636,0.19520522335205115,0.1963301742204977,0.08101961102331733,1.3831867155085284e-15,0.25,0.02559495781739623,1.732340372942513e-15,3
gaussian,32,2.0,0.7512523137454096,0.007728804461524098,0.7424955120518949,1.3312051088035532,0.7862311818416794,0.5067716279834992,0.12891524423586734,1.3831867155085284e-15,0.25,0.06852312846017043,5.329070518200751e-15,3
gaussian,32,5.0,0.744649530999728,0.008885941557120584,0.7344341151000114,1.3430419709172885,0.5146863102270521,0.5174422618441107,0.11419851767953589,1.3831867155085284e-15,0.25,0.0491965649785553,7.105427357601002e-15,3
gaussian,32,10.0,0.7533992081887523,0.006046401853681789,0.7468878457962062,1.3273746771447648,0.401919902067201,0.5256677091908352,0.15563404973811165,1.3831867155085284e-15,0.25,0.04054578386931515,1.4210854715202004e-14,3
gaussian,32,20.0,0.7375505538372829,0.014243513267199257,0.7250595057988395,1.3561745176419822,0.3394057521365757,0.5000301335816357,0.1149647951504343,1.3831867155085284e-15,0.25,0.0344823648038378,7.105427357601002e-15,3
gaussian,32,50.0,0.7335616205912409,0.0038193485092088753,0.7296250449896259,1.3632366440874293,0.27753059026412386,0.5062575451712858,0.12188095198075848,1.3831867155085284e-15,0.25,0.02879078069520258,1.5987211554602254e-14,3
gaussian,32,100.0,0.7567175270400752,0.01748581290144,0.7386880119701655,1.3219688035640065,0.23584811160037364,0.4972008399888394,0.1186056333057368,1.3831867155085284e-15,0.25,0.02559495781739623,5.329070518200751e-15,3
gaussian,64,2.0,0.28633612362700805,0.014330052234359158,0.2704993506549968,3.4983526474077817,2.066183429045331,1.444523505137478,0.23834851850472547,1.3831867155085284e-15,0.25,0.06852312846017043,4.170510510909535e-15,3
gaussian,64,5.0,0.26213554890109364,0.011542198344958987,0.25010515554893703,3.8197899373179443,1.4638362994254266,1.4537386730512907,0.2268053662684059,1.3831867155085284e-15,0.25,0.0491965649785553,7.376260021637985e-15,3
gaussian,64,10.0,0.295834561250794,0.007114109213549048,0.288524703448786,3.381574286886804,1.0239173834037834,1.404876709928845,0.24212314591583875,1.3831867155085284e-15,0.25,0.04054578386931515,9.020067882341429e-15,3
gaussian,64,20.0,0.27954338160522013,0.02238525335193625,0.26514264413227906,3.5919537385443103,0.8989475501944626,1.4482387741779819,0.2721025542751352,1.3831867155085284e-15,0.25,0.0344823648038378,4.42267904772386e-15,3
gaussian,64,50.0,0.27249037039179247,0.006725521773613372,0.2661496402730412,3.671339991242666,0.7474191361045266,1.4096857066502821,0.22586454380561907,1.3831867155085284e-15,0.25,0.02879078069520258,2.878626777634977e-15,3
gaussian,64,100.0,0.28892349263188605,0.006784609101857025,0.28227876838445903,3.4623951490782345,0.6177145446419439,1.4119146021490916,0.23327162863347095,1.3831867155085284e-15,0.25,0.02559495781739623,6.0281769788152065e-15,3
gaussian,128,2.0,-1.0302596051919972,0.04224655427676394,-1.0701837643823144,-0.9717258155114168,-0.573916920317615,3.986663004150428,0.4617491076964564,1.3831867155085284e-15,0.25,0.06852312846017043,1.2891380665584638e-14,3
gaussian,128,5.0,-1.0056443613545694,0.02444528314861887,-1.023523538614383,-0.9947841240451586,-0.38122544296032607,4.000534304134953,0.46914873846150934,1.3831867155085284e-15,0.25,0.0491965649785553,5.742477381627221e-15,3
gaussian,128,10.0,-1.0092348945764558,0.025334152436961785,-1.0294574191786308,-0.9912706556253293,-0.30014992126263934,3.9843780535519824,0.4625140374415113,1.3831867155085284e-15,0.25,0.04054578386931515,1.8653902961912397e-14,3
gaussian,128,20.0,-1.0048712975220004,0.01355199634050424,-1.017749431234841,-0.995273229687534,-0.2490840630827079,4.014031353852199,0.4730230952461853,1.3831867155085284e-15,0.25,0.0344823648038378,8.416516859650935e-15,3
gaussian,128,50.0,-1.0038745905489244,0.033725217993695565,-1.0251736158686025,-0.9969050917998116,-0.20295204047256257,3.9871979442954086,0.48619086877479845,1.3831867155085284e-15,0.25,0.02879078069520258,9.002637956447473e-15,3
gaussian,128,100.0,-1.0079884686186649,0.03779953287584465,-1.0414258177936044,-0.9930163083146678,-0.17716077752590428,4.036035403622441,0.5155896556224195,1.3831867155085284e-15,0.25,0.02559495781739623,1.4455852849637183e-14,3
radial_tail,4,2.0,0.9999999999999994,3.8459253727671276e-16,0.9999999999999989,1.0000000000000007,0.5906161091496416,0.10906449459326911,0.10568936905425025,,0.23076923076923078,0.06852312846017043,7.771561172376096e-16,3
radial_tail,4,5.0,0.9999999999999999,7.850462293418876e-17,0.9999999999999998,1.0000000000000002,0.383224293337255,0.19868901294330374,0.19620005804011056,,0.2142857142857143,0.0491965649785553,8.510813380948069e-16,3
radial_tail,4,10.0,0.9999999999999999,1.5700924586837752e-16,0.9999999999999997,1.0000000000000002,0.3027931065641139,0.26000923901489137,0.25771568070426504,,0.20754716981132074,0.04054578386931515,6.437721070892388e-16,3
radial_tail,4,20.0,0.9999999999999994,8.98526478567621e-16,0.9999999999999983,1.0000000000000007,0.2502670177925995,0.27625650680366015,0.2747368612277539,,0.20388349514563106,0.0344823648038378,6.661338147750939e-16,3
radial_tail,4,50.0,0.9999999999999997,6.329245045284193e-16,0.9999999999999989,1.0000000000000002,0.20358210840929022,0.2998573881294727,0.298118754683641,,0.2015810276679842,0.02879078069520258,5.551115123125783e-16,3
radial_tail,4,100.0,0.9999999999999994,1.1102230246251565e-16,0.9999999999999993,1.0000000000000007,0.17840671501818428,0.29690998192569634,0.29509810260978137,,0.20079522862823063,0.02559495781739623,8.881784197001252e-16,3
radial_tail,8,2.0,0.9900615054343458,0.0035045016369213418,0.9862207270772866,1.0100467064768497,0.5965498558387666,0.11934778238308207,0.08526632465747648,,0.23076923076923078,0.06852312846017043,3.774758283725532e-15,3
radial_tail,8,5.0,0.9999999999999991,2.7194799110210365e-16,0.9999999999999988,1.000000000000001,0.3832242933372554,0.24480087216839774,0.22788661282137235,,0.2142857142857143,0.0491965649785553,1.7763568394002505e-15,3
radial_tail,8,10.0,0.999999999999999,0.0,0.9999999999999989,1.000000000000001,0.3027931065641142,0.32325037859505773,0.30605893417320346,,0.20754716981132074,0.04054578386931515,3.1086244689504383e-15,3
radial_tail,8,20.0,0.9999999999999992,4.775249788392736e-16,0.9999999999999989,1.0000000000000007,0.2502670177925996,0.3313541697768594,0.31785275132217344,,0.20388349514563106,0.0344823648038378,1.3832976114399706e-15,3
radial_tail,8,50.0,0.9999999999999994,7.850462293418876e-17,0.9999999999999992,1.0000000000000007,0.20358210840929028,0.33761795046141296,0.32314736270631467,,0.2015810276679842,0.02879078069520258,1.7763568394002505e-15,3
radial_tail,8,100.0,0.999999999999999,3.597533769998862e-16,0.9999999999999986,1.000000000000001,0.1784067150181844,0.34332721501363306,0.3293617270081269,,0.20079522862823063,0.02559495781739623,3.552713678800501e-15,3
radial_tail,16,2.0,0.936723160514655,0.006681696862487315,0.9294328177805004,1.0675875644176251,0.6305344134728798,0.26336916367665436,0.1443839272095866,,0.23076923076923078,0.06852312846017043,4.440892098500626e-15,3
radial_tail,16,5.0,0.9613533899845166,0.003861975809637145,0.9590736558002285,1.0402113774231014,0.39863427003434065,0.34641863939054285,0.2646143105574704,,0.2142857142857143,0.0491965649785553,3.552713678800501e-15,3
radial_tail,16,10.0,0.9661951878495767,0.0012713569914197757,0.9647272224169446,1.034988755627938,0.3133874605755098,0.37593142786204004,0.2905003693421944,,0.20754716981132074,0.04054578386931515,7.993605777301127e-15,3
radial_tail,16,20.0,0.9664862032495164,0.009575560607188664,0.9554335403413561,1.034744020706048,0.25896230024082634,0.4209992345795374,0.3334978468083525,,0.20388349514563106,0.0344823648038378,1.934240670867749e-15,3
radial_tail,16,50.0,0.9759769242137245,0.0028318204032216996,0.9730103718214652,1.0246201424348278,0.2085943289155094,0.4273643555091764,0.35041611577116005,,0.2015810276679842,0.02879078069520258,2.6645352591003757e-15,3
radial_tail,16,100.0,0.9792950083846517,0.005127053374996506,0.9738376584518602,1.0211614330404124,0.18218205677200142,0.4563166260050015,0.38643182339883997,,0.20079522862823063,0.02559495781739623,3.552713678800501e-15,3
radial_tail,32,2.0,0.7729402583237074,0.015039365800901485,0.7556009130581153,1.294091328607661,0.7643111853865466,0.5862949372482642,0.20387591669568506,,0.23076923076923078,0.06852312846017043,1.0658141036401503e-14,3
radial_tail,32,5.0,0.8051959440951828,0.0052497446683234745,0.7992945348408632,1.2419690257057108,0.4759527022228301,0.6677855326513216,0.31501954321537484,,0.2142857142857143,0.0491965649785553,1.0658141036401503e-14,3
radial_tail,32,10.0,0.805945898034273,0.004418188689081649,0.8008984494093522,1.2408030058781139,0.37570659678392454,0.6804682665034564,0.33429909230132965,,0.20754716981132074,0.04054578386931515,1.5987211554602254e-14,3
radial_tail,32,20.0,0.8127985002809662,0.010856960839276248,0.8003261454168907,1.2304646786794378,0.30794472563223185,0.689403065232784,0.3482765549036428,,0.20388349514563106,0.0344823648038378,8.881784197001252e-15,3
radial_tail,32,50.0,0.8307618195602727,0.011493108745553829,0.8176173725804833,1.2038691812995004,0.24508622617791823,0.7301829272220104,0.40552154339780583,,0.2015810276679842,0.02879078069520258,1.2434497875801753e-14,3
radial_tail,32,100.0,0.8249171547326727,0.008684386086863163,0.8154540888993839,1.212332811146665,0.21628831434543716,0.7545731849425731,0.42510062851115854,,0.20079522862823063,0.02559495781739623,1.7763568394002505e-14,3
radial_tail,64,2.0,0.3154458839248717,0.00826914634553037,0.30613675090096665,3.1715863644926796,1.8731899984287221,1.4800295122337044,0.2818303518904503,,0.23076923076923078,0.06852312846017043,7.057137190764971e-15,3
radial_tail,64,5.0,0.33117829043031166,0.019398157171858547,0.31349255819356747,3.026357754323645,1.159773811786401,1.5518330308838995,0.3851959702416259,,0.2142857142857143,0.0491965649785553,1.0045408419967652e-14,3
radial_tail,64,10.0,0.35684917665399035,0.009073480185811755,0.350857202270284,2.8034957790661466,0.848879196182819,1.6063003540870675,0.45741660387515815,,0.20754716981132074,0.04054578386931515,4.747162596426735e-15,3
radial_tail,64,20.0,0.3568704446581739,0.01549719733432075,0.34052687161766715,2.8056940028530515,0.7021726709326138,1.6196032866183756,0.46159600535912637,,0.20388349514563106,0.0344823648038378,5.187577178212468e-15,3
radial_tail,64,50.0,0.3481810255150672,0.010520255677930423,0.33658846286577626,2.87383754961356,0.5850619075761164,1.5945017411257842,0.42162388011723845,,0.2015810276679842,0.02879078069520258,1.0027366326316179e-14,3
radial_tail,64,100.0,0.3566674043419902,0.010744198487132702,0.34806668379562417,2.805408147424059,0.5005036518671763,1.6402881338641737,0.4884082466528971,,0.20079522862823063,0.02559495781739623,5.16730156956946e-15,3
radial_tail,128,2.0,-0.9945536457715591,0.01811077015866382,-1.0131291105747127,-1.0056982080746761,-0.5939815626318314,4.084554125483915,0.5562448145195263,,0.23076923076923078,0.06852312846017043,1.8918713418849697e-14,3
radial_tail,128,5.0,-0.9748064061933018,0.023877630035657158,-0.9981215098687698,-1.0262559801813167,-0.3932862227881171,4.153897416341569,0.619760420294356,,0.2142857142857143,0.0491965649785553,1.0198580322978464e-14,3
radial_tail,128,10.0,-0.9597052069106907,0.011410303963753983,-0.9722454451015797,-1.0420844446802342,-0.3155359863068676,4.14245974789671,0.6461246471521487,,0.20754716981132074,0.04054578386931515,2.1687303298499807e-14,3
radial_tail,128,20.0,-0.9363352639468493,0.026982735935593166,-0.9554392177062916,-1.0685943256169834,-0.2674339151022563,4.153470191523442,0.6879002377749422,,0.20388349514563106,0.0344823648038378,2.1780143176688415e-14,3
radial_tail,128,50.0,-0.9486158126360351,0.024259515785664206,-0.9680779872592166,-1.0546325131359815,-0.2147043106212115,4.208421758622122,0.6763643564719296,,0.2015810276679842,0.02879078069520258,7.167750860294569e-15,3
radial_tail,128,100.0,-0.9384687616954223,0.009813714480498816,-0.9459967026353207,-1.0656436434506062,-0.19011798180803177,4.204633690246404,0.7227935152453737,,0.20079522862823063,0.02559495781739623,2.872592980525781e-14,3
random_feature,4,2.0,0.9670992522730765,0.004749955272064782,0.9619617874902402,1.034036684455014,0.6107187232908157,0.030331717824417407,0.00881483342334458,,0.23076923076923073,0.06852312846017043,6.936551157555193e-16,3
random_feature,4,5.0,0.9388333268111095,0.011094277610721192,0.9276841481477124,1.0652509840008622,0.40823005557054587,0.05327139163339876,0.020858920312897156,,0.2142857142857143,0.0491965649785553,8.881784197001252e-16,3
random_feature,4,10.0,0.9285757060178937,0.015147952445766704,0.9130845903571337,1.0771094438969164,0.32614131462709245,0.05816108484105601,0.01988474122977632,,0.20754716981132074,0.04054578386931515,6.661338147750939e-16,3
random_feature,4,20.0,0.9200302396439879,0.015950858102209062,0.90442215149728,1.087138431617153,0.27207489320854855,0.07939437650135825,0.04170208685349364,,0.20388349514563106,0.0344823648038378,8.465023117064171e-16,3
random_feature,4,50.0,0.9165845897960941,0.013384768629772684,0.9045167446610134,1.0911613380564855,0.22214092581624154,0.07252870977287312,0.02599521423440918,,0.2015810276679842,0.02879078069520258,5.644353760454835e-16,3
random_feature,4,100.0,0.9164055200265223,0.01348519450120108,0.9032234369329804,1.091377377381332,0.19470905274376457,0.07457000539664803,0.03162293937980697,,0.20079522862823063,0.02559495781739623,1.1102230246251565e-15,3
random_feature,8,2.0,0.951547140199879,0.002537669326528869,0.9493219777460504,1.0509250624262723,0.6206932713780486,0.07358169226826607,0.027694645742129678,,0.23076923076923078,0.06852312846017043,2.220446049250313e-15,3
random_feature,8,5.0,0.9322613034174653,0.010258957040813317,0.9245284872065654,1.0727467751447104,0.41110262483465076,0.09260841818928754,0.050172432412258085,,0.2142857142857143,0.0491965649785553,1.7763568394002505e-15,3
random_feature,8,10.0,0.9163913909871745,0.01755526029608375,0.8970559571875149,1.0915056707691277,0.3305003928845311,0.11667939852610391,0.06297257145424123,,0.20754716981132074,0.04054578386931515,3.552713678800501e-15,3
random_feature,8,20.0,0.9058319446076819,0.017733865066175664,0.8882664001691398,1.104239567502218,0.2763547434873698,0.1248932525638195,0.062307860164706776,,0.20388349514563106,0.0344823648038378,2.6645352591003757e-15,3
random_feature,8,50.0,0.9007083882622452,0.01809391615317092,0.8877025934974846,1.1105329275101543,0.2260846348404586,0.1367369524676134,0.0710795638983882,,0.2015810276679842,0.02879078069520258,2.4424906541753444e-15,3
random_feature,8,100.0,0.9021241327318107,0.015323078294653918,0.8899558783321115,1.1087065742058273,0.1978006978231263,0.13586989238321107,0.07441196353428257,,0.20079522862823063,0.02559495781739623,1.7927105403740212e-15,3
random_feature,16,2.0,0.9213125803052996,0.009775541857941872,0.9130239611519706,1.0854891157831281,0.6411073580881156,0.2129220039897165,0.11246320894311483,,0.23076923076923078,0.06852312846017043,2.6645352591003757e-15,3
random_feature,16,5.0,0.8980667450950636,0.010319330976941783,0.886864944119733,1.1136013370360234,0.4267590854450524,0.21154382107286365,0.06951479097740491,,0.2142857142857143,0.0491965649785553,3.552713678800501e-15,3
random_feature,16,10.0,0.8907320525492327,0.0042082700958826205,0.8864195249687328,1.1226887856315269,0.3399424251060625,0.21216973291292385,0.07468853968589002,,0.20754716981132074,0.04054578386931515,4.9861564168634745e-15,3
random_feature,16,20.0,0.8760512690037462,0.010794632509527892,0.8639143833855768,1.1416018974162878,0.28570530237274727,0.23123632771383837,0.086019877630708,,0.20388349514563106,0.0344823648038378,3.552713678800501e-15,3
random_feature,16,50.0,0.8761043230029375,0.005299522932463903,0.8701478751616214,1.1414444986077266,0.23237767765874603,0.21760457388308527,0.06465110646510967,,0.2015810276679842,0.02879078069520258,1.7763568394002505e-15,3
